"title","number","date","keywords","link"
"Im Kaufhaus des Westens |","1991.30.2600","1991-07-19","DIE ZEIT, , Michail Gorbatschow, Sowjetunion, Lebensmittelindustrie, Privatisierung, Rubel, Rüstungsindustrie, Polen, London, Moskau","http://www.zeit.de/1991/30/im-kaufhaus-des-westens"
"In London trafen sich die Chefs der sieben wichtigsten Industrieländer. Als Gast im Club der Reichen: Michail Gorbatschow.: Der Jahrmarkt der Einigkeiten |","1991.30.2611","1991-07-19","DIE ZEIT, In London trafen sich die Chefs der sieben wichtigsten Industrieländer. Als Gast im Club der Reichen: Michail Gorbatschow., London, George W.  Bush, Hans-Dietrich Genscher, Michail Gorbatschow, Saddam Hussein, tTokyo, USA, Vereinte Nationen, Großbritannien, Irak, Japan, Kanada, Polen, Sowjetunion, Houston, Themse, Warschau","http://www.zeit.de/1991/30/der-jahrmarkt-der-einigkeiten"
"Bonner Bühne: Der Himmel über Berlin |","1991.30.2612","1991-07-19","DIE ZEIT, Bonner Bühne, Berlin, Helmut Kohl, Bühne, Rita Süssmuth, CDU, Hans-Jochen Vogel, Walter Ulbricht, Absicherung, Asche, DDR, Ingrid Matthäus-Maier, Kulturrevolution, Parlament, Bonn, München, Potsdam","http://www.zeit.de/1991/30/der-himmel-ueber-berlin"
"KOLUMNE: Jetzt oder nie? |","1991.30.2613","1991-07-19","DIE ZEIT, KOLUMNE, Reichstag, Wissenschaftsrat, Asbest, DDR, Ostdeutschland, Reform, Berlin, Bonn, Oder","http://www.zeit.de/1991/30/jetzt-oder-nie"
"Vom Wahlforscher zum Politikberater: Den Kanzler zum Präsidenten machen |","1991.30.2614","1991-07-19","DIE ZEIT, Vom Wahlforscher zum Politikberater, Helmut Kohl, Jürgen Möllemann, Bundesregierung, SPD, Bundespresseamt, Dieter Vogel, Elisabeth Noelle-Neumann, Kanzleramt, Mannheimer, Bonn, USA, Berlin, Osteuropa, Washington D.C","http://www.zeit.de/1991/30/den-kanzler-zum-praesidenten-machen"
"Bonner Kulisse |","1991.30.2615","1991-07-19","DIE ZEIT, , Friedhelm Ost, Günther Krause, Theo Waigel, Bundesregierung, Eberhard Diepgen, Heide Simonis, CDU, Helmut Kohl, SPD, Friedrich Zimmermann, Karl Otto Pöhl, DDR, Ingrid Matthäus-Maier, Berlin, Paderborn","http://www.zeit.de/1991/30/bonner-kulisse"
"Pflegeversicherung: Schutzlos |","1991.30.2616","1991-07-19","DIE ZEIT, Pflegeversicherung, Norbert Blüm, FDP, Helmut Kohl, Pflegeversicherung, Gesundheitsreform, Minister, Regierung","http://www.zeit.de/1991/30/schutzlos"
"Wolfgang Hoffmann:: Mit Mut gegen den Mangel |","1991.30.2617","1991-07-19","DIE ZEIT, Wolfgang Hoffmann:, Bundesregierung, CDU, CSU, FDP, Abschreibung, Mietrecht, Ostdeutschland, Wohngeld, MIT","http://www.zeit.de/1991/30/mit-mut-gegen-den-mangel"
"Markt-Report: Lustlos im Sommerloch |","1991.30.2618","1991-07-19","DIE ZEIT, Markt-Report, BMW, Hoechst, Veba, Bank, Dollar, Kapitalflucht, Liquidität, Tarifrunde, Umsatz, Vorstand","http://www.zeit.de/1991/30/lustlos-im-sommerloch"
"Spanien: Skeptisch |","1991.30.2619","1991-07-19","DIE ZEIT, Spanien, Spanien, Arbeitgeber, Arbeitslosigkeit, Finanzminister, Klima, Sozialismus, Tageszeitung","http://www.zeit.de/1991/30/skeptisch"
"Zusammenbruch der BCCI: Außer Kontrolle |","1991.30.2620","1991-07-19","DIE ZEIT, Zusammenbruch der BCCI, England, Bankenaufsicht, Finanzamt, Luxemburg, Pakistan, USA, Abu Dhabi, Afrika, Europa, Südamerika","http://www.zeit.de/1991/30/ausser-kontrolle"
"Wirtschaftspolitik: Sieger in der Zwickmühle |","1991.30.2621","1991-07-19","DIE ZEIT, Wirtschaftspolitik, Wirtschaftspolitik, Bundesbank, Die Linke, Theo Waigel, Frankreich, John Maynard Keynes, Jürgen Möllemann, BNP, François Hollande, Inflation, Wirtschaftsminister, Wirtschaftswachstum, USA","http://www.zeit.de/1991/30/sieger-in-der-zwickmuehle"
"Wenn Aschenputtel Kasse macht |","1991.30.2622","1991-07-19","DIE ZEIT, , Bank, Emanzipation, Geld, Kriminalfilm, Statistisches Bundesamt, Bremen, München","http://www.zeit.de/1991/30/wenn-aschenputtel-kasse-macht"
"Großbritannien: Teurer, aber nicht besser |","1991.30.2623","1991-07-19","DIE ZEIT, Großbritannien, Großbritannien, Abwasser, Aktie, British Telecom, Gehaltserhöhung, Michael Heseltine, Privatisierung, Unternehmen, Wasserqualität","http://www.zeit.de/1991/30/teurer-aber-nicht-besser"
"In Brüssel streiten die zwölf europäischen Agrarminister über die Zukunft der Landwirtschaft. Das EG-Budget soll entlastet, die Umwelt geschont, Getreideberge und Milchseen sollen beseitigt werden. In der vergangenen Woche präsentierte der amtierende Agrarkommissar Ray MacSharry den Plan für eine grundlegende Reform.: „Der taugt nichts“ |","1991.30.2624","1991-07-19","DIE ZEIT, In Brüssel streiten die zwölf europäischen Agrarminister über die Zukunft der Landwirtschaft. Das EG-Budget soll entlastet, die Umwelt geschont, Getreideberge und Milchseen sollen beseitigt werden. In der vergangenen Woche präsentierte der amtierende Agrarkommissar Ray MacSharry den Plan für eine grundlegende Reform., Brüssel, Umwelt, Agrarpolitik, Agrarprodukt, Ausgleichszahlung, Entwicklungsland, Europa","http://www.zeit.de/1991/30/der-taugt-nichts"
"Indien: Ende eines Traums |","1991.30.2625","1991-07-19","DIE ZEIT, Indien, Indien, Narasimha Rao, Manmohan Singh, Direktinvestition, Internationaler Währungsfonds, Premierminister, Brasilien, China, Mexiko, Sowjetunion, Südkorea, Kaschmir","http://www.zeit.de/1991/30/ende-eines-traums"
