"title","number","date","keywords","link"
"Rückblick: Verhandlungen über Nordirland: Aller Anfang ist schwer |","1991.20.2277","1991-05-10","DIE ZEIT, Rückblick: Verhandlungen über Nordirland, Ian Paisley, Nordirland, Frieden, Island, Provinz, Vorwerk, Irland, Belfast, Dublin, London, Straßburg","http://www.zeit.de/1991/20/aller-anfang-ist-schwer"
"Aussöhnung zwischen Griechen und Türken?: Hoffnung für die geteilte Insel |","1991.20.2288","1991-05-10","DIE ZEIT, Aussöhnung zwischen Griechen und Türken?, Turgut Özal, Vereinte Nationen, Zypern, Feindschaft, Hoffnung, Javier Pérez de Cuéllar, Türkei, Ankara, Nordzypern","http://www.zeit.de/1991/20/hoffnung-fuer-die-geteilte-insel"
"Worte der Woche |","1991.20.2289","1991-05-10","DIE ZEIT, , FDP, CDU, CSU, Helmut Kohl, SPD, Saddam Hussein, Theo Waigel, Björn Engholm, Erwin Huber, Franz Steinkühler, Heiner Geißler, IG Metall, Klaus Kinkel, Bundesfinanzminister, Bundeswirtschaftsminister, Eduard Schewardnadse, Glaube, Ideologie, Johannes Paul II., Lothar de Maizière , Ludwig Stiegler, Papst, Zivilcourage, Irak, Sowjetunion, Bonn, München","http://www.zeit.de/1991/20/worte-der-woche"
"Entscheiden muß die Politik |","1991.20.2290","1991-05-10","DIE ZEIT, , Absatz, Bundestag, DDR, Gewalt, Peter Graf, Verfassung, England, Sowjetunion","http://www.zeit.de/1991/20/entscheiden-muss-die-politik"
"Zeitspiegel |","1991.20.2291","1991-05-10","DIE ZEIT, , Helmut Kohl, Manfred Gerlach, Bernhard Heisig, Bundestag, Ferdinand Marcos, Gelöbnis, Schießbefehl, Philippinen, Berlin, Manila","http://www.zeit.de/1991/20/zeitspiegel"
"Vom Partisanen zum patriotischen Präsidenten: Der Kroate, der die Krise will |","1991.20.2292","1991-05-10","DIE ZEIT, Vom Partisanen zum patriotischen Präsidenten, Franjo Tudjman, Josip Broz Tito, Slobodan Miloševic, Jugoslawien, Kroatien, Präsident, Serbien, Türkei, Adria, Split, Washington D.C., Zagreb","http://www.zeit.de/1991/20/der-kroate-der-die-krise-will"
"Unruhen in Bratislava: Sehnsucht nach dem starken Mann |","1991.20.2293","1991-05-10","DIE ZEIT, Unruhen in Bratislava, Kommunistische Partei, Slowakei, Vaclav Klaus, Václav Havel, Bratislava, Unruhen, Prag, Berlin, Europa","http://www.zeit.de/1991/20/sehnsucht-nach-dem-starken-mann"
"KOLUMNE: Signal nach Osten |","1991.20.2294","1991-05-10","DIE ZEIT, KOLUMNE, Richard Schröder, SPD, DDR, Erzbischof, Föderalismus, Kaiserreich, Pelz, Rechtsstaat, Stadt, Volkskammer, Übergewicht, Berlin, Bonn, Polen, Warschau, Berlin","http://www.zeit.de/1991/20/signal-nach-osten"
"Aufbau einer Verwaltung in den neuen Bundesländern: Von Null auf hohe Touren |","1991.20.2295","1991-05-10","DIE ZEIT, Aufbau einer Verwaltung in den neuen Bundesländern, Verwaltung, Bundesanstalt für Arbeit, Arbeitslosengeld, DDR, Französisch, Gartenbau, Dresden, Heidelberg, Karlsruhe","http://www.zeit.de/1991/20/von-null-auf-hohe-touren"
"Wolfgang Ebert: Bayerische Schmankerln |","1991.20.2296","1991-05-10","DIE ZEIT, Wolfgang Ebert, Helmut Kohl, CSU, FDP, Theo Waigel, Frühstück, Arzt, Wolfgang Ebert, Bayern","http://www.zeit.de/1991/20/bayerische-schmankerln"
"In den vergangenen Tagen häuften sich Meldungen, nach denen türkische Soldaten die Hilfe für die kurdischen Flüchtlinge an der Grenze zum Irak massiv behinderten. Robert Fisk, Nahost-Korrespondent der britischen Zeitung „The Independent“, prangerte die Willkür an und wurde aus der Türkei ausgewiesen.: Nachts kam die Spezial-Einheit |","1991.20.2297","1991-05-10","DIE ZEIT, In den vergangenen Tagen häuften sich Meldungen, nach denen türkische Soldaten die Hilfe für die kurdischen Flüchtlinge an der Grenze zum Irak massiv behinderten. Robert Fisk, Nahost-Korrespondent der britischen Zeitung „The Independent“, prangerte die Willkür an und wurde aus der Türkei ausgewiesen., Irak, Mustafa Kemal Atatürk, Türkei, Zeitung, Flüchtling, Independent, Soldat, Europa, Ankara, Kuwait","http://www.zeit.de/1991/20/nachts-kam-die-spezial-einheit"
"Weltbühne: Krieg und Frieden |","1991.20.2298","1991-05-10","DIE ZEIT, Weltbühne, Krieg, Frieden, ANC, Bürgerkrieg, Mengistu Haile Mariam, Marokko, Portugal, Sierra Leone, Sudan, Südafrika, Addis Abeba, Afrika, Pretoria, Washington D.C., Westsahara","http://www.zeit.de/1991/20/krieg-und-frieden"
"Streben nach Unabhängigkeit in Lettland und Litauen: „Probleme, aber keine Katastrophe“ |","1991.20.2299","1991-05-10","DIE ZEIT, Streben nach Unabhängigkeit in Lettland und Litauen, Michail Gorbatschow, Litauen, Akademie der Wissenschaften, Benzin, DDR, Hitler-Stalin-Pakt, Lettland, Partnerschaft, Russland, Sojus, Vereinte Nationen, Griechenland, Moskau, Sowjetunion, Riga, Vilnius","http://www.zeit.de/1991/20/probleme-aber-keine-katastrophe"
"Deregulierung: Die Dosis muß stimmen |","1991.20.2300","1991-05-10","DIE ZEIT, Deregulierung, Bundesregierung, Deregulierung, Dienstleistung, Energieversorgung, Luftfahrt, Rezession, Übersetzung, USA","http://www.zeit.de/1991/20/die-dosis-muss-stimmen"
"Nur für starke Nerven |","1991.20.2301","1991-05-10","DIE ZEIT, , Dax, Dow Jones, Ford, General Motors, Chrysler, Fokker, US-Notenbank, Philip Morris, Sindelfingen, Vermögensverwaltung, Manhattan, Zürich","http://www.zeit.de/1991/20/nur-fuer-starke-nerven"
"Markt-Report: Falsche Hoffnungen |","1991.20.2302","1991-05-10","DIE ZEIT, Markt-Report, BASF, Dax, Ausländer, Aktie, Aktienindex, Aktienmarkt, Bank, Daimler AG, Dollar, Liquidität, Rendite, Rezession, Umsatz, Versicherung, USA","http://www.zeit.de/1991/20/falsche-hoffnungen"
"Wirtschaftskrise in Großbritannien: Ungläubige Wähler |","1991.20.2303","1991-05-10","DIE ZEIT, Wirtschaftskrise in Großbritannien, Großbritannien, Margaret Thatcher, John Major, Wirtschaftskrise, Arbeitslosigkeit, D-Mark, Jaguar, Rezession, Wechselkurs, Frankreich, London","http://www.zeit.de/1991/20/unglaeubige-waehler"
"Die verkaufte Moral |","1991.20.2304","1991-05-10","DIE ZEIT, , Siemens AG, Aktie, DDR, DG Bank, Ethik, Fonds, Hochtief, Umweltschutz, Wertpapierhandel, USA, Bielefeld, Europa, Kuwait","http://www.zeit.de/1991/20/die-verkaufte-moral"
"Bonner Kulisse |","1991.20.2305","1991-05-10","DIE ZEIT, , Theo Waigel, Heinz Riesenhuber, Jürgen Möllemann, Ignaz Kiechle, CDU, CSU, Dietrich Austermann, Helmut Kohl, Bernd Neumann, Koalitionsverhandlung, Minister, Otto, Spanisch, Staatssekretär, Wirtschaftsminister, Bonn, Brüssel","http://www.zeit.de/1991/20/bonner-kulisse"
"Ostdeutschland: Abschied von der reinen Lehre |","1991.20.2306","1991-05-10","DIE ZEIT, Ostdeutschland, Bundesregierung, Ostdeutschland, Bundesanstalt für Arbeit, Ursula Engelen-Kefer, ABM, Arbeitsbeschaffungsmaßnahme, Arbeitsmarktpolitik, DDR, Sachsen","http://www.zeit.de/1991/20/abschied-von-der-reinen-lehre"
"Wirtschaftsbuch: Besser nichts wissen |","1991.20.2307","1991-05-10","DIE ZEIT, Wirtschaftsbuch, Aktie, Aktienfonds, Börse, Horoskop, Information, Leitzins, Verhaltensforschung, USA, Köln","http://www.zeit.de/1991/20/besser-nichts-wissen"
"Die Wettbewerbsfähigkeit der USA (III): Mississippi Blues |","1991.20.2308","1991-05-10","DIE ZEIT, Die Wettbewerbsfähigkeit der USA (III), USA, George W.  Bush, Mississippi, Sozialpolitik, Armut, Blues, Mexiko, Washington D.C., Chicago, Memphis, Texas","http://www.zeit.de/1991/20/mississippi-blues"
"Neue Bundesländer: Ein teures Prinzip |","1991.20.2309","1991-05-10","DIE ZEIT, Neue Bundesländer, Theo Waigel, Jürgen Möllemann, BASF, Herta Däubler-Gmelin, Hoechst, DDR, Enteignung, Grundstück, Bundesländer, Neue Bundesländer, Bonn, Karlsruhe","http://www.zeit.de/1991/20/ein-teures-prinzip"
"Pflegeversich erung: Das Netz wird dichter |","1991.20.2310","1991-05-10","DIE ZEIT, Pflegeversich erung, Norbert Blüm, FDP, Arbeitgeber, Arbeitnehmer, Arbeitslosigkeit, Krankenkasse, Krankheit, Körper, Pflege, Pflegeversicherung, Vorsorge","http://www.zeit.de/1991/20/das-netz-wird-dichter"
"Europa: Noch rennen die Windhunde nicht |","1991.20.2311","1991-05-10","DIE ZEIT, Europa, Europa, Martin Bangemann, Arbeitnehmer, Binnenmarkt, Europäische Gemeinschaft, Frankreich, Industriegeschichte, Mehrwertsteuer, Mitbestimmung, Unternehmensform, Weißbuch, Belgien, Großbritannien, Irland, Italien, Luxemburg, Niederlande, Portugal, Spanien, Brüssel, London, Mannheim, Marseille","http://www.zeit.de/1991/20/noch-rennen-die-windhunde-nicht"
"Kernkraftwerke: Zehn Jahre sind kein Dogma |","1991.20.2312","1991-05-10","DIE ZEIT, Kernkraftwerke, SPD, Volker Jung, Bundesregierung, SPD-Fraktion, RWE, DDR, Endlager, Energiepolitik, Kernenergie, Kernkraftwerk, Dogma, Bremen, Greifswald","http://www.zeit.de/1991/20/zehn-jahre-sind-kein-dogma"
"Heinz Blüthmann:: Alptraum in der Alten Welt |","1991.20.2313","1991-05-10","DIE ZEIT, Heinz Blüthmann:, VW, Chrysler, Fiat, Ford, Peugeot, Mitsubishi, Nissan, Volvo, Auto, Autohersteller, Autoindustrie, Großbritannien, Japan, Spanien, USA, Brüssel, Europa, Fernost, Turin, Wolfsburg","http://www.zeit.de/1991/20/alptraum-in-der-alten-welt"
"Handel mit China: Der Gulag als Devisenquelle |","1991.20.2314","1991-05-10","DIE ZEIT, Handel mit China, China, Handel, Gulag, Gefängnis, ILO, Import, Kommunistische Partei, Textilie, Hongkong, MIT, Peking, Washington D.C","http://www.zeit.de/1991/20/der-gulag-als-devisenquelle"
"RWE: Den Koloß auf Trab gebracht |","1991.20.2315","1991-05-10","DIE ZEIT, RWE, RWE, Bundeskartellamt, Veba, Aral AG, Ruhrgebiet, Rhein","http://www.zeit.de/1991/20/den-koloss-auf-trab-gebracht"
"Seit Jahren ist die Dänische Krone fest an die D-Mark gebunden. Faktisch hat Kopenhagen einen Teil seiner Souveränität an die Bundesbank in Frankfurt abgetreten – und das wirkt bis in den Alltag.: Magnet Deutschland |","1991.20.2316","1991-05-10","DIE ZEIT, Seit Jahren ist die Dänische Krone fest an die D-Mark gebunden. Faktisch hat Kopenhagen einen Teil seiner Souveränität an die Bundesbank in Frankfurt abgetreten – und das wirkt bis in den Alltag., Bundesbank, Fest, Kopenhagen, Poul Schlüter, Souveränität, Deutsche Bundesbank, Dänemark, Schweden, Bier, D-Mark, Norwegen, Sozialamt, Steuerpolitik, Tabak","http://www.zeit.de/1991/20/magnet-deutschland"
"Joachim Nawrocki:: Die Sechzig-Milliarden-Legende |","1991.20.2317","1991-05-10","DIE ZEIT, Joachim Nawrocki:, Ingrid Matthäus-Maier, Theo Waigel, Bundesbank, Bundesregierung, Hans-Dietrich Genscher, Helmut Kohl, Irmgard Schwaetzer, SPD, Berliner Senat, Bundesrat, Kanzleramt, Berlin, Bonn","http://www.zeit.de/1991/20/die-sechzig-milliarden-legende"
