"title","number","date","keywords","link"
"Ausstellung in Basel: Zeichnungen von Jasper Johns: Mit den Augen berühren |","1990.39.1138","1990-09-21","DIE ZEIT, Ausstellung in Basel: Zeichnungen von Jasper Johns","http://www.zeit.de/1990/39/mit-den-augen-beruehren"
"Ende 1991 soll der alte DDR-Staatsfunk zerschlagen sein: Programme ohne Perspektive |","1990.39.1156","1990-09-21","DIE ZEIT, Ende 1991 soll der alte DDR-Staatsfunk zerschlagen sein, Alte, Hörfunk, Volkskammer, Werbung, Berlin, Sachsen, Bonn, Brandenburg, Bremen, Hessen, Mecklenburg-Vorpommern, Rostock, Saarland","http://www.zeit.de/1990/39/programme-ohne-perspektive"
"Chemieindustrie: Ende der goldenen Zeiten |","1990.39.1157","1990-09-21","DIE ZEIT, Chemieindustrie, Bundesregierung, Greenpeace, Chemie, Chemieprodukt, Pestizid, Produkthaftung, Ulrich Steger, Schweiz","http://www.zeit.de/1990/39/ende-der-goldenen-zeiten"
"Liquidität ist Trumpf |","1990.39.1158","1990-09-21","DIE ZEIT, , Dax, BASF, Bundesbank, Liquidität, Hoechst, Aktienindex, Aktienmarkt, Bayer AG, DDR, Dividende, Kapitalmarkt, Rendite, Sanierung, Sowjetunion, Hamburg","http://www.zeit.de/1990/39/liquiditaet-ist-trumpf"
"Wirtschaftsboykott: Mittel ohne Wirkung |","1990.39.1159","1990-09-21","DIE ZEIT, Wirtschaftsboykott, Saddam Hussein, George W.  Bush, CIA, Lester C. Thurow, Michail Gorbatschow, Bevölkerungsgruppe, Fleisch, Getreide, Irak, Munition, Psychologie, Schmuggel, Kuwait, Rhodesien, USA, Helsinki, Leningrad","http://www.zeit.de/1990/39/mittel-ohne-wirkung"
"Alte Aktien für Autogrammjäger |","1990.39.1160","1990-09-21","DIE ZEIT, , Alte, Aktie, Anleihe, Henry Ford, Karl V., Wertpapierhandel, Aktien, Bundesrepublik Deutschland, USA, Köln, Osteuropa","http://www.zeit.de/1990/39/alte-aktien-fuer-autogrammjaeger"
"Wechsel statt Wandel |","1990.39.1161","1990-09-21","DIE ZEIT, , Michail Gorbatschow, Boris Jelzin, Bevölkerung, Sowjetunion, Kommunistische Partei, Rubel, Flensburg","http://www.zeit.de/1990/39/wechsel-statt-wandel"
"U-Boot-Affäre: Verdacht |","1990.39.1162","1990-09-21","DIE ZEIT, U-Boot-Affäre, CDU, CSU, Franz Josef Strauß, Grüne, Helmut Kohl, Aufklärung, Brief, Bundeskanzler, Norbert Gansel, Regierungssprecher, Südafrika","http://www.zeit.de/1990/39/verdacht"
"Theorie und Praxis: Wann kommt die vierte Version? |","1990.39.1163","1990-09-21","DIE ZEIT, Theorie und Praxis, Hans Jonas, Ludwig Erhard, Adam Smith, FAZ, Karl Schiller, SPD, Walter Eucken, DDR, Wohlfahrtsstaat, Polen","http://www.zeit.de/1990/39/wann-kommt-die-vierte-version"
"Weg vom Diktat |","1990.39.1164","1990-09-21","DIE ZEIT, , DDR, Motorrad, Reform, Sowjetunion, Aktiengesellschaft, Autonomie, Bürokratie, Gewerkschaft, Konkurs, Privatisierung, Republik, Moskau, Ural","http://www.zeit.de/1990/39/weg-vom-diktat"
"Metropole in Finanznot: Die Zukunft hat begonnen |","1990.39.1165","1990-09-21","DIE ZEIT, Metropole in Finanznot, DDR, Technische Universität, Berlin, Ost-Berlin, Hamburg, London, Osteuropa, Spree, Westeuropa","http://www.zeit.de/1990/39/die-zukunft-hat-begonnen"
"Venezuela: Schatz im Sand |","1990.39.1166","1990-09-21","Wirtschaft, Venezuela, Venezuela, Opec, Veba, BP, Heizöl, Wasser, Wasserstoff, Großbritannien, Irak, Iran, Saudi Arabien, Kuwait, Südamerika","http://www.zeit.de/1990/39/schatz-im-sand"
"In dieser Woche hat der Bundesrechnungshof seinen Jahresbericht zur Haushaltsführung veröffentlicht: Schlendrian und Schlamperei |","1990.39.1167","1990-09-21","DIE ZEIT, In dieser Woche hat der Bundesrechnungshof seinen Jahresbericht zur Haushaltsführung veröffentlicht, Gerhard Stoltenberg, Theo Waigel, Helmut Kohl, Ignaz Kiechle, Manfred Wörner, Dorothee Wilms, SPD, Verteidigungsministerium, Bundesrechnungshof, Finanzministerium, Rechnungshof, Sparvorschlag, USA, Bonn, München","http://www.zeit.de/1990/39/schlendrian-und-schlamperei"
"Klaus-Peter Schmid:: Nicht mehr als eine Fata Morgana |","1990.39.1168","1990-09-21","DIE ZEIT, Klaus-Peter Schmid:, Helmut Haussmann, Bundesregierung, FDP, Staatsfinanzen, Bundesverband der Deutschen Industrie, DDR, Gewinn, Körperschaftsteuer, Neuverschuldung, Reform, Steuerpolitik, Unternehmensbesteuerung, Schweden, USA, Österreich, Bonn, Ost-Berlin","http://www.zeit.de/1990/39/nicht-mehr-als-eine-fata-morgana"
"Enasa: Ohrfeige |","1990.39.1169","1990-09-21","DIE ZEIT, Enasa, Bundeskartellamt, Daimler Benz AG, Behörde, Freundschaft, Helmut Haussmann, Wirtschaftsminister, Madrid, Potsdam","http://www.zeit.de/1990/39/ohrfeige"
