"title","number","date","keywords","link"
"Die Wahl schon vorher verloren |","1990.49.1516","1990-11-30","DIE ZEIT, , Wahl, Angelika Barbe, CDU, Gregor Gysi, Grüne, SPD, Renate Schmidt, Bundesfamilienministerium, Bundestag, DDR, Gleichberechtigung, Wahlkampf, Brandenburg, Nordrhein-Westfalen, Sachsen, Thüringen","http://www.zeit.de/1990/49/die-wahl-schon-vorher-verloren"
"Fall Paradox |","1990.49.1541","1990-11-30","DIE ZEIT, , Arbeitsamt, Arbeit, Arbeitslose, Arbeitslosengeld, Arbeitslosigkeit, Behörde, Buch, Einkommen, Finanzamt, Handwerk, Italien, Notenbank, Rentenversicherung, Soziologie, Stadion, Steuer, Neapel, Rom","http://www.zeit.de/1990/49/fall-paradox"
"Rechtsprechung: Die Lawine rollt |","1990.49.1542","1990-11-30","DIE ZEIT, Rechtsprechung, Roman Herzog, Lawine, Recht, Bundesgerichtshof, Bundesverfassungsgericht, Europäischer Gerichtshof, Gericht, Justiz, Karlsruhe","http://www.zeit.de/1990/49/die-lawine-rollt"
"Bonner Kulisse |","1990.49.1543","1990-11-30","DIE ZEIT, , Michael Glos, CDU, FDP, Hermann Otto Solms, CSU, Heiner Flassbeck, Helmut Kohl, SPD, Theo Waigel, CSU-Fraktion, DDR, Deutsches Institut für Wirtschaftsforschung, Steuerpolitik, Unternehmensbesteuerung, Berlin","http://www.zeit.de/1990/49/bonner-kulisse"
"Privatisierung: Keimzelle |","1990.49.1544","1990-11-30","DIE ZEIT, Privatisierung, Privatisierung, DDR, Gaststätte, Geld, Mietvertrag, Treuhandanstalt, Wasser, Übernahme","http://www.zeit.de/1990/49/keimzelle"
"Deutsche Bank: Das unbequeme Vermächtnis |","1990.49.1545","1990-11-30","DIE ZEIT, Deutsche Bank, Alfred Herrhausen, Bank, Edzard Reuter, Franz Josef Strauß, Deutsche Bank, Martin Bangemann, Econ Verlag, Essen, Hans Otto Eglau, Bad Homburg, Berlin","http://www.zeit.de/1990/49/das-unbequeme-vermaechtnis"
"Gift für die Aktien |","1990.49.1546","1990-11-30","DIE ZEIT, , Bundesbank, Dax, Siemens AG, Aktie, Aktienindex, Aktienmarkt, Bayer AG, Börse, Daimler AG, Export, Gewerkschaft, Liquidität, Rüstung, Versicherung, Ölpreis, Aktien","http://www.zeit.de/1990/49/gift-fuer-die-aktien"
"Uganda: Im Teufelskreis |","1990.49.1547","1990-11-30","DIE ZEIT, Uganda, Idi Amin, Coca-Cola, Uganda, Baumwolle, Entwicklungsland, Europäische Gemeinschaft, Kaffee, Weltbank, Afrika, England, Europa","http://www.zeit.de/1990/49/im-teufelkreis"
"Reichsbahn: Brüchige Lebensader |","1990.49.1548","1990-11-30","DIE ZEIT, Reichsbahn, Friedrich Zimmermann, Arbeitskampf, Arbeitszeit, Bahnhof, Güterverkehr, Kündigungsschutz, Ostdeutschland, Streik, Tarifvertrag, Therapie, Verkehrsminister, Walter Momper, Reichsbahn, Berlin, Rostock, Wannsee, Berlin","http://www.zeit.de/1990/49/bruechige-lebensader"
"Wilfried Kratz:: Frischer Blick auf Brüssel |","1990.49.1549","1990-11-30","DIE ZEIT, Wilfried Kratz:, Margaret Thatcher, Brüssel, John Major, Binnenmarkt, Europapolitik, Europäische Gemeinschaft, Geldpolitik, Großbritannien, Michael Heseltine, Premierminister, Protektionismus, Souveränität, Währung, Währungsunion, Europa, Athen, Calais, Cambridge, Edinburgh, Heidelberg, London, Rom","http://www.zeit.de/1990/49/frischer-blick-auf-bruessel"
"Rundfunk: Farce |","1990.49.1550","1990-11-30","DIE ZEIT, Rundfunk, Helmut Kohl, ZDF, Medien, Alliierte, Bundeskanzler, DDR, Fernsehen, Grundgesetz, Hörfunk, Nationalsozialismus, Regierungschef, Rundfunk, Verfassung, Wunder, Krieg, Wahl, Berlin, Brandenburg","http://www.zeit.de/1990/49/farce"
"Bundestagswahl: Leiser Triumph |","1990.49.1551","1990-11-30","DIE ZEIT, Bundestagswahl, Grüne, Oskar Lafontaine, SPD, Bundesregierung, Bundestagswahl, Kurt Biedenkopf, CDU, CSU, Matthias Wissmann, Wirtschaftspolitik, Herbert Gruhl, Statistisches Bundesamt, Thomas Ebermann, Sachsen","http://www.zeit.de/1990/49/leiser-triumph"
"Die Methode |","1990.49.1552","1990-11-30","DIE ZEIT, , Aktie, Gold, Währung","http://www.zeit.de/1990/49/die-methode"
"ZEIT/Südprojekt-Prognose: Wende beim Dollar |","1990.49.1553","1990-11-30","DIE ZEIT, ZEIT/Südprojekt-Prognose, Dollar, Dax, Dow Jones, Aktienindex, Aktienmarkt, Börse, Nikkei","http://www.zeit.de/1990/49/wende-beim-dollar"
"Volkswagen an der Spitze |","1990.49.1554","1990-11-30","DIE ZEIT, , VW, VW, Audi, Fiat, Peugeot, Alte, Auto, Automobilindustrie, Fahrzeug, Geschichte, Seat, Frankreich, Großbritannien, Italien, Spanien","http://www.zeit.de/1990/49/volkswagen-an-der-spitze"
