"title","number","date","keywords","link"
"Zum Tode des Malers Francis Bacon: Der produktive Ekel |","1992.20.3982","1992-05-08","DIE ZEIT, Zum Tode des Malers Francis Bacon","http://www.zeit.de/1992/20/der-produktive-ekel"
"Die Parteien streiten, der Kanzler schaut zu – und alle fürchten eine große Koalition: Beobachtungen im Bonner Tollhaus |","1992.20.3993","1992-05-08","DIE ZEIT, Die Parteien streiten, der Kanzler schaut zu – und alle fürchten eine große Koalition, Hans-Dietrich Genscher, Helmut Kohl, Jürgen Möllemann, Klaus Kinkel, Otto Graf Lambsdorff, FDP, Helmut Schmidt, Irmgard Schwaetzer, Rainer Ortleb, Theo Waigel, Wolfgang Kubicki, CDU, CSU, Hermann Otto Solms, Kurt Georg Kiesinger, SPD, Vizekanzler, Bonn","http://www.zeit.de/1992/20/beobachtungen-im-bonner-tollhaus"
"Sechs Monate bürgerliche Regierung nach sechs Jahrzehnten Sozialdemokratie: Ministerpräsident Carl Bildt tut sich schwer, Schweden umzukrempeln: Bremsen nach dem Blitzstart |","1992.20.3994","1992-05-08","DIE ZEIT, Sechs Monate bürgerliche Regierung nach sechs Jahrzehnten Sozialdemokratie: Ministerpräsident Carl Bildt tut sich schwer, Schweden umzukrempeln, Ministerpräsident, Carl Bildt, Regierung, Schweden, Olof Palme, Nicaragua, Türkei, Brüssel, Europa, Stockholm","http://www.zeit.de/1992/20/bremsen-nach-dem-blitzstart"
"Sabine Leutheusser-Schnarrenberger will ein wirklich liberales Deutschland: Blitzkarriere einer Selbstbewußten |","1992.20.3995","1992-05-08","DIE ZEIT, Sabine Leutheusser-Schnarrenberger will ein wirklich liberales Deutschland, Sabine Leutheusser-Schnarrenberger, FDP, Klaus Kinkel, CDU, Theo Waigel, Martin Luther, Asyl, DDR, Günther Krause, Justizminister, Patent, Bielefeld, Europa, München","http://www.zeit.de/1992/20/blitzkarriere-einer-selbstbewussten"
"Lehrer Baudissin |","1992.20.3996","1992-05-08","DIE ZEIT, , Lehrer, Militär, Bundeswehr, Demokratie, Einstellung, Glaube, Kriegsgefangene, Offenheit, Schüler, Soldat, Streitkräfte, Vernunft, Hamburg","http://www.zeit.de/1992/20/lehrer-baudissin"
"Bonner Haushalt: An Ideen zum Sparen mangelt es nicht. Es gibt viele Vorschläge, aber kein Konzept: Katalog der Grausamkeiten |","1992.20.3997","1992-05-08","DIE ZEIT, Bonner Haushalt: An Ideen zum Sparen mangelt es nicht. Es gibt viele Vorschläge, aber kein Konzept, Theo Waigel, Jürgen Möllemann, Helmut Kohl, FDP, Friedhelm Ost, Jochen Borchert, Ludwig Erhard, Norbert Blüm, Ulf Fink, Björn Engholm, Bundesanstalt für Arbeit, Finanzminister, Gerda Hasselfeldt, Gesundheitsminister, Gunnar Uldall, Wirtschaftsminister, Sparen, Baden-Württemberg, Berlin, Bonn, Sachsen","http://www.zeit.de/1992/20/katalog-der-grausamkeiten"
"RWE: Der Energiekonzern will sich von dem beherrschenden Einfluß seiner kommunalen Aktionäre freimachen: Koloß in Fesseln |","1992.20.3998","1992-05-08","DIE ZEIT, RWE: Der Energiekonzern will sich von dem beherrschenden Einfluß seiner kommunalen Aktionäre freimachen, Aufsichtsrat, Essen, Aktionäre, Europa","http://www.zeit.de/1992/20/koloss-in-fesseln"
"ZEIT/Südprojekt-Prognose: Die Mark wird schwach |","1992.20.3999","1992-05-08","DIE ZEIT, ZEIT/Südprojekt-Prognose, Bundesbank, Dresdner Bank, Aktie, Anleihe, Dollar, Inflation, Kapitalmarkt, Konjunktur, Währung, Yen, USA, Europa","http://www.zeit.de/1992/20/die-mark-wird-schwach"
"Streit um die Bonner Finanzpolitik: Wende als Salto |","1992.20.4000","1992-05-08","DIE ZEIT, Streit um die Bonner Finanzpolitik, Jürgen Möllemann, Otto Graf Lambsdorff, FDP, Theo Waigel, CDU, CSU, SPD, Bundesregierung, Finanzpolitik, Konrad Adenauer, Björn Engholm, Hermann Otto Solms, Allianz, Ausbildungsförderung, Bafög, Brauchtum, Wirtschaftsminister, Bonn","http://www.zeit.de/1992/20/wende-als-salto"
"Bonner Kulisse |","1992.20.4001","1992-05-08","DIE ZEIT, , Hans-Dietrich Genscher, Gerda Hasselfeldt, Heinrich Lummer, Helmut Kohl, Helmut Schmidt, Volker Rühe, Friedrich Bohl, Gehaltserhöhung, Solidaritätszuschlag","http://www.zeit.de/1992/20/bonner-kulisse"
"Raucherabgabe: Chancenreich |","1992.20.4002","1992-05-08","DIE ZEIT, Raucherabgabe, Horst Seehofer, Björn Engholm, Auto, Bier, DHL, Fußball, Gesundheitsminister, Gesundheitswesen, Getränk, Hobby, Krankenkasse, Minister, Motorrad, Opposition, Skateboard, Ski, Sucht, Wein","http://www.zeit.de/1992/20/chancenreich"
"Flughafen München II: Trotz des drohenden Verkehrschaos am Boden setzen die Betreiber des neuen Airports auf ungebremstes Wachstum: Aus der Luft in den Stau |","1992.20.4003","1992-05-08","DIE ZEIT, Flughafen München II: Trotz des drohenden Verkehrschaos am Boden setzen die Betreiber des neuen Airports auf ungebremstes Wachstum, München, CSU, Christian Ude, Franz Josef Strauß, Airport, Flugverkehr, Gerold Tandler, Flughafen, Bayern, Berlin, Erding, Europa, Wackersdorf","http://www.zeit.de/1992/20/aus-der-luft-in-den-stau"
"Forstwirtschaft: Der nordamerikanische Regenwald wird zersägt – Gefahr für Umwelt und Arbeitsplätze: Jobs oder Eulen? |","1992.20.4004","1992-05-08","DIE ZEIT, Forstwirtschaft: Der nordamerikanische Regenwald wird zersägt – Gefahr für Umwelt und Arbeitsplätze, Umwelt, Helmut Kohl, Regenwald, Forstwirtschaft, Holz, Island, Kanada, Urwald, Oder, Thailand, USA, British Columbia, Niedersachsen, Nordamerika, Oregon, Vancouver","http://www.zeit.de/1992/20/jobs-oder-eulen"
"Managergehälter: Alle reden vom Maßhalten. Doch die Vorstandsbezüge steigen unvermindert weiter: Wenn Chefs verzichten sollen |","1992.20.4005","1992-05-08","DIE ZEIT, Managergehälter: Alle reden vom Maßhalten. Doch die Vorstandsbezüge steigen unvermindert weiter, Helmut Schmidt, VW, Mark Wössner, Siemens AG, Sony, Aufsichtsrat, Chef, Gehalt, Heinrich Weiss, Japan, Personalberatung, Time Warner, tTokyo, Unternehmen, Vorstand","http://www.zeit.de/1992/20/wenn-chefs-verzichten-sollten"
"Gesundheitswesen: Ärzte und Pharmaindustrie fördern den Schlafmittelkonsum älterer Menschen: Falsche Freunde |","1992.20.4006","1992-05-08","DIE ZEIT, Gesundheitswesen: Ärzte und Pharmaindustrie fördern den Schlafmittelkonsum älterer Menschen, Bundesregierung, AOK, Pharmaindustrie, Arzt, Schlafmittel, Arzt","http://www.zeit.de/1992/20/falsche-freunde"
"Rudolf Engen: Kohl for President |","1992.20.4007","1992-05-08","DIE ZEIT, Rudolf Engen, Bundesregierung, Bundeskanzleramt, EMMA, FDP-Fraktion, Auswärtiges Amt, Außenminister, Bundespräsident, Bundeswirtschaftsminister, Chaos, Gehalt, Handel, Information, Kabinett, Streik, Versicherung, ÖTV, Bundeskanzler, Präsident, Bonn","http://www.zeit.de/1992/20/kohl-for-president"
"Europäische Gemeinschaft: Die Autounternehmen sollen mit EG-Hilfe wettbewerbsfähiger werden: Sozialhilfe für die Industrie |","1992.20.4008","1992-05-08","DIE ZEIT, Europäische Gemeinschaft: Die Autounternehmen sollen mit EG-Hilfe wettbewerbsfähiger werden, Industrie, Martin Bangemann, Leon Brittan, BMW, Bundesregierung, VW, Fiat, Peugeot, Automobilindustrie, Citroën, Edith Cresson, Europäische Gemeinschaft, Fonds, Import, Industriepolitik, Brüssel, Japan, MIT, Europa","http://www.zeit.de/1992/20/sozialhilfe-fuer-die-industrie"
"Zeitliches aus Mailand: Capitale Immorale |","1992.20.4009","1992-05-08","DIE ZEIT, Zeitliches aus Mailand, Mailand, Bettino Craxi, Korruption, Staatsanwaltschaft, U-Bahn, Neapel, Palermo, Rom","http://www.zeit.de/1992/20/capitale-immorale"
"Mexiko: Eine Metropole vergiftet sich. Windmaschinen sollen Abhilfe schaffen: Stadt im Koma |","1992.20.4010","1992-05-08","DIE ZEIT, Mexiko: Eine Metropole vergiftet sich. Windmaschinen sollen Abhilfe schaffen, Stadt, Fabrik, Smog, Mexiko, Mexiko-Stadt","http://www.zeit.de/1992/20/stadt-im-koma"
"Großbritannien: Die Midland Bank steht zum Verkauf. Lloyds und die HongkongBank streiten um das Erbe: Angriff aus der Kronkolonie |","1992.20.4011","1992-05-08","DIE ZEIT, Großbritannien: Die Midland Bank steht zum Verkauf. Lloyds und die HongkongBank streiten um das Erbe, Margaret Thatcher, Michael Heseltine, Bank, Leon Brittan, Kartellbehörde, Bankdienst, Fusion, Großbritannien, Hongkong, England, Erbe, Brüssel, Europa, London","http://www.zeit.de/1992/20/angriff-aus-der-kronkolonie"
"Brandenburg: Havelländer Äpfel sind wieder begehrt: Späte Liebe |","1992.20.4012","1992-05-08","DIE ZEIT, Brandenburg: Havelländer Äpfel sind wieder begehrt, Liebe, DDR, Europäische Gemeinschaft, Obst, Anden, Berlin, Europa, Ontario, Potsdam","http://www.zeit.de/1992/20/spaete-liebe"
"Wohnungsmarkt: Die Politiker haben den sozialen Wohnungsbau wiederentdeckt. Doch die vielen neuen Pläne werden die riesige Angebotslücke nicht schließen: Obdachlos und ohne Hoffnung |","1992.20.4013","1992-05-08","DIE ZEIT, Wohnungsmarkt: Die Politiker haben den sozialen Wohnungsbau wiederentdeckt. Doch die vielen neuen Pläne werden die riesige Angebotslücke nicht schließen, Edmund Stoiber, CSU, SPD, Wohnungsbau, Hoffnung, Miete, Baden-Württemberg, Berlin, Niedersachsen, Saarland, Stuttgart","http://www.zeit.de/1992/20/obdachlos-und-ohne-hoffnung"
"Investivlohn: Wie in der Tarifpolitik die starren Fronten entkrampft werden könnten. Ein Denkanstoß: Aufschwung durch Arbeitnehmer-Kapital |","1992.20.4014","1992-05-08","DIE ZEIT, Investivlohn: Wie in der Tarifpolitik die starren Fronten entkrampft werden könnten. Ein Denkanstoß, CDU, Bundesregierung, CSU, DDR, Ostdeutschland, Brandenburg, Nordrhein-Westfalen, Osteuropa","http://www.zeit.de/1992/20/aufschwung-durch-arbeitnehmer-kapital"
"Flucht in die Fonds |","1992.20.4015","1992-05-08","DIE ZEIT, , Fonds, Deutsche Bank, Bundesrat, Finanzamt, Gebühr, Investmentgesellschaft, Luxemburg, England, Japan, USA, Bonn","http://www.zeit.de/1992/20/flucht-in-die-fonds"
"Treuhandanstalt: Trickreich |","1992.20.4016","1992-05-08","DIE ZEIT, Treuhandanstalt, Kajo Schommer, IG Metall, Kurt Biedenkopf, Wirtschaftspolitik, Botschaft, Landesregierung, Sanierung, Treuhandanstalt, Wirtschaftsminister, Sachsen","http://www.zeit.de/1992/20/trickreich"
"Markt-Report: Auf der Lauer |","1992.20.4017","1992-05-08","DIE ZEIT, Markt-Report, Ausländer, Bevölkerung, Karstadt, Kaufhof, Aktie, Aktienmarkt, Bank, Bayerische Vereinsbank, Chemie, Einzelhandel, Gehalt, Kapitalflucht, Mobilität, Rendite, Solidaritätszuschlag, Streik, Versicherung","http://www.zeit.de/1992/20/auf-der-lauer"
