"title","number","date","keywords","link"
"Der Hase und der Igel |","1994.20.6782","1994-05-13","DIE ZEIT, , SPD, Ausländer, Rudolf Scharping, Außenpolitik, Bundeskanzler, Gesundheitsreform, Tempolimit, Wolfgang Ebert","http://www.zeit.de/1994/20/der-hase-und-der-igel"
"Zeitspiegel |","1994.20.6793","1994-05-13","DIE ZEIT, , DDR, Geldstrafe, Sucht, Söldner, Vogel, Aserbaidschan, Georgien, Simbabwe, Sowjetunion, Tadschikistan, Vietnam, Addis Abeba, Saarland","http://www.zeit.de/1994/20/zeitspiegel"
"Die Bundeswehr der Zukunft auf dem Reißbrett: Verteidigungsminister Rühe und die Koalition vermeiden die harten Fragen: Auf Sand gebaut |","1994.20.6794","1994-05-13","DIE ZEIT, Die Bundeswehr der Zukunft auf dem Reißbrett: Verteidigungsminister Rühe und die Koalition vermeiden die harten Fragen, Volker Rühe, Bundesregierung, Bundeswehr, Verteidigungsminister, Verteidigungsministerium, Klaus Naumann, Weißbuch, Russland, Bonn, Mitteleuropa, Westeuropa","http://www.zeit.de/1994/20/auf-sand-gebaut"
"Unser Stolpe kann’s, drum kann uns keiner: Die Brandenburger und ihr ostalgisch verehrter Landesvater – ein gedeihliches Miteinander: Die Kunst zu leben |","1994.20.6795","1994-05-13","DIE ZEIT, Unser Stolpe kann’s, drum kann uns keiner: Die Brandenburger und ihr ostalgisch verehrter Landesvater – ein gedeihliches Miteinander, Kunst, Manfred Stolpe, Christa Wolf, CDU, SPD, Christoph Dieckmann, DDR, Friedrich Schorlemmer, Landtag, PDS, Berlin, Brandenburg, Potsdam","http://www.zeit.de/1994/20/die-kunst-zu-leben"
"Bürgerkrieg im Jemen: Die junge Einheit wird zerschlagen. Eine politische Lösung ist nicht mehr in Sicht: Viele Stämme, kein Volk |","1994.20.6796","1994-05-13","DIE ZEIT, Bürgerkrieg im Jemen: Die junge Einheit wird zerschlagen. Eine politische Lösung ist nicht mehr in Sicht, Bürgerkrieg, Erich Honecker, Helmut Kohl, Jemen, Hauptstadt, Ostdeutschland, Saudi Arabien, Sowjetunion, Sanaa, Südjemen, Afrika, Amman, Europa, Nordjemen","http://www.zeit.de/1994/20/viele-staemme-kein-volk"
"Blühende Landschaften: Der Zeitfahrer |","1994.20.6797","1994-05-13","Wirtschaft, Blühende Landschaften, Michail Gorbatschow, John Maynard Keynes, Bundeskanzler, Wahl, Ökonomie, Landschaften","http://www.zeit.de/1994/20/der-zeitfahrer"
"Naher Osten II: Ein ZEIT-Gespräch mit dem palästinensischen Wirtschaftsexperten Hischam Awartani: „Eine Brücke bauen“ |","1994.20.6798","1994-05-13","DIE ZEIT, Naher Osten II: Ein ZEIT-Gespräch mit dem palästinensischen Wirtschaftsexperten Hischam Awartani, Brücke, Europäische Union, Telekommunikation, Bankdienst, Israel, Palästinenser, Weltbank, Gazastreifen, Agrarprodukt, China, Frankreich, Japan, Jordanien, Libanon, MIT, Portugal, Textilindustrie, Tunesien, Ägypten, Europa, Palästina, Gaza, Ostjerusalem","http://www.zeit.de/1994/20/eine-bruecke-bauen"
"Warentermingeschäfte: Eine neue Börse soll die Agrarwirtschaft vor Preisschwankungen schützen: Wette um das Wetter |","1994.20.6799","1994-05-13","DIE ZEIT, Warentermingeschäfte: Eine neue Börse soll die Agrarwirtschaft vor Preisschwankungen schützen, Börse, Wetter, Bundesregierung, Agrarwirtschaft, Ernte, Jochen Borchert, Übersee, Chicago, London","http://www.zeit.de/1994/20/wette-um-das-wetter"
"In der Geisterbahn |","1994.20.6800","1994-05-13","Wirtschaft, , Bundesbank, Deutsche Bundesbank, SPD, Hans Tietmeyer, Amerikanische Notenbank, Devisenmarkt, Dollar, Finanzmarkt, Gedächtnis, Intervention, Kapitalmarkt, Psychologie, Wechselkurs, Wirtschaftswachstum, USA, Washington D.C","http://www.zeit.de/1994/20/in-der-geisterbahn"
"Flachbildschirme: Mit staatlicher Hilfe wollen amerikanische und europäische Firmen die japanische Dominanz auf dem Weltmarkt brechen: In die Röhre geschaut |","1994.20.6801","1994-05-13","DIE ZEIT, Flachbildschirme: Mit staatlicher Hilfe wollen amerikanische und europäische Firmen die japanische Dominanz auf dem Weltmarkt brechen, Bill Clinton, Siemens AG, Fiat, Hoechst, Philips, Sharp, Japan, MIT, Europa, Fernost, Washington D.C","http://www.zeit.de/1994/20/in-die-roehre-geschaut"
"Zaghafter Gipfelsturm |","1994.20.6802","1994-05-13","DIE ZEIT, , BMW, Bundesbank, Dax, Lufthansa, Aktie, Aktienfonds, Aktienindex, Aktienmarkt, Anleihe, Bayerische Vereinsbank, Daimler AG, Gewinn, Klima, Leitzins, Rendite, Verlust, USA","http://www.zeit.de/1994/20/zaghafter-gipfelsturm"
"Krankenkassen: Privilegien |","1994.20.6803","1994-05-13","DIE ZEIT, Krankenkassen, Absicherung, Arzt, Minderheit","http://www.zeit.de/1994/20/privilegien"
"Subventionen: Brüssel, Bonn und die neuen Bundesländer streiten um Milliarden: Rebellion im Osten |","1994.20.6804","1994-05-13","Wirtschaft, Subventionen: Brüssel, Bonn und die neuen Bundesländer streiten um Milliarden, Bonn, Bundesregierung, Bundeswirtschaftsministerium, Geld, Ostdeutschland, Rechnungshof, Region, Bundesländer, Berlin, Brüssel, Brandenburg, Sachsen","http://www.zeit.de/1994/20/rebellion-im-osten"
"Ostchemie: In den Kombinaten arbeiteten einst fast 80 000 Menschen – geblieben ist ein knappes Viertel: Auf den Kern geschrumpft |","1994.20.6805","1994-05-13","DIE ZEIT, Ostchemie: In den Kombinaten arbeiteten einst fast 80 000 Menschen – geblieben ist ein knappes Viertel, Helmut Kohl, Johannes Ludewig, Bundesregierung, Eberhard von Brauchitsch, Joachim Kaiser, Klaus Schucht, Bayer AG, DDR, Leuna, Steag, Sachsen-Anhalt","http://www.zeit.de/1994/20/auf-den-kern-geschrumpft"
"Stahlindustrie: Auch ohne Eko-Stahl könnte Emilio Riva bald zur europäischen Spitze aufschließen: Rätselhafter Riese |","1994.20.6806","1994-05-13","DIE ZEIT, Stahlindustrie: Auch ohne Eko-Stahl könnte Emilio Riva bald zur europäischen Spitze aufschließen, Europäische Gemeinschaft, Joint-Venture, Stahlwerk, Wirtschaftspresse, Übernahme, Italien, Niederlande, Spanien, Brandenburg, Bretagne, Europa, Genua, Sevilla","http://www.zeit.de/1994/20/raetselhafter-riese"
"Öffentlicher Dienst: Die Staatsdiener werden immer teurer. Alle größeren Reformansätze sind bisher versandet: Das haben wir noch nie so gemacht |","1994.20.6807","1994-05-13","DIE ZEIT, Öffentlicher Dienst: Die Staatsdiener werden immer teurer. Alle größeren Reformansätze sind bisher versandet, Burkhard Hirsch, SPD, Verteidigungsministerium, Bertelsmann Stiftung, Bonner Innenministerium, Bundeskanzleramt, Privatisierung, Verwaltung, Neuseeland, Schleswig-Holstein","http://www.zeit.de/1994/20/das-haben-wir-noch-nie-so-gemacht"
"Bonner Kulisse |","1994.20.6808","1994-05-13","DIE ZEIT, , Theo Waigel, Arno Schmidt, Edmund Stoiber, Sabine Leutheusser-Schnarrenberger, Bankgeheimnis, Bundestag, Grundstück, Rauchverbot, Zinsabschlagsteuer, Bayern, Brüssel","http://www.zeit.de/1994/20/bonner-kulisse"
"Naher Osten I: Nur mit einem reformorientierten Islam können die arabischen Länder ihren Entwicklungsrückstand aufholen: ,,Weshalb sind die Mulsime zurückgeblieben?“ |","1994.20.6809","1994-05-13","DIE ZEIT, Naher Osten I: Nur mit einem reformorientierten Islam können die arabischen Länder ihren Entwicklungsrückstand aufholen, Islam, Ägypten, Algerien, Jemen, Ostasien, Syrien, Südkorea, Taiwan, Thailand, China, MIT, Marokko, Philippinen, Portugal, Tunesien, Singapur, Asien, Kairo","http://www.zeit.de/1994/20/weshalb-sind-die-mulsime-zurueckgeblieben"
"Waffenexporte: Die zweifelhaften Folgen der Überwachung von Firmen durch den Zoll: Ein böser Verdacht |","1994.20.6810","1994-05-13","DIE ZEIT, Waffenexporte: Die zweifelhaften Folgen der Überwachung von Firmen durch den Zoll, Zoll, Überwachung, Bundesnachrichtendienst, Bundeswirtschaftsministerium, Verteidigungsministerium, Auswärtiges Amt, Frankfurter Flughafen, Irak, Kanzleramt, Bagdad, Libyen, Nordkorea, Amman, Auschwitz, Pjöngjang","http://www.zeit.de/1994/20/ein-boeser-verdacht"
"Vereinigte Staaten: Der Aufschwung ist einer immer größer werdenden Reservearmee schlechtbezahlter Gelegenheitsarbeiter zu verdanken: Abschied vom amerikanischen Traum |","1994.20.6811","1994-05-13","Wirtschaft, Vereinigte Staaten: Der Aufschwung ist einer immer größer werdenden Reservearmee schlechtbezahlter Gelegenheitsarbeiter zu verdanken, Traum, USA, Dollar, Motorola, Philip Morris, Training, Indien, Washington D.C","http://www.zeit.de/1994/20/abschied-vom-amerikanischen-traum"
"Rudolf Engen: Fürchten lernen |","1994.20.6812","1994-05-13","DIE ZEIT, Rudolf Engen, FDP, Lernen, EMMA, Abitur, Arbeitslosigkeit, Bier, Fisch, Geschwister, Inflation, Krebs, Märchen, Scheidung, Tumor, Bonn, Nordsee","http://www.zeit.de/1994/20/fuerchten-lernen"
"Der Weg zur Privatisierung der Lufthansa ist offen: Neue Freiheit |","1994.20.6813","1994-05-13","DIE ZEIT, Der Weg zur Privatisierung der Lufthansa ist offen, Lufthansa, Privatisierung, Airline, Airport, Alitalia, Binnenmarkt, Deregulierung, Finanzminister, Golfkrieg, Luftverkehr, Management, Sanierung, Frankreich, Griechenland, Großbritannien, Italien, Niederlande, Portugal, Brüssel, Europa, Marseille, Paris","http://www.zeit.de/1994/20/neue-freiheit"
"Schindlers Lose |","1994.20.6814","1994-05-13","DIE ZEIT, , Amateursport, Binnenmarkt, Diskriminierung, Europäischer Gerichtshof, Glücksspiel, Großbritannien, Verbraucherschutz, Zoll, Luxemburg, Niederlande, Brüssel, Dover, Europa, London","http://www.zeit.de/1994/20/schindlers-lose"
"H.-W. Meyer † |","1994.20.6815","1994-05-13","DIE ZEIT, , DGB, Franz Steinkühler, IG Metall, Alter, Chef, Monika Wulf-Mathies, Reform, Wahl, ÖTV, Öffentlichkeit","http://www.zeit.de/1994/20/h-w-meyer"
"Rechnungshof: Peanuts |","1994.20.6816","1994-05-13","DIE ZEIT, Rechnungshof, Rechnungshof, Bank, Bundesrechnungshof, Geld, Rente, Wunder, Oder","http://www.zeit.de/1994/20/peanuts"
"Südamerika: Der Aufschwung hat begonnen – Deutschland verliert den Anschluß: Das vergessene Dorado |","1994.20.6817","1994-05-13","DIE ZEIT, Südamerika: Der Aufschwung hat begonnen – Deutschland verliert den Anschluß, Richard Freiherr von Weizsäcker, Siemens AG, Argentinien, Chile, Direktinvestition, Lateinamerika, Mexiko, Unternehmensgründung, Brasilien, El Salvador, Kolumbien, Nicaragua, Peru, Asien, São Paulo, Belize, Buenos Aires, Rio de Janeiro","http://www.zeit.de/1994/20/das-vergessene-dorado"
"Wirtschaftsbuch: Ein Liberaler denkt über die Grenzen des Liberalismus nach: Niemand lebt für sich allein |","1994.20.6818","1994-05-13","DIE ZEIT, Wirtschaftsbuch: Ein Liberaler denkt über die Grenzen des Liberalismus nach, Liberalismus, Adam Smith, Aristoteles, DDR, Diktatur, Umwelt, Ökonomie, Schweiz, Düsseldorf, Osteuropa","http://www.zeit.de/1994/20/niemand-lebt-fuer-sich-allein"
