"title","number","date","keywords","link"
"Kino im Fieber: „Die Bartholomäusnacht“ von Patrice Chéreau: Ein langer Film über das Töten |","1994.40.7337","1994-09-30","DIE ZEIT, Kino im Fieber: „Die Bartholomäusnacht“ von Patrice Chéreau","http://www.zeit.de/1994/40/ein-langer-film-ueber-das-toeten"
"Die Stimmung stimmt für Kohl |","1994.40.7348","1994-09-30","DIE ZEIT, , CDU, SPD, FDP, Die Linke, Bundestag, DDR, Hans-Joachim Maaz, Ostdeutschland, PDS, Sachsen, Thüringen, Berlin, Brandenburg, Mecklenburg-Vorpommern","http://www.zeit.de/1994/40/die-stimmung-stimmt-fuer-kohl"
"José Amorim Dias, Gesandter der Unabhängigkeitsbewegung Osttimors in Brüssel:: Wir sind offen |","1994.40.7349","1994-09-30","DIE ZEIT, José Amorim Dias, Gesandter der Unabhängigkeitsbewegung Osttimors in Brüssel:, Bevölkerung, Demokratisierung, Demonstration, Dorf, Indonesien, Menschenrechtsverletzung, Mord, Osttimor, Regierung, Suharto, Vereinte Nationen, Kirche, Soldat, Asien, New York","http://www.zeit.de/1994/40/wir-sind-offen"
"Am 3. Oktober wählt Brasilien. Um die Macht im größten Land Lateinamerikas streiten ein Arbeiterführer und ein Professor: Teile und herrsche |","1994.40.7350","1994-09-30","DIE ZEIT, Am 3. Oktober wählt Brasilien. Um die Macht im größten Land Lateinamerikas streiten ein Arbeiterführer und ein Professor, Brasilien, Fernando Collor de Mello, Lateinamerika, Lateinamerika, Lech Wa??sa, Stichwahl, Rio de Janeiro, São Paulo","http://www.zeit.de/1994/40/teile-und-herrsche"
"Worte der Woche |","1994.40.7351","1994-09-30","DIE ZEIT, , Helmut Kohl, Jimmy Carter, Klaus Kinkel, Hans-Dietrich Genscher, Rudolf Scharping, Atomwaffe, Daniel Goeudevert, Menschenrechtsverletzung, PDS, US-Präsident, US-Regierung, Kuba, USA, Bayern, Südostasien","http://www.zeit.de/1994/40/worte-der-woche"
"Der Bund gibt bald jede vierte Steuer-Mark für Zinsen aus. Trotzdem verschwendet er weiterhin Geld: Der Staat in der Schuldenfalle |","1994.40.7352","1994-09-30","DIE ZEIT, Der Bund gibt bald jede vierte Steuer-Mark für Zinsen aus. Trotzdem verschwendet er weiterhin Geld, Theo Waigel, Helmut Kohl, Bundesregierung, CDU, CSU, Geld, Grüne, Heide Simonis, SPD, Franz Josef Strauß, Joschka Fischer, Michael Glos, Oskar Lafontaine, Staatsfinanzen, DDR, Staatsverschuldung, Superwahljahr, Volkswirtschaft, Zinsen, Magdeburg","http://www.zeit.de/1994/40/der-staat-in-der-schuldenfalle"
"Was haben zwölf Jahre konservativ-liberaler Regierung der Frauenpolitik angetan? Das Schlimmste konnten Frauen verhindern: Raus aus dem Ghetto des Besonderen |","1994.40.7353","1994-09-30","DIE ZEIT, Was haben zwölf Jahre konservativ-liberaler Regierung der Frauenpolitik angetan? Das Schlimmste konnten Frauen verhindern, Rita Süssmuth, Christine Bergmann, Jutta Limbach, Heide Simonis, Regierung, Henning Voscherau, DDR, Frauenbewegung, Hamburg, Berlin, Europa, Magdeburg, Schleswig-Holstein","http://www.zeit.de/1994/40/raus-aus-dem-ghetto-des-besonderen"
"„Soldaten sind Mörder“: Politiker mißbrauchen das Urteil des Bundesverfassungsgerichts zu ihren Zwecken: Geschichtsunfähig |","1994.40.7354","1994-09-30","DIE ZEIT, „Soldaten sind Mörder“: Politiker mißbrauchen das Urteil des Bundesverfassungsgerichts zu ihren Zwecken, Kurt Tucholsky, FDP, Hans-Dietrich Genscher, Klaus Kinkel, Volker Rühe, Bundestag, Bundeswehr, Carl von Ossietzky, Golfkrieg, Grundrecht, Konzentrationslager, Landgericht, Mord, Soldat, Karlsruhe, Krefeld, Verdun, Weimar","http://www.zeit.de/1994/40/geschichtsunfaehig"
"Republikanisches Tagebuch (9. Folge): Kohls Feind steht links |","1994.40.7355","1994-09-30","DIE ZEIT, Republikanisches Tagebuch (9. Folge), Helmut Kohl, Erich Honecker, CDU, Stefan Heym, Karl Marx, Konrad Adenauer, Joachim Gauck, Tagebuch, Walter Jens, Allianz, Emigration, Enteignung, Eugen Kogon, PDS, Parteiprogramm, Theodor Blank, Wahlkampf, Walter Dirks, Lübeck, Rostock","http://www.zeit.de/1994/40/kohls-feind-steht-links"
"Ein Mann aus Ghana wird in der S-Bahn niedergestochen. Keiner hat’s gesehen?: Rätsel einer Horrornacht |","1994.40.7356","1994-09-30","DIE ZEIT, Ein Mann aus Ghana wird in der S-Bahn niedergestochen. Keiner hat’s gesehen?, Rätsel, Ghana, Bundesgerichtshof, Krankenhaus, S-Bahn, Skinhead, Berlin, Karlsruhe","http://www.zeit.de/1994/40/raetsel-einer-horrornacht"
"In der Grenzstadt Cheb verbünden sich rechte und linke Tschechen gegen die Deutschen: Nazi Barbarossa |","1994.40.7357","1994-09-30","DIE ZEIT, In der Grenzstadt Cheb verbünden sich rechte und linke Tschechen gegen die Deutschen, Kommunistische Partei, Linkspartei, Skinhead, Václav Havel, Bayern, Europa, München, Sachsen","http://www.zeit.de/1994/40/nazi-barbarossa"
"Der Dirigent |","1994.40.7358","1994-09-30","DIE ZEIT, , Dirigent, Nato, Außenminister, Erziehung, Jacques Santer, Karriere, Minister, Präsident, Regierungschef, Belgien, Europa, Oder","http://www.zeit.de/1994/40/der-dirigent"
"Die Stabilität der Gesellschaft ist gefährdet. Aber nicht braune Hemden oder rote Socken bilden die Bedrohung, sondern der drohende Zerfall der „Mitte“: Fest auf der Titanic |","1994.40.7359","1994-09-30","DIE ZEIT, Die Stabilität der Gesellschaft ist gefährdet. Aber nicht braune Hemden oder rote Socken bilden die Bedrohung, sondern der drohende Zerfall der „Mitte“, Fest, SPD, CSU, Grüne, Helmut Kohl, Ulrich Beck, Armut, Elisabeth Noelle-Neumann, Helmut Schelsky, Langzeitarbeitslosigkeit, Oder, Sowjetunion, Chemnitz, Europa","http://www.zeit.de/1994/40/fest-auf-der-titanic"
"Südafrika: Die Zulus vor einem neuen Machtkampf: Onkel gegen Neffe |","1994.40.7360","1994-09-30","DIE ZEIT, Südafrika: Die Zulus vor einem neuen Machtkampf, Nelson Mandela, Gedenkfeier, Monarch, Queen, Südafrika, Johannesburg, Pretoria","http://www.zeit.de/1994/40/onkel-gegen-neffe"
"Vereinigte Staaten: Die Spielwarenkette Toys „R“ Us setzt sich weltweit durch: Kühl kalkulierte Kinderwelt |","1994.40.7361","1994-09-30","DIE ZEIT, Vereinigte Staaten: Die Spielwarenkette Toys „R“ Us setzt sich weltweit durch, Datenverarbeitung, Spielzeug, USA, Umsatz, Unternehmen, Australien, Dänemark, England, Frankreich, Japan, Kanada, Spanien, Asien, Europa, Flensburg, Washington D.C","http://www.zeit.de/1994/40/kuehl-kalkulierte-kinderwelt"
"Markt-Report: Hochgradig nervös |","1994.40.7362","1994-09-30","DIE ZEIT, Markt-Report, Ausländer, Deutsche Bank, Aktie, Anleihe, Bundesanleihe, Bundestagswahl, Daimler AG, Rendite, Umsatz, Unternehmen","http://www.zeit.de/1994/40/hochgradig-nervoes"
"Investmentfonds: Banken haben den Markt zu Lasten der Kleinanleger verändert: Die Mischung stimmt nicht mehr |","1994.40.7363","1994-09-30","DIE ZEIT, Investmentfonds: Banken haben den Markt zu Lasten der Kleinanleger verändert, Commerzbank, Dresdner Bank, Aktie, Diversifizierung, Fonds, Gebühr, Service, Banken","http://www.zeit.de/1994/40/die-mischung-stimmt-nicht-mehr"
"Weinmarkt: Brüssel will die Überproduktion abbauen – die Winzer wehren sich: See ohne Abfluß |","1994.40.7364","1994-09-30","DIE ZEIT, Weinmarkt: Brüssel will die Überproduktion abbauen – die Winzer wehren sich, Brüssel, See, Destillation, Frankreich, Italien, Spanien, Wein, Europa, Portugal, Österreich, Kreta, Madrid, Norditalien","http://www.zeit.de/1994/40/see-ohne-abfluss"
"Manager und Märkte |","1994.40.7365","1994-09-30","DIE ZEIT, , Henkel, Christa Müller, Mark Wössner, Rupert Murdoch, Armani, DDR, Giorgio Armani, Italien, Versace, Vox, Märkte, Rostock","http://www.zeit.de/1994/40/manager-und-maerkte"
"Kirche und Computer: Gesegnet |","1994.40.7366","1994-09-30","DIE ZEIT, Kirche und Computer, Computer, Kirche, Herz, Kredit, Plastik, Hamburg","http://www.zeit.de/1994/40/gesegnet"
"Lafontaine: Erfolge bei der Haushaltssanierung, aber wenig neue Jobs – die Bilanz des SPD-Schattenfinanzministers: Oskars armes Reich |","1994.40.7367","1994-09-30","DIE ZEIT, Lafontaine: Erfolge bei der Haushaltssanierung, aber wenig neue Jobs – die Bilanz des SPD-Schattenfinanzministers, Oskar Lafontaine, CDU, IHK, Kohle, Saar, Saarland, Bremen, Europa","http://www.zeit.de/1994/40/oskars-armes-reich"
"Damit in Deutschland weiter Spitzenlöhne gezahlt werden können, müssen die Tarifparteien die Arbeit effizienter gestalten: Prozente sind nicht alles |","1994.40.7368","1994-09-30","DIE ZEIT, Damit in Deutschland weiter Spitzenlöhne gezahlt werden können, müssen die Tarifparteien die Arbeit effizienter gestalten, Arbeit, IG Metall, Arbeitgeber, Arbeitgeberpräsident, Gewerkschaft, Klaus Murmann, Produktivität, Rezession","http://www.zeit.de/1994/40/prozente-sind-nicht-alles"
"Bonner Kulisse |","1994.40.7369","1994-09-30","DIE ZEIT, , CDU, SPD, Alexander Schalck-Golodkowski, Bundesregierung, CSU, Norbert Blüm, Andreas von Bülow, Neuverschuldung, Norbert Walter, Spitzensteuersatz, Staatsquote, Treuhandanstalt, Tyll Necker, Schweiz, Lugano","http://www.zeit.de/1994/40/bonner-kulisse"
"Werbung: Eine Million Spots berieseln in diesem Jahr die Fernsehzuschauer: Weniger wäre mehr |","1994.40.7370","1994-09-30","DIE ZEIT, Werbung: Eine Million Spots berieseln in diesem Jahr die Fernsehzuschauer, Agentur, Werbung, Australien, Berlin, Düsseldorf, New York","http://www.zeit.de/1994/40/weniger-waere-mehr"
"DDR und ihr Geheimnis: Gelüftet |","1994.40.7371","1994-09-30","DIE ZEIT, DDR und ihr Geheimnis, DDR, Bundesregierung, Egon Krenz, Produktion, Treuhandanstalt, Oder","http://www.zeit.de/1994/40/gelueftet"
"Die Wirtschaft fühlt sich: Illegaler Alltag |","1994.40.7372","1994-09-30","DIE ZEIT, Die Wirtschaft fühlt sich, Alltag, Bestechung, Betrug, Demokratie, Geheimdienst, Gewinn, Handel, Heimat, Korruption, Mafia, Steuer, Verbrechen","http://www.zeit.de/1994/40/illegaler-alltag"
"Weltbank/IWF: Die großen Finanzinstitutionen brauchen eine grundlegende Reform: Sicherheitsrat für die Weltwirtschaft |","1994.40.7373","1994-09-30","DIE ZEIT, Weltbank/IWF: Die großen Finanzinstitutionen brauchen eine grundlegende Reform, Internationaler Währungsfonds, Bank für Internationalen Zahlungsausgleich, Entwicklungsland, Lateinamerika, Management, Vereinte Nationen, Wechselkurs, Reform","http://www.zeit.de/1994/40/sicherheitsrat-fuer-die-weltwirtschaft"
"Neue Medien: Mit überhöhten Preisen und schlechter Qualität schaden die deutschen Verlage dem jungen Markt für CD-ROM: Nepp mit der Scheibe |","1994.40.7374","1994-09-30","DIE ZEIT, Neue Medien: Mit überhöhten Preisen und schlechter Qualität schaden die deutschen Verlage dem jungen Markt für CD-ROM, Bundeskartellamt, Qualität, Bertelsmann AG, Buch, Bundesgerichtshof, Jura, Langenscheidt, Preisbindung, MIT","http://www.zeit.de/1994/40/nepp-mit-der-scheibe"
"Kinkel und die Welt: Geschätzt |","1994.40.7375","1994-09-30","DIE ZEIT, Kinkel und die Welt, Klaus Kinkel, Bundesregierung, Dax, FDP, Günter Rexrodt, D-Mark, Kapitalflucht, Liebe, Japan, Bayern, Brandenburg, Sachsen","http://www.zeit.de/1994/40/geschaetzt"
"Pelikan: Der traditionelle Schreibwarenhersteller muß saniert werden – Politiker und Beschäftigte kämpfen um Arbeitsplätze: Gnadenlos abgewirtschaftet |","1994.40.7376","1994-09-30","DIE ZEIT, Pelikan: Der traditionelle Schreibwarenhersteller muß saniert werden – Politiker und Beschäftigte kämpfen um Arbeitsplätze, Gerhard Schröder, SPD, Unternehmensberatung, Hannover, Europa, Fernost","http://www.zeit.de/1994/40/gnadenlos-abgewirtschaftet"
"Metallgesellschaft: US-Ökonomen geben der Deutschen Bank die Schuld am Desaster: Verhängnisvolle Strategie |","1994.40.7377","1994-09-30","DIE ZEIT, Metallgesellschaft: US-Ökonomen geben der Deutschen Bank die Schuld am Desaster, Bank, Heinz Schimmelbusch, Ronaldo Schmitz, Aufsichtsrat, Dollar, Liquidität, Verlust, Ölpreis, USA, Neukirchen","http://www.zeit.de/1994/40/verhaengnisvolle-strategie"
"Frankreich: Die Sanierung der größten Bank des Landes wird teurer als erwartet: Der Staat muß bluten |","1994.40.7378","1994-09-30","DIE ZEIT, Frankreich: Die Sanierung der größten Bank des Landes wird teurer als erwartet, Bernard Tapie, Adidas, Bank, Sanierung, BfG Bank, Deutsche Bank, Edouard Balladur, Europa, Marseille, Paris","http://www.zeit.de/1994/40/der-staat-muss-bluten"
"Exportförderung: Immer ungenierter subventioniert Bonn deutsche Unternehmen aus der Entwicklungshilfe: Sündenfall Shanghai |","1994.40.7379","1994-09-30","DIE ZEIT, Exportförderung: Immer ungenierter subventioniert Bonn deutsche Unternehmen aus der Entwicklungshilfe, Bonn, Unternehmen, Carl-Dieter Spranger, AEG, CSU, Entwicklungshilfe, SPD, Siemens AG, Finanzministerium, Shanghai, China, Christian Wernicke, Kanzleramt, U-Bahn, Umweltschutz, Afrika, Asien, Fernost, Peking","http://www.zeit.de/1994/40/suendenfall-shanghai"
