"title","number","date","keywords","link"
"Frühjahrsputz: Ordnung draußen, Ordnung drin |","1991.14.2068","1991-03-29","DIE ZEIT, Frühjahrsputz","http://www.zeit.de/1991/14/ordnung-draussen-ordnung-drin"
"Zeitspiegel |","1991.14.2081","1991-03-29","DIE ZEIT, , Helmut Kohl, Botschaft, Bundeskanzler, DDR, Friedrich Schorlemmer, Geldstrafe, Kanzleramt, Kurt Masur, Schüler, Winter, China, Russland, Sowjetunion, Peking, Wittenberg","http://www.zeit.de/1991/14/zeitspiegel"
"Von der Ukraine bis nach Sachalin streiken die Bergleute. In Moskau betreiben Altkommunisten den Sturz des Reformers Jelzin. Am 2. April werden die Preise drastisch erhöht. Wieder einmal steht die sowjetische Politik an einem Kreuzweg.: Aufmarsch zur Entscheidung |","1991.14.2082","1991-03-29","DIE ZEIT, Von der Ukraine bis nach Sachalin streiken die Bergleute. In Moskau betreiben Altkommunisten den Sturz des Reformers Jelzin. Am 2. April werden die Preise drastisch erhöht. Wieder einmal steht die sowjetische Politik an einem Kreuzweg., Michail Gorbatschow, Boris Jelzin, Moskau, Ukraine, Russland, Kasachstan, Sowjetunion, Weißrussland, Leningrad","http://www.zeit.de/1991/14/aufmarsch-zur-entscheidung"
"Bonner Bühne: Lümmel und Scharfmacher |","1991.14.2083","1991-03-29","DIE ZEIT, Bonner Bühne, Helmut Kohl, Bühne, CDU, Bundesregierung, Friedrich Bohl, Konrad Weiß, Heiner Geißler, Bischof, Bundeskanzler, DDR, Junge Union, Kanzleramt, Berlin, Bonn, Niedersachsen","http://www.zeit.de/1991/14/luemmel-und-scharfmacher"
"Rückblick: Personalplanung in der Bundeswehr: Wachwechsel an der Spitze |","1991.14.2084","1991-03-29","DIE ZEIT, Rückblick: Personalplanung in der Bundeswehr, Bundeswehr, CSU, Dieter Wellershoff, Franz Josef Strauß, Gerhard Stoltenberg, Jörg Schönbohm, Klaus Naumann, Ostern, Präsident, Ruhestand, Schule, Soldat, Staatssekretär, Verteidigungsminister, Frankfurt an der Oder, Rhein","http://www.zeit.de/1991/14/wachwechsel-an-der-spitze"
"Rudolf Engen: Compxter-Voren? Gobt es nocht! |","1991.14.2085","1991-03-29","DIE ZEIT, Rudolf Engen, EMMA, Virus, Hannover","http://www.zeit.de/1991/14/compxter-voren-gobt-es-nocht"
"Der letzte macht das Licht aus |","1991.14.2086","1991-03-29","DIE ZEIT, , Humboldt-Universität, DDR, Hochschullehrer, Landtag, Berlin, Leipzig","http://www.zeit.de/1991/14/der-letzte-macht-das-licht-aus"
"Haben die Vereinigten Staaten für den militärischen Einsatz am Golf von ihren Alliierten zuviel Geld bekommen? Ein führender amerikanischer Ökonom ist davon überzeugt.: Der Krieg hat nichts gekostet... |","1991.14.2087","1991-03-29","DIE ZEIT, Haben die Vereinigten Staaten für den militärischen Einsatz am Golf von ihren Alliierten zuviel Geld bekommen? Ein führender amerikanischer Ökonom ist davon überzeugt., Krieg, Saddam Hussein, Geld, Golf, Lester C. Thurow, Irak, Gastarbeiter, Golfkrieg, Handel, Jordanien, Rezession, Saudi Arabien, Ölpreis, Iran, Israel, Kuwait, Pakistan, Sowjetunion, Türkei, USA, Ägypten, Berlin, Europa","http://www.zeit.de/1991/14/der-krieg-hat-nichts-gekostet"
"Auf Druck der Amerikaner erhält Vietnam bis heute keine Kredite der Weltbank und des Internationalen Währungsfonds. Inzwischen haben auch die Sowjets ihre Wirtschaftshilfe für das Land drastisch gekürzt.: Mit dem Mut der Verzweiflung |","1991.14.2088","1991-03-29","DIE ZEIT, Auf Druck der Amerikaner erhält Vietnam bis heute keine Kredite der Weltbank und des Internationalen Währungsfonds. Inzwischen haben auch die Sowjets ihre Wirtschaftshilfe für das Land drastisch gekürzt., Vietnam, Lufthansa, Sowjetunion, Weltbank, Wirtschaftshilfe, Dollar, Rubel, Taiwan, Textilie, China, Kambodscha, MIT, Südkorea, Thailand, Hanoi, Europa, Harvard, Singapur","http://www.zeit.de/1991/14/mit-dem-mut-der-verweiflung"
"ZEIT/Südprojekt-Prognose: Schlechte Zeit für Aktien |","1991.14.2089","1991-03-29","DIE ZEIT, ZEIT/Südprojekt-Prognose, Dax, Alan Greenspan, Amerikanische Notenbank, Aktienindex, Bank, Börse, Geldpolitik, Herbst, Inflation, Kredit, Rezession, Unternehmen, Aktien, Japan, USA","http://www.zeit.de/1991/14/schlechte-zeiten-fuer-aktien"
"Markt-Report: Noch halten die Dämme |","1991.14.2090","1991-03-29","DIE ZEIT, Markt-Report, BMW, Dax, Ausländer, Dresdner Bank, Aktie, Aktiengesellschaft, Aktienindex, Aktienmarkt, Anleihe, Daimler AG, Dividende, Dollar, Unternehmen, Verwaltung, Ölpreis","http://www.zeit.de/1991/14/noch-halten-die-daemme"
"Bonner Kulisse |","1991.14.2091","1991-03-29","DIE ZEIT, , Wolfgang Schäuble, CDU, SPD, Bonner Innenministerium, Altersvorsorge, Bundesrat, Gehalt, Innenminister, Karl Diller, Bonn, Brüssel, München","http://www.zeit.de/1991/14/bonner-kulisse"
"Kirche und Wirtschaft: Fromme Wünsche |","1991.14.2092","1991-03-29","DIE ZEIT, Kirche und Wirtschaft, Kirche, Hoechst AG, Evangelische Kirche, Christian Müller, Führungskraft, Wirtschaftsordnung","http://www.zeit.de/1991/14/fromme-wuensche"
"Sicherer Hafen |","1991.14.2093","1991-03-29","DIE ZEIT, , Hafen, Bundesbank, Michail Gorbatschow, Karl Otto Pöhl, DDR, Dollar, Entspannungspolitik, Geldpolitik, Golfkrieg, USA, Währung, Yen, Afghanistan, Jugoslawien, Sowjetunion, Europa, Washington D.C","http://www.zeit.de/1991/14/sicherer-hafen"
"Teure Freunde |","1991.14.2094","1991-03-29","DIE ZEIT, , Bundesregierung, Theo Waigel, George W.  Bush, Hans-Dietrich Genscher, Helmut Kohl, Dollar, Freundschaft, Golf, Golfkrieg, Kanzleramt, Militäraktion, Munition, Ostern, US-Präsident, US-Regierung, Waffenstillstand, Bonn, Osteuropa, Washington D.C","http://www.zeit.de/1991/14/teure-freunde"
"Konjunktur: Miese Stimmung |","1991.14.2095","1991-03-29","DIE ZEIT, Konjunktur, BASF, Konjunktur, Bayer AG, Dollar, Gewinn, Information, Rezession, Steuer, Unternehmen, Wahl, Wiedervereinigung","http://www.zeit.de/1991/14/miese-stimmung"
"Harpener: Ende offen |","1991.14.2096","1991-03-29","DIE ZEIT, Harpener, John F. Kennedy, Dividende, Ferienwohnung, Friedrich Flick, Staatsanwaltschaft, Vorstand, Schweiz, Berlin, Bochum, Dortmund","http://www.zeit.de/1991/14/ende-offen"
"Fritz Vorholz:: Warnschuß aus der Provinz |","1991.14.2097","1991-03-29","DIE ZEIT, Fritz Vorholz:, CDU, CSU, Klaus Töpfer, Bundesrat, Müllverbrennung, Peter Gauweiler, Recycling, Umweltminister, Verpackung, Provinz","http://www.zeit.de/1991/14/warnschuss-aus-der-provinz"
"Goldene Regel der Währungshüter vergessen? Bundesbankpräsident Karl Otto Pöhl demonstriert Stärke im Konflikt mit Bonn.: Rebellion im Nebensatz |","1991.14.2098","1991-03-29","DIE ZEIT, Goldene Regel der Währungshüter vergessen? Bundesbankpräsident Karl Otto Pöhl demonstriert Stärke im Konflikt mit Bonn., Helmut Kohl, Helmut Schmidt, Karl Otto Pöhl, Bundesbank, Bundesregierung, Gerhard Stoltenberg, Karl Schiller, Konflikt, Europäische Zentralbank, Willy Brandt, Otto, DDR, Finanzminister, Konjunktur, Bonn, MIT, Brüssel, Hannover, Paris","http://www.zeit.de/1991/14/rebellion-im-nebensatz"
"Sowjetunion: Kapital nach Petersburg |","1991.14.2099","1991-03-29","DIE ZEIT, Sowjetunion, Sowjetunion, Druckerzeugnis, Gründung, Peter der Große, Region, Republik, Stadt, Leningrad, St. Petersburg, Europa, Moskau, St. Petersburg","http://www.zeit.de/1991/14/kapital-nach-petersburg"
"Die Mehrheit verdankt ihren Wohlstand einer kleinen Minderheit. Dieser These von Meinhard Miegel (ZEIT Nr. 12) widerspricht der Münchner Sozialwissenschaftler Burkart Lutz.: Mehr Chancen für die Schwachen |","1991.14.2100","1991-03-29","DIE ZEIT, Die Mehrheit verdankt ihren Wohlstand einer kleinen Minderheit. Dieser These von Meinhard Miegel (ZEIT Nr. 12) widerspricht der Münchner Sozialwissenschaftler Burkart Lutz., Meinhard Miegel, Arbeitnehmer, Minderheit, Großbritannien","http://www.zeit.de/1991/14/mehr-chancen-fuer-die-schwachen"
"Tele(ck)om: Wortgefecht |","1991.14.2101","1991-03-29","DIE ZEIT, Tele(ck)om, Telekom, Telekommunikation, Aprilscherz, Christian Schwarz-Schilling, Konflikt, Minister, Post, Richter","http://www.zeit.de/1991/14/wortgefecht"
"Frankreich: Die Basis macht mobil |","1991.14.2102","1991-03-29","DIE ZEIT, Frankreich, Frankreich, Michel Rocard, Atomindustrie, Atommüll, Paris","http://www.zeit.de/1991/14/die-basis-macht-mobil"
"Ende einer Doktrin |","1991.14.2103","1991-03-29","DIE ZEIT, , Margaret Thatcher, John Major, Michael Heseltine, Christopher Patten, Großbritannien, Kindergeld, Neil Kinnock, Regierungschef, Sozialamt, Steuer, London","http://www.zeit.de/1991/14/ende-einer-doktrin"
"Kabinettsumbildung in Spanien: Fit für Europa |","1991.14.2104","1991-03-29","DIE ZEIT, Kabinettsumbildung in Spanien, Europa, Spanien, Felipe González, Jacques Delors, Eisenbahnbau, Europäische Gemeinschaft, Regierungschef, Umweltministerium, Volker Mauersberger, Brüssel, Barcelona, Madrid","http://www.zeit.de/1991/14/fit-fuer-europa"
"Schneller Brüter: Fort mit Schaden |","1991.14.2105","1991-03-29","DIE ZEIT, Schneller Brüter, Heinz Riesenhuber, Bundesregierung, Hans Matthöfer, RWE, Hans Leussink, Helmut Schmidt, Siemens AG, Andreas von Bülow, Belgien, Essen, MIT, Bonn, Düsseldorf, Nordrhein-Westfalen, Niederrhein, Wackersdorf","http://www.zeit.de/1991/14/fort-mit-schaden"
