"title","number","date","keywords","link"
"Rückblick: Jugoslawien: Brutal unterdrückt |","1990.37.1073","1990-09-07","DIE ZEIT, Rückblick: Jugoslawien, Jugoslawien, Bevölkerung, Recht, Autonomie, Fabrik, Hochschullehrer, Parlament, Personal, Provinz, Redakteur, Schule, Tageszeitung, Verwaltung, Zeitung, Albanien, Geschichte, Kosovo, Mazedonien, Slowenien, Belgrad, Priština","http://www.zeit.de/1990/37/brutal-unterdrueckt"
"Unruhen in den Townships: Blutbad vor der Befreiung |","1990.37.1084","1990-09-07","DIE ZEIT, Unruhen in den Townships, ANC, Antonio Gramsci, Südafrika, Libanon, Sowjetunion, Unruhen, Johannesburg, Nordirland, Osteuropa","http://www.zeit.de/1990/37/blutbad-vor-der-befreiung"
"Teils Professor; teils Politiker: Impulse für den Osten, aus dem Osten |","1990.37.1085","1990-09-07","DIE ZEIT, Teils Professor; teils Politiker, Helmut Kohl, Kurt Biedenkopf, CDU, Grüne, Heiner Geißler, Lothar Späth, Anke Fuchs, DDR, Dissident, Karriere, Ökologie, Sachsen, Bonn, Leipzig, Bayern, Chemnitz, Dresden","http://www.zeit.de/1990/37/impulse-fuer-den-osten-aus-dem-osten"
"Nachlese: Österreich: Ansehen beschädigt |","1990.37.1086","1990-09-07","DIE ZEIT, Nachlese: Österreich, Österreich, Dax, Fred Sinowatz, ÖVP, Außenminister, Bundeskanzler, Export, Fernsehen, Franz Vranitzky, Freiheitsentzug, Gericht, Innenminister, Justizminister, Parlamentswahl, Prozess, Skandal, Volksparteien, Waffenexport, Wahlkampf, Irak, Iran, Linz, Wien","http://www.zeit.de/1990/37/ansehen-beschaedigt"
"Italienisch Automobilindustrie: Einen Gang zurückgeschaltet |","1990.37.1087","1990-09-07","DIE ZEIT, Italienisch Automobilindustrie, Fiat, VW, Ford, Alfa Romeo, Automobilindustrie, Italien, Volvo, Arbeitsminister, Augustus, Giovanni Agnelli, Lancia, Brüssel, Europa, Fernost, Turin","http://www.zeit.de/1990/37/einen-gang-zurueckgeschaltet"
"In den Dörfern der DDR greift Existenzangst um sich. Sollen die Landwirtschaftlichen Produktionsgenossenschaften nach westdeutschem Vorbild umgebaut werden?: Deutliche Warnung |","1990.37.1088","1990-09-07","DIE ZEIT, In den Dörfern der DDR greift Existenzangst um sich. Sollen die Landwirtschaftlichen Produktionsgenossenschaften nach westdeutschem Vorbild umgebaut werden?, DDR, Karl Marx, Pestizid, Selbständigkeit, Sowjetunion, Universität Frankfurt, Sachsen, Thüringen","http://www.zeit.de/1990/37/deutliche-warnung"
"Auslandsinvestitionen in der DDR: „Bon appétit“ |","1990.37.1089","1990-09-07","DIE ZEIT, Auslandsinvestitionen in der DDR, DDR, Helmut Haussmann, Ausländer, François Mitterrand, Allianz, Frankreich, Linde, Verwaltungsrat, Industrie, Unternehmen, Europa, Bonn, Paris, Tübingen","http://www.zeit.de/1990/37/bon-apptit"
"Drei Stufen |","1990.37.1090","1990-09-07","DIE ZEIT, , Jacques Delors, Geldpolitik, Prozess, Präsident, Wechselkurs, Währung, Währungspolitik","http://www.zeit.de/1990/37/drei-stufen"
"Kanada: Lädiertes Paradies |","1990.37.1091","1990-09-07","DIE ZEIT, Kanada, Kanada, Tourismus, Forstwirtschaft, Island, Provinz, Wald, British Columbia, Vancouver","http://www.zeit.de/1990/37/laediertes-paradies"
"Hilfe für Blinde: Stöbern in der Datenbank |","1990.37.1092","1990-09-07","DIE ZEIT, Hilfe für Blinde, Archiv, Bibliothek, Blindenschrift, Bundesforschungsministerium, Hörfunk, Tageszeitung, Blinde, Bonn, Hamburg","http://www.zeit.de/1990/37/stoebern-in-der-datenbank"
"Im Juni beschrieb DIE ZEIT eine ganz normale Familie in Ost-Berlin, ihre Ängste und Hoffnungen. Zwei Monate nach der Wirtschafts- und Währungsunion haben sich die Bartels an den Umgang mit der D-Mark gewöhnt Doch die Angst um die Arbeitsplätze ist noch nicht gewichen.: Bescheiden im Konsumrausch |","1990.37.1093","1990-09-07","DIE ZEIT, Im Juni beschrieb DIE ZEIT eine ganz normale Familie in Ost-Berlin, ihre Ängste und Hoffnungen. Zwei Monate nach der Wirtschafts- und Währungsunion haben sich die Bartels an den Umgang mit der D-Mark gewöhnt Doch die Angst um die Arbeitsplätze ist noch nicht gewichen., Helmut Kohl, Bundesregierung, Familie, CDU, SPD, Währungsunion, Karstadt, Babynahrung, DDR, Kurzarbeit, D-Mark, MIT, Berlin, Kaukasus, Potsdam","http://www.zeit.de/1990/37/bescheiden-im-konsumrausch"
"Fritz Vorholz:: Zu viele Leerformeln |","1990.37.1094","1990-09-07","DIE ZEIT, Fritz Vorholz:, Oskar Lafontaine, SPD, CDU, Grüne, Helmut Kohl, Willy Brandt, Wolfgang Schäuble, Energieverbrauch, Energiesteuer, Günther Krause, Helmut Haussmann, Kohlendioxid, Umweltschutz","http://www.zeit.de/1990/37/zu-viele-leerformeln"
"Spanien: Fiesta des großen Geldes |","1990.37.1095","1990-09-07","DIE ZEIT, Spanien, Spanien, Frankreich, Georges Marchais, Torero, Andalusien","http://www.zeit.de/1990/37/fiesta-des-grossen-geldes"
"Ein Glücksfall? |","1990.37.1096","1990-09-07","DIE ZEIT, , Theo Waigel, Bundesbank, VW, Airbus, BMW, Siemens AG, DDR, Dollar, Export, MBB, München, Südostasien","http://www.zeit.de/1990/37/ein-gluecksfall"
"Bonner Kulisse |","1990.37.1097","1990-09-07","DIE ZEIT, , Oskar Lafontaine, SPD, Bundesregierung, Wolfgang Roth, DDR, Kurzarbeit, Wohnungsbau, Bonn","http://www.zeit.de/1990/37/bonner-kulisse"
"Landwirtschaft: Konkurrenz fürs Normschwein |","1990.37.1098","1990-09-07","DIE ZEIT, Landwirtschaft, Landwirtschaft, CMA, Fleisch, Massentierhaltung, Hannover","http://www.zeit.de/1990/37/konkurrenz-fuers-normschwein"
"Peru: Operation mit der Handsäge |","1990.37.1099","1990-09-07","DIE ZEIT, Peru, Alberto Fujimori, Mario Vargas Llosa, Peru, Anästhesie, DDR, Dollar, Weltbank, El Salvador, MIT, Venezuela, Lima, Südamerika","http://www.zeit.de/1990/37/operation-mit-der-handsaege"
"Roger Fauroux |","1990.37.1100","1990-09-07","DIE ZEIT, , Literatur, Boss, Großunternehmen, Karriere, Michel Rocard, Präsident, Theologie, Verstaatlichung, Krieg, Regierung, Sprache, Unternehmen","http://www.zeit.de/1990/37/roger-fauroux"
"Autos: Fun-Trabi |","1990.37.1101","1990-09-07","DIE ZEIT, Autos, VW, Auto, DDR, Ostblock, Sachsenring, Trabant, Geld, Polen, Ungarn, Zwickau","http://www.zeit.de/1990/37/fun-trabi"
"Am Sankt-Nimmerleins-Tag? |","1990.37.1102","1990-09-07","DIE ZEIT, , Bundesbank, Karl Schiller, Bundesregierung, Helmut Schmidt, Ludwig Erhard, D-Mark, DDR, Frankreich, Notenbank, Wechselkurs, Währung, Währungsunion, Niederlande, USA, Bonn, Europa, Paris, Rom","http://www.zeit.de/1990/37/am-sankt-nimmerleins-tag"
"Amerikanische Automobilindustrie: Crash für die großen Drei |","1990.37.1103","1990-09-07","DIE ZEIT, Amerikanische Automobilindustrie, Ford, Chrysler, General Motors, Automobilindustrie, Honda, USA, Auto, Detroit, Fahrzeug, Japan, Fernost","http://www.zeit.de/1990/37/crash-fuer-die-grossen-drei"
"DDR-Bergbau: Der Schatz in der Lausitz |","1990.37.1104","1990-09-07","DIE ZEIT, DDR-Bergbau, DDR, Lausitz, Cottbus","http://www.zeit.de/1990/37/der-schatz-in-der-lausitz"
"Ostsee: Trauerspiel |","1990.37.1105","1990-09-07","DIE ZEIT, Ostsee, Ostsee, Geld, Hoffnung, Minister, Ministerpräsident, Regierungschef, Sanierung, Schicksal, Umweltminister, Vertrag, Volkswirtschaft, Weltbank, Polen, Sowjetunion, Helsinki, Nordsee","http://www.zeit.de/1990/37/trauerspiel"
"Die Türkei hält sich strikt an das Embargo gegen ihren Nachbarn Irak. Für die immensen Opfer erwartet Ankara aber Entschädigung aus dem Westen.: Die Krise weckt Hoffnungen |","1990.37.1106","1990-09-07","DIE ZEIT, Die Türkei hält sich strikt an das Embargo gegen ihren Nachbarn Irak. Für die immensen Opfer erwartet Ankara aber Entschädigung aus dem Westen., Turgut Özal, Entschädigung, Opfer, Türkei, Ankara, Irak, Dollar, James Baker, Vereinte Nationen, China, Iran, Saudi Arabien, Sowjetunion, Kirkuk, Kuwait","http://www.zeit.de/1990/37/die-krise-weckt-hoffnungen"
"Energieverbrauch: Die Unersättlichen |","1990.37.1107","1990-09-07","DIE ZEIT, Energieverbrauch, Saddam Hussein, Paul Kennedy, USA, Japan, Bundesrepublik Deutschland, Energieverbrauch, Europa, Kalifornien, Kuwait","http://www.zeit.de/1990/37/die-unersaettlichen"
