"title","number","date","keywords","link"
"Der Popkönig als Schriftsteller: Tod und Blut und Rock ’n’ Roll |","1991.15.2106","1991-04-05","DIE ZEIT, Der Popkönig als Schriftsteller","http://www.zeit.de/1991/15/tod-und-blut-und-rock-n-roll"
"Weltbühne: Frieden für Nordirland? |","1991.15.2117","1991-04-05","DIE ZEIT, Weltbühne, Frieden, IRA, Autonomie, Konflikt, Ostern, Irland, Nordirland, Dublin","http://www.zeit.de/1991/15/frieden-fuer-nordirland"
"Zeitspiegel |","1991.15.2118","1991-04-05","DIE ZEIT, , Militär, Aids, Entsorgung, Fluss, Hafen, Minister, Prostitution, See, Thailand, Bangkok, Sydney, Zwickau","http://www.zeit.de/1991/15/zeitspiegel"
"Das Duell Jelzin–Gorbatschow: „Das Zentrum ist nur noch im Jenseits“ |","1991.15.2119","1991-04-05","DIE ZEIT, Das Duell Jelzin–Gorbatschow, Michail Gorbatschow, Boris Jelzin, Innenministerium , tTokyo, Russland, Sowjetunion, Moskau, Baku, Tbilissi, Vilnius","http://www.zeit.de/1991/15/das-zentrum-ist-nur-noch-im-jenseits"
"Markt-Report: Abstinente Ausländer |","1991.15.2120","1991-04-05","DIE ZEIT, Markt-Report, Ausländer, Dax, Aktie, Aktienindex, Aktienmarkt, Fest, Golfkrieg, Wunder, Währung","http://www.zeit.de/1991/15/abstinente-auslaender"
"Ost-West-Zusammenarbeit: Tauwetter am Eismeer |","1991.15.2121","1991-04-05","DIE ZEIT, Ost-West-Zusammenarbeit, Joint-Venture, Alaska, Sibirien, Sowjetunion, Anchorage, Baikalsee, Europa, Kamtschatka, Moskau","http://www.zeit.de/1991/15/tauwetter-am-eismeer"
"Chile: Auf dem richtigen Weg |","1991.15.2122","1991-04-05","DIE ZEIT, Chile, Patricio Aylwin, Chile, Augusto Pinochet, Salvador Allende, Auslandsinvestition, Handelskammer, Lateinamerika, Peso, Vereinte Nationen, Israel, Kolumbien, Uruguay, Anden, Baskenland, Buenos Aires, Paris, Santiago, Wales","http://www.zeit.de/1991/15/auf-dem-richtigen-weg"
"Bonner Kulisse |","1991.15.2123","1991-04-05","DIE ZEIT, , CDU, CSU, FDP, Bundesverkehrsminister, DDR, Dienstwagen, Fahrzeug, Günther Krause, Irmgard Schwaetzer, Lada, Ministerium, Rechnungshof, Verkehrsminister, Bonn, Ostberlin","http://www.zeit.de/1991/15/bonner-kulisse"
"Polen: Hürdenlauf für Hoffnungsträger |","1991.15.2124","1991-04-05","DIE ZEIT, Polen, Polen, Finanzministerium, Finanzamt, Miete, Mietvertrag, Umsatzsteuer, Warenhaus, USA, Europa, Niedersachsen, Warschau","http://www.zeit.de/1991/15/huerdenlauf-fuer-hoffnungstraeger"
"Bank und Börse: Teures Leben auf Pump |","1991.15.2125","1991-04-05","DIE ZEIT, Bank und Börse, Bank, Börse, Bundesbank, Dresdner Bank, Effektivzins, Kredit, Schufa, Sparkasse","http://www.zeit.de/1991/15/teures-leben-auf-pump"
"Haustürgeschäfte: „Mit Hitler-Gruß und im Stechschritt“ |","1991.15.2126","1991-04-05","DIE ZEIT, Haustürgeschäfte, Dekra, Landgericht, TÜV, Darmstadt, Augsburg, Ohio, Rheinland, Wiesbaden","http://www.zeit.de/1991/15/mit-hitler-gruss-und-im-stechschritt"
"Autoseller: Gegen den Trend |","1991.15.2127","1991-04-05","DIE ZEIT, Autoseller, Auto, Industrie, Niederlande, USA, Österreich","http://www.zeit.de/1991/15/gegen-den-trend"
"Wilfried Herz:: Abrechnung folgt im Sommer |","1991.15.2128","1991-04-05","DIE ZEIT, Wilfried Herz:, Jürgen Möllemann, Theo Waigel, Bundesregierung, Sommer, Hans-Dietrich Genscher, Ludwig Erhard, Bundeskabinett, Bundeswirtschaftsminister, Werftindustrie, Wirtschaftsminister","http://www.zeit.de/1991/15/abrechnung-folgt-im-sommer"
"Frankreich: Ohne jede Deckung |","1991.15.2129","1991-04-05","DIE ZEIT, Frankreich, Frankreich, Bonitätsprüfung, Bugatti, Haushalt, Bordeaux, Paris","http://www.zeit.de/1991/15/ohne-jede-deckung"
"Indien: Vom Wasser vertrieben |","1991.15.2130","1991-04-05","DIE ZEIT, Indien, Indien, Wasser, Jawaharlal Nehru, Weltbank, Ägypten, Berlin, Rheinland-Pfalz, Südamerika","http://www.zeit.de/1991/15/vom-wasser-vertrieben"
"Landwirtschaftliche Produktionsgenossenschaften: Kein Land in Sicht |","1991.15.2131","1991-04-05","DIE ZEIT, Landwirtschaftliche Produktionsgenossenschaften, Ignaz Kiechle, CDU, DDR, Eigenkapital, Europäische Gemeinschaft, Landwirtschaft, Treuhandanstalt, Bonn, Brüssel, Europa, Mecklenburg-Vorpommern","http://www.zeit.de/1991/15/kein-land-in-sicht"
"Nordeuropa: Brückenschlag für Volvo |","1991.15.2132","1991-04-05","DIE ZEIT, Nordeuropa, Björn Engholm, Brücke, Dänemark, Fehmarn-Belt, Minderheitsregierung, Volvo, Schweden, Europa, Kopenhagen, Alpen, Oslo, Ostsee","http://www.zeit.de/1991/15/brueckenschlag-fuer-volvo"
"Frankreich: Riskante Expansion |","1991.15.2133","1991-04-05","DIE ZEIT, Frankreich, Frankreich, Renault, Siemens AG, Anzeige, Industriepolitik, Leon Brittan, Tageszeitung, Thomson, Unternehmen, Verstaatlichung, Expansion, Paris","http://www.zeit.de/1991/15/riskante-expansion"
"Löhne aus der Notenpresse |","1991.15.2134","1991-04-05","DIE ZEIT, , Michail Gorbatschow, Boris Jelzin, Verteidigungsministerium, Getreide, Rubel, Russland, Sowjetunion, Kiew, Moskau, Sibirien","http://www.zeit.de/1991/15/loehne-aus-der-notenpresse"
"Der Sechzehn-Stunden-Tag |","1991.15.2135","1991-04-05","DIE ZEIT, , CDU, DDR, Bonn, Brandenburg","http://www.zeit.de/1991/15/der-sechzehn-stunden-tag"
