"title","number","date","keywords","link"
"Angst vor dem Ernstfall: „Wir sind ja nur Wehrpflichtige“ |","1991.7.1815","1991-02-08","DIE ZEIT, Angst vor dem Ernstfall, CDU, Saddam Hussein, Bundesverteidigungsministerium, Bundeswehr, Bundeswehrsoldat, DDR, Golfkrieg, Soldat, Öffentlichkeitsarbeit, Irak, Türkei, Köln","http://www.zeit.de/1991/07/wir-sind-ja-nur-wehrpflichtige"
"An der Spitze der Anti-Saddam-Koalition: Ein Makler für den Frieden |","1991.7.1834","1991-02-08","DIE ZEIT, An der Spitze der Anti-Saddam-Koalition, Saddam Hussein, Frieden, Jassir Arafat, Ägypten, Muammar al-Gaddafi, Irak, Israel, Jemen, Jordanien, Saudi Arabien, Kairo, Kuwait, Amman, Bagdad, Camp David, Riad","http://www.zeit.de/1991/07/ein-makler-fuer-den-frieden"
"Großbritannien: Lohn der Treue |","1991.7.1835","1991-02-08","DIE ZEIT, Großbritannien, Großbritannien, Saddam Hussein, Hoechst, Dollar, Erziehung, Golf, Krieg, Sachbeschädigung, Westend, England, Irak, Kuwait, London, Saudi Arabien, USA, Europa, Washington D.C","http://www.zeit.de/1991/07/lohn-der-treue"
"Thomas Hanke:: Die grüne Front bröckelt |","1991.7.1836","1991-02-08","DIE ZEIT, Thomas Hanke:, Grüne, Bundesregierung, Helmut Kohl, Ignaz Kiechle, Agrarpolitik, Außenhandel, DDR, Nordafrika, Frankreich, USA, Brüssel, Bonn, Europa, Washington D.C","http://www.zeit.de/1991/07/die-gruene-front-broeckelt"
"Wettbewerb in Ostdeutschland: Teure Schwarze Pumpe |","1991.7.1837","1991-02-08","DIE ZEIT, Wettbewerb in Ostdeutschland, Bundeskartellamt, Ostdeutschland, BASF, Bundesregierung, DDR, Energiewirtschaft, Gaspreis, Gasversorger, Gazprom, Heizöl, Kartellamt, Sowjetunion, Vertrag, Berlin","http://www.zeit.de/1991/07/teure-schwarze-pumpe"
"Waffenhandel: „Wann, wenn nicht jetzt?“ |","1991.7.1838","1991-02-08","DIE ZEIT, Waffenhandel, Bundesregierung, Nato, SPD, Saddam Hussein, Daimler Benz AG, Dasa, Export, Frankreich, Großbritannien, Irak, MTU, Militärhubschrauber, Rheinmetall, Waffenexport, Waffenhandel, Israel, Sowjetunion, Europa, Brüssel","http://www.zeit.de/1991/07/wann-wenn-nicht-jetzt"
"Bonner Kulisse |","1991.7.1839","1991-02-08","DIE ZEIT, , Alfred Dregger, Bundesregierung, Hans-Jochen Vogel, CDU, Helmut Kohl, Horst Köhler, Deutsche Bundesbank, Bonner Finanzministerium, Golfkrieg, Grundstück, Norbert Geis, Regierungserklärung, Truppenübungsplatz, Umweltministerium","http://www.zeit.de/1991/07/bonner-kulisse"
"Länderfinanzen: Perspektive |","1991.7.1840","1991-02-08","DIE ZEIT, Länderfinanzen, Bundesregierung, Helmut Kohl, Kurt Biedenkopf, Bundeskanzler, DDR, Geld, Haushalt, Ministerpräsident, Stadt, Verwaltung","http://www.zeit.de/1991/07/perspektive"
"Gewerkschaften: Erfolgreicher Widerstand |","1991.7.1841","1991-02-08","DIE ZEIT, Gewerkschaften, DGB, Harry Tisch, DDR, Deutsche Post, Geschäftsführer, Redaktion, Vorruhestand, Widerstand, Düsseldorf","http://www.zeit.de/1991/07/erfolgreicher-widerstand"
"Kriegskosten: Wer zahlt die Rechnung? |","1991.7.1842","1991-02-08","DIE ZEIT, Kriegskosten, Irak, Verteidigungsministerium, Dollar, Haushaltsentwurf, Israel, Javier Pérez de Cuéllar, Konflikt, Krieg, Palästinenser, Rumänien, Ölpreis, Bangladesch, Brasilien, Bulgarien, Indien, Jordanien, Türkei, Ungarn, Ägypten, Kuwait, Washington D.C","http://www.zeit.de/1991/07/wer-zahlt-die-rechnung"
"Schulden an der Grenze |","1991.7.1843","1991-02-08","DIE ZEIT, , Bundesregierung, Theo Waigel, Jürgen Möllemann, Benzin, Benzinpreis, Bundeshaushalt, Diesel, Finanzminister, Golfkrieg, Haushaltspolitik, Heizöl, Mehrwertsteuer, Mineralölsteuer, Neuverschuldung, Opposition, Steuer, Wirtschaftsminister, Schulden, Bonn","http://www.zeit.de/1991/07/schuld-an-der-grenze"
"Weltweite Finanzkrise: Angst vorm Frieden |","1991.7.1844","1991-02-08","DIE ZEIT, Weltweite Finanzkrise, Finanzkrise, Frieden, Japan, Golfkrieg, Helmut Becker, tTokyo, USA, Irak, Asien, Washington D.C","http://www.zeit.de/1991/07/angst-vorm-frieden"
"Wirtschaftspolitik: Mangel an Masse |","1991.7.1845","1991-02-08","DIE ZEIT, Wirtschaftspolitik, Wirtschaftspolitik, Bundesbank, Theo Waigel, Jürgen Möllemann, CSU, Bundeswirtschaftsministerium, Karl Otto Pöhl, Ostdeutschland, Wolfgang Roth, Bonn","http://www.zeit.de/1991/07/mangel-an-masse"
"„Abschreckung ist nötig“ |","1991.7.1846","1991-02-08","DIE ZEIT, , Heinrich Weiss, Irak, DDR, Drogenkriminalität, Ermittlung, Golfkrieg, Verfassungsschutz, Waffenexport, Israel, Libyen, Bonn","http://www.zeit.de/1991/07/abschreckung-ist-noetig"
"Markt-Report: Zinsen tiefer – Börse fester |","1991.7.1847","1991-02-08","DIE ZEIT, Markt-Report, Börse, Abschreibung, Aktie, Aktienfonds, Aktienmarkt, Golfkrieg, Leitzins, Wertpapierhandel, USA, Zinsen","http://www.zeit.de/1991/07/zinsen-tiefer-boerse-fester"
"Bank und Börse: Schlafen die Sparkassen? |","1991.7.1848","1991-02-08","DIE ZEIT, Bank und Börse, Bank, Börse, Commerzbank, Bausparvertrag, Geldanlage, Rendite, WestLB","http://www.zeit.de/1991/07/schlafen-die-sparkassen"
"Zigarettenmarkt: Der Duft von gestern |","1991.7.1849","1991-02-08","DIE ZEIT, Zigarettenmarkt, Philip Morris, Reemtsma, DDR, Marlboro, Albanien, Duft, Niederlande, Dresden, München, Rostock","http://www.zeit.de/1991/07/der-duft-von-gestern"
"Bundesbank: Ohrfeige |","1991.7.1850","1991-02-08","DIE ZEIT, Bundesbank, Bundesbank, Bundesregierung, Theo Waigel, Wirtschaftspolitik, Arbeitslose, Beziehung, Bundeshaushalt, D-Mark, Dollar, Geld, Golfkrieg, Konjunktur, Leitzins, Neuverschuldung, Notenbank, USA, Wirtschaftswachstum, Währung, Europa, Osteuropa","http://www.zeit.de/1991/07/ohrfeige"
