"","Artikeln.Nr.","Link","Erscheinungsjahr","Erscheinungsnr.","Medium","Titel","Autor","Abschnitt.Nr.","Zeitbezug","Land","Region","Thematische.Bewertung","Bewertung","X","X.1","X.2"
"35",3,"http://www.zeit.de/2006/03/Wachstum/komplettansicht?print=true",2006,3,"Zeit","Immer mehr ist immer weniger","Achatz von MÅller",22,"Gegenwart","Deutschland","","Merkel-Kritik, Regulierung-Forderung, ",1,"Merkel=Bundeskanlerin","",""
"36",4,"http://www.zeit.de/2006/06/Kolumne_06_neu",2006,6,"Zeit","Ende der Flitterwochen","Niejahr",1,"Gegenwart","Deutschland","","neue Bundesregierung",1,"","",""
"37",4,"http://www.zeit.de/2006/06/Kolumne_06_neu",2006,6,"Zeit","Ende der Flitterwochen","Niejahr",2,"Gegenwart","Deutschland","","neue Bunderegierung-Merkel, steigend Arbeitslosigkeit, FrÅhverrentungen, harter Winter, Besch?ftigungskrise, Wachstumsprogramm, ",-1,"","",""
"38",4,"http://www.zeit.de/2006/06/Kolumne_06_neu",2006,6,"Zeit","Ende der Flitterwochen","Niejahr",3,"Vergangenheit","Deutschland","","neue Bundesregierung, fehlend Signal, Staatsausgaben, WohlfÅhl-Politik, Konjunktur-Probleml?sung",-1,"","",""
"39",4,"http://www.zeit.de/2006/06/Kolumne_06_neu",2006,6,"Zeit","Ende der Flitterwochen","Niejahr",4,"Gegenwart","Deutschland","","CDU-CSU, Mindestl?hne-Merkel, Gesundheitsreform-Volker-Kauder, Mehrwertsteuererh?hung-Ablehnung-Wolfgang-B?hmer, Gesundheitspr?mie-Pl?ne-EinfÅhrung, KÅndigungsschutz-Lockern-Michael-Glos-Wirtschaftsministerium",-1,"","",""
"40",4,"http://www.zeit.de/2006/06/Kolumne_06_neu",2006,6,"Zeit","Ende der Flitterwochen","Niejahr",5,"Zukunft","Deutschland","","Arbeitslosigkeit, neu Bundesregierung",0,"","",""
"41",5,"http://www.zeit.de/2006/06/Argument_06-neu",2006,6,"Zeit","Das Geldhaus mit den zwei Gesichtern","Robert von Heusinger",1,"Gegenwart","Deutschland","","Deutsche-Bank, hoch Jahresabschluss-Deutsche-Bank, hoch Gewinn-Deutsche-Bank, Joseph-Ackermann-Vorstandschef, Kritik",1,"","",""
"42",5,"http://www.zeit.de/2006/06/Argument_06-neu",2006,6,"Zeit","Das Geldhaus mit den zwei Gesichtern","Robert von Heusinger",2,"Gegenwart","Europa, Welt","","Deutsche-Bank-Zerrissenheit, Investmentbanking-Privatkundengesch?ft-Deutsche-Bank, stark Investmentbanking-Deutsche-Bank",1,"","",""
"43",5,"http://www.zeit.de/2006/06/Argument_06-neu",2006,6,"Zeit","Das Geldhaus mit den zwei Gesichtern","Robert von Heusinger",3,"Gegenwart","Deutschland","","stark Privatkundengesch?ft-Deutsche-Bank, Imageproblem-Deutsche-Bank, ",-1,"","",""
"44",5,"http://www.zeit.de/2006/06/Argument_06-neu",2006,6,"Zeit","Das Geldhaus mit den zwei Gesichtern","Robert von Heusinger",4,"Gegenwart","Deutschland","","Imageproblem-Deutsche-Bank, Rechtsprobleme-Ackermann-Rolf-Breuer, Grundbesitz-Invest-Schlie†ung-Deutsche-Bank",-1,"","",""
"45",5,"http://www.zeit.de/2006/06/Argument_06-neu",2006,6,"Zeit","Das Geldhaus mit den zwei Gesichtern","Robert von Heusinger",5,"Vergangenheit","Deutschland, Europa, Welt","","Deutsche-Bank-Ackermann-Erfolg-FÅhrung, fehlend Deutsche-Bank-Strategie-Langfristig, gut Deutsche-Bank-Kurzfristig",1,"","",""
"46",5,"http://www.zeit.de/2006/06/Argument_06-neu",2006,6,"Zeit","Das Geldhaus mit den zwei Gesichtern","Robert von Heusinger",6,"Zukunft","Deutschland, Europa, Welt","","fehlend Deutsche-Bank-Zukunftsstrategie",-1,"","",""
"47",5,"http://www.zeit.de/2006/06/Argument_06-neu",2006,6,"Zeit","Das Geldhaus mit den zwei Gesichtern","Robert von Heusinger",7,"Vergangenheit","Deutschland","","Deutsche-Bank-Machtkonflikt, Grundbesitz-Invest-Schlie†ung-Deutsche-Bank",-2,"Grundbesitz-Invest=Immobilienfonds","",""
"48",5,"http://www.zeit.de/2006/06/Argument_06-neu",2006,6,"Zeit","Das Geldhaus mit den zwei Gesichtern","Robert von Heusinger",8,"Vergangenheit","Deutschland","","Deutsche-Bank-Kritik, Grundbesitz-Invest-Schlie†ung-Deutsche-Bank",-1,"Grundbesitz-Invest=Fonds","",""
"49",5,"http://www.zeit.de/2006/06/Argument_06-neu",2006,6,"Zeit","Das Geldhaus mit den zwei Gesichtern","Robert von Heusinger",9,"Vergangenheit","Deutschland, Australien","","Deutsche-Bank-Kritik-Investmentbanking",-1,"","",""
"50",5,"http://www.zeit.de/2006/06/Argument_06-neu",2006,6,"Zeit","Das Geldhaus mit den zwei Gesichtern","Robert von Heusinger",10,"Vergangenheit","Deutschland, Australien","","Deutsche-Bank-Kritik, Merryl-Lynch, Grundbesitz-Invest-Bank-Run",-2,"Grundbesitz-Invest=Fonds","",""
"51",5,"http://www.zeit.de/2006/06/Argument_06-neu",2006,6,"Zeit","Das Geldhaus mit den zwei Gesichtern","Robert von Heusinger",11,"Gegenwart","Deutschland, Australien","","hoch Deutsche-Bank-Imageverlust",-3,"","",""
"52",5,"http://www.zeit.de/2006/06/Argument_06-neu",2006,6,"Zeit","Das Geldhaus mit den zwei Gesichtern","Robert von Heusinger",12,"Zukunft","Deutschland, Europa, Welt","","Deutsche-Bank-Zerschlagung-Spekulation",0,"","",""
"53",5,"http://www.zeit.de/2006/06/Argument_06-neu",2006,6,"Zeit","Das Geldhaus mit den zwei Gesichtern","Robert von Heusinger",13,"Zukunft","Deutschland, Europa, Welt","","Deutsche-Bank-Zerschlagung-Spekulation, DWS",0,"","",""
"54",5,"http://www.zeit.de/2006/06/Argument_06-neu",2006,6,"Zeit","Das Geldhaus mit den zwei Gesichtern","Robert von Heusinger",14,"Zukunft","Deutschland, Europa, Welt","","Deutsche-Bank-Zerschlagung-Spekulation, DWS, Deutsche-Bank-Privatkundengesch?ft",0,"","",""
"55",5,"http://www.zeit.de/2006/06/Argument_06-neu",2006,6,"Zeit","Das Geldhaus mit den zwei Gesichtern","Robert von Heusinger",15,"Zukunft","Deutschland, Europa, Welt","","Deutsche-Bank-Zerschlagung-Spekulation",0,"","",""
"56",6,"http://www.zeit.de/2006/09/Haushalt",2006,9,"Zeit","Das SteinbrÅck-Projekt","Wilfried Herz",1,"Gegenwart, Zukunft","Deutschland","","SteinbrÅck, Steuererh?hungen-SteinbrÅck, Falschausgaben-SteinbrÅck, Zukunftsinvestitionen",-1,"","",""
"57",6,"http://www.zeit.de/2006/09/Haushalt",2006,9,"Zeit","Das SteinbrÅck-Projekt","Wilfried Herz",2,"Gegenwart, Zukunft","Deutschland","","Haushaltspaket-SteinbrÅck, Haushaltssanierung-SteinbrÅck-Bundesregierung, Wirtschafswachstum-F?rderung",1,"","",""
"58",6,"http://www.zeit.de/2006/09/Haushalt",2006,9,"Zeit","Das SteinbrÅck-Projekt","Wilfried Herz",3,"Gegenwart, Zukunft","Deutschland","","AusgabenkÅrzungen-Bundesregierung, Steuererh?hungen-Bundesregierung, Gesundheitsreform-Reformvorhaben, Unternehmensbesteuerungsreform-Reformvorhaben, Haushaltskonsolidierung-SteinbrÅck, Wachstumsst?rkung-SteinbrÅck, Reformvorhaben-SteinbrÅck",2,"","",""
"59",6,"http://www.zeit.de/2006/09/Haushalt",2006,9,"Zeit","Das SteinbrÅck-Projekt","Wilfried Herz",4,"Gegenwart, Zukunft","Deutschland","","Haushaltsetat-2006, steigend Staatsausgaben-Bundesregierung-SteinbrÅck, steigend Neuverschuldung-Bundesregierung-SteinbrÅck",-1,"","",""
"60",6,"http://www.zeit.de/2006/09/Haushalt",2006,9,"Zeit","Das SteinbrÅck-Projekt","Wilfried Herz",5,"Gegenwart, Zukunft","Deutschland","","niedrig Wachstumsprogramm-Bundesregierung, Mehrwertsteuererh?hung, niedrig Investitionen-Bundesregierung, fallend Investitionen-Bundesregierung",-2,"","",""
"61",6,"http://www.zeit.de/2006/09/Haushalt",2006,9,"Zeit","Das SteinbrÅck-Projekt","Wilfried Herz",6,"Zukunft","Deutschland","","Finanzpolitik-Schwarz-Rot-Bundesregierung, Bundeshaushalt-Schwarz-Rot, Neuverschuldung-Maastricht-Vertrag-Bundesregierung, Koalitionsvertrag-Schwarz-Rot, ",0,"","",""
"62",6,"http://www.zeit.de/2006/09/Haushalt",2006,9,"Zeit","Das SteinbrÅck-Projekt","Wilfried Herz",7,"Gegenwart, Zukunft","Deutschland","","Finanzplan-Bundesregierung-SteinbrÅck, fallend Kreditaufnahme-Bundesregierung, Neuverschuldung-Maastricht-Vertrag-Bundesregierung, Bundesbank-Axel-Weber, Europ?ische-Kommission-Neuverschuldung-Deutschland",-1,"","",""
"63",6,"http://www.zeit.de/2006/09/Haushalt",2006,9,"Zeit","Das SteinbrÅck-Projekt","Wilfried Herz",8,"Gegenwart, Zukunft","Deutschland","","Steuererh?hungen, LeistungskÅrzungen, Haushaltsbegleitgesetz, Bundeshaushalt, Mehrwertsteuererh?hung, fallend Arbeitslosenversicherung, steigend Versicherungssteuer, steigend Sozialversicherungsbeitr?ge-Minijobber, fallend Weihnachtsgeld-Bundesbeame, ZulagenkÅrzung-Bundesbankbeamte, fallend Subventionen-Bahn-Nahverkehr, Haushaltssanierung-Bund-L?nder",1,"","",""
"64",6,"http://www.zeit.de/2006/09/Haushalt",2006,9,"Zeit","Das SteinbrÅck-Projekt","Wilfried Herz",9,"Gegenwart, Zukunft","Deutschland","","fallend Arbeitslosengeld-Junge, endend Eigenheimzulage, endend Steuersparmodelle-Teilweise, fallend Steuerfreibetr?ge, fallend Pendlerpauschale, steigend Dienstwagensteuer, steigend Spitzensteuersatz-Steuerprogression, Optimierungsgesetz, fallend Finanzbedarf-Arbeitsagenturen, Haushaltskonsolidierung-SteinbrÅck",1,"","",""
"65",6,"http://www.zeit.de/2006/09/Haushalt",2006,9,"Zeit","Das SteinbrÅck-Projekt","Wilfried Herz",10,"Vergangenheit, Gegenwart, Zukunft","Deutschland","","Mehrwertsteuererh?hung-Umstritten, Karl-Heinz-Paqu?-FDP-Mehrwertsteuererh?hung-Kritik, Maastricht-Kriterium-Mehrwertsteuererh?hung",0,"","",""
"66",6,"http://www.zeit.de/2006/09/Haushalt",2006,9,"Zeit","Das SteinbrÅck-Projekt","Wilfried Herz",11,"Gegenwart","Deutschland","","Reformpl?ne-Kostspielig, SteinbrÅck-Haushaltskonsolidierung",-1,"","",""
"67",6,"http://www.zeit.de/2006/09/Haushalt",2006,9,"Zeit","Das SteinbrÅck-Projekt","Wilfried Herz",12,"Gegenwart, Zukunft","Deutschland","","Reformvorschl?ge-Gesundheitswesen-Unternehmenssteuer-Sachverst?ndigenrat-Bert-RÅrup, Unternehmenssteuerreform-Vorschlag-Wolfgang-Wiegard-Wirtschaftsweiser, Mehrwertsteuerdebatte",0,"","",""
"68",6,"http://www.zeit.de/2006/09/Haushalt",2006,9,"Zeit","Das SteinbrÅck-Projekt","Wilfried Herz",13,"Gegenwart, Zukunft","Deutschland","","Unternehmenssteuerreform-Modelle-Sachverst?ndigenrat-Stiftung-Marktwirtschaft-Einnahmeausf?lle, fallend Unternehmenssteuerreform-Vorschlag-Steuers?tze-SteinbrÅck, endend Unternehmenssteuerreform-Vorschlag-Steuerschlupfl?cher-SteinbrÅck",0,"","",""
"69",6,"http://www.zeit.de/2006/09/Haushalt",2006,9,"Zeit","Das SteinbrÅck-Projekt","Wilfried Herz",14,"Gegenwart, Zukunft","Deutschland","","Sanierungsplan-Kritik-SteinbrÅck, beginnend Kombil?hne-Reformpl?ne-Merkel, beginnend Gesundheitsreform-Kinderversicherung-Steuergelder-Merkel",-1,"","",""
"70",6,"http://www.zeit.de/2006/09/Haushalt",2006,9,"Zeit","Das SteinbrÅck-Projekt","Wilfried Herz",15,"Gegenwart, Zukunft","Deutschland","","umstritten Einkommenssteuerzuschlag-Gesundheits-Soli",0,"","",""
"71",6,"http://www.zeit.de/2006/09/Haushalt",2006,9,"Zeit","Das SteinbrÅck-Projekt","Wilfried Herz",16,"Gegenwart, Zukunft","Deutschland","","beginnend Landtagswahlen, hoch Gesundheitsreform-Konflikt, ",0,"","",""
"72",6,"http://www.zeit.de/2006/09/Haushalt",2006,9,"Zeit","Das SteinbrÅck-Projekt","Wilfried Herz",17,"Gegenwart, Zukunft","Deutschland","","Sozialversicherung-Debatte-Interessenkonflikt-MÅntefering-SteinbrÅck, Sozialetat",0,"","",""
"73",6,"http://www.zeit.de/2006/09/Haushalt",2006,9,"Zeit","Das SteinbrÅck-Projekt","Wilfried Herz",18,"Vergangenheit, Gegenwart, Zukunft","Deutschland","","Sozialversicherung-Debatte-Interessenkonflikt-MÅntefering-SteinbrÅck, Bundeshaushalt-MÅntefering-SteinbrÅck-Interessenkonflikt, steigend Rentenversicherung-Bundeszuschuss-MÅntefering",0,"","",""
"74",6,"http://www.zeit.de/2006/09/Haushalt",2006,9,"Zeit","Das SteinbrÅck-Projekt","Wilfried Herz",19,"Vergangenheit, Gegenwart","Deutschland","","Haushaltsverhandlungen-Konflikt, Bundesbank-SteinbrÅck, konstant Weihnachtsgeld-Wehrdienstleistende-Zivis",0,"","",""
"75",6,"http://www.zeit.de/2006/09/Haushalt",2006,9,"Zeit","Das SteinbrÅck-Projekt","Wilfried Herz",20,"Gegenwart","Deutschland","","SteinbrÅck-Imperative-Sanieren-Reformieren-Investieren",0,"","",""
"76",7,"http://www.zeit.de/2006/09/Argument/komplettansicht?print=true",2006,9,"Zeit","Vorsicht, Absturzgefahr","Wolfgang Uchatius",1,"Gegenwart","Deutschland","","Kreditnutzen-Anekdote",0,"","",""
"77",7,"http://www.zeit.de/2006/09/Argument/komplettansicht?print=true",2006,9,"Zeit","Vorsicht, Absturzgefahr","Wolfgang Uchatius",2,"Gegenwart","Deutschland","","Haushaltsschulden-?berverschuldete, Schuldenreport-2006-Caritasverband-Deutsches-Rotes-Kreuz-Diakonisches-Werk-Bundesverband-Verbraucherzentralen, ?berschuldet-Haushalte",-2,"","",""
"78",7,"http://www.zeit.de/2006/09/Argument/komplettansicht?print=true",2006,9,"Zeit","Vorsicht, Absturzgefahr","Wolfgang Uchatius",3,"Gegenwart","Deutschland","","Kredit-Albtraum",0,"","1","Trivial/FÅllsatz"
"79",7,"http://www.zeit.de/2006/09/Argument/komplettansicht?print=true",2006,9,"Zeit","Vorsicht, Absturzgefahr","Wolfgang Uchatius",4,"Vergangenheit, Gegenwart","Deutschland","","HaushaltsrÅcklagen, niedrig Konsumausgaben-Verbraucher, steigend ?berschuldet-Haushalte-Anzahl",-2,"","",""
"80",7,"http://www.zeit.de/2006/09/Argument/komplettansicht?print=true",2006,9,"Zeit","Vorsicht, Absturzgefahr","Wolfgang Uchatius",5,"Gegenwart","Deutschland","","fallend Konsumausgaben-Verbraucher, steigend ?berschuldet-Haushalte-Anzahl",-1,"","",""
"81",7,"http://www.zeit.de/2006/09/Argument/komplettansicht?print=true",2006,9,"Zeit","Vorsicht, Absturzgefahr","Wolfgang Uchatius",6,"Vergangenheit, Gegenwart","Deutschland","","Einkommensunsicherheit-Haushalte-Gesamtgesellschaftlich, Schuldenfalle",-2,"","",""
"82",7,"http://www.zeit.de/2006/09/Argument/komplettansicht?print=true",2006,9,"Zeit","Vorsicht, Absturzgefahr","Wolfgang Uchatius",7,"Vergangenheit","Deutschland","","konstant Arbeitsrecht-Normalarbeitsverh?ltnis",0,"","",""
"83",7,"http://www.zeit.de/2006/09/Argument/komplettansicht?print=true",2006,9,"Zeit","Vorsicht, Absturzgefahr","Wolfgang Uchatius",8,"Vergangenheit","Deutschland","","hoch Einkommenssicherheit-Haushalte-Freiberufler-Kleinunternehmer",0,"","",""
"84",7,"http://www.zeit.de/2006/09/Argument/komplettansicht?print=true",2006,9,"Zeit","Vorsicht, Absturzgefahr","Wolfgang Uchatius",9,"Gegenwart","Deutschland","","steigend Firmenpleiten-Kleinberufler-Selbstst?ndige, fallend Reall?hne, steigend Arbeitsvertragsbefristung",-2,"Selbst?ndige=""Ein-Mann-Betriebe""","",""
"85",7,"http://www.zeit.de/2006/09/Argument/komplettansicht?print=true",2006,9,"Zeit","Vorsicht, Absturzgefahr","Wolfgang Uchatius",10,"Vergangenheit, Gegenwart","Deutschland","","Zukunftsunsicherheit-Arbeitnehmer, Scheidungen, Zukunftsunsicherheit-Gesamtgesellschaftlich",-1,"","",""
"86",7,"http://www.zeit.de/2006/09/Argument/komplettansicht?print=true",2006,9,"Zeit","Vorsicht, Absturzgefahr","Wolfgang Uchatius",11,"Gegenwart","Deutschland","","befristet Jobs-Zukunftsunsicherheit, schwankend L?hne-Zukunftsunsicherheit, brÅchig Familien-Zukunftsunsicherheit, Erwartungsunsicherheit",-1,"","",""
"87",7,"http://www.zeit.de/2006/09/Argument/komplettansicht?print=true",2006,9,"Zeit","Vorsicht, Absturzgefahr","Wolfgang Uchatius",12,"Gegenwart","Deutschland","","besser Finanzielle-Allgemeinbildung-Forderung-Schuldenexperten",-1,"","",""
"88",7,"http://www.zeit.de/2006/09/Argument/komplettansicht?print=true",2006,9,"Zeit","Vorsicht, Absturzgefahr","Wolfgang Uchatius",13,"Vergangenheit, Gegenwart","Deutschland","","beginnend Privatinsolvenzrecht-Helmut-Kohl",1,"","",""
