"","Artikeln.Nr.","Link","Erscheinungsjahr","Erscheinungsnr.","Medium","Titel","Autor","Abschnitt.Nr.","Zeitbezug","Land","Region","Thematische.Bewertung","Bewertung","Kommentar","Zeit","issue.abschnitt"
"209",21,"http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true",2006,40,"Zeit","Republik-Flucht","Thomas Fischermann",12,"Gegenwart, Vergangenheit","Deutschland, USA, Spanien","","schlechter Karrierechance, abwandern wissenschaftlichen-Nachwuchs, schlecht Brokratie,  Sparwut-Unternhemen, Anstellungsgespr„chen-Ruppigkeit, schlecht-behandeln Leute-Fischkopp",-2,"","","21 12"
"210",21,"http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true",2006,40,"Zeit","Republik-Flucht","Thomas Fischermann",13,"Gegenwart","Deutschland","","weniger-gebraucht junge-Kr„fte, entgegenzuwirken Gesellschafts-Vergreisung, klein Abwanderungswelle, nicht-fallen demografisches-Gewicht",1,"bessere Formulierung?","","21 13"
"211",21,"http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true",2006,40,"Zeit","Republik-Flucht","Thomas Fischermann",14,"Gegenwart","Deutschland","Niedersachsen, Osnabrck","knappe Kr„fte-Abwanderer, spezialisierte Handwerker-Abwanderer, Fach„rzte-Abwanderer, Akademiker-Abwanderer,einfallsreiche Unternehmer-Abwanderer, besorgniserregend Naturwissenschaftler-Abwanderer-Bade",-2,"","","21 14"
"212",21,"http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true",2006,40,"Zeit","Republik-Flucht","Thomas Fischermann",15,"Gegenwart, Zukunft","Deutschland","","zurckkehre-Schlsselfrage,  aussichtsreicher Karrierechancen-Zukunft, locken Familie-Zukunft, locken Heimat-Zukunft, vorteilhaft Wanderungswelle, entlasten Arbeitslosenversicherungskassen, neu Lebenserfahrungen-Zukunft, zurckkehren Abwanderer-Zukunft-Varnhagen ",1,"","","21 15"
"213",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",1,"Vergangenheit, Gegenwart, Zukunft","Welt","","Befreiungsschlag, angreifen Vorg„nger-Streiff, Airbus, Flugzeugbauer-Krise, Konkurenten-Rckstand, Boeing, unentbehlich klare-Entscheidungsstruktur-Zukunft-Streiff",-1,"Airbus-Chef = Christian-Streiff, Flugzeugbauer = Airbus","2 Stunden 40 Minuten","22 1"
"214",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",2,"Vergangenheit, Gegenwart","Welt","","Rcktrittsgesuch-Streiff, notwendigen Umbau, schleppende Sanierung, Arbeitspl„tzeabbau, verm„chtnis",-1,"Co-Chef-EADS = Thomas-Enders","","22 2"
"215",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",3,"Gegenwart, Vergangenheit","Deutschland, Frankreich","","spektakul„rer Rckzug, zu-weit-gehen Neuordnung-Vorstellungen, Airbus, EADS, gef„hrdet Industrieprojekt",-1,"Industrieprojekt = Airbus","","22 3"
"216",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",4,"Gegenwart, Vergangenheit","Deutschland, Frankreich","Berlin","vielf„ltig Probleme, politisch Entscheidungen, gleichbesetzen Fhrungspositionen, šbergewicht-Frankreich, Aktienmehrheit-Frankriech, EADS, gegenbertreten Augenh”he-Deutschland",-1,"","","22 4"
"217",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",5,"Vergangenheit, Gegenwart","Welt","","jahrelange Erfolgsmeldungen-Vergangenheit, hohe Gewinne-Vergangenheit, berholt Bestellungsanzahl-Vergangenheit, peinliche Eigest„dnis, A380, fristungerecht Auslieferung",-1,"","","22 5"
"218",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",6,"Gegenwart","Europa, Deutschland","Hamburg","bangen Jobs-Angestelte, Airbus, stockend Montage, A380",-2,"","","22 6"
"219",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",7,"Vergangenheit, Gegenwart","Deutschland","","unberrascht Insider, aufmerksam-machen Zeitprobleme, unbeachtet Manager, enthoben Position, Airbus, wahre Krisenausl”ser",-2,"","","22 7"
"220",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",8,"Vergangenheit, Gegenwart","Europa","","gescheitert europ„isches-Unternemen-Schnellaufbau, heilloses Durcheinander, zerschlagen klare- Strukturen, unbersichtliche l„nderbergreifende-Organisationen, Maulkorb-Autoren",-2,"","","22 8"
"221",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",9,"Vergangenheit, Gegenwart","Deutschland","","Toll-Collect-Pleite, fristungerecht Mautsystem, Zeitdruck, Fehlschlag, verschwiegen Verantwortlichen, Blamage",-2,"","","22 9"
"222",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",10,"Vergangenheit, Gegenwart","Deutschland","Hamburg","Airbus, akquiriert Wilden, gewaltig Verkabelungsanforderungen, gescheitert Bordelektrik-Spezialisten",-1,"","","22 10"
"223",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",11,"Vergangenheit, Gegenwart","Deutschland, Frankreich","Hamburg","unterschiedlichen Produktionsstandorten-Problem, unpassend Kabel, unf„higen Hamburger,  schlecht-zugearbeitet  Kollegen-Frankreich",-1,"","","22 11"
"224",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",12,"Zukunft, Gegenwart","","","Milliardenverlust-Zukunft, verlangen Entsch„digung-Zukunft, annullieren Optionen-Zukunft, schwere Aufgabe, festhalten Sparplan",-2,"neuer-Airbus-Cher = Louis Gallois","","22 12"
"225",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",13,"Zukunft","Europa, Deutschland, Frankreich","Hamburg","sinken Kosten-Zukunft, schmerzliche Ver„nderungen-Zukunft, hoch Arbeitsplatzplatzverlust-Zukunft, Produktionsabgabe-Zukunft-Hamburg, A380",-2,"","","22 13"
"226",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",14,"Vergangenheit, Gegenwart","Deutschland","Hamburg","Baudesaster, Airbus, strukturellen Defizite, hinterherh„ngend Fhrungsseite-Mirow",-1,"Hamburger-Wirtschaftssenator = Thomas-Mirow","","22 14"
"227",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",15,"Vergangenheit, Gegenwart","Deutschland","","Airbus, gekostet Steuerzahler, teuer Entwicklung, A380, finanziert Eigenmittel, finanziert industrielle-Partner, finanziert Staatshilfe, zurckgezahlt staatliche-Dahrlehnen, spendiert Absatzhilfe, investiert Grundlagenforschung, sicher hochqualifiziert-Arbeitspl„tze",0,"","","22 15"
"228",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",16,"Gegenwart, Vergangenheit","Deutschland, USA","Nordhein-Westfallen, K”ln","wiederstehen industriepolitische-Sirenenkl„nge-Brderle, erfolgreicher Staatseingriff-Donges, Airbus, sinvoll Staatsengagement, gewaltige Investitionssummen, abgewehrt Monopolgefahr",1,"","","22 16"
"229",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",17,"Gegenwart","Deutschland, Frankreich, Europa","Mnchen","Airbus, industriepolitischen Ambitionen, deutsche Angst, einverleibt europ„ische-Groáindustrie-Frankreich-Sinn, verteidigen-lernen-Deutschland-Sinn",-1,"","","22 17"
"230",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",18,"Zukunft, Gegenwart","Deutschland, Frankreich","Berlin","sanieren auf-deutsche- Kosten, beeinflussen Personalentscheidungen-Frankreich, Airbus, beanspruchen Projekt-Frankreich-Mirow, verlangen Eingriff-Wend, verhindern einseitige-Entwicklung-Jung",-2,"","","22 18"
"231",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",19,"Zukunft, Gegenwart, Vergangenheit","Deutschland, Frankreich, Spanien, Russlamd","","st„rkere deutsch-Beteiligung-Zukunft, Airbus, EADS, LagardŠre, DaimlerChrysler, reduzieren Anteil-Zukunft-DaimlerChrysler, KfW, kaufen Aktien-Zukunft-Deutschland, Caisse-des-D‚p“ts",0,"Kreditanstalt-fr-Wiederaufbau = KfW;","","22 19"
"232",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",20,"Zukunft, Gegenwart","Deutschland","","unklar Zweckm„áigkeit, pl„diert Erwerb-Finanzministerium, predigt Zurckhaltung-Wirtschaftsministerium, Kapitalst„rke-Zukunft-Steinbrck, Airbus, wichtig Kapitalstruktur-Mirow, aufzubauen Gegengewicht ",0,"","","22 20"
"233",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",21,"Zukunft, Gegenwart","Deutschland, Russland","","gew„hrleistet gleiche-Augenh”he-Wuermeling, zurckdr„ngen Staatseinfluss-Wuermeling, verhindert Bundesengagement-Wuermeling, KfW, Daimler, kaufen Daimler-Beteiligung-Zukunft-Glos",-1," wie ist ""Hause des Wirtschaftsministers Glos"" zu annotieren?","","22 21"
"234",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",22,"Zukunft, Gegenwart","Welt","","politischen Gedankenspiele, verzweifelt Betriebsorganisationssuche, schlecht staatlicher-Einfluss-Streiff, EADS, schweren Krise, optimales Kr„ftegleichgewicht-Zukunft-Streiff",-1,"","","22 22"
"235",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",23,"Gegenwart","Deutschland","Hamburg","Airbus, wehren Herabsetzung-Igenieure, tiefsitzend Herabsetzungsgefhl, unspektakul„ren A320, Verunsicherung",-2,"","","22 23"
"236",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",24,"Zukunft, Gegenwart, Vergangenheit","Deutschland, Frankreich","Hamburg","degradiert normalen-Flugzeugwerft-Zukunft, A380, hoch Investitionen-Vergangenheit-Deutschland, unentbehrliche Seeanbindung-Hamburg, angesammelte Wissen-Hamburg, Zuliefernetz-Hamburg",-1,"","","22 24"
"237",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",25,"Gegenwart","Deutschland, Frankreich","","A380, unwillig Bauabtritt-Frankreich, Concorde, mystischer Stolz-Kenner",-1,"","","22 25"
"238",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",26,"Zukunft, Vergangeheit, Gegenwart","Deutschland, USA","","Airbus, unsicher Zukunft, Boeing, 747, zweij„hriger Versp„tung-747, fast Pleite-Boeing, gut Verkaufszahlen-Boeing, zuversichtlich Airbus-Krise-Mirow, A380, voll Auftragsbcher-Mirow, dominierende Flugzeug-A380-Zukunft-Mirow, unbekannt Zwischenf„lle",-1,"","","22 26"
"239",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",27,"Gegenwart","Deutschland, Frankreich","","šbergewicht-Verfestigung-Frankreich, stark Machtposition-Gallois, EADS, Airbus, unzufrieden Zust„ndigkeit-Enders",-2,"","","22 27"
"240",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",28,"Gegenwart. Zukunft","Deutschland","","EADS, ungleiche Augenh”he, finanziellen-Engagement Befrworter-Zulauf-Zukunft",-1,"","","22 28"
"241",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch fr die Konjunktur","Klaus-Peter Schmid",1,"Gegenwart, Vergangenheit","Deutschland","","Kaufrausch-Financial-Times-Deutschland, Anschaffungsbereitschaft-H”chstand-GfK, Konsumklimaindex, lockerer Geld-Franzen",3,"","1 Stunde 35 Minuten","23 1"
"242",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch fr die Konjunktur","Klaus-Peter Schmid",2,"Zukunft, Gegenwart","Deutschland","Schleswig-Holstein, Kiel","sprbaren Konsumausgaben-Anziehen-IfW, moderat Konsumanstieg-IW, h”chste Zuwachs",2,"Instituts-fr-Weltwirtschaft = IfW; Institut-der-deutschen-Wirtschaft = IW","","23 2"
"243",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch fr die Konjunktur","Klaus-Peter Schmid",3,"Zukunft, Gegenwart","Deutschland","Bayern, Mnchen","Mehrwertsteuererh”hung, streiten Folgen, teurer Verbraucher, schrumpf Kaufkraft, anhaltend Aufschwung-Zukunft, ifo, abflachen Konjunktur-zukunft-ifo, tempor„r Abflachung-ifo, Aufw„rtstrend-Delle-IW",1,"","","23 3"
"244",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch fr die Konjunktur","Klaus-Peter Schmid",4,"Zukunft, Gegenwart","Deutschland","","Verhamlosungen-Horn, dster Zukunft-Horn, Mehrwertsteuererh”hung, konjunkturelle Delle, massiven Blechschaden, dauern Reparatur",-2,"Instituts fr Makro”konomie und Konjunkturforschung = IMK","","23 4"
"245",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch fr die Konjunktur","Klaus-Peter Schmid",5,"Zukunft, Gegenwart, Vergangenheit","Deutschland, Europa","","deutlich Wachstum, unerwartet-hoch Wachstum, Stagnation-Vergangenheit, Minimal-Wachstums-Vergangenheit, gute Mittelfeld, best„tigt Strategie, zus„tzliche Ausgaben, anschieben Konjunktur, bringen Schwung, konsolidieren Haushalt-Zukunft",2,"","","23 5"
"246",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch fr die Konjunktur","Klaus-Peter Schmid",6,"Gegenwart, Vergangenheit","Deutschland","","Schwung-Wirtschaft, ausgeben Geld-Brger, fehlte Antriebskraft-Vergangenheit, nachhaltige Konsumnachfrage-Zunahme-IW",1,"","","23 6"
"247",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch fr die Konjunktur","Klaus-Peter Schmid",7,"Gegenwart","Deutschland","","w„chst privater-Verbrauch, konstant Kaufkraft, stabilen Preise, ermuntern Kauflust, berauschenden Fuáballsommer, optimistischer Stimmung, zunehmen Billigjobs, zunehmen sozialversicherungspflichtigen-Arbeitspl„tze, entbehrlich Sparen, sicherer Arbeitsplatz, zunahme Chancen",2,"","","23 7"
"248",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch fr die Konjunktur","Klaus-Peter Schmid",8,"Gegenwart, Zukunft","Deutschland","","positiven Mehrwertsteuererh”hung-Konsumeffekt, spart Mehrwertsteuer, ausgeben Gesparte-Zukunft-Gr”mling, bevorstehende Steuererh”hung,  anzufachen Kauflust-Weihnachtsgesch„ft",1,"","","23 8"
"249",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch fr die Konjunktur","Klaus-Peter Schmid",9,"Gegenwart, Zukunft","Deutschland ","Schleswig-Holstein, Kiel"," vorgezogenen K„ufe-Zukunft-IfW, sprbaren Schub-zukunft,  Nachfragelcke-Zukunft, d„mpfen Einzelhandel-Etwicklung-Zukunft-Franzen, verpassten Chancen-Zukunft-Horn",-1,"","","23 9"
"250",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch fr die Konjunktur","Klaus-Peter Schmid",10,"Gegenwart, Zukunft","Deutschland","","start Konjunktur-Schwung, d„mpfen Mehrwertsteuer-Bremseffekt-Zukunft, aufheben Mehrwertsteuer-Bremseffekt-Zukunft, unverl„ssliche  Informationen, gravierenden Steuererh”hung, glimpflich Ausgang-Zukunft, positive šberraschungen-Zukunft-Gr”mling, WestLB, m”glich Wachstumsberraschungen-WestLB",1,"","","23 10"
"251",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch fr die Konjunktur","Klaus-Peter Schmid",11,"Gegenwart","Deutschland","","gegenw„rtige Konsumschub, kaufen langlebige-Konsumgter, kaufen Alltag-Bedarfsgter, gestiegene Lebensmittelbranche-Ums„tze, gesteigerte Konsumneigung",2,"","","23 11"
"252",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch fr die Konjunktur","Klaus-Peter Schmid",12,"Gegenwart, Zukunft","Deutschland","","unvollst„ndig Traglast-Verbraucher, groáer Unternehmen-Belastung, inkomplett Endpreis-Aufschlag, intensiven Wettbewerb",1,"","","23 12"
"253",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch fr die Konjunktur","Klaus-Peter Schmid",13,"Zukunft","Deutschland","","h”here Steuer, Steuerberw„lzung, Verbraucherpreisniveaus-Erh”hung, kaum-abschrecken Kauf",1,"","","23 13"
"254",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch fr die Konjunktur","Klaus-Peter Schmid",14,"Zukunft","Deutschland","","irritieren Teuro-Debatte, zusammenhalten Geld, vorbergehen Schock, sachte Konsumerholung-IW, IW, WestLB, zunehmenden Konjunkturdynamik-WestLB, anh„lt Arbeitsmarkt-Rckenwind",2,"","","23 14"
"255",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch fr die Konjunktur","Klaus-Peter Schmid",15,"Gegenwart, Vergangenheit","Deutschland","","starke Konjunktursttze-Investitionen, verbessern Wettbewerbsf„higkeit-Vergangenheit, rationalisiert Unternehmen-Vergangenheit, moderne Machienen-Vergangenheit, erweitert  Produktionsanlagen, vorhanden Gewinne, niedrigen Zinsen, profitieren Baugewerbe, vorbei Krise",2,"","","23 15"
"256",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch fr die Konjunktur","Klaus-Peter Schmid",16,"Gegenwart, Vergangenheit","Deutschland, Welt, Europa","","Investitionsboom, anhaltende Exportindustrie-Erfolg, boomt Weltkonjunktur, hoch Exporte, gl„nzende Gesch„fte-Automobilsektor, gl„nzende Gesch„fte-Maschinenbau, moderater Lohnsteigerungen, sinkender Lohnstckkosten, erhalten Wettbewerbsf„higkeit, behaupten  Exportweltmeister-DIW ",3,"made-in-Germany = Exporte; Deutsche-Institut-fr-Wirtschaftsforschung=DIW ","","23 16"
"257",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch fr die Konjunktur","Klaus-Peter Schmid",17,"Gegenwart, Zukunft","Deutschland, USA, Welt","","unvorhersehbare Schocks-Zukunft, weltpolitische Krisen-Zukunft,  brauchen Sicherheit-Investoren, kriegerische Auseinandersetzung-Zukunft, stark-gesunkenen ™lpreis, steigen ™lpreis-Zukunft, unstabil Konjunktur-USA, ausfallen Weltkonjunktur-Motor-Zukunft",-1,"","","23 17"
"258",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch fr die Konjunktur","Klaus-Peter Schmid",18,"Gegenwart, Zukunft","Deutschland, USA, Europa","","niedrig Inflationsrate, niedrig ™lpreis,  ausgesprochene Boomphase, stabil Konjunktur, hoch Wachstumsrate-USA-Zukunft",2,"","","23 18"
"259",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch fr die Konjunktur","Klaus-Peter Schmid",19,"Gegenwart, Zukunft","Deutschland, Belgien","","fraglich Mehrwertsteuererh”hung, drcken Staatsdefizit-Zukunft, erfllen Neuverschuldungsgrenze, steigen Staatseinnahmen",0,"von-Brssel-geforderte-Soll = Neuverschuldungsgrenze","","23 19"
"260",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch fr die Konjunktur","Klaus-Peter Schmid",20,"Zukunft","Deutschland","","bedrohene Wachstum",-1,"","","23 20"
"261",24,"http://www.zeit.de/2006/44/Die_superreichen_Bettler/komplettansicht?print=true",2006,44,"Zeit","Die superreichen Bettler","Klaus-Peter Schmid",1,"Gegenwart","Deutschland","Berlin, Bremen","arme Stadt-Berlin, hoch Schulden, rote Zahlen-Bremen",-2,"","1 Stunde 5 Minuten","24 1"
"262",24,"http://www.zeit.de/2006/44/Die_superreichen_Bettler/komplettansicht?print=true",2006,44,"Zeit","Die superreichen Bettler","Klaus-Peter Schmid",2,"Gegenwart","Deutschland","Berlin","riesiges Verm”gen",1,"","","24 2"
"263",24,"http://www.zeit.de/2006/44/Die_superreichen_Bettler/komplettansicht?print=true",2006,44,"Zeit","Die superreichen Bettler","Klaus-Peter Schmid",3,"Gegenwart","Deutschland","Berlin","solide Unternehmen, Vivantis, leere Kassen, reiche Stadt",1,"","","24 3"
"264",24,"http://www.zeit.de/2006/44/Die_superreichen_Bettler/komplettansicht?print=true",2006,44,"Zeit","Die superreichen Bettler","Klaus-Peter Schmid",4,"Gegenwart, Zukunft","Deutschland","Berlin","„rgerlicher Widerspruch, alimentieren Berlin, dr„ngen Abhilfe, nahm Finanzhilfe-Illusion, Selbsthilfe-Zukunft",-1,"","","24 4"
"265",24,"http://www.zeit.de/2006/44/Die_superreichen_Bettler/komplettansicht?print=true",2006,44,"Zeit","Die superreichen Bettler","Klaus-Peter Schmid",5,"Gegenwart, Zukunft","Deutschland","Berlin","ungengend Grunderwerbsteuererh”hung, guten Willens-Zeichen, angemahnten Personalausgaben-Einsparungen-Zukunft, allm„hlich Sanierung, reduzieren Zinslast-Zukunft, fehlen Investitionen-Zukunft",-2,"","","24 5"
"266",24,"http://www.zeit.de/2006/44/Die_superreichen_Bettler/komplettansicht?print=true",2006,44,"Zeit","Die superreichen Bettler","Klaus-Peter Schmid",6,"Gegenwart, Zukunft","Deutschland","Berlin","einsetzen ppige-Hauptstadt-Verm”gen-Zukunft, Geldbeschaffungsm”glichkeit, verkaufen Wohnungsbaugesellschaften-Zukunft, hoch ”ffentlichen-Wohnraums-Anteil, niedrig Mietniveau",1,"","","24 6"
"267",24,"http://www.zeit.de/2006/44/Die_superreichen_Bettler/komplettansicht?print=true",2006,44,"Zeit","Die superreichen Bettler","Klaus-Peter Schmid",7,"Vergangenheit, Gegenwart","Deutschland ","Berlin","fehlten private-Bauherren-Vergangenheit, florierte Sozialwohnungsbau-Vergangenheit, unplausibel Wohnungsmarktmitmischen, berflssig Kommunalengagement",-1,"","","24 7"
"268",24,"http://www.zeit.de/2006/44/Die_superreichen_Bettler/komplettansicht?print=true",2006,44,"Zeit","Die superreichen Bettler","Klaus-Peter Schmid",8,"Vergangenheit, Gegenwart","Deutschland ","Berlin; Sachsen, Dresden","vernnftig Wohnungsbestand-Behalt, reagieren Notf„lle, fehlen anderes-Argument, entbehrlich- gewordenes Verm”gen, Haushaltssanierung, verkaufte Wohnungen-Bestand",-1,"","","24 8"
"269",24,"http://www.zeit.de/2006/44/Die_superreichen_Bettler/komplettansicht?print=true",2006,44,"Zeit","Die superreichen Bettler","Klaus-Peter Schmid",9,"Gegenwart","Deutschland ","Sachsen, Dresden","sparen Zinszahlungen",1,"","","24 9"
"270",24,"http://www.zeit.de/2006/44/Die_superreichen_Bettler/komplettansicht?print=true",2006,44,"Zeit","Die superreichen Bettler","Klaus-Peter Schmid",10,"Gegenwart, Zukunft","Deutschland ","Berlin","umfangreiche Grundbesitz, anbieten Privatisierungen-Zukunft, gr”áten Milchproduzenten, ppig Platz",0,"","","24 10"
"271",24,"http://www.zeit.de/2006/44/Die_superreichen_Bettler/komplettansicht?print=true",2006,44,"Zeit","Die superreichen Bettler","Klaus-Peter Schmid",11,"Gegenwart, Zukunft","Deutschland ","Berlin","unberlegt-verscherbeln Verm”gen, ungern Einfluss-Aufgabe ,sichern Posten, erhalten solide-Daseinsvorsorge-zukunft, verleiten Ausgaben-Zukunft",0,"","","24 11"
"272",24,"http://www.zeit.de/2006/44/Die_superreichen_Bettler/komplettansicht?print=true",2006,44,"Zeit","Die superreichen Bettler","Klaus-Peter Schmid",12,"Vergangenheit, Gegenwart","Deutschland ","Berlin","Privatisierungen-Schreckgespenst, gute Erfahrungen, privatisiert Wasserversorgung, privatisiert Stromversorgung, privatisiert Gasversorgung, unbeeintr„chtigt Wohlbefinden, aufbessern Landesaushalt",1,"","","24 12"
"273",24,"http://www.zeit.de/2006/44/Die_superreichen_Bettler/komplettansicht?print=true",2006,44,"Zeit","Die superreichen Bettler","Klaus-Peter Schmid",13,"Gegenwart","Deutschland","Berlin","zurckhaltend Sparanstrengungen, verkaufen Wohnungsbest„nde-Sarrazin, bleiben Sparkurs-Wowereit, abgeneigt Privatisierungen-Wowereit",0,"Berliener-Brgemeister = Klaus-Wowereit","","24 13"
"274",24,"http://www.zeit.de/2006/44/Die_superreichen_Bettler/komplettansicht?print=true",2006,44,"Zeit","Die superreichen Bettler","Klaus-Peter Schmid",14,"Gegenwart, Zukunft","Deutschland","Berlin","unm”glich eigenst„ndig-Schuldenabbau, bremsen Zinslasten-zukunft, zusteuern Katastrophe-Zukunft, extreme haushaltsnotlage-Zukunft",-2,"im ganzen Artikel gab es teilweise Probleme mit den ""wenn A dann B"" S„tzen","","24 14"
"275",25,"http://www.zeit.de/2006/45/Handel_Enttaeuscht/komplettansicht?print=true",2006,45,"Zeit","Handel: Entt„uscht","",1,"Vergangenheit, Gegenwart","Deutschland","Hessen, Wiesbaden","t„uschen Kaufrausch, gesunken Einzelhandelsumsatz, gestiegen Einrichtungsgegenst„nden-Verkauf, gestiegen Baubedarf-Verkauf,gestiegen Haushaltsbedarf-Verkauf, gestiegen Kosmetik-Verkauf, gestiegen Medizin-Verkauf, gesunken anderen-Handelssparten-Verkauf, stark-zurckgingen Versandhandel-Ums„tze",-2,"","15 Minuten","25 1"
