"",BBFN1.M.DE.N.1.L.W1.S1P.H0.T.N000.Z01.BGA.X001.D,BBFN1.M.DE.N.1.L.W1.S1P.H0.T.N000.Z01.BGA.X001.D_FLAGS
1998-11,66.219,
1998-12,65.200,
1999-01,63.503,
1999-02,63.886,
1999-03,66.794,
1999-04,65.753,
1999-05,64.691,
1999-06,66.569,
1999-07,66.264,
1999-08,64.895,
1999-09,65.971,
1999-10,67.083,
1999-11,68.638,
1999-12,71.191,
2000-01,70.456,
2000-02,72.197,
2000-03,75.040,
2000-04,74.047,
2000-05,75.107,
2000-06,77.071,
2000-07,77.160,
2000-08,76.831,
2000-09,80.281,
2000-10,81.820,
2000-11,84.478,
2000-12,84.373,
2001-01,82.294,
2001-02,82.539,
2001-03,84.965,
2001-04,83.086,
2001-05,83.495,
2001-06,86.834,
2001-07,82.545,
2001-08,81.966,
2001-09,85.246,
2001-10,86.957,
2001-11,87.320,
2001-12,90.573,
2002-01,83.716,
2002-02,83.900,
2002-03,83.863,
2002-04,81.330,
2002-05,82.499,
2002-06,84.634,
2002-07,83.694,
2002-08,81.400,
2002-09,85.495,
2002-10,87.392,
2002-11,88.074,
2002-12,87.877,
2003-01,84.764,
2003-02,84.470,
2003-03,87.552,
2003-04,85.849,
2003-05,83.843,
2003-06,86.345,
2003-07,85.368,
2003-08,83.369,
2003-09,86.676,
2003-10,88.309,
2003-11,87.497,
2003-12,87.933,
2004-01,84.973,
2004-02,84.719,
2004-03,91.429,
2004-04,88.182,
2004-05,89.756,
2004-06,91.411,
2004-07,90.639,
2004-08,88.881,
2004-09,93.319,
2004-10,94.081,
2004-11,95.160,
2004-12,95.112,
2005-01,90.602,
2005-02,90.968,
2005-03,95.137,
2005-04,95.250,
2005-05,94.417,
2005-06,98.443,
2005-07,98.160,
2005-08,97.136,
2005-09,101.384,
2005-10,102.373,
2005-11,104.700,
2005-12,107.436,
2006-01,103.561,
2006-02,105.571,
2006-03,110.271,
2006-04,108.665,
2006-05,108.809,
2006-06,111.701,
2006-07,110.375,
2006-08,108.500,
2006-09,114.337,
2006-10,116.423,
2006-11,117.650,
2006-12,120.864,
2007-01,118.078,
2007-02,118.315,
2007-03,124.444,
2007-04,122.507,
2007-05,121.821,
2007-06,127.000,
2007-07,125.545,
2007-08,124.855,
2007-09,131.157,
2007-10,133.218,
2007-11,134.606,
2007-12,134.519,
2008-01,132.688,
2008-02,135.958,
2008-03,138.486,
2008-04,140.517,
2008-05,140.983,
2008-06,141.957,
2008-07,141.939,
2008-08,139.180,
2008-09,143.369,
2008-10,143.199,
2008-11,142.105,
2008-12,136.251,
2009-01,130.652,
2009-02,130.092,
2009-03,134.637,
2009-04,126.048,
2009-05,127.338,
2009-06,136.393,
2009-07,136.425,
2009-08,130.933,
2009-09,135.081,
2009-10,136.580,
2009-11,138.274,
2009-12,137.220,
2010-01,127.527,
2010-02,129.714,
2010-03,136.219,
2010-04,134.600,
2010-05,137.865,
2010-06,142.285,
2010-07,140.176,
2010-08,136.876,
2010-09,143.711,
2010-10,144.678,
2010-11,142.941,
2010-12,146.784,
2011-01,146.157,
2011-02,147.672,
2011-03,151.359,
2011-04,150.729,
2011-05,150.679,
2011-06,151.926,
2011-07,152.168,
2011-08,147.358,
2011-09,155.981,
2011-10,156.058,
2011-11,156.550,
2011-12,160.857,
2012-01,152.756,
2012-02,156.429,
2012-03,157.458,
2012-04,155.470,
2012-05,155.494,
2012-06,157.771,
2012-07,155.042,
2012-08,150.704,
2012-09,159.817,
2012-10,160.897,
2012-11,163.436,
2012-12,162.184,
2013-01,158.468,
2013-02,159.869,
2013-03,162.638,
2013-04,158.264,
2013-05,156.694,
2013-06,158.317,
2013-07,152.698,
2013-08,152.634,
2013-09,162.644,
2013-10,163.929,
2013-11,164.507,
2013-12,161.603,
2014-01,154.703,
2014-02,158.204,
2014-03,161.289,
2014-04,157.975,
2014-05,158.501,
2014-06,161.488,
2014-07,160.864,
2014-08,158.238,
2014-09,165.755,
2014-10,163.902,
2014-11,165.536,
2014-12,164.055,
"","General: Statistical breaks have not been eliminated; the changes in stocks are thus not comparable with the transactions recorded under ""Capital transactions with non-residents"".",
