"",BBEX3.D.ISK.EUR.CA.AC.000,BBEX3.D.ISK.EUR.CA.AC.000_FLAGS
2010-12-15,154.47,
2010-12-16,154.06,
2010-12-17,154.33,
2010-12-18,.,No value available
2010-12-19,.,No value available
2010-12-20,153.70,
2010-12-21,153.68,
2010-12-22,153.58,
2010-12-23,153.44,
2010-12-24,.,No value available
2010-12-25,.,No value available
2010-12-26,.,No value available
2010-12-27,153.12,
2010-12-28,153.44,
2010-12-29,153.13,
2010-12-30,153.52,
2010-12-31,153.80,
2011-01-01,.,No value available
2011-01-02,.,No value available
2011-01-03,153.84,
2011-01-04,153.81,
2011-01-05,153.59,
2011-01-06,153.14,
2011-01-07,152.74,
2011-01-08,.,No value available
2011-01-09,.,No value available
2011-01-10,152.58,
2011-01-11,153.22,
2011-01-12,154.15,
2011-01-13,154.37,
2011-01-14,155.50,
2011-01-15,.,No value available
2011-01-16,.,No value available
2011-01-17,155.26,
2011-01-18,156.84,
2011-01-19,157.72,
2011-01-20,158.25,
2011-01-21,158.39,
2011-01-22,.,No value available
2011-01-23,.,No value available
2011-01-24,159.21,
2011-01-25,159.15,
2011-01-26,159.11,
2011-01-27,159.18,
2011-01-28,158.79,
2011-01-29,.,No value available
2011-01-30,.,No value available
2011-01-31,158.59,
2011-02-01,158.81,
2011-02-02,158.82,
2011-02-03,158.63,
2011-02-04,158.11,
2011-02-05,.,No value available
2011-02-06,.,No value available
2011-02-07,157.64,
2011-02-08,157.90,
2011-02-09,158.58,
2011-02-10,158.91,
2011-02-11,158.86,
2011-02-12,.,No value available
2011-02-13,.,No value available
2011-02-14,158.53,
2011-02-15,159.04,
2011-02-16,159.03,
2011-02-17,159.28,
2011-02-18,159.23,
2011-02-19,.,No value available
2011-02-20,.,No value available
2011-02-21,159.71,
2011-02-22,160.20,
2011-02-23,160.36,
2011-02-24,160.28,
2011-02-25,160.23,
2011-02-26,.,No value available
2011-02-27,.,No value available
2011-02-28,160.38,
2011-03-01,160.31,
2011-03-02,160.11,
2011-03-03,160.34,
2011-03-04,160.93,
2011-03-05,.,No value available
2011-03-06,.,No value available
2011-03-07,161.11,
2011-03-08,161.47,
2011-03-09,161.39,
2011-03-10,161.28,
2011-03-11,161.11,
2011-03-12,.,No value available
2011-03-13,.,No value available
2011-03-14,161.39,
2011-03-15,161.24,
2011-03-16,161.32,
2011-03-17,161.43,
2011-03-18,161.62,
2011-03-19,.,No value available
2011-03-20,.,No value available
2011-03-21,161.77,
2011-03-22,161.87,
2011-03-23,161.84,
2011-03-24,161.63,
2011-03-25,161.88,
2011-03-26,.,No value available
2011-03-27,.,No value available
2011-03-28,161.69,
2011-03-29,161.99,
2011-03-30,161.85,
2011-03-31,162.07,
2011-04-01,162.03,
2011-04-02,.,No value available
2011-04-03,.,No value available
2011-04-04,162.14,
2011-04-05,162.04,
2011-04-06,162.07,
2011-04-07,162.01,
2011-04-08,162.26,
2011-04-09,.,No value available
2011-04-10,.,No value available
2011-04-11,162.56,
2011-04-12,162.96,
2011-04-13,163.47,
2011-04-14,163.13,
2011-04-15,163.35,
2011-04-16,.,No value available
2011-04-17,.,No value available
2011-04-18,162.90,
2011-04-19,162.39,
2011-04-20,163.93,
2011-04-21,.,No value available
2011-04-22,.,No value available
2011-04-23,.,No value available
2011-04-24,.,No value available
2011-04-25,.,No value available
2011-04-26,164.38,
2011-04-27,164.62,
2011-04-28,164.61,
2011-04-29,164.81,
2011-04-30,.,No value available
2011-05-01,.,No value available
2011-05-02,164.71,
2011-05-03,164.81,
2011-05-04,165.46,
2011-05-05,165.21,
2011-05-06,164.18,
2011-05-07,.,No value available
2011-05-08,.,No value available
2011-05-09,163.90,
2011-05-10,163.60,
2011-05-11,163.54,
2011-05-12,163.41,
2011-05-13,163.96,
2011-05-14,.,No value available
2011-05-15,.,No value available
2011-05-16,163.19,
2011-05-17,163.78,
2011-05-18,164.01,
2011-05-19,164.37,
2011-05-20,164.39,
2011-05-21,.,No value available
2011-05-22,.,No value available
2011-05-23,163.97,
2011-05-24,164.42,
2011-05-25,164.29,
2011-05-26,164.52,
2011-05-27,164.68,
2011-05-28,.,No value available
2011-05-29,.,No value available
2011-05-30,164.88,
2011-05-31,165.43,
2011-06-01,165.10,
2011-06-02,.,No value available
2011-06-03,165.69,
2011-06-04,.,No value available
2011-06-05,.,No value available
2011-06-06,166.11,
2011-06-07,166.30,
2011-06-08,166.32,
2011-06-09,166.28,
2011-06-10,165.81,
2011-06-11,.,No value available
2011-06-12,.,No value available
2011-06-13,.,No value available
2011-06-14,165.79,
2011-06-15,165.93,
2011-06-16,164.85,
2011-06-17,.,No value available
2011-06-18,.,No value available
2011-06-19,.,No value available
2011-06-20,164.99,
2011-06-21,165.19,
2011-06-22,165.16,
2011-06-23,165.15,
2011-06-24,165.25,
2011-06-25,.,No value available
2011-06-26,.,No value available
2011-06-27,165.30,
2011-06-28,165.53,
2011-06-29,165.71,
2011-06-30,165.72,
2011-07-01,165.79,
2011-07-02,.,No value available
2011-07-03,.,No value available
2011-07-04,165.80,
2011-07-05,165.72,
2011-07-06,165.35,
2011-07-07,165.83,
2011-07-08,165.84,
2011-07-09,.,No value available
2011-07-10,.,No value available
2011-07-11,165.16,
2011-07-12,164.68,
2011-07-13,164.98,
2011-07-14,165.95,
2011-07-15,166.13,
2011-07-16,.,No value available
2011-07-17,.,No value available
2011-07-18,165.81,
2011-07-19,166.15,
2011-07-20,166.05,
2011-07-21,165.28,
2011-07-22,165.93,
2011-07-23,.,No value available
2011-07-24,.,No value available
2011-07-25,165.82,
2011-07-26,165.93,
2011-07-27,165.83,
2011-07-28,165.44,
2011-07-29,165.16,
2011-07-30,.,No value available
2011-07-31,.,No value available
2011-08-01,.,No value available
2011-08-02,164.75,
2011-08-03,164.85,
2011-08-04,164.72,
2011-08-05,164.48,
2011-08-06,.,No value available
2011-08-07,.,No value available
2011-08-08,164.66,
2011-08-09,164.45,
2011-08-10,164.61,
2011-08-11,164.09,
2011-08-12,163.85,
2011-08-13,.,No value available
2011-08-14,.,No value available
2011-08-15,164.02,
2011-08-16,164.03,
2011-08-17,163.84,
2011-08-18,163.65,
2011-08-19,163.58,
2011-08-20,.,No value available
2011-08-21,.,No value available
2011-08-22,163.73,
2011-08-23,163.81,
2011-08-24,163.84,
2011-08-25,164.39,
2011-08-26,164.40,
2011-08-27,.,No value available
2011-08-28,.,No value available
2011-08-29,164.41,
2011-08-30,164.27,
2011-08-31,163.70,
2011-09-01,163.09,
2011-09-02,163.03,
2011-09-03,.,No value available
2011-09-04,.,No value available
2011-09-05,162.93,
2011-09-06,163.30,
2011-09-07,162.76,
2011-09-08,162.16,
2011-09-09,161.17,
2011-09-10,.,No value available
2011-09-11,.,No value available
2011-09-12,160.12,
2011-09-13,160.25,
2011-09-14,160.52,
2011-09-15,160.46,
2011-09-16,160.13,
2011-09-17,.,No value available
2011-09-18,.,No value available
2011-09-19,159.58,
2011-09-20,159.75,
2011-09-21,159.71,
2011-09-22,159.51,
2011-09-23,159.17,
2011-09-24,.,No value available
2011-09-25,.,No value available
2011-09-26,159.32,
2011-09-27,159.82,
2011-09-28,160.31,
2011-09-29,159.92,
2011-09-30,159.45,
2011-10-01,.,No value available
2011-10-02,.,No value available
2011-10-03,158.41,
2011-10-04,157.65,
2011-10-05,158.42,
2011-10-06,158.66,
2011-10-07,158.37,
2011-10-08,.,No value available
2011-10-09,.,No value available
2011-10-10,158.34,
2011-10-11,158.67,
2011-10-12,159.12,
2011-10-13,158.95,
2011-10-14,159.62,
2011-10-15,.,No value available
2011-10-16,.,No value available
2011-10-17,159.58,
2011-10-18,158.90,
2011-10-19,159.35,
2011-10-20,159.61,
2011-10-21,159.33,
2011-10-22,.,No value available
2011-10-23,.,No value available
2011-10-24,159.04,
2011-10-25,159.30,
2011-10-26,159.01,
2011-10-27,159.04,
2011-10-28,159.73,
2011-10-29,.,No value available
2011-10-30,.,No value available
2011-10-31,159.32,
2011-11-01,158.29,
2011-11-02,158.49,
2011-11-03,158.25,
2011-11-04,158.37,
2011-11-05,.,No value available
2011-11-06,.,No value available
2011-11-07,157.86,
2011-11-08,158.01,
2011-11-09,158.47,
2011-11-10,158.39,
2011-11-11,158.84,
2011-11-12,.,No value available
2011-11-13,.,No value available
2011-11-14,158.89,
2011-11-15,158.92,
2011-11-16,158.60,
2011-11-17,158.86,
2011-11-18,158.99,
2011-11-19,.,No value available
2011-11-20,.,No value available
2011-11-21,159.32,
2011-11-22,159.67,
2011-11-23,159.49,
2011-11-24,159.43,
2011-11-25,159.69,
2011-11-26,.,No value available
2011-11-27,.,No value available
2011-11-28,159.80,
2011-11-29,159.87,
2011-11-30,159.55,
2011-12-01,159.71,
2011-12-02,159.72,
2011-12-03,.,No value available
2011-12-04,.,No value available
2011-12-05,159.57,
2011-12-06,159.42,
2011-12-07,159.21,
2011-12-08,159.13,
2011-12-09,158.94,
2011-12-10,.,No value available
2011-12-11,.,No value available
2011-12-12,158.82,
2011-12-13,158.71,
2011-12-14,158.38,
2011-12-15,159.12,
2011-12-16,159.23,
2011-12-17,.,No value available
2011-12-18,.,No value available
2011-12-19,159.50,
2011-12-20,160.02,
2011-12-21,160.19,
2011-12-22,160.09,
2011-12-23,160.09,
2011-12-24,.,No value available
2011-12-25,.,No value available
2011-12-26,.,No value available
2011-12-27,160.01,
2011-12-28,160.03,
2011-12-29,159.13,
2011-12-30,158.84,
2011-12-31,.,No value available
2012-01-01,.,No value available
2012-01-02,158.74,
2012-01-03,159.00,
2012-01-04,158.96,
2012-01-05,158.27,
2012-01-06,158.22,
2012-01-07,.,No value available
2012-01-08,.,No value available
2012-01-09,158.12,
2012-01-10,158.34,
2012-01-11,158.56,
2012-01-12,158.93,
2012-01-13,159.17,
2012-01-14,.,No value available
2012-01-15,.,No value available
2012-01-16,159.06,
2012-01-17,159.46,
2012-01-18,159.63,
2012-01-19,160.04,
2012-01-20,160.28,
2012-01-21,.,No value available
2012-01-22,.,No value available
2012-01-23,160.45,
2012-01-24,160.76,
2012-01-25,160.93,
2012-01-26,161.46,
2012-01-27,161.75,
2012-01-28,.,No value available
2012-01-29,.,No value available
2012-01-30,161.83,
2012-01-31,162.01,
2012-02-01,161.73,
2012-02-02,161.78,
2012-02-03,161.76,
2012-02-04,.,No value available
2012-02-05,.,No value available
2012-02-06,161.61,
2012-02-07,161.70,
2012-02-08,161.96,
2012-02-09,162.03,
2012-02-10,162.00,
2012-02-11,.,No value available
2012-02-12,.,No value available
2012-02-13,161.99,
2012-02-14,161.81,
2012-02-15,161.88,
2012-02-16,161.48,
2012-02-17,162.31,
2012-02-18,.,No value available
2012-02-19,.,No value available
2012-02-20,162.55,
2012-02-21,163.57,
2012-02-22,163.97,
2012-02-23,165.36,
2012-02-24,165.96,
2012-02-25,.,No value available
2012-02-26,.,No value available
2012-02-27,167.18,
2012-02-28,167.55,
2012-02-29,167.47,
2012-03-01,166.99,
2012-03-02,166.69,
2012-03-03,.,No value available
2012-03-04,.,No value available
2012-03-05,166.64,
2012-03-06,165.66,
2012-03-07,164.95,
2012-03-08,165.49,
2012-03-09,165.70,
2012-03-10,.,No value available
2012-03-11,.,No value available
2012-03-12,165.73,
2012-03-13,166.44,
2012-03-14,166.41,
2012-03-15,166.48,
2012-03-16,166.38,
2012-03-17,.,No value available
2012-03-18,.,No value available
2012-03-19,166.53,
2012-03-20,166.39,
2012-03-21,166.64,
2012-03-22,166.53,
2012-03-23,167.04,
2012-03-24,.,No value available
2012-03-25,.,No value available
2012-03-26,167.66,
2012-03-27,168.88,
2012-03-28,169.07,
2012-03-29,168.80,
2012-03-30,168.73,
2012-03-31,.,No value available
2012-04-01,.,No value available
2012-04-02,168.69,
2012-04-03,168.61,
2012-04-04,167.68,
2012-04-05,.,No value available
2012-04-06,.,No value available
2012-04-07,.,No value available
2012-04-08,.,No value available
2012-04-09,.,No value available
2012-04-10,167.79,
2012-04-11,167.26,
2012-04-12,167.09,
2012-04-13,167.14,
2012-04-14,.,No value available
2012-04-15,.,No value available
2012-04-16,166.60,
2012-04-17,166.79,
2012-04-18,166.50,
2012-04-19,.,No value available
2012-04-20,166.72,
2012-04-21,.,No value available
2012-04-22,.,No value available
2012-04-23,166.41,
2012-04-24,166.49,
2012-04-25,166.55,
2012-04-26,166.41,
2012-04-27,166.35,
2012-04-28,.,No value available
2012-04-29,.,No value available
2012-04-30,166.35,
2012-05-01,.,No value available
2012-05-02,165.14,
2012-05-03,164.11,
2012-05-04,162.85,
2012-05-05,.,No value available
2012-05-06,.,No value available
2012-05-07,162.66,
2012-05-08,162.51,
2012-05-09,162.35,
2012-05-10,162.58,
2012-05-11,162.67,
2012-05-12,.,No value available
2012-05-13,.,No value available
2012-05-14,162.92,
2012-05-15,162.79,
2012-05-16,162.50,
2012-05-17,.,No value available
2012-05-18,162.50,
2012-05-19,.,No value available
2012-05-20,.,No value available
2012-05-21,162.30,
2012-05-22,162.28,
2012-05-23,162.05,
2012-05-24,162.25,
2012-05-25,162.56,
2012-05-26,.,No value available
2012-05-27,.,No value available
2012-05-28,.,No value available
2012-05-29,162.57,
2012-05-30,162.29,
2012-05-31,162.15,
2012-06-01,161.35,
2012-06-02,.,No value available
2012-06-03,.,No value available
2012-06-04,161.42,
2012-06-05,161.41,
2012-06-06,161.48,
2012-06-07,161.71,
2012-06-08,161.62,
2012-06-09,.,No value available
2012-06-10,.,No value available
2012-06-11,162.11,
2012-06-12,161.96,
2012-06-13,162.08,
2012-06-14,161.02,
2012-06-15,159.77,
2012-06-16,.,No value available
2012-06-17,.,No value available
2012-06-18,158.20,
2012-06-19,158.01,
2012-06-20,158.24,
2012-06-21,158.34,
2012-06-22,158.14,
2012-06-23,.,No value available
2012-06-24,.,No value available
2012-06-25,157.97,
2012-06-26,157.94,
2012-06-27,157.84,
2012-06-28,157.68,
2012-06-29,158.23,
2012-06-30,.,No value available
2012-07-01,.,No value available
2012-07-02,158.03,
2012-07-03,158.05,
2012-07-04,158.50,
2012-07-05,158.95,
2012-07-06,158.34,
2012-07-07,.,No value available
2012-07-08,.,No value available
2012-07-09,157.91,
2012-07-10,157.68,
2012-07-11,157.50,
2012-07-12,157.19,
2012-07-13,157.45,
2012-07-14,.,No value available
2012-07-15,.,No value available
2012-07-16,157.26,
2012-07-17,155.90,
2012-07-18,154.33,
2012-07-19,154.38,
2012-07-20,152.67,
2012-07-21,.,No value available
2012-07-22,.,No value available
2012-07-23,151.00,
2012-07-24,150.80,
2012-07-25,150.94,
2012-07-26,151.20,
2012-07-27,150.36,
2012-07-28,.,No value available
2012-07-29,.,No value available
2012-07-30,149.25,
2012-07-31,148.60,
2012-08-01,148.33,
2012-08-02,148.23,
2012-08-03,147.87,
2012-08-04,.,No value available
2012-08-05,.,No value available
2012-08-06,.,No value available
2012-08-07,148.05,
2012-08-08,147.71,
2012-08-09,147.29,
2012-08-10,147.04,
2012-08-11,.,No value available
2012-08-12,.,No value available
2012-08-13,147.28,
2012-08-14,147.70,
2012-08-15,147.36,
2012-08-16,147.40,
2012-08-17,147.80,
2012-08-18,.,No value available
2012-08-19,.,No value available
2012-08-20,147.64,
2012-08-21,148.16,
2012-08-22,148.24,
2012-08-23,149.13,
2012-08-24,150.87,
2012-08-25,.,No value available
2012-08-26,.,No value available
2012-08-27,151.50,
2012-08-28,152.15,
2012-08-29,152.91,
2012-08-30,153.37,
2012-08-31,153.48,
2012-09-01,.,No value available
2012-09-02,.,No value available
2012-09-03,153.85,
2012-09-04,154.28,
2012-09-05,154.36,
2012-09-06,155.36,
2012-09-07,156.10,
2012-09-08,.,No value available
2012-09-09,.,No value available
2012-09-10,156.33,
2012-09-11,156.48,
2012-09-12,157.01,
2012-09-13,157.41,
2012-09-14,158.35,
2012-09-15,.,No value available
2012-09-16,.,No value available
2012-09-17,159.11,
2012-09-18,159.37,
2012-09-19,159.73,
2012-09-20,160.09,
2012-09-21,160.30,
2012-09-22,.,No value available
2012-09-23,.,No value available
2012-09-24,160.16,
2012-09-25,160.20,
2012-09-26,160.22,
2012-09-27,160.30,
2012-09-28,159.97,
2012-09-29,.,No value available
2012-09-30,.,No value available
2012-10-01,159.60,
2012-10-02,159.71,
2012-10-03,158.91,
2012-10-04,158.89,
2012-10-05,158.86,
2012-10-06,.,No value available
2012-10-07,.,No value available
2012-10-08,158.21,
2012-10-09,158.12,
2012-10-10,158.28,
2012-10-11,158.61,
2012-10-12,159.24,
2012-10-13,.,No value available
2012-10-14,.,No value available
2012-10-15,159.40,
2012-10-16,159.86,
2012-10-17,160.55,
2012-10-18,160.88,
2012-10-19,161.85,
2012-10-20,.,No value available
2012-10-21,.,No value available
2012-10-22,162.36,
2012-10-23,162.96,
2012-10-24,163.35,
2012-10-25,164.66,
2012-10-26,164.64,
2012-10-27,.,No value available
2012-10-28,.,No value available
2012-10-29,164.43,
2012-10-30,164.93,
2012-10-31,165.21,
2012-11-01,163.30,
2012-11-02,162.99,
2012-11-03,.,No value available
2012-11-04,.,No value available
2012-11-05,162.80,
2012-11-06,162.89,
2012-11-07,163.29,
2012-11-08,163.29,
2012-11-09,163.70,
2012-11-10,.,No value available
2012-11-11,.,No value available
2012-11-12,163.79,
2012-11-13,163.87,
2012-11-14,164.37,
2012-11-15,164.91,
2012-11-16,163.95,
2012-11-17,.,No value available
2012-11-18,.,No value available
2012-11-19,162.12,
2012-11-20,162.20,
2012-11-21,162.45,
2012-11-22,162.66,
2012-11-23,162.70,
2012-11-24,.,No value available
2012-11-25,.,No value available
2012-11-26,162.96,
2012-11-27,163.15,
2012-11-28,163.00,
2012-11-29,163.40,
2012-11-30,163.41,
2012-12-01,.,No value available
2012-12-02,.,No value available
2012-12-03,163.60,
2012-12-04,163.44,
2012-12-05,163.55,
2012-12-06,163.54,
2012-12-07,163.40,
2012-12-08,.,No value available
2012-12-09,.,No value available
2012-12-10,163.67,
2012-12-11,164.13,
2012-12-12,165.46,
2012-12-13,165.67,
2012-12-14,165.56,
2012-12-15,.,No value available
2012-12-16,.,No value available
2012-12-17,166.21,
2012-12-18,166.30,
2012-12-19,166.43,
2012-12-20,166.12,
2012-12-21,167.01,
2012-12-22,.,No value available
2012-12-23,.,No value available
2012-12-24,.,No value available
2012-12-25,.,No value available
2012-12-26,.,No value available
2012-12-27,168.84,
2012-12-28,169.92,
2012-12-29,.,No value available
2012-12-30,.,No value available
2012-12-31,169.80,
2013-01-01,.,No value available
2013-01-02,169.00,
2013-01-03,168.58,
2013-01-04,168.74,
2013-01-05,.,No value available
2013-01-06,.,No value available
2013-01-07,168.78,
2013-01-08,168.93,
2013-01-09,169.03,
2013-01-10,169.50,
2013-01-11,170.55,
2013-01-12,.,No value available
2013-01-13,.,No value available
2013-01-14,171.19,
2013-01-15,171.45,
2013-01-16,171.47,
2013-01-17,171.94,
2013-01-18,172.00,
2013-01-19,.,No value available
2013-01-20,.,No value available
2013-01-21,171.07,
2013-01-22,171.09,
2013-01-23,171.75,
2013-01-24,172.11,
2013-01-25,172.76,
2013-01-26,.,No value available
2013-01-27,.,No value available
2013-01-28,172.84,
2013-01-29,173.30,
2013-01-30,174.17,
2013-01-31,171.84,
2013-02-01,172.48,
2013-02-02,.,No value available
2013-02-03,.,No value available
2013-02-04,171.59,
2013-02-05,171.64,
2013-02-06,171.86,
2013-02-07,172.06,
2013-02-08,171.51,
2013-02-09,.,No value available
2013-02-10,.,No value available
2013-02-11,172.44,
2013-02-12,172.04,
2013-02-13,172.31,
2013-02-14,171.87,
2013-02-15,172.15,
2013-02-16,.,No value available
2013-02-17,.,No value available
2013-02-18,172.70,
2013-02-19,172.48,
2013-02-20,172.35,
2013-02-21,171.28,
2013-02-22,167.90,
2013-02-23,.,No value available
2013-02-24,.,No value available
2013-02-25,167.61,
2013-02-26,166.25,
2013-02-27,165.40,
2013-02-28,164.93,
2013-03-01,162.10,
2013-03-02,.,No value available
2013-03-03,.,No value available
2013-03-04,162.20,
2013-03-05,162.40,
2013-03-06,162.90,
2013-03-07,163.31,
2013-03-08,164.88,
2013-03-09,.,No value available
2013-03-10,.,No value available
2013-03-11,164.63,
2013-03-12,164.71,
2013-03-13,164.73,
2013-03-14,164.24,
2013-03-15,163.12,
2013-03-16,.,No value available
2013-03-17,.,No value available
2013-03-18,162.68,
2013-03-19,162.67,
2013-03-20,162.79,
2013-03-21,161.90,
2013-03-22,160.34,
2013-03-23,.,No value available
2013-03-24,.,No value available
2013-03-25,160.30,
2013-03-26,159.77,
2013-03-27,159.40,
2013-03-28,.,No value available
2013-03-29,.,No value available
2013-03-30,.,No value available
2013-03-31,.,No value available
2013-04-01,.,No value available
2013-04-02,158.50,
2013-04-03,158.57,
2013-04-04,158.25,
2013-04-05,156.30,
2013-04-06,.,No value available
2013-04-07,.,No value available
2013-04-08,154.94,
2013-04-09,155.18,
2013-04-10,155.30,
2013-04-11,155.58,
2013-04-12,155.26,
2013-04-13,.,No value available
2013-04-14,.,No value available
2013-04-15,154.88,
2013-04-16,154.24,
2013-04-17,154.48,
2013-04-18,154.10,
2013-04-19,152.72,
2013-04-20,.,No value available
2013-04-21,.,No value available
2013-04-22,152.70,
2013-04-23,152.46,
2013-04-24,152.51,
2013-04-25,.,No value available
2013-04-26,152.49,
2013-04-27,.,No value available
2013-04-28,.,No value available
2013-04-29,153.23,
2013-04-30,152.91,
2013-05-01,.,No value available
2013-05-02,152.61,
2013-05-03,152.34,
2013-05-04,.,No value available
2013-05-05,.,No value available
2013-05-06,152.12,
2013-05-07,152.60,
2013-05-08,153.51,
2013-05-09,.,No value available
2013-05-10,154.68,
2013-05-11,.,No value available
2013-05-12,.,No value available
2013-05-13,156.20,
2013-05-14,158.91,
2013-05-15,158.73,
2013-05-16,158.41,
2013-05-17,158.61,
2013-05-18,.,No value available
2013-05-19,.,No value available
2013-05-20,.,No value available
2013-05-21,158.55,
2013-05-22,158.87,
2013-05-23,159.32,
2013-05-24,160.19,
2013-05-25,.,No value available
2013-05-26,.,No value available
2013-05-27,160.28,
2013-05-28,160.52,
2013-05-29,159.41,
2013-05-30,159.53,
2013-05-31,159.48,
2013-06-01,.,No value available
2013-06-02,.,No value available
2013-06-03,159.30,
2013-06-04,159.79,
2013-06-05,159.79,
2013-06-06,159.41,
2013-06-07,159.63,
2013-06-08,.,No value available
2013-06-09,.,No value available
2013-06-10,159.80,
2013-06-11,160.07,
2013-06-12,160.36,
2013-06-13,160.49,
2013-06-14,160.40,
2013-06-15,.,No value available
2013-06-16,.,No value available
2013-06-17,.,No value available
2013-06-18,160.44,
2013-06-19,160.45,
2013-06-20,162.07,
2013-06-21,161.70,
2013-06-22,.,No value available
2013-06-23,.,No value available
2013-06-24,161.72,
2013-06-25,162.05,
2013-06-26,161.41,
2013-06-27,161.21,
2013-06-28,161.10,
2013-06-29,.,No value available
2013-06-30,.,No value available
2013-07-01,161.15,
2013-07-02,161.50,
2013-07-03,161.77,
2013-07-04,161.97,
2013-07-05,161.70,
2013-07-06,.,No value available
2013-07-07,.,No value available
2013-07-08,162.10,
2013-07-09,162.80,
2013-07-10,162.02,
2013-07-11,162.01,
2013-07-12,160.51,
2013-07-13,.,No value available
2013-07-14,.,No value available
2013-07-15,160.23,
2013-07-16,159.63,
2013-07-17,158.90,
2013-07-18,158.95,
2013-07-19,159.13,
2013-07-20,.,No value available
2013-07-21,.,No value available
2013-07-22,159.10,
2013-07-23,159.10,
2013-07-24,159.55,
2013-07-25,160.02,
2013-07-26,159.62,
2013-07-27,.,No value available
2013-07-28,.,No value available
2013-07-29,159.37,
2013-07-30,158.10,
2013-07-31,158.08,
2013-08-01,157.70,
2013-08-02,157.68,
2013-08-03,.,No value available
2013-08-04,.,No value available
2013-08-05,.,No value available
2013-08-06,157.69,
2013-08-07,157.69,
2013-08-08,157.94,
2013-08-09,157.91,
2013-08-10,.,No value available
2013-08-11,.,No value available
2013-08-12,157.96,
2013-08-13,158.51,
2013-08-14,159.70,
2013-08-15,160.08,
2013-08-16,159.85,
2013-08-17,.,No value available
2013-08-18,.,No value available
2013-08-19,160.22,
2013-08-20,160.51,
2013-08-21,160.85,
2013-08-22,160.79,
2013-08-23,160.59,
2013-08-24,.,No value available
2013-08-25,.,No value available
2013-08-26,160.70,
2013-08-27,160.61,
2013-08-28,160.40,
2013-08-29,159.60,
2013-08-30,158.67,
2013-08-31,.,No value available
2013-09-01,.,No value available
2013-09-02,158.61,
2013-09-03,159.04,
2013-09-04,159.53,
2013-09-05,160.07,
2013-09-06,160.05,
2013-09-07,.,No value available
2013-09-08,.,No value available
2013-09-09,160.28,
2013-09-10,160.65,
2013-09-11,161.07,
2013-09-12,161.24,
2013-09-13,161.99,
2013-09-14,.,No value available
2013-09-15,.,No value available
2013-09-16,162.07,
2013-09-17,162.29,
2013-09-18,161.70,
2013-09-19,161.79,
2013-09-20,161.89,
2013-09-21,.,No value available
2013-09-22,.,No value available
2013-09-23,162.20,
2013-09-24,163.10,
2013-09-25,164.19,
2013-09-26,164.06,
2013-09-27,163.64,
2013-09-28,.,No value available
2013-09-29,.,No value available
2013-09-30,163.39,
2013-10-01,163.09,
2013-10-02,163.84,
2013-10-03,164.44,
2013-10-04,164.13,
2013-10-05,.,No value available
2013-10-06,.,No value available
2013-10-07,164.25,
2013-10-08,164.47,
2013-10-09,164.92,
2013-10-10,165.18,
2013-10-11,165.47,
2013-10-12,.,No value available
2013-10-13,.,No value available
2013-10-14,165.23,
2013-10-15,163.79,
2013-10-16,163.75,
2013-10-17,163.81,
2013-10-18,164.18,
2013-10-19,.,No value available
2013-10-20,.,No value available
2013-10-21,164.38,
2013-10-22,165.04,
2013-10-23,165.60,
2013-10-24,165.70,
2013-10-25,165.50,
2013-10-26,.,No value available
2013-10-27,.,No value available
2013-10-28,165.70,
2013-10-29,165.66,
2013-10-30,165.52,
2013-10-31,164.43,
2013-11-01,163.76,
2013-11-02,.,No value available
2013-11-03,.,No value available
2013-11-04,164.20,
2013-11-05,164.24,
2013-11-06,164.25,
2013-11-07,164.35,
2013-11-08,164.19,
2013-11-09,.,No value available
2013-11-10,.,No value available
2013-11-11,163.95,
2013-11-12,164.65,
2013-11-13,165.01,
2013-11-14,165.10,
2013-11-15,163.77,
2013-11-16,.,No value available
2013-11-17,.,No value available
2013-11-18,163.55,
2013-11-19,163.94,
2013-11-20,164.11,
2013-11-21,164.04,
2013-11-22,164.42,
2013-11-23,.,No value available
2013-11-24,.,No value available
2013-11-25,164.59,
2013-11-26,164.24,
2013-11-27,164.30,
2013-11-28,162.97,
2013-11-29,162.70,
2013-11-30,.,No value available
2013-12-01,.,No value available
2013-12-02,162.41,
2013-12-03,162.35,
2013-12-04,162.27,
2013-12-05,162.42,
2013-12-06,161.91,
2013-12-07,.,No value available
2013-12-08,.,No value available
2013-12-09,161.94,
2013-12-10,161.60,
2013-12-11,161.71,
2013-12-12,161.14,
2013-12-13,161.17,
2013-12-14,.,No value available
2013-12-15,.,No value available
2013-12-16,160.85,
2013-12-17,160.65,
2013-12-18,160.06,
2013-12-19,159.80,
2013-12-20,159.27,
2013-12-21,.,No value available
2013-12-22,.,No value available
2013-12-23,159.33,
2013-12-24,.,No value available
2013-12-25,.,No value available
2013-12-26,.,No value available
2013-12-27,159.34,
2013-12-28,.,No value available
2013-12-29,.,No value available
2013-12-30,158.93,
2013-12-31,158.50,
2014-01-01,.,No value available
2014-01-02,158.38,
2014-01-03,157.82,
2014-01-04,.,No value available
2014-01-05,.,No value available
2014-01-06,158.16,
2014-01-07,158.42,
2014-01-08,158.67,
2014-01-09,159.35,
2014-01-10,159.11,
2014-01-11,.,No value available
2014-01-12,.,No value available
2014-01-13,159.70,
2014-01-14,157.85,
2014-01-15,157.58,
2014-01-16,157.51,
2014-01-17,157.45,
2014-01-18,.,No value available
2014-01-19,.,No value available
