"",BBEX3.M.STD.USD.CA.AA.A01,BBEX3.M.STD.USD.CA.AA.A01_FLAGS
1995-06,1246.2218,
1995-07,1261.2268,
1995-08,1365.3289,
1995-09,1453.9354,
1995-10,1745.9533,
1995-11,1751.0756,
1995-12,1739.3069,
1996-01,1833.6118,
1996-02,1851.7951,
1996-03,1965.7974,
1996-04,2105.7840,
1996-05,2294.0263,
1996-06,2361.2765,
1996-07,2296.0950,
1996-08,2257.3507,
1996-09,2254.5261,
1996-10,2267.6815,
1996-11,2298.1540,
1996-12,2804.8770,
1997-01,2967.8628,
1997-02,3187.4129,
1997-03,3350.7448,
1997-04,3852.8066,
1997-05,4306.2506,
1997-06,4566.5297,
1997-07,4819.2634,
1997-08,4985.7072,
1997-09,5138.0802,
1997-10,5546.8709,
1997-11,6242.8677,
1997-12,6900.0341,
1998-01,6824.0867,
1998-02,6824.0817,
1998-03,6814.1709,
1998-04,6817.2770,
1998-05,6835.8516,
1998-06,6835.5975,
1998-07,6787.5843,
1998-08,6786.9844,
1998-09,6788.2411,
1998-10,6788.8826,
1998-11,6800.0000,
1998-12,6800.0000,
1999-01,6800.0000,
1999-02,6825.0000,
1999-03,6850.0000,
1999-04,7064.5000,
1999-05,7064.5000,
1999-06,7164.0000,
1999-07,7164.0000,
1999-08,7164.0000,
1999-09,7164.0000,
1999-10,7250.0000,
1999-11,7250.0000,
1999-12,7250.0000,
2000-01,7300.0000,
2000-02,7300.0000,
2000-03,7400.0000,
2000-04,7425.0000,
2000-05,7650.0000,
2000-06,8140.1200,
2000-07,8119.2100,
2000-08,8127.7000,
2000-09,8134.7100,
2000-10,8647.8500,
2000-11,8600.4200,
2000-12,8567.6000,
2001-01,8551.3000,
2001-02,8570.2700,
2001-03,8717.9700,
2001-04,8776.8300,
2001-05,8902.3500,
2001-06,8909.1600,
2001-07,8854.2700,
2001-08,8775.0400,
2001-09,8805.0600,
2001-10,8886.7500,
2001-11,8943.2700,
2001-12,8949.1000,
2002-01,9014.9000,
2002-02,8883.1500,
2002-03,8945.4800,
2002-04,8942.5100,
2002-05,9002.5400,
2002-06,9000.5600,
2002-07,9020.3000,
2002-08,9024.7000,
2002-09,9111.7900,
2002-10,9131.1400,
2002-11,9116.5400,
2002-12,9102.8000,
2003-01,9095.2600,
2003-02,9150.1700,
2003-03,9200.3300,
2003-04,9200.2800,
2003-05,9197.0600,
2003-06,9222.8300,
2003-07,9222.0800,
2003-08,9416.8600,
2003-09,9310.5800,
2003-10,9363.1100,
2003-11,9408.9000,
2003-12,9367.1400,
2004-01,9420.3000,
2004-02,9459.7700,
2004-03,9600.4000,
2004-04,9705.3500,
2004-05,9812.7100,
2004-06,9863.4600,
2004-07,9925.4300,
2004-08,9996.6500,
2004-09,10045.5700,
2004-10,9977.8600,
2004-11,9981.3500,
2004-12,9971.3900,
2005-01,9991.3800,
2005-02,9997.9800,
2005-03,10001.1000,
2005-04,10005.2800,
2005-05,10005.6200,
2005-06,10005.8200,
2005-07,10093.4300,
2005-08,10129.5800,
2005-09,10663.4400,
2005-10,11272.4200,
2005-11,11698.0700,
2005-12,11748.0300,
2006-01,11975.4500,
2006-02,11998.9700,
2006-03,11632.4900,
2006-04,11823.3300,
2006-05,12318.1700,
2006-06,12462.6400,
2006-07,12472.3900,
2006-08,12505.7600,
2006-09,12548.5200,
2006-10,12814.3100,
2006-11,12882.2800,
2006-12,12944.5600,
2007-01,12965.7700,
2007-02,13159.3300,
2007-03,13163.8200,
2007-04,13311.0600,
2007-05,13362.1200,
2007-06,13364.8100,
2007-07,13368.5800,
2007-08,13356.5000,
2007-09,13607.4000,
2007-10,13617.1500,
2007-11,13954.5300,
2007-12,14220.2100,
2008-01,14474.8900,
2008-02,14474.8200,
2008-03,14596.4300,
2008-04,14590.1000,
2008-05,14567.7200,
2008-06,14483.6300,
2008-07,14457.2800,
2008-08,14492.6800,
2008-09,14362.5700,
2008-10,14576.9500,
2008-11,14565.7400,
2008-12,15077.4100,
2009-01,16552.8300,
2009-02,16994.6400,
2009-03,16465.8600,
2009-04,16379.3500,
2009-05,15706.3700,
2009-06,15430.6600,
2009-07,15483.9100,
2009-08,15555.2300,
2009-09,15860.8800,
2009-10,16065.2200,
2009-11,15990.6700,
2009-12,16648.0900,
2010-01,17501.2500,
2010-02,18162.9500,
2010-03,18172.3800,
2010-04,18482.2000,
2010-05,19783.5900,
2010-06,19802.7800,comment
2010-07,18746.6500,
2010-08,19291.3400,
2010-09,18202.0800,
2010-10,17680.5900,
2010-11,18636.8500,
2010-12,18448.8000,
2011-01,17870.1700,
2011-02,17802.6400,
2011-03,17388.2200,
2011-04,16560.7700,
2011-05,17166.4800,
2011-06,16984.4000,
2011-07,17180.9300,
2011-08,17011.5300,
2011-09,17973.7400,
2011-10,17452.6300,
2011-11,18371.3300,
2011-12,19008.4600,
2012-01,18638.2700,
2012-02,18210.2000,
2012-03,18748.0900,comment
2012-04,18539.5400,
2012-05,19497.0600,
2012-06,19729.4300,
2012-07,20006.5300,
2012-08,19531.2500,
2012-09,19073.5700,
2012-10,18901.4000,
2012-11,18854.8600,
2012-12,18584.5400,
2013-01,18093.2000,
2013-02,18706.5700,
2013-03,19133.1500,
2013-04,18683.7500,
2013-05,18927.6900,
2013-06,18799.8800,
2013-07,18443.2400,
2013-08,18468.2600,
2013-09,18149.4900,
2013-10,17811.7000,
2013-11,18025.3100,
2013-12,17775.5200,
2014-01,18004.1200,
2014-02,17736.9100,
2014-03,17807.8200,
2014-04,17683.1500,
2014-05,17964.5100,
2014-06,18006.7600,
2014-07,18282.2200,
2014-08,18591.5900,
2014-09,19242.8500,
2014-10,19447.5300,
2014-11,19631.4100,
2014-12,20086.9100,
2015-01,21652.6700,
2015-02,21648.8500,
"","General: The unit of account for 1,000 dobras is 1 conto.",
"","Source: Since November 1993 Banco Central de São Tomé e Príncipe, São Tomé 1978 - October 1993 Banco Nacional de São Tomé e Príncipe, São Tomé",
"",Comment on 1984-04: Exchange rate as of 26 April 1984.,
"","Comment on 1987-07: On 22 July 1987, the dobra was devalued. We recorded the following exchange rates (buying/selling rate): 21 July 1987 USD 1 = STD 36.1385 / 38.3739 22 July 1987 USD 1 = STD 75.8825 / 80.5763. Calculated using this exchange rates the dobra was devalued against the US dollar by 52.4%.",
"","Comment on 1988-07: On 22 July 1988, the dobra was devalued. We recorded the following exchange rates (buying/selling rate): 21 July 1988 USD 1 = STD 79.3480 / 81.7640 22 July 1988 USD 1 = STD 98.5040 / 101.5040. Calculated using this exchange rates the dobra was devalued against the US dollar by 19.4%.",
"","Comment on 1989-02: On 13 February 1989, the dobra was devalued. We recorded the following exchange rates (buying/selling rate): 10 February 1989 USD 1 = STD 99.1940 / 102.2160 13 February 1989 USD 1 = STD 118.2010 / 121.8010. Calculated using this exchange rates the dobra was devalued against the US dollar by 16.1%.",
"","Comment on 1991-05: On 16 May 1991, the dobra was devalued. We recorded the following exchange rates (buying/selling rate): 15 May 1991 USD 1 = STD 150.5180 / 155.1020 16 May 1991 USD 1 = STD 185.1540 / 188.8940. Calculated using this exchange rates the dobra was devalued against the US dollar by 18.3% (middle rate).",
"","Comment on 1991-09: On 2 September 1991, the dobra was devalued. We recorded the following exchange rates (buying/selling rate): 31 August 1991 USD 1 = STD 182.5520 / 186.2400 2 September 1991 USD 1 = STD 257.4100 / 262.6100. Calculated using this exchange rates the dobra was devalued against the US dollar by 29.1%.",
"",Comment on 2010-06: Exchange rate as of 21 June 2010.,
"",Comment on 2012-03: Exchange rate as of 6 April 2012.,
