"",BBEX3.D.ISK.EUR.CA.AA.000,BBEX3.D.ISK.EUR.CA.AA.000_FLAGS
2010-12-15,154.04,
2010-12-16,153.63,
2010-12-17,153.90,
2010-12-18,.,No value available
2010-12-19,.,No value available
2010-12-20,153.27,
2010-12-21,153.25,
2010-12-22,153.15,
2010-12-23,153.01,
2010-12-24,.,No value available
2010-12-25,.,No value available
2010-12-26,.,No value available
2010-12-27,152.69,
2010-12-28,153.01,
2010-12-29,152.70,
2010-12-30,153.09,
2010-12-31,153.37,
2011-01-01,.,No value available
2011-01-02,.,No value available
2011-01-03,153.41,
2011-01-04,153.38,
2011-01-05,153.16,
2011-01-06,152.71,
2011-01-07,152.31,
2011-01-08,.,No value available
2011-01-09,.,No value available
2011-01-10,152.15,
2011-01-11,152.79,
2011-01-12,153.72,
2011-01-13,153.94,
2011-01-14,155.07,
2011-01-15,.,No value available
2011-01-16,.,No value available
2011-01-17,154.83,
2011-01-18,156.40,
2011-01-19,157.28,
2011-01-20,157.81,
2011-01-21,157.95,
2011-01-22,.,No value available
2011-01-23,.,No value available
2011-01-24,158.77,
2011-01-25,158.71,
2011-01-26,158.67,
2011-01-27,158.74,
2011-01-28,158.35,
2011-01-29,.,No value available
2011-01-30,.,No value available
2011-01-31,158.15,
2011-02-01,158.37,
2011-02-02,158.38,
2011-02-03,158.19,
2011-02-04,157.67,
2011-02-05,.,No value available
2011-02-06,.,No value available
2011-02-07,157.20,
2011-02-08,157.46,
2011-02-09,158.14,
2011-02-10,158.47,
2011-02-11,158.42,
2011-02-12,.,No value available
2011-02-13,.,No value available
2011-02-14,158.09,
2011-02-15,158.60,
2011-02-16,158.59,
2011-02-17,158.84,
2011-02-18,158.79,
2011-02-19,.,No value available
2011-02-20,.,No value available
2011-02-21,159.26,
2011-02-22,159.75,
2011-02-23,159.91,
2011-02-24,159.83,
2011-02-25,159.78,
2011-02-26,.,No value available
2011-02-27,.,No value available
2011-02-28,159.93,
2011-03-01,159.86,
2011-03-02,159.66,
2011-03-03,159.89,
2011-03-04,160.48,
2011-03-05,.,No value available
2011-03-06,.,No value available
2011-03-07,160.66,
2011-03-08,161.02,
2011-03-09,160.94,
2011-03-10,160.83,
2011-03-11,160.66,
2011-03-12,.,No value available
2011-03-13,.,No value available
2011-03-14,160.94,
2011-03-15,160.79,
2011-03-16,160.87,
2011-03-17,160.98,
2011-03-18,161.17,
2011-03-19,.,No value available
2011-03-20,.,No value available
2011-03-21,161.32,
2011-03-22,161.42,
2011-03-23,161.39,
2011-03-24,161.18,
2011-03-25,161.43,
2011-03-26,.,No value available
2011-03-27,.,No value available
2011-03-28,161.24,
2011-03-29,161.54,
2011-03-30,161.40,
2011-03-31,161.62,
2011-04-01,161.58,
2011-04-02,.,No value available
2011-04-03,.,No value available
2011-04-04,161.69,
2011-04-05,161.59,
2011-04-06,161.62,
2011-04-07,161.56,
2011-04-08,161.81,
2011-04-09,.,No value available
2011-04-10,.,No value available
2011-04-11,162.11,
2011-04-12,162.51,
2011-04-13,163.01,
2011-04-14,162.67,
2011-04-15,162.89,
2011-04-16,.,No value available
2011-04-17,.,No value available
2011-04-18,162.45,
2011-04-19,161.94,
2011-04-20,163.47,
2011-04-21,.,No value available
2011-04-22,.,No value available
2011-04-23,.,No value available
2011-04-24,.,No value available
2011-04-25,.,No value available
2011-04-26,163.92,
2011-04-27,164.16,
2011-04-28,164.15,
2011-04-29,164.35,
2011-04-30,.,No value available
2011-05-01,.,No value available
2011-05-02,164.25,
2011-05-03,164.35,
2011-05-04,165.00,
2011-05-05,164.75,
2011-05-06,163.72,
2011-05-07,.,No value available
2011-05-08,.,No value available
2011-05-09,163.44,
2011-05-10,163.14,
2011-05-11,163.08,
2011-05-12,162.95,
2011-05-13,163.50,
2011-05-14,.,No value available
2011-05-15,.,No value available
2011-05-16,162.73,
2011-05-17,163.32,
2011-05-18,163.55,
2011-05-19,163.91,
2011-05-20,163.93,
2011-05-21,.,No value available
2011-05-22,.,No value available
2011-05-23,163.51,
2011-05-24,163.96,
2011-05-25,163.83,
2011-05-26,164.06,
2011-05-27,164.22,
2011-05-28,.,No value available
2011-05-29,.,No value available
2011-05-30,164.42,
2011-05-31,164.97,
2011-06-01,164.64,
2011-06-02,.,No value available
2011-06-03,165.23,
2011-06-04,.,No value available
2011-06-05,.,No value available
2011-06-06,165.65,
2011-06-07,165.84,
2011-06-08,165.86,
2011-06-09,165.82,
2011-06-10,165.35,
2011-06-11,.,No value available
2011-06-12,.,No value available
2011-06-13,.,No value available
2011-06-14,165.33,
2011-06-15,165.47,
2011-06-16,164.39,
2011-06-17,.,No value available
2011-06-18,.,No value available
2011-06-19,.,No value available
2011-06-20,164.53,
2011-06-21,164.73,
2011-06-22,164.70,
2011-06-23,164.69,
2011-06-24,164.79,
2011-06-25,.,No value available
2011-06-26,.,No value available
2011-06-27,164.84,
2011-06-28,165.07,
2011-06-29,165.25,
2011-06-30,165.26,
2011-07-01,165.33,
2011-07-02,.,No value available
2011-07-03,.,No value available
2011-07-04,165.34,
2011-07-05,165.26,
2011-07-06,164.89,
2011-07-07,165.37,
2011-07-08,165.38,
2011-07-09,.,No value available
2011-07-10,.,No value available
2011-07-11,164.70,
2011-07-12,164.22,
2011-07-13,164.52,
2011-07-14,165.49,
2011-07-15,165.67,
2011-07-16,.,No value available
2011-07-17,.,No value available
2011-07-18,165.35,
2011-07-19,165.69,
2011-07-20,165.59,
2011-07-21,164.82,
2011-07-22,165.47,
2011-07-23,.,No value available
2011-07-24,.,No value available
2011-07-25,165.36,
2011-07-26,165.47,
2011-07-27,165.37,
2011-07-28,164.98,
2011-07-29,164.70,
2011-07-30,.,No value available
2011-07-31,.,No value available
2011-08-01,.,No value available
2011-08-02,164.29,
2011-08-03,164.39,
2011-08-04,164.26,
2011-08-05,164.02,
2011-08-06,.,No value available
2011-08-07,.,No value available
2011-08-08,164.20,
2011-08-09,163.99,
2011-08-10,164.15,
2011-08-11,163.63,
2011-08-12,163.39,
2011-08-13,.,No value available
2011-08-14,.,No value available
2011-08-15,163.56,
2011-08-16,163.57,
2011-08-17,163.38,
2011-08-18,163.19,
2011-08-19,163.12,
2011-08-20,.,No value available
2011-08-21,.,No value available
2011-08-22,163.27,
2011-08-23,163.35,
2011-08-24,163.38,
2011-08-25,163.93,
2011-08-26,163.94,
2011-08-27,.,No value available
2011-08-28,.,No value available
2011-08-29,163.95,
2011-08-30,163.81,
2011-08-31,163.24,
2011-09-01,162.63,
2011-09-02,162.58,
2011-09-03,.,No value available
2011-09-04,.,No value available
2011-09-05,162.48,
2011-09-06,162.84,
2011-09-07,162.31,
2011-09-08,161.71,
2011-09-09,160.72,
2011-09-10,.,No value available
2011-09-11,.,No value available
2011-09-12,159.67,
2011-09-13,159.80,
2011-09-14,160.07,
2011-09-15,160.01,
2011-09-16,159.68,
2011-09-17,.,No value available
2011-09-18,.,No value available
2011-09-19,159.13,
2011-09-20,159.30,
2011-09-21,159.26,
2011-09-22,159.06,
2011-09-23,158.73,
2011-09-24,.,No value available
2011-09-25,.,No value available
2011-09-26,158.88,
2011-09-27,159.37,
2011-09-28,159.86,
2011-09-29,159.47,
2011-09-30,159.01,
2011-10-01,.,No value available
2011-10-02,.,No value available
2011-10-03,157.97,
2011-10-04,157.21,
2011-10-05,157.98,
2011-10-06,158.22,
2011-10-07,157.93,
2011-10-08,.,No value available
2011-10-09,.,No value available
2011-10-10,157.90,
2011-10-11,158.23,
2011-10-12,158.68,
2011-10-13,158.51,
2011-10-14,159.17,
2011-10-15,.,No value available
2011-10-16,.,No value available
2011-10-17,159.13,
2011-10-18,158.46,
2011-10-19,158.91,
2011-10-20,159.16,
2011-10-21,158.89,
2011-10-22,.,No value available
2011-10-23,.,No value available
2011-10-24,158.60,
2011-10-25,158.86,
2011-10-26,158.57,
2011-10-27,158.60,
2011-10-28,159.28,
2011-10-29,.,No value available
2011-10-30,.,No value available
2011-10-31,158.88,
2011-11-01,157.85,
2011-11-02,158.05,
2011-11-03,157.81,
2011-11-04,157.93,
2011-11-05,.,No value available
2011-11-06,.,No value available
2011-11-07,157.42,
2011-11-08,157.57,
2011-11-09,158.03,
2011-11-10,157.95,
2011-11-11,158.40,
2011-11-12,.,No value available
2011-11-13,.,No value available
2011-11-14,158.45,
2011-11-15,158.48,
2011-11-16,158.16,
2011-11-17,158.42,
2011-11-18,158.55,
2011-11-19,.,No value available
2011-11-20,.,No value available
2011-11-21,158.88,
2011-11-22,159.22,
2011-11-23,159.05,
2011-11-24,158.99,
2011-11-25,159.24,
2011-11-26,.,No value available
2011-11-27,.,No value available
2011-11-28,159.35,
2011-11-29,159.42,
2011-11-30,159.10,
2011-12-01,159.26,
2011-12-02,159.27,
2011-12-03,.,No value available
2011-12-04,.,No value available
2011-12-05,159.12,
2011-12-06,158.98,
2011-12-07,158.77,
2011-12-08,158.69,
2011-12-09,158.50,
2011-12-10,.,No value available
2011-12-11,.,No value available
2011-12-12,158.38,
2011-12-13,158.27,
2011-12-14,157.94,
2011-12-15,158.68,
2011-12-16,158.79,
2011-12-17,.,No value available
2011-12-18,.,No value available
2011-12-19,159.05,
2011-12-20,159.57,
2011-12-21,159.74,
2011-12-22,159.64,
2011-12-23,159.64,
2011-12-24,.,No value available
2011-12-25,.,No value available
2011-12-26,.,No value available
2011-12-27,159.56,
2011-12-28,159.58,
2011-12-29,158.69,
2011-12-30,158.40,
2011-12-31,.,No value available
2012-01-01,.,No value available
2012-01-02,158.30,
2012-01-03,158.56,
2012-01-04,158.52,
2012-01-05,157.83,
2012-01-06,157.78,
2012-01-07,.,No value available
2012-01-08,.,No value available
2012-01-09,157.68,
2012-01-10,157.90,
2012-01-11,158.12,
2012-01-12,158.49,
2012-01-13,158.73,
2012-01-14,.,No value available
2012-01-15,.,No value available
2012-01-16,158.62,
2012-01-17,159.02,
2012-01-18,159.18,
2012-01-19,159.59,
2012-01-20,159.83,
2012-01-21,.,No value available
2012-01-22,.,No value available
2012-01-23,160.00,
2012-01-24,160.31,
2012-01-25,160.48,
2012-01-26,161.01,
2012-01-27,161.30,
2012-01-28,.,No value available
2012-01-29,.,No value available
2012-01-30,161.38,
2012-01-31,161.56,
2012-02-01,161.28,
2012-02-02,161.33,
2012-02-03,161.31,
2012-02-04,.,No value available
2012-02-05,.,No value available
2012-02-06,161.16,
2012-02-07,161.25,
2012-02-08,161.51,
2012-02-09,161.58,
2012-02-10,161.55,
2012-02-11,.,No value available
2012-02-12,.,No value available
2012-02-13,161.54,
2012-02-14,161.36,
2012-02-15,161.43,
2012-02-16,161.03,
2012-02-17,161.86,
2012-02-18,.,No value available
2012-02-19,.,No value available
2012-02-20,162.10,
2012-02-21,163.11,
2012-02-22,163.51,
2012-02-23,164.90,
2012-02-24,165.50,
2012-02-25,.,No value available
2012-02-26,.,No value available
2012-02-27,166.71,
2012-02-28,167.08,
2012-02-29,167.00,
2012-03-01,166.52,
2012-03-02,166.22,
2012-03-03,.,No value available
2012-03-04,.,No value available
2012-03-05,166.18,
2012-03-06,165.20,
2012-03-07,164.49,
2012-03-08,165.03,
2012-03-09,165.24,
2012-03-10,.,No value available
2012-03-11,.,No value available
2012-03-12,165.27,
2012-03-13,165.98,
2012-03-14,165.95,
2012-03-15,166.02,
2012-03-16,165.92,
2012-03-17,.,No value available
2012-03-18,.,No value available
2012-03-19,166.07,
2012-03-20,165.93,
2012-03-21,166.18,
2012-03-22,166.07,
2012-03-23,166.57,
2012-03-24,.,No value available
2012-03-25,.,No value available
2012-03-26,167.19,
2012-03-27,168.41,
2012-03-28,168.60,
2012-03-29,168.33,
2012-03-30,168.26,
2012-03-31,.,No value available
2012-04-01,.,No value available
2012-04-02,168.22,
2012-04-03,168.14,
2012-04-04,167.21,
2012-04-05,.,No value available
2012-04-06,.,No value available
2012-04-07,.,No value available
2012-04-08,.,No value available
2012-04-09,.,No value available
2012-04-10,167.32,
2012-04-11,166.79,
2012-04-12,166.62,
2012-04-13,166.67,
2012-04-14,.,No value available
2012-04-15,.,No value available
2012-04-16,166.14,
2012-04-17,166.32,
2012-04-18,166.04,
2012-04-19,.,No value available
2012-04-20,166.25,
2012-04-21,.,No value available
2012-04-22,.,No value available
2012-04-23,165.95,
2012-04-24,166.03,
2012-04-25,166.09,
2012-04-26,165.95,
2012-04-27,165.89,
2012-04-28,.,No value available
2012-04-29,.,No value available
2012-04-30,165.89,
2012-05-01,.,No value available
2012-05-02,164.68,
2012-05-03,163.65,
2012-05-04,162.40,
2012-05-05,.,No value available
2012-05-06,.,No value available
2012-05-07,162.21,
2012-05-08,162.06,
2012-05-09,161.90,
2012-05-10,162.13,
2012-05-11,162.22,
2012-05-12,.,No value available
2012-05-13,.,No value available
2012-05-14,162.47,
2012-05-15,162.34,
2012-05-16,162.05,
2012-05-17,.,No value available
2012-05-18,162.05,
2012-05-19,.,No value available
2012-05-20,.,No value available
2012-05-21,161.85,
2012-05-22,161.83,
2012-05-23,161.60,
2012-05-24,161.80,
2012-05-25,162.11,
2012-05-26,.,No value available
2012-05-27,.,No value available
2012-05-28,.,No value available
2012-05-29,162.12,
2012-05-30,161.84,
2012-05-31,161.70,
2012-06-01,160.90,
2012-06-02,.,No value available
2012-06-03,.,No value available
2012-06-04,160.97,
2012-06-05,160.96,
2012-06-06,161.03,
2012-06-07,161.26,
2012-06-08,161.17,
2012-06-09,.,No value available
2012-06-10,.,No value available
2012-06-11,161.66,
2012-06-12,161.51,
2012-06-13,161.63,
2012-06-14,160.57,
2012-06-15,159.32,
2012-06-16,.,No value available
2012-06-17,.,No value available
2012-06-18,157.76,
2012-06-19,157.57,
2012-06-20,157.80,
2012-06-21,157.90,
2012-06-22,157.70,
2012-06-23,.,No value available
2012-06-24,.,No value available
2012-06-25,157.53,
2012-06-26,157.50,
2012-06-27,157.40,
2012-06-28,157.24,
2012-06-29,157.79,
2012-06-30,.,No value available
2012-07-01,.,No value available
2012-07-02,157.59,
2012-07-03,157.61,
2012-07-04,158.06,
2012-07-05,158.51,
2012-07-06,157.90,
2012-07-07,.,No value available
2012-07-08,.,No value available
2012-07-09,157.47,
2012-07-10,157.24,
2012-07-11,157.06,
2012-07-12,156.75,
2012-07-13,157.01,
2012-07-14,.,No value available
2012-07-15,.,No value available
2012-07-16,156.82,
2012-07-17,155.47,
2012-07-18,153.90,
2012-07-19,153.95,
2012-07-20,152.24,
2012-07-21,.,No value available
2012-07-22,.,No value available
2012-07-23,150.58,
2012-07-24,150.38,
2012-07-25,150.52,
2012-07-26,150.78,
2012-07-27,149.94,
2012-07-28,.,No value available
2012-07-29,.,No value available
2012-07-30,148.83,
2012-07-31,148.19,
2012-08-01,147.92,
2012-08-02,147.82,
2012-08-03,147.46,
2012-08-04,.,No value available
2012-08-05,.,No value available
2012-08-06,.,No value available
2012-08-07,147.64,
2012-08-08,147.30,
2012-08-09,146.88,
2012-08-10,146.63,
2012-08-11,.,No value available
2012-08-12,.,No value available
2012-08-13,146.87,
2012-08-14,147.29,
2012-08-15,146.95,
2012-08-16,146.99,
2012-08-17,147.39,
2012-08-18,.,No value available
2012-08-19,.,No value available
2012-08-20,147.23,
2012-08-21,147.75,
2012-08-22,147.83,
2012-08-23,148.71,
2012-08-24,150.45,
2012-08-25,.,No value available
2012-08-26,.,No value available
2012-08-27,151.08,
2012-08-28,151.73,
2012-08-29,152.48,
2012-08-30,152.94,
2012-08-31,153.05,
2012-09-01,.,No value available
2012-09-02,.,No value available
2012-09-03,153.42,
2012-09-04,153.85,
2012-09-05,153.93,
2012-09-06,154.93,
2012-09-07,155.66,
2012-09-08,.,No value available
2012-09-09,.,No value available
2012-09-10,155.89,
2012-09-11,156.04,
2012-09-12,156.57,
2012-09-13,156.97,
2012-09-14,157.91,
2012-09-15,.,No value available
2012-09-16,.,No value available
2012-09-17,158.67,
2012-09-18,158.93,
2012-09-19,159.28,
2012-09-20,159.64,
2012-09-21,159.85,
2012-09-22,.,No value available
2012-09-23,.,No value available
2012-09-24,159.71,
2012-09-25,159.75,
2012-09-26,159.77,
2012-09-27,159.85,
2012-09-28,159.52,
2012-09-29,.,No value available
2012-09-30,.,No value available
2012-10-01,159.15,
2012-10-02,159.26,
2012-10-03,158.47,
2012-10-04,158.45,
2012-10-05,158.42,
2012-10-06,.,No value available
2012-10-07,.,No value available
2012-10-08,157.77,
2012-10-09,157.68,
2012-10-10,157.84,
2012-10-11,158.17,
2012-10-12,158.80,
2012-10-13,.,No value available
2012-10-14,.,No value available
2012-10-15,158.96,
2012-10-16,159.41,
2012-10-17,160.10,
2012-10-18,160.43,
2012-10-19,161.40,
2012-10-20,.,No value available
2012-10-21,.,No value available
2012-10-22,161.91,
2012-10-23,162.51,
2012-10-24,162.89,
2012-10-25,164.20,
2012-10-26,164.18,
2012-10-27,.,No value available
2012-10-28,.,No value available
2012-10-29,163.97,
2012-10-30,164.47,
2012-10-31,164.75,
2012-11-01,162.84,
2012-11-02,162.54,
2012-11-03,.,No value available
2012-11-04,.,No value available
2012-11-05,162.35,
2012-11-06,162.44,
2012-11-07,162.83,
2012-11-08,162.83,
2012-11-09,163.24,
2012-11-10,.,No value available
2012-11-11,.,No value available
2012-11-12,163.33,
2012-11-13,163.41,
2012-11-14,163.91,
2012-11-15,164.45,
2012-11-16,163.49,
2012-11-17,.,No value available
2012-11-18,.,No value available
2012-11-19,161.67,
2012-11-20,161.75,
2012-11-21,162.00,
2012-11-22,162.21,
2012-11-23,162.25,
2012-11-24,.,No value available
2012-11-25,.,No value available
2012-11-26,162.51,
2012-11-27,162.69,
2012-11-28,162.55,
2012-11-29,162.94,
2012-11-30,162.95,
2012-12-01,.,No value available
2012-12-02,.,No value available
2012-12-03,163.14,
2012-12-04,162.98,
2012-12-05,163.09,
2012-12-06,163.08,
2012-12-07,162.94,
2012-12-08,.,No value available
2012-12-09,.,No value available
2012-12-10,163.21,
2012-12-11,163.67,
2012-12-12,165.00,
2012-12-13,165.21,
2012-12-14,165.10,
2012-12-15,.,No value available
2012-12-16,.,No value available
2012-12-17,165.75,
2012-12-18,165.84,
2012-12-19,165.97,
2012-12-20,165.66,
2012-12-21,166.54,
2012-12-22,.,No value available
2012-12-23,.,No value available
2012-12-24,.,No value available
2012-12-25,.,No value available
2012-12-26,.,No value available
2012-12-27,168.37,
2012-12-28,169.45,
2012-12-29,.,No value available
2012-12-30,.,No value available
2012-12-31,169.33,
2013-01-01,.,No value available
2013-01-02,168.53,
2013-01-03,168.11,
2013-01-04,168.27,
2013-01-05,.,No value available
2013-01-06,.,No value available
2013-01-07,168.31,
2013-01-08,168.46,
2013-01-09,168.56,
2013-01-10,169.03,
2013-01-11,170.07,
2013-01-12,.,No value available
2013-01-13,.,No value available
2013-01-14,170.71,
2013-01-15,170.97,
2013-01-16,170.99,
2013-01-17,171.46,
2013-01-18,171.52,
2013-01-19,.,No value available
2013-01-20,.,No value available
2013-01-21,170.59,
2013-01-22,170.61,
2013-01-23,171.27,
2013-01-24,171.63,
2013-01-25,172.28,
2013-01-26,.,No value available
2013-01-27,.,No value available
2013-01-28,172.36,
2013-01-29,172.82,
2013-01-30,173.68,
2013-01-31,171.36,
2013-02-01,172.00,
2013-02-02,.,No value available
2013-02-03,.,No value available
2013-02-04,171.11,
2013-02-05,171.16,
2013-02-06,171.38,
2013-02-07,171.58,
2013-02-08,171.03,
2013-02-09,.,No value available
2013-02-10,.,No value available
2013-02-11,171.96,
2013-02-12,171.56,
2013-02-13,171.83,
2013-02-14,171.39,
2013-02-15,171.67,
2013-02-16,.,No value available
2013-02-17,.,No value available
2013-02-18,172.22,
2013-02-19,172.00,
2013-02-20,171.87,
2013-02-21,170.80,
2013-02-22,167.43,
2013-02-23,.,No value available
2013-02-24,.,No value available
2013-02-25,167.14,
2013-02-26,165.79,
2013-02-27,164.94,
2013-02-28,164.47,
2013-03-01,161.65,
2013-03-02,.,No value available
2013-03-03,.,No value available
2013-03-04,161.75,
2013-03-05,161.95,
2013-03-06,162.45,
2013-03-07,162.85,
2013-03-08,164.42,
2013-03-09,.,No value available
2013-03-10,.,No value available
2013-03-11,164.17,
2013-03-12,164.25,
2013-03-13,164.27,
2013-03-14,163.78,
2013-03-15,162.66,
2013-03-16,.,No value available
2013-03-17,.,No value available
2013-03-18,162.23,
2013-03-19,162.22,
2013-03-20,162.34,
2013-03-21,161.45,
2013-03-22,159.89,
2013-03-23,.,No value available
2013-03-24,.,No value available
2013-03-25,159.85,
2013-03-26,159.32,
2013-03-27,158.96,
2013-03-28,.,No value available
2013-03-29,.,No value available
2013-03-30,.,No value available
2013-03-31,.,No value available
2013-04-01,.,No value available
2013-04-02,158.06,
2013-04-03,158.13,
2013-04-04,157.81,
2013-04-05,155.86,
2013-04-06,.,No value available
2013-04-07,.,No value available
2013-04-08,154.51,
2013-04-09,154.75,
2013-04-10,154.87,
2013-04-11,155.15,
2013-04-12,154.83,
2013-04-13,.,No value available
2013-04-14,.,No value available
2013-04-15,154.45,
2013-04-16,153.81,
2013-04-17,154.05,
2013-04-18,153.67,
2013-04-19,152.29,
2013-04-20,.,No value available
2013-04-21,.,No value available
2013-04-22,152.27,
2013-04-23,152.03,
2013-04-24,152.08,
2013-04-25,.,No value available
2013-04-26,152.06,
2013-04-27,.,No value available
2013-04-28,.,No value available
2013-04-29,152.80,
2013-04-30,152.48,
2013-05-01,.,No value available
2013-05-02,152.18,
2013-05-03,151.91,
2013-05-04,.,No value available
2013-05-05,.,No value available
2013-05-06,151.70,
2013-05-07,152.17,
2013-05-08,153.08,
2013-05-09,.,No value available
2013-05-10,154.25,
2013-05-11,.,No value available
2013-05-12,.,No value available
2013-05-13,155.76,
2013-05-14,158.47,
2013-05-15,158.29,
2013-05-16,157.97,
2013-05-17,158.17,
2013-05-18,.,No value available
2013-05-19,.,No value available
2013-05-20,.,No value available
2013-05-21,158.11,
2013-05-22,158.43,
2013-05-23,158.88,
2013-05-24,159.74,
2013-05-25,.,No value available
2013-05-26,.,No value available
2013-05-27,159.83,
2013-05-28,160.07,
2013-05-29,158.97,
2013-05-30,159.08,
2013-05-31,159.04,
2013-06-01,.,No value available
2013-06-02,.,No value available
2013-06-03,158.86,
2013-06-04,159.34,
2013-06-05,159.34,
2013-06-06,158.97,
2013-06-07,159.18,
2013-06-08,.,No value available
2013-06-09,.,No value available
2013-06-10,159.35,
2013-06-11,159.62,
2013-06-12,159.91,
2013-06-13,160.04,
2013-06-14,159.95,
2013-06-15,.,No value available
2013-06-16,.,No value available
2013-06-17,.,No value available
2013-06-18,159.99,
2013-06-19,160.00,
2013-06-20,161.62,
2013-06-21,161.25,
2013-06-22,.,No value available
2013-06-23,.,No value available
2013-06-24,161.27,
2013-06-25,161.60,
2013-06-26,160.96,
2013-06-27,160.76,
2013-06-28,160.65,
2013-06-29,.,No value available
2013-06-30,.,No value available
2013-07-01,160.70,
2013-07-02,161.05,
2013-07-03,161.32,
2013-07-04,161.52,
2013-07-05,161.25,
2013-07-06,.,No value available
2013-07-07,.,No value available
2013-07-08,161.65,
2013-07-09,162.35,
2013-07-10,161.57,
2013-07-11,161.56,
2013-07-12,160.06,
2013-07-13,.,No value available
2013-07-14,.,No value available
2013-07-15,159.78,
2013-07-16,159.18,
2013-07-17,158.46,
2013-07-18,158.51,
2013-07-19,158.69,
2013-07-20,.,No value available
2013-07-21,.,No value available
2013-07-22,158.66,
2013-07-23,158.66,
2013-07-24,159.10,
2013-07-25,159.57,
2013-07-26,159.17,
2013-07-27,.,No value available
2013-07-28,.,No value available
2013-07-29,158.93,
2013-07-30,157.66,
2013-07-31,157.64,
2013-08-01,157.26,
2013-08-02,157.24,
2013-08-03,.,No value available
2013-08-04,.,No value available
2013-08-05,.,No value available
2013-08-06,157.25,
2013-08-07,157.25,
2013-08-08,157.50,
2013-08-09,157.47,
2013-08-10,.,No value available
2013-08-11,.,No value available
2013-08-12,157.52,
2013-08-13,158.07,
2013-08-14,159.25,
2013-08-15,159.63,
2013-08-16,159.40,
2013-08-17,.,No value available
2013-08-18,.,No value available
2013-08-19,159.77,
2013-08-20,160.06,
2013-08-21,160.40,
2013-08-22,160.34,
2013-08-23,160.14,
2013-08-24,.,No value available
2013-08-25,.,No value available
2013-08-26,160.25,
2013-08-27,160.16,
2013-08-28,159.95,
2013-08-29,159.15,
2013-08-30,158.23,
2013-08-31,.,No value available
2013-09-01,.,No value available
2013-09-02,158.17,
2013-09-03,158.60,
2013-09-04,159.08,
2013-09-05,159.62,
2013-09-06,159.60,
2013-09-07,.,No value available
2013-09-08,.,No value available
2013-09-09,159.83,
2013-09-10,160.20,
2013-09-11,160.62,
2013-09-12,160.79,
2013-09-13,161.54,
2013-09-14,.,No value available
2013-09-15,.,No value available
2013-09-16,161.62,
2013-09-17,161.84,
2013-09-18,161.25,
2013-09-19,161.34,
2013-09-20,161.44,
2013-09-21,.,No value available
2013-09-22,.,No value available
2013-09-23,161.75,
2013-09-24,162.64,
2013-09-25,163.73,
2013-09-26,163.60,
2013-09-27,163.18,
2013-09-28,.,No value available
2013-09-29,.,No value available
2013-09-30,162.93,
2013-10-01,162.63,
2013-10-02,163.38,
2013-10-03,163.98,
2013-10-04,163.67,
2013-10-05,.,No value available
2013-10-06,.,No value available
2013-10-07,163.79,
2013-10-08,164.01,
2013-10-09,164.46,
2013-10-10,164.72,
2013-10-11,165.01,
2013-10-12,.,No value available
2013-10-13,.,No value available
2013-10-14,164.77,
2013-10-15,163.33,
2013-10-16,163.29,
2013-10-17,163.35,
2013-10-18,163.72,
2013-10-19,.,No value available
2013-10-20,.,No value available
2013-10-21,163.92,
2013-10-22,164.58,
2013-10-23,165.14,
2013-10-24,165.24,
2013-10-25,165.04,
2013-10-26,.,No value available
2013-10-27,.,No value available
2013-10-28,165.24,
2013-10-29,165.20,
2013-10-30,165.06,
2013-10-31,163.97,
2013-11-01,163.30,
2013-11-02,.,No value available
2013-11-03,.,No value available
2013-11-04,163.74,
2013-11-05,163.78,
2013-11-06,163.79,
2013-11-07,163.89,
2013-11-08,163.73,
2013-11-09,.,No value available
2013-11-10,.,No value available
2013-11-11,163.49,
2013-11-12,164.19,
2013-11-13,164.55,
2013-11-14,164.64,
2013-11-15,163.31,
2013-11-16,.,No value available
2013-11-17,.,No value available
2013-11-18,163.09,
2013-11-19,163.48,
2013-11-20,163.65,
2013-11-21,163.58,
2013-11-22,163.96,
2013-11-23,.,No value available
2013-11-24,.,No value available
2013-11-25,164.13,
2013-11-26,163.78,
2013-11-27,163.84,
2013-11-28,162.52,
2013-11-29,162.25,
2013-11-30,.,No value available
2013-12-01,.,No value available
2013-12-02,161.96,
2013-12-03,161.90,
2013-12-04,161.82,
2013-12-05,161.97,
2013-12-06,161.46,
2013-12-07,.,No value available
2013-12-08,.,No value available
2013-12-09,161.49,
2013-12-10,161.15,
2013-12-11,161.26,
2013-12-12,160.69,
2013-12-13,160.72,
2013-12-14,.,No value available
2013-12-15,.,No value available
2013-12-16,160.40,
2013-12-17,160.20,
2013-12-18,159.61,
2013-12-19,159.35,
2013-12-20,158.83,
2013-12-21,.,No value available
2013-12-22,.,No value available
2013-12-23,158.89,
2013-12-24,.,No value available
2013-12-25,.,No value available
2013-12-26,.,No value available
2013-12-27,158.90,
2013-12-28,.,No value available
2013-12-29,.,No value available
2013-12-30,158.49,
2013-12-31,158.06,
2014-01-01,.,No value available
2014-01-02,157.94,
2014-01-03,157.38,
2014-01-04,.,No value available
2014-01-05,.,No value available
2014-01-06,157.72,
2014-01-07,157.98,
2014-01-08,158.23,
2014-01-09,158.91,
2014-01-10,158.67,
2014-01-11,.,No value available
2014-01-12,.,No value available
2014-01-13,159.25,
2014-01-14,157.41,
2014-01-15,157.14,
2014-01-16,157.07,
2014-01-17,157.01,
2014-01-18,.,No value available
2014-01-19,.,No value available
