"",BBFB1.M.N.DE.W1.S1.S1.T.C.G2._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.C.G2._Z._Z._Z._T._X.N_FLAGS
2009-01,586.499,
2009-02,419.770,
2009-03,871.319,
2009-04,866.423,
2009-05,629.350,
2009-06,713.032,
2009-07,636.530,
2009-08,531.379,
2009-09,825.241,
2009-10,980.947,
2009-11,466.786,
2009-12,2150.171,
2010-01,601.887,
2010-02,1214.352,
2010-03,868.039,
2010-04,929.680,
2010-05,1179.541,
2010-06,1047.197,
2010-07,1052.305,
2010-08,704.638,
2010-09,1415.686,
2010-10,1085.292,
2010-11,1578.787,
2010-12,1043.004,
2011-01,1233.411,
2011-02,1055.175,
2011-03,1426.486,
2011-04,895.296,
2011-05,1447.864,
2011-06,881.061,
2011-07,1539.637,
2011-08,1022.568,
2011-09,1422.201,
2011-10,578.094,
2011-11,1181.252,
2011-12,922.811,
2012-01,1341.865,
2012-02,1898.126,
2012-03,1558.887,
2012-04,894.744,
2012-05,1831.834,
2012-06,1699.972,
2012-07,1466.787,
2012-08,1156.351,
2012-09,1444.357,
2012-10,1399.140,
2012-11,1387.169,
2012-12,978.338,
2013-01,1502.350,
2013-02,1382.297,
2013-03,1866.692,
2013-04,1709.334,
2013-05,1469.395,
2013-06,2199.345,
2013-07,1284.969,
2013-08,1294.311,
2013-09,1789.196,
2013-10,2276.436,
2013-11,1487.371,
2013-12,1038.707,
2014-01,1869.799,
2014-02,1578.551,
2014-03,1521.487,
2014-04,1726.968,
2014-05,1970.814,
2014-06,1388.086,
2014-07,1438.000,
2014-08,1331.475,
2014-09,2015.946,
2014-10,2654.623,
2014-11,1416.581,
2014-12,1439.737,Provisional value
