"",BBEX3.M.LYD.USD.CA.AB.A01,BBEX3.M.LYD.USD.CA.AB.A01_FLAGS
1996-12,0.366718,
1997-01,0.378781,
1997-02,0.378950,
1997-03,0.380509,
1997-04,0.385905,
1997-05,0.378155,
1997-06,0.378120,
1997-07,0.388629,
1997-08,0.385979,
1997-09,0.385202,
1997-10,0.381828,
1997-11,0.385910,
1997-12,0.389685,
1998-01,0.388051,
1998-02,0.389795,
1998-03,0.392758,
1998-04,0.391054,
1998-05,0.394135,
1998-06,0.396049,
1998-07,0.394265,
1998-08,0.395810,
1998-09,0.382522,
1998-10,0.451297,comment
1998-11,0.458505,
1998-12,0.451805,
1999-01,0.457331,
1999-02,0.465439,
1999-03,0.469022,
1999-04,0.469067,
1999-05,0.472611,
1999-06,0.475253,
1999-07,0.468724,
1999-08,0.466919,
1999-09,0.460583,
1999-10,0.460329,
1999-11,0.462937,
1999-12,0.462789,
2000-01,0.467562,
2000-02,0.495624,
2000-03,0.494063,
2000-04,0.503070,
2000-05,0.500981,
2000-06,0.499375,
2000-07,0.504167,
2000-08,0.509657,
2000-09,0.543775,
2000-10,0.549097,
2000-11,0.550386,
2000-12,0.541680,
2001-01,0.546550,
2001-02,0.547169,
2001-03,0.559838,
2001-04,0.554607,
2001-05,0.561986,
2001-06,0.657522,
2001-07,0.651310,
2001-08,0.637600,
2001-09,0.635405,
2001-10,0.640437,
2001-11,0.648629,
2001-12,0.652302,
2002-01,1.324901,comment
2002-02,1.328221,
2002-03,1.321850,
2002-04,1.297673,
2002-05,1.281449,
2002-06,1.238752,
2002-07,1.243378,
2002-08,1.241505,
2002-09,1.250302,
2002-10,1.242544,
2002-11,1.244035,
2002-12,1.216694,
2003-01,1.194681,
2003-02,1.203826,
2003-03,1.209223,
2003-04,1.198042,
2003-05,1.160681,
2003-06,1.381950,comment
2003-07,1.384459,
2003-08,1.406573,
2003-09,1.370705,
2003-10,1.347190,
2003-11,1.345692,
2003-12,1.308392,
2004-01,1.297429,
2004-02,1.308878,
2004-03,1.313243,
2004-04,1.334797,
2004-05,1.318903,
2004-06,1.320026,
2004-07,1.330077,
2004-08,1.328746,
2004-09,1.319200,
2004-10,1.292538,
2004-11,1.264792,
2004-12,1.250642,
2005-01,1.273782,
2005-02,1.270682,
2005-03,1.284031,
2005-04,1.281161,
2005-05,1.304392,
2005-06,1.327653,
2005-07,1.340328,
2005-08,1.326807,
2005-09,1.337026,
2005-10,1.334034,
2005-11,1.358060,
2005-12,1.355399,
2006-01,1.341935,
2006-02,1.351371,
2006-03,1.347330,
2006-04,1.325400,
2006-05,1.297004,
2006-06,1.317665,
2006-07,1.310445,
2006-08,1.303295,
2006-09,1.308763,
2006-10,1.307049,
2006-11,1.286359,
2006-12,1.288206,
2007-01,1.298726,
2007-02,1.286855,
2007-03,1.280170,
2007-04,1.269707,
2007-05,1.281246,
2007-06,1.279926,
2007-07,1.265519,
2007-08,1.264008,
2007-09,1.244487,
2007-10,1.234809,
2007-11,1.218330,
2007-12,1.227277,
2008-01,1.217129,
2008-02,1.210200,
2008-03,1.176900,
2008-04,1.191700,
2008-05,1.189300,
2008-06,1.188500,
2008-07,1.195500,
2008-08,1.234000,
2008-09,1.233300,
2008-10,1.300100,
2008-11,1.296600,
2008-12,1.251600,
2009-01,1.281900,
2009-02,1.312400,
2009-03,1.300100,
2009-04,1.292900,
2009-05,1.251400,
2009-06,1.249600,
2009-07,1.247200,
2009-08,1.238700,
2009-09,1.228000,
2009-10,1.220600,
2009-11,1.202900,
2009-12,1.240200,
2010-01,1.246500,
2010-02,1.264000,
2010-03,1.274900,
2010-04,1.285900,
2010-05,1.314000,
2010-06,1.313300,
2010-07,1.278800,
2010-08,1.284600,
2010-09,1.247800,
2010-10,1.227900,
2010-11,1.270600,
2010-12,1.257300,
2011-01,1.241500,
2011-02,1.234500,
2011-03,1.223000,
2011-04,1.194700,
2011-05,1.213800,
2011-06,1.214600,
2011-07,1.202600,
2011-08,1.204100,comment
2011-09,1.236100,
2011-10,1.224600,
2011-11,1.228100,
2011-12,1.262800,
2012-01,1.248800,
2012-02,1.244000,
2012-03,1.252300,
2012-04,1.247900,
2012-05,1.283400,
2012-06,1.278900,
2012-07,1.284500,
2012-08,1.273800,
2012-09,1.259100,
2012-10,1.258800,
2012-11,1.264100,
2012-12,1.259600,
2013-01,1.256100,
2013-02,1.278300,
2013-03,1.293800,
2013-04,1.282600,
2013-05,1.293700,
2013-06,1.290400,
2013-07,1.279900,
2013-08,1.275100,
2013-09,1.262900,
2013-10,1.257700,
2013-11,1.262600,
2013-12,1.256600,
2014-01,1.258400,
2014-02,1.256100,
2014-03,1.254700,
2014-04,1.250800,
2014-05,1.256300,
2014-06,1.253400,
2014-07,1.259200,
2014-08,1.265100,
2014-09,1.301600,
2014-10,1.303200,
2014-11,1.320000,
2014-12,1.337900,
2015-01,1.375900,
"","Source: Central Bank of Libya, Tripolis",
"","Comment on 1994-11: On 1 November 1994, the Libyan dinar was devalued. We recorded the following exchange rates (buying/selling rate) for this date:  USD 1 = LYD 0.352760 / 0.354529  Calculated devaluation against the rates recorded at 31 October 1994: 15.4%",
"","Comment on 1998-10: On 31 October 1998, the Libyan dinar was devalued.  Compared with the buying and selling rates of 29 October 1998 (USD 1 = LYD 0.372024 / 0.373889), there was a devaluation of 17.2%.",
"","Comment on 2002-01: On 1 January 2002, the Libyan dinar was devalued. We recorded the following exchange rates (buying/selling rate) for this date:  USD 1 = LYD 1.306039 / 1.312585  Calculated devaluation against the rates recorded at end-December 2001: 50.3%",
"","Comment on 2003-06: On 15 June 2003, the exchange rate were adjusted more sharply. We recorded the following exchange rates (buying/selling rate) for this date:  14 June 2003: USD 1 = LYD 1.153998 / 1.159783  15 June 2003: USD 1 = LYD 1.356440 / 1.363240  Calculated devaluation: 14.9%",
"",Comment on 2011-08: Exchange rate on 17 August 2011; no exchange rates were published between 18 August and 5 September 2011.,
