"",BBK01.OUO002,BBK01.OUO002_FLAGS
2010-02,53.262,
2010-03,49.217,
2010-04,50.345,
2010-05,51.848,
2010-06,53.738,
2010-07,53.172,
2010-08,51.744,
2010-09,51.172,
2010-10,50.940,
2010-11,50.648,
2010-12,50.240,
2011-01,49.668,
2011-02,52.042,
2011-03,51.189,
2011-04,50.601,
2011-05,52.066,
2011-06,50.451,
2011-07,50.443,
2011-08,51.105,
2011-09,51.458,
2011-10,50.868,
2011-11,50.396,
2011-12,49.413,
2012-01,48.935,
2012-02,49.751,
2012-03,48.346,
2012-04,46.625,
2012-05,45.745,
2012-06,43.608,
2012-07,43.794,
2012-08,43.484,
2012-09,44.236,
2012-10,43.253,
2012-11,43.052,
2012-12,45.026,
2013-01,45.044,
2013-02,44.766,
2013-03,44.519,
2013-04,39.358,
2013-05,39.670,
2013-06,39.346,
2013-07,38.522,
2013-08,39.542,
2013-09,38.947,
2013-10,38.410,
2013-11,38.171,
2013-12,37.872,
2014-01,38.028,
2014-02,37.728,
2014-03,38.174,
2014-04,38.486,
2014-05,38.591,
2014-06,38.910,
2014-07,39.453,
2014-08,38.683,
2014-09,38.762,
2014-10,37.810,
2014-11,37.886,
2014-12,38.135,Provisional value
"","General: MFIs = monetary financial institutions. Excluding own issues; up to 1955, including corporate bonds; from 1968, bank debt securities are excluding registered debt securities; from 1985, including shares and participation certificates issued by banks; up to November 1993, including listed money market instruments issued by banks. Owing to the treatment of statistical breaks and revisions in the time series, see the section headed ""Data interpretation"" in the ""General notes"".",
