"",2005-11-16,2005-12-16,2006-01-16,2006-02-16,2006-03-28,2006-06-16,2006-06-26,2006-07-03,2006-07-17,2006-08-16,2006-09-14,2006-10-16,2006-11-17,2006-12-15,2007-01-16,2007-02-16,2007-03-21,2007-04-16,2007-05-10,2007-06-15,2007-07-13,2007-08-16,2007-09-14,2007-10-15,2007-11-16,2007-12-14,2008-01-16,2008-02-15,2008-03-17,2008-04-14,2008-05-16,2008-06-19,2008-07-14,2008-08-15,2008-09-16,2008-10-16,2008-11-17,2008-12-16,2009-01-16,2009-02-16,2009-03-16,2010-03-04,2010-03-15,2010-04-16,2010-05-17,2010-06-15,2010-07-14,2010-08-16,2010-09-15,2010-10-15,2010-11-15,2010-12-14,2011-01-17,2011-02-14,2011-03-17,2011-04-15,2011-05-16,2011-06-15,2011-07-15,2011-08-15,2011-09-15,2011-10-17,2011-11-14,2011-12-15,2012-01-16,2012-02-14,2012-03-15,2012-04-16,2012-05-14,2012-06-15,2012-07-16,2012-08-15,2012-09-17,2012-10-15,2012-11-14,2012-12-17,2013-01-16,2013-02-15,2013-04-15,2013-05-15,2013-06-17,2013-07-15,2013-08-12,2013-09-16,2013-10-15,2013-11-15,2013-12-16,2014-01-16,2014-02-17,2014-03-17,2014-04-15,2014-05-15,2014-06-16,2014-07-15,2014-08-15,2014-09-15,2014-10-15,2014-11-17,2014-12-15,2015-01-16,2015-02-17
1993-03,122.85,122.85,122.85,122.85,122.85,122.85,122.85,122.85,122.85,122.85,122.85,122.85,122.85,122.85,122.85,122.85,122.85,122.85,122.85,122.85,122.85,122.85,122.85,122.85,122.85,122.85,122.85,122.85,122.85,122.85,122.85,122.85,122.85,122.85,122.85,122.85,122.85,122.85,122.85,122.85,122.85,133.74,133.74,133.74,133.74,133.74,133.74,133.74,133.74,133.74,133.74,133.74,133.74,133.74,133.74,133.74,133.74,133.74,133.74,133.74,133.74,133.74,133.74,133.74,133.74,133.74,133.74,133.74,133.74,133.74,133.74,133.74,133.74,133.74,133.74,133.74,133.74,133.74,136.84,136.84,136.84,136.84,136.84,136.84,136.84,136.84,136.84,136.84,136.84,136.84,136.84,136.84,136.84,136.84,136.84,136.84,136.84,136.84,136.84,136.84,136.84
1993-04,121.71,121.71,121.71,121.71,121.71,121.71,121.71,121.71,121.71,121.71,121.71,121.71,121.71,121.71,121.71,121.71,121.71,121.71,121.71,121.71,121.71,121.71,121.71,121.71,121.71,121.71,121.71,121.71,121.71,121.71,121.71,121.71,121.71,121.71,121.71,121.71,121.71,121.71,121.71,121.71,121.71,132.50,132.50,132.50,132.50,132.50,132.50,132.50,132.50,132.50,132.50,132.50,132.50,132.50,132.50,132.50,132.50,132.50,132.50,132.50,132.50,132.50,132.50,132.50,132.50,132.50,132.50,132.50,132.50,132.50,132.50,132.50,132.50,132.50,132.50,132.50,132.50,132.50,135.57,135.57,135.57,135.57,135.57,135.57,135.57,135.57,135.57,135.57,135.57,135.57,135.57,135.57,135.57,135.57,135.57,135.57,135.57,135.57,135.57,135.57,135.57
1993-05,120.96,120.96,120.96,120.96,120.96,120.96,120.96,120.96,120.96,120.96,120.96,120.96,120.96,120.96,120.96,120.96,120.96,120.96,120.96,120.96,120.96,120.96,120.96,120.96,120.96,120.96,120.96,120.96,120.96,120.96,120.96,120.96,120.96,120.96,120.96,120.96,120.96,120.96,120.96,120.96,120.96,131.68,131.68,131.68,131.68,131.68,131.68,131.68,131.68,131.68,131.68,131.68,131.68,131.68,131.68,131.68,131.68,131.68,131.68,131.68,131.68,131.68,131.68,131.68,131.68,131.68,131.68,131.68,131.68,131.68,131.68,131.68,131.68,131.68,131.68,131.68,131.68,131.68,134.73,134.73,134.73,134.73,134.73,134.73,134.73,134.73,134.73,134.73,134.73,134.73,134.73,134.73,134.73,134.73,134.73,134.73,134.73,134.73,134.73,134.73,134.73
1993-06,120.46,120.46,120.46,120.46,120.46,120.46,120.46,120.46,120.46,120.46,120.46,120.46,120.46,120.46,120.46,120.46,120.46,120.46,120.46,120.46,120.46,120.46,120.46,120.46,120.46,120.46,120.46,120.46,120.46,120.46,120.46,120.46,120.46,120.46,120.46,120.46,120.46,120.46,120.46,120.46,120.46,131.14,131.14,131.14,131.14,131.14,131.14,131.14,131.14,131.14,131.14,131.14,131.14,131.14,131.14,131.14,131.14,131.14,131.14,131.14,131.14,131.14,131.14,131.14,131.14,131.14,131.14,131.14,131.14,131.14,131.14,131.14,131.14,131.14,131.14,131.14,131.14,131.14,134.18,134.18,134.18,134.18,134.18,134.18,134.18,134.18,134.18,134.18,134.18,134.18,134.18,134.18,134.18,134.18,134.18,134.18,134.18,134.18,134.18,134.18,134.18
1993-07,119.65,119.65,119.65,119.65,119.65,119.65,119.65,119.65,119.65,119.65,119.65,119.65,119.65,119.65,119.65,119.65,119.65,119.65,119.65,119.65,119.65,119.65,119.65,119.65,119.65,119.65,119.65,119.65,119.65,119.65,119.65,119.65,119.65,119.65,119.65,119.65,119.65,119.65,119.65,119.65,119.65,130.25,130.25,130.25,130.25,130.25,130.25,130.25,130.25,130.25,130.25,130.25,130.25,130.25,130.25,130.25,130.25,130.25,130.25,130.25,130.25,130.25,130.25,130.25,130.25,130.25,130.25,130.25,130.25,130.25,130.25,130.25,130.25,130.25,130.25,130.25,130.25,130.25,133.27,133.27,133.27,133.27,133.27,133.27,133.27,133.27,133.27,133.27,133.27,133.27,133.27,133.27,133.27,133.27,133.27,133.27,133.27,133.27,133.27,133.27,133.27
1993-08,119.30,119.30,119.30,119.30,119.30,119.30,119.30,119.30,119.30,119.30,119.30,119.30,119.30,119.30,119.30,119.30,119.30,119.30,119.30,119.30,119.30,119.30,119.30,119.30,119.30,119.30,119.30,119.30,119.30,119.30,119.30,119.30,119.30,119.30,119.30,119.30,119.30,119.30,119.30,119.30,119.30,129.88,129.88,129.88,129.88,129.88,129.88,129.88,129.88,129.88,129.88,129.88,129.88,129.88,129.88,129.88,129.88,129.88,129.88,129.88,129.88,129.88,129.88,129.88,129.88,129.88,129.88,129.88,129.88,129.88,129.88,129.88,129.88,129.88,129.88,129.88,129.88,129.88,132.89,132.89,132.89,132.89,132.89,132.89,132.89,132.89,132.89,132.89,132.89,132.89,132.89,132.89,132.89,132.89,132.89,132.89,132.89,132.89,132.89,132.89,132.89
1993-09,118.72,118.72,118.72,118.72,118.72,118.72,118.72,118.72,118.72,118.72,118.72,118.72,118.72,118.72,118.72,118.72,118.72,118.72,118.72,118.72,118.72,118.72,118.72,118.72,118.72,118.72,118.72,118.72,118.72,118.72,118.72,118.72,118.72,118.72,118.72,118.72,118.72,118.72,118.72,118.72,118.72,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,129.24,132.24,132.24,132.24,132.24,132.24,132.24,132.24,132.24,132.24,132.24,132.24,132.24,132.24,132.24,132.24,132.24,132.24,132.24,132.24,132.24,132.24,132.24,132.24
1993-10,117.41,117.41,117.41,117.41,117.41,117.41,117.41,117.41,117.41,117.41,117.41,117.41,117.41,117.41,117.41,117.41,117.41,117.41,117.41,117.41,117.41,117.41,117.41,117.41,117.41,117.41,117.41,117.41,117.41,117.41,117.41,117.41,117.41,117.41,117.41,117.41,117.41,117.41,117.41,117.41,117.41,127.82,127.82,127.82,127.82,127.82,127.82,127.82,127.82,127.82,127.82,127.82,127.82,127.82,127.82,127.82,127.82,127.82,127.82,127.82,127.82,127.82,127.82,127.82,127.82,127.82,127.82,127.82,127.82,127.82,127.82,127.82,127.82,127.82,127.82,127.82,127.82,127.82,130.78,130.78,130.78,130.78,130.78,130.78,130.78,130.78,130.78,130.78,130.78,130.78,130.78,130.78,130.78,130.78,130.78,130.78,130.78,130.78,130.78,130.78,130.78
1993-11,116.78,116.78,116.78,116.78,116.78,116.78,116.78,116.78,116.78,116.78,116.78,116.78,116.78,116.78,116.78,116.78,116.78,116.78,116.78,116.78,116.78,116.78,116.78,116.78,116.78,116.78,116.78,116.78,116.78,116.78,116.78,116.78,116.78,116.78,116.78,116.78,116.78,116.78,116.78,116.78,116.78,127.13,127.13,127.13,127.13,127.13,127.13,127.13,127.13,127.13,127.13,127.13,127.13,127.13,127.13,127.13,127.13,127.13,127.13,127.13,127.13,127.13,127.13,127.13,127.13,127.13,127.13,127.13,127.13,127.13,127.13,127.13,127.13,127.13,127.13,127.13,127.13,127.13,130.08,130.08,130.08,130.08,130.08,130.08,130.08,130.08,130.08,130.08,130.08,130.08,130.08,130.08,130.08,130.08,130.08,130.08,130.08,130.08,130.08,130.08,130.08
1993-12,115.68,115.68,115.68,115.68,115.68,115.68,115.68,115.68,115.68,115.68,115.68,115.68,115.68,115.68,115.68,115.68,115.68,115.68,115.68,115.68,115.68,115.68,115.68,115.68,115.68,115.68,115.68,115.68,115.68,115.68,115.68,115.68,115.68,115.68,115.68,115.68,115.68,115.68,115.68,115.68,115.68,125.94,125.94,125.94,125.94,125.94,125.94,125.94,125.94,125.94,125.94,125.94,125.94,125.94,125.94,125.94,125.94,125.94,125.94,125.94,125.94,125.94,125.94,125.94,125.94,125.94,125.94,125.94,125.94,125.94,125.94,125.94,125.94,125.94,125.94,125.94,125.94,125.94,128.86,128.86,128.86,128.86,128.86,128.86,128.86,128.86,128.86,128.86,128.86,128.86,128.86,128.86,128.86,128.86,128.86,128.86,128.86,128.86,128.86,128.86,128.86
1994-01,113.55,113.55,113.55,113.55,113.55,113.55,113.55,113.55,113.55,113.55,113.55,113.55,113.55,113.55,113.55,113.55,113.55,113.55,113.55,113.55,113.55,113.55,113.55,113.55,113.55,113.55,113.55,113.55,113.55,113.55,113.55,113.55,113.55,113.55,113.55,113.55,113.55,113.55,113.55,113.55,113.55,123.62,123.62,123.62,123.62,123.62,123.62,123.62,123.62,123.62,123.62,123.62,123.62,123.62,123.62,123.62,123.62,123.62,123.62,123.62,123.62,123.62,123.62,123.62,123.62,123.62,123.62,123.62,123.62,123.62,123.62,123.62,123.62,123.62,123.62,123.62,123.62,123.62,126.49,126.49,126.49,126.49,126.49,126.49,126.49,126.49,126.49,126.49,126.49,126.49,126.49,126.49,126.49,126.49,126.49,126.49,126.49,126.49,126.49,126.49,126.49
1994-02,113.09,113.09,113.09,113.09,113.09,113.09,113.09,113.09,113.09,113.09,113.09,113.09,113.09,113.09,113.09,113.09,113.09,113.09,113.09,113.09,113.09,113.09,113.09,113.09,113.09,113.09,113.09,113.09,113.09,113.09,113.09,113.09,113.09,113.09,113.09,113.09,113.09,113.09,113.09,113.09,113.09,123.11,123.11,123.11,123.11,123.11,123.11,123.11,123.11,123.11,123.11,123.11,123.11,123.11,123.11,123.11,123.11,123.11,123.11,123.11,123.11,123.11,123.11,123.11,123.11,123.11,123.11,123.11,123.11,123.11,123.11,123.11,123.11,123.11,123.11,123.11,123.11,123.11,125.97,125.97,125.97,125.97,125.97,125.97,125.97,125.97,125.97,125.97,125.97,125.97,125.97,125.97,125.97,125.97,125.97,125.97,125.97,125.97,125.97,125.97,125.97
1994-03,112.96,112.96,112.96,112.96,112.96,112.96,112.96,112.96,112.96,112.96,112.96,112.96,112.96,112.96,112.96,112.96,112.96,112.96,112.96,112.96,112.96,112.96,112.96,112.96,112.96,112.96,112.96,112.96,112.96,112.96,112.96,112.96,112.96,112.96,112.96,112.96,112.96,112.96,112.96,112.96,112.96,122.98,122.98,122.98,122.98,122.98,122.98,122.98,122.98,122.98,122.98,122.98,122.98,122.98,122.98,122.98,122.98,122.98,122.98,122.98,122.98,122.98,122.98,122.98,122.98,122.98,122.98,122.98,122.98,122.98,122.98,122.98,122.98,122.98,122.98,122.98,122.98,122.98,125.83,125.83,125.83,125.83,125.83,125.83,125.83,125.83,125.83,125.83,125.83,125.83,125.83,125.83,125.83,125.83,125.83,125.83,125.83,125.83,125.83,125.83,125.83
1994-04,112.31,112.31,112.31,112.31,112.31,112.31,112.31,112.31,112.31,112.31,112.31,112.31,112.31,112.31,112.31,112.31,112.31,112.31,112.31,112.31,112.31,112.31,112.31,112.31,112.31,112.31,112.31,112.31,112.31,112.31,112.31,112.31,112.31,112.31,112.31,112.31,112.31,112.31,112.31,112.31,112.31,122.27,122.27,122.27,122.27,122.27,122.27,122.27,122.27,122.27,122.27,122.27,122.27,122.27,122.27,122.27,122.27,122.27,122.27,122.27,122.27,122.27,122.27,122.27,122.27,122.27,122.27,122.27,122.27,122.27,122.27,122.27,122.27,122.27,122.27,122.27,122.27,122.27,125.10,125.10,125.10,125.10,125.10,125.10,125.10,125.10,125.10,125.10,125.10,125.10,125.10,125.10,125.10,125.10,125.10,125.10,125.10,125.10,125.10,125.10,125.10
1994-05,112.12,112.12,112.12,112.12,112.12,112.12,112.12,112.12,112.12,112.12,112.12,112.12,112.12,112.12,112.12,112.12,112.12,112.12,112.12,112.12,112.12,112.12,112.12,112.12,112.12,112.12,112.12,112.12,112.12,112.12,112.12,112.12,112.12,112.12,112.12,112.12,112.12,112.12,112.12,112.12,112.12,122.06,122.06,122.06,122.06,122.06,122.06,122.06,122.06,122.06,122.06,122.06,122.06,122.06,122.06,122.06,122.06,122.06,122.06,122.06,122.06,122.06,122.06,122.06,122.06,122.06,122.06,122.06,122.06,122.06,122.06,122.06,122.06,122.06,122.06,122.06,122.06,122.06,124.88,124.88,124.88,124.88,124.88,124.88,124.88,124.88,124.88,124.88,124.88,124.88,124.88,124.88,124.88,124.88,124.88,124.88,124.88,124.88,124.88,124.88,124.88
1994-06,112.04,112.04,112.04,112.04,112.04,112.04,112.04,112.04,112.04,112.04,112.04,112.04,112.04,112.04,112.04,112.04,112.04,112.04,112.04,112.04,112.04,112.04,112.04,112.04,112.04,112.04,112.04,112.04,112.04,112.04,112.04,112.04,112.04,112.04,112.04,112.04,112.04,112.04,112.04,112.04,112.04,121.97,121.97,121.97,121.97,121.97,121.97,121.97,121.97,121.97,121.97,121.97,121.97,121.97,121.97,121.97,121.97,121.97,121.97,121.97,121.97,121.97,121.97,121.97,121.97,121.97,121.97,121.97,121.97,121.97,121.97,121.97,121.97,121.97,121.97,121.97,121.97,121.97,124.80,124.80,124.80,124.80,124.80,124.80,124.80,124.80,124.80,124.80,124.80,124.80,124.80,124.80,124.80,124.80,124.80,124.80,124.80,124.80,124.80,124.80,124.80
1994-07,112.00,112.00,112.00,112.00,112.00,112.00,112.00,112.00,112.00,112.00,112.00,112.00,112.00,112.00,112.00,112.00,112.00,112.00,112.00,112.00,112.00,112.00,112.00,112.00,112.00,112.00,112.00,112.00,112.00,112.00,112.00,112.00,112.00,112.00,112.00,112.00,112.00,112.00,112.00,112.00,112.00,121.92,121.92,121.92,121.92,121.92,121.92,121.92,121.92,121.92,121.92,121.92,121.92,121.92,121.92,121.92,121.92,121.92,121.92,121.92,121.92,121.92,121.92,121.92,121.92,121.92,121.92,121.92,121.92,121.92,121.92,121.92,121.92,121.92,121.92,121.92,121.92,121.92,124.75,124.75,124.75,124.75,124.75,124.75,124.75,124.75,124.75,124.75,124.75,124.75,124.75,124.75,124.75,124.75,124.75,124.75,124.75,124.75,124.75,124.75,124.75
1994-08,112.22,112.22,112.22,112.22,112.22,112.22,112.22,112.22,112.22,112.22,112.22,112.22,112.22,112.22,112.22,112.22,112.22,112.22,112.22,112.22,112.22,112.22,112.22,112.22,112.22,112.22,112.22,112.22,112.22,112.22,112.22,112.22,112.22,112.22,112.22,112.22,112.22,112.22,112.22,112.22,112.22,122.17,122.17,122.17,122.17,122.17,122.17,122.17,122.17,122.17,122.17,122.17,122.17,122.17,122.17,122.17,122.17,122.17,122.17,122.17,122.17,122.17,122.17,122.17,122.17,122.17,122.17,122.17,122.17,122.17,122.17,122.17,122.17,122.17,122.17,122.17,122.17,122.17,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00
1994-09,111.97,111.97,111.97,111.97,111.97,111.97,111.97,111.97,111.97,111.97,111.97,111.97,111.97,111.97,111.97,111.97,111.97,111.97,111.97,111.97,111.97,111.97,111.97,111.97,111.97,111.97,111.97,111.97,111.97,111.97,111.97,111.97,111.97,111.97,111.97,111.97,111.97,111.97,111.97,111.97,111.97,121.90,121.90,121.90,121.90,121.90,121.90,121.90,121.90,121.90,121.90,121.90,121.90,121.90,121.90,121.90,121.90,121.90,121.90,121.90,121.90,121.90,121.90,121.90,121.90,121.90,121.90,121.90,121.90,121.90,121.90,121.90,121.90,121.90,121.90,121.90,121.90,121.90,124.72,124.72,124.72,124.72,124.72,124.72,124.72,124.72,124.72,124.72,124.72,124.72,124.72,124.72,124.72,124.72,124.72,124.72,124.72,124.72,124.72,124.72,124.72
1994-10,111.26,111.26,111.26,111.26,111.26,111.26,111.26,111.26,111.26,111.26,111.26,111.26,111.26,111.26,111.26,111.26,111.26,111.26,111.26,111.26,111.26,111.26,111.26,111.26,111.26,111.26,111.26,111.26,111.26,111.26,111.26,111.26,111.26,111.26,111.26,111.26,111.26,111.26,111.26,111.26,111.26,121.12,121.12,121.12,121.12,121.12,121.12,121.12,121.12,121.12,121.12,121.12,121.12,121.12,121.12,121.12,121.12,121.12,121.12,121.12,121.12,121.12,121.12,121.12,121.12,121.12,121.12,121.12,121.12,121.12,121.12,121.12,121.12,121.12,121.12,121.12,121.12,121.12,123.93,123.93,123.93,123.93,123.93,123.93,123.93,123.93,123.93,123.93,123.93,123.93,123.93,123.93,123.93,123.93,123.93,123.93,123.93,123.93,123.93,123.93,123.93
1994-11,111.03,111.03,111.03,111.03,111.03,111.03,111.03,111.03,111.03,111.03,111.03,111.03,111.03,111.03,111.03,111.03,111.03,111.03,111.03,111.03,111.03,111.03,111.03,111.03,111.03,111.03,111.03,111.03,111.03,111.03,111.03,111.03,111.03,111.03,111.03,111.03,111.03,111.03,111.03,111.03,111.03,120.88,120.88,120.88,120.88,120.88,120.88,120.88,120.88,120.88,120.88,120.88,120.88,120.88,120.88,120.88,120.88,120.88,120.88,120.88,120.88,120.88,120.88,120.88,120.88,120.88,120.88,120.88,120.88,120.88,120.88,120.88,120.88,120.88,120.88,120.88,120.88,120.88,123.68,123.68,123.68,123.68,123.68,123.68,123.68,123.68,123.68,123.68,123.68,123.68,123.68,123.68,123.68,123.68,123.68,123.68,123.68,123.68,123.68,123.68,123.68
1994-12,110.19,110.19,110.19,110.19,110.19,110.19,110.19,110.19,110.19,110.19,110.19,110.19,110.19,110.19,110.19,110.19,110.19,110.19,110.19,110.19,110.19,110.19,110.19,110.19,110.19,110.19,110.19,110.19,110.19,110.19,110.19,110.19,110.19,110.19,110.19,110.19,110.19,110.19,110.19,110.19,110.19,119.96,119.96,119.96,119.96,119.96,119.96,119.96,119.96,119.96,119.96,119.96,119.96,119.96,119.96,119.96,119.96,119.96,119.96,119.96,119.96,119.96,119.96,119.96,119.96,119.96,119.96,119.96,119.96,119.96,119.96,119.96,119.96,119.96,119.96,119.96,119.96,119.96,122.74,122.74,122.74,122.74,122.74,122.74,122.74,122.74,122.74,122.74,122.74,122.74,122.74,122.74,122.74,122.74,122.74,122.74,122.74,122.74,122.74,122.74,122.74
1995-01,108.23,108.23,108.23,108.23,108.23,108.23,108.23,108.23,108.23,108.23,108.23,108.23,108.23,108.23,108.23,108.23,108.23,108.23,108.23,108.23,108.23,108.23,108.23,108.23,108.23,108.23,108.23,108.23,108.23,108.23,108.23,108.23,108.23,108.23,108.23,108.23,108.23,108.23,108.23,108.23,108.23,117.82,117.82,117.82,117.82,117.82,117.82,117.82,117.82,117.82,117.82,117.82,117.82,117.82,117.82,117.82,117.82,117.82,117.82,117.82,117.82,117.82,117.82,117.82,117.82,117.82,117.82,117.82,117.82,117.82,117.82,117.82,117.82,117.82,117.82,117.82,117.82,117.82,120.55,120.55,120.55,120.55,120.55,120.55,120.55,120.55,120.55,120.55,120.55,120.55,120.55,120.55,120.55,120.55,120.55,120.55,120.55,120.55,120.55,120.55,120.55
1995-02,108.32,108.32,108.32,108.32,108.32,108.32,108.32,108.32,108.32,108.32,108.32,108.32,108.32,108.32,108.32,108.32,108.32,108.32,108.32,108.32,108.32,108.32,108.32,108.32,108.32,108.32,108.32,108.32,108.32,108.32,108.32,108.32,108.32,108.32,108.32,108.32,108.32,108.32,108.32,108.32,108.32,117.93,117.93,117.93,117.93,117.93,117.93,117.93,117.93,117.93,117.93,117.93,117.93,117.93,117.93,117.93,117.93,117.93,117.93,117.93,117.93,117.93,117.93,117.93,117.93,117.93,117.93,117.93,117.93,117.93,117.93,117.93,117.93,117.93,117.93,117.93,117.93,117.93,120.66,120.66,120.66,120.66,120.66,120.66,120.66,120.66,120.66,120.66,120.66,120.66,120.66,120.66,120.66,120.66,120.66,120.66,120.66,120.66,120.66,120.66,120.66
1995-03,108.50,108.50,108.50,108.50,108.50,108.50,108.50,108.50,108.50,108.50,108.50,108.50,108.50,108.50,108.50,108.50,108.50,108.50,108.50,108.50,108.50,108.50,108.50,108.50,108.50,108.50,108.50,108.50,108.50,108.50,108.50,108.50,108.50,108.50,108.50,108.50,108.50,108.50,108.50,108.50,108.50,118.12,118.12,118.12,118.12,118.12,118.12,118.12,118.12,118.12,118.12,118.12,118.12,118.12,118.12,118.12,118.12,118.12,118.12,118.12,118.12,118.12,118.12,118.12,118.12,118.12,118.12,118.12,118.12,118.12,118.12,118.12,118.12,118.12,118.12,118.12,118.12,118.12,120.86,120.86,120.86,120.86,120.86,120.86,120.86,120.86,120.86,120.86,120.86,120.86,120.86,120.86,120.86,120.86,120.86,120.86,120.86,120.86,120.86,120.86,120.86
1995-04,108.18,108.18,108.18,108.18,108.18,108.18,108.18,108.18,108.18,108.18,108.18,108.18,108.18,108.18,108.18,108.18,108.18,108.18,108.18,108.18,108.18,108.18,108.18,108.18,108.18,108.18,108.18,108.18,108.18,108.18,108.18,108.18,108.18,108.18,108.18,108.18,108.18,108.18,108.18,108.18,108.18,117.78,117.78,117.78,117.78,117.78,117.78,117.78,117.78,117.78,117.78,117.78,117.78,117.78,117.78,117.78,117.78,117.78,117.78,117.78,117.78,117.78,117.78,117.78,117.78,117.78,117.78,117.78,117.78,117.78,117.78,117.78,117.78,117.78,117.78,117.78,117.78,117.78,120.51,120.51,120.51,120.51,120.51,120.51,120.51,120.51,120.51,120.51,120.51,120.51,120.51,120.51,120.51,120.51,120.51,120.51,120.51,120.51,120.51,120.51,120.51
1995-05,108.17,108.17,108.17,108.17,108.17,108.17,108.17,108.17,108.17,108.17,108.17,108.17,108.17,108.17,108.17,108.17,108.17,108.17,108.17,108.17,108.17,108.17,108.17,108.17,108.17,108.17,108.17,108.17,108.17,108.17,108.17,108.17,108.17,108.17,108.17,108.17,108.17,108.17,108.17,108.17,108.17,117.76,117.76,117.76,117.76,117.76,117.76,117.76,117.76,117.76,117.76,117.76,117.76,117.76,117.76,117.76,117.76,117.76,117.76,117.76,117.76,117.76,117.76,117.76,117.76,117.76,117.76,117.76,117.76,117.76,117.76,117.76,117.76,117.76,117.76,117.76,117.76,117.76,120.49,120.49,120.49,120.49,120.49,120.49,120.49,120.49,120.49,120.49,120.49,120.49,120.49,120.49,120.49,120.49,120.49,120.49,120.49,120.49,120.49,120.49,120.49
1995-06,108.27,108.27,108.27,108.27,108.27,108.27,108.27,108.27,108.27,108.27,108.27,108.27,108.27,108.27,108.27,108.27,108.27,108.27,108.27,108.27,108.27,108.27,108.27,108.27,108.27,108.27,108.27,108.27,108.27,108.27,108.27,108.27,108.27,108.27,108.27,108.27,108.27,108.27,108.27,108.27,108.27,117.87,117.87,117.87,117.87,117.87,117.87,117.87,117.87,117.87,117.87,117.87,117.87,117.87,117.87,117.87,117.87,117.87,117.87,117.87,117.87,117.87,117.87,117.87,117.87,117.87,117.87,117.87,117.87,117.87,117.87,117.87,117.87,117.87,117.87,117.87,117.87,117.87,120.60,120.60,120.60,120.60,120.60,120.60,120.60,120.60,120.60,120.60,120.60,120.60,120.60,120.60,120.60,120.60,120.60,120.60,120.60,120.60,120.60,120.60,120.60
1995-07,108.62,108.62,108.62,108.62,108.62,108.62,108.62,108.62,108.62,108.62,108.62,108.62,108.62,108.62,108.62,108.62,108.62,108.62,108.62,108.62,108.62,108.62,108.62,108.62,108.62,108.62,108.62,108.62,108.62,108.62,108.62,108.62,108.62,108.62,108.62,108.62,108.62,108.62,108.62,108.62,108.62,118.25,118.25,118.25,118.25,118.25,118.25,118.25,118.25,118.25,118.25,118.25,118.25,118.25,118.25,118.25,118.25,118.25,118.25,118.25,118.25,118.25,118.25,118.25,118.25,118.25,118.25,118.25,118.25,118.25,118.25,118.25,118.25,118.25,118.25,118.25,118.25,118.25,120.99,120.99,120.99,120.99,120.99,120.99,120.99,120.99,120.99,120.99,120.99,120.99,120.99,120.99,120.99,120.99,120.99,120.99,120.99,120.99,120.99,120.99,120.99
1995-08,108.78,108.78,108.78,108.78,108.78,108.78,108.78,108.78,108.78,108.78,108.78,108.78,108.78,108.78,108.78,108.78,108.78,108.78,108.78,108.78,108.78,108.78,108.78,108.78,108.78,108.78,108.78,108.78,108.78,108.78,108.78,108.78,108.78,108.78,108.78,108.78,108.78,108.78,108.78,108.78,108.78,118.42,118.42,118.42,118.42,118.42,118.42,118.42,118.42,118.42,118.42,118.42,118.42,118.42,118.42,118.42,118.42,118.42,118.42,118.42,118.42,118.42,118.42,118.42,118.42,118.42,118.42,118.42,118.42,118.42,118.42,118.42,118.42,118.42,118.42,118.42,118.42,118.42,121.17,121.17,121.17,121.17,121.17,121.17,121.17,121.17,121.17,121.17,121.17,121.17,121.17,121.17,121.17,121.17,121.17,121.17,121.17,121.17,121.17,121.17,121.17
1995-09,108.59,108.59,108.59,108.59,108.59,108.59,108.59,108.59,108.59,108.59,108.59,108.59,108.59,108.59,108.59,108.59,108.59,108.59,108.59,108.59,108.59,108.59,108.59,108.59,108.59,108.59,108.59,108.59,108.59,108.59,108.59,108.59,108.59,108.59,108.59,108.59,108.59,108.59,108.59,108.59,108.59,118.22,118.22,118.22,118.22,118.22,118.22,118.22,118.22,118.22,118.22,118.22,118.22,118.22,118.22,118.22,118.22,118.22,118.22,118.22,118.22,118.22,118.22,118.22,118.22,118.22,118.22,118.22,118.22,118.22,118.22,118.22,118.22,118.22,118.22,118.22,118.22,118.22,120.96,120.96,120.96,120.96,120.96,120.96,120.96,120.96,120.96,120.96,120.96,120.96,120.96,120.96,120.96,120.96,120.96,120.96,120.96,120.96,120.96,120.96,120.96
1995-10,107.86,107.86,107.86,107.86,107.86,107.86,107.86,107.86,107.86,107.86,107.86,107.86,107.86,107.86,107.86,107.86,107.86,107.86,107.86,107.86,107.86,107.86,107.86,107.86,107.86,107.86,107.86,107.86,107.86,107.86,107.86,107.86,107.86,107.86,107.86,107.86,107.86,107.86,107.86,107.86,107.86,117.43,117.43,117.43,117.43,117.43,117.43,117.43,117.43,117.43,117.43,117.43,117.43,117.43,117.43,117.43,117.43,117.43,117.43,117.43,117.43,117.43,117.43,117.43,117.43,117.43,117.43,117.43,117.43,117.43,117.43,117.43,117.43,117.43,117.43,117.43,117.43,117.43,120.15,120.15,120.15,120.15,120.15,120.15,120.15,120.15,120.15,120.15,120.15,120.15,120.15,120.15,120.15,120.15,120.15,120.15,120.15,120.15,120.15,120.15,120.15
