"",2005-11-16,2005-12-16,2006-01-16,2006-02-16,2006-03-28,2006-06-16,2006-06-26,2006-07-03,2006-07-17,2006-08-16,2006-09-14,2006-10-16,2006-11-17,2006-12-15,2007-01-16,2007-02-16,2007-03-21,2007-04-16,2007-05-10,2007-06-15,2007-07-13,2007-08-16,2007-09-14,2007-10-15,2007-11-16,2007-12-14,2008-01-16,2008-02-15,2008-03-17,2008-04-14,2008-05-16,2008-06-19,2008-07-14,2008-08-15,2008-09-16,2008-10-16,2008-11-17,2008-12-16,2009-01-16,2009-02-16,2009-03-16,2010-03-04,2010-03-15,2010-04-16,2010-05-17,2010-06-15,2010-07-14,2010-08-16,2010-09-15,2010-10-15,2010-11-15,2010-12-14,2011-01-17,2011-02-14,2011-03-17,2011-04-15,2011-05-16,2011-06-15,2011-07-15,2011-08-15,2011-09-15,2011-10-17,2011-11-14,2011-12-15,2012-01-16,2012-02-14,2012-03-15,2012-04-16,2012-05-14,2012-06-15,2012-07-16,2012-08-15,2012-09-17,2012-10-15,2012-11-14,2012-12-17,2013-01-16,2013-02-15,2013-04-15,2013-05-15,2013-06-17,2013-07-15,2013-08-12,2013-09-16,2013-10-15,2013-11-15,2013-12-16,2014-01-16,2014-02-17,2014-03-17,2014-04-15,2014-05-15,2014-06-16,2014-07-15,2014-08-15,2014-09-15,2014-10-15,2014-11-17,2014-12-15,2015-01-16,2015-02-17
1993-04,122.95,122.95,122.95,122.95,122.95,122.95,122.95,122.95,122.95,122.95,122.95,122.96,122.96,122.96,122.96,122.96,122.96,122.96,122.96,122.96,122.96,122.96,122.96,122.96,122.98,122.98,122.98,122.98,122.98,122.98,122.84,122.84,122.84,122.84,122.84,122.84,122.84,122.84,122.84,122.84,122.84,134.05,134.05,134.05,134.05,134.05,134.05,134.05,134.05,134.05,134.05,134.05,134.05,134.05,134.05,134.05,134.05,134.05,134.05,134.05,134.05,134.05,134.05,134.05,134.05,134.05,134.05,134.05,134.05,134.05,134.05,134.05,134.05,134.05,134.05,134.05,134.05,134.05,137.29,137.29,137.29,137.29,137.29,137.29,137.29,137.29,137.29,137.29,137.29,137.29,137.29,137.29,137.29,137.29,137.29,137.29,137.29,137.29,137.29,137.29,137.29
1993-05,121.76,121.76,121.76,121.76,121.76,121.76,121.76,121.76,121.76,121.76,121.76,121.75,121.71,121.71,121.71,121.71,121.71,121.71,121.78,121.78,121.78,121.78,121.76,121.76,121.77,121.77,121.77,121.74,121.74,121.74,121.68,121.68,121.68,121.68,121.68,121.68,121.68,121.68,121.68,121.68,121.68,132.78,132.78,132.78,132.78,132.78,132.78,132.78,132.78,132.78,132.78,132.78,132.78,132.78,132.78,132.78,132.78,132.78,132.78,132.78,132.78,132.78,132.78,132.78,132.78,132.78,132.78,132.78,132.78,132.78,132.78,132.78,132.78,132.78,132.78,132.78,132.78,132.78,135.99,135.99,135.99,135.99,135.99,135.99,135.99,135.99,135.99,135.99,135.99,135.99,135.99,135.99,135.99,135.99,135.99,135.99,135.99,135.99,135.99,135.99,135.99
1993-06,120.25,120.25,120.25,120.25,120.25,120.26,120.26,120.26,120.26,120.26,120.26,120.27,120.30,120.30,120.30,120.30,120.30,120.30,120.29,120.29,120.29,120.29,120.30,120.30,120.32,120.32,120.32,120.32,120.32,120.32,120.10,120.10,120.10,120.10,120.10,120.10,120.10,120.10,120.10,120.10,120.10,131.06,131.06,131.06,131.06,131.06,131.06,131.06,131.06,131.06,131.06,131.06,131.06,131.06,131.06,131.06,131.06,131.06,131.06,131.06,131.06,131.06,131.06,131.06,131.06,131.06,131.06,131.06,131.06,131.06,131.06,131.06,131.06,131.06,131.06,131.06,131.06,131.06,134.23,134.23,134.23,134.23,134.23,134.23,134.23,134.23,134.23,134.23,134.23,134.23,134.23,134.23,134.23,134.23,134.23,134.23,134.23,134.23,134.23,134.23,134.23
1993-07,119.62,119.62,119.62,119.62,119.62,119.63,119.63,119.63,119.63,119.63,119.63,119.63,119.62,119.62,119.62,119.62,119.62,119.62,119.62,119.62,119.62,119.62,119.61,119.61,119.61,119.61,119.61,119.59,119.59,119.59,119.52,119.52,119.52,119.52,119.52,119.52,119.52,119.52,119.52,119.52,119.52,130.42,130.42,130.42,130.42,130.42,130.42,130.42,130.42,130.42,130.42,130.42,130.42,130.42,130.42,130.42,130.42,130.42,130.42,130.42,130.42,130.42,130.42,130.42,130.42,130.42,130.42,130.42,130.42,130.42,130.42,130.42,130.42,130.42,130.42,130.42,130.42,130.42,133.57,133.57,133.57,133.57,133.57,133.57,133.57,133.57,133.57,133.57,133.57,133.57,133.57,133.57,133.57,133.57,133.57,133.57,133.57,133.57,133.57,133.57,133.57
1993-08,120.90,120.90,120.90,120.90,120.90,120.90,120.90,120.90,120.90,120.90,120.90,120.91,120.91,120.91,120.91,120.91,120.91,120.91,120.97,120.97,120.97,120.97,120.97,120.97,120.98,120.98,120.98,120.97,120.97,120.97,120.83,120.83,120.83,120.83,120.83,120.83,120.83,120.83,120.83,120.83,120.83,131.85,131.85,131.85,131.85,131.85,131.85,131.85,131.85,131.85,131.85,131.85,131.85,131.85,131.85,131.85,131.85,131.85,131.85,131.85,131.85,131.85,131.85,131.85,131.85,131.85,131.85,131.85,131.85,131.85,131.85,131.85,131.85,131.85,131.85,131.85,131.85,131.85,135.04,135.04,135.04,135.04,135.04,135.04,135.04,135.04,135.04,135.04,135.04,135.04,135.04,135.04,135.04,135.04,135.04,135.04,135.04,135.04,135.04,135.04,135.04
1993-09,119.07,119.07,119.07,119.07,119.07,119.08,119.08,119.08,119.08,119.08,119.08,119.09,119.10,119.10,119.10,119.10,119.10,119.10,119.14,119.14,119.14,119.14,119.14,119.14,119.16,119.16,119.16,119.16,119.16,119.16,118.98,118.98,118.98,118.98,118.98,118.98,118.98,118.98,118.98,118.98,118.98,129.83,129.83,129.83,129.83,129.83,129.83,129.83,129.83,129.83,129.83,129.83,129.83,129.83,129.83,129.83,129.83,129.83,129.83,129.83,129.83,129.83,129.83,129.83,129.83,129.83,129.83,129.83,129.83,129.83,129.83,129.83,129.83,129.83,129.83,129.83,129.83,129.83,132.97,132.97,132.97,132.97,132.97,132.97,132.97,132.97,132.97,132.97,132.97,132.97,132.97,132.97,132.97,132.97,132.97,132.97,132.97,132.97,132.97,132.97,132.97
1993-10,118.91,118.91,118.91,118.91,118.91,118.91,118.91,118.91,118.91,118.91,118.91,118.91,118.89,118.89,118.89,118.89,118.89,118.89,118.93,118.93,118.93,118.93,118.93,118.93,118.94,118.94,118.94,118.93,118.93,118.93,118.85,118.85,118.85,118.85,118.85,118.85,118.85,118.85,118.85,118.85,118.85,129.69,129.69,129.69,129.69,129.69,129.69,129.69,129.69,129.69,129.69,129.69,129.69,129.69,129.69,129.69,129.69,129.69,129.69,129.69,129.69,129.69,129.69,129.69,129.69,129.69,129.69,129.69,129.69,129.69,129.69,129.69,129.69,129.69,129.69,129.69,129.69,129.69,132.82,132.82,132.82,132.82,132.82,132.82,132.82,132.82,132.82,132.82,132.82,132.82,132.82,132.82,132.82,132.82,132.82,132.82,132.82,132.82,132.82,132.82,132.82
1993-11,117.55,117.55,117.55,117.55,117.55,117.55,117.55,117.55,117.55,117.55,117.55,117.56,117.57,117.57,117.57,117.57,117.57,117.57,117.61,117.61,117.61,117.61,117.61,117.61,117.63,117.63,117.63,117.62,117.62,117.62,117.48,117.48,117.48,117.48,117.48,117.48,117.48,117.48,117.48,117.48,117.48,128.20,128.20,128.20,128.20,128.20,128.20,128.20,128.20,128.20,128.20,128.20,128.20,128.20,128.20,128.20,128.20,128.20,128.20,128.20,128.20,128.20,128.20,128.20,128.20,128.20,128.20,128.20,128.20,128.20,128.20,128.20,128.20,128.20,128.20,128.20,128.20,128.20,131.30,131.30,131.30,131.30,131.30,131.30,131.30,131.30,131.30,131.30,131.30,131.30,131.30,131.30,131.30,131.30,131.30,131.30,131.30,131.30,131.30,131.30,131.30
1993-12,117.75,117.75,117.75,117.75,117.75,117.95,117.95,117.95,117.95,117.95,117.95,117.96,117.96,117.97,117.97,117.97,117.97,117.97,117.99,117.99,117.99,117.99,117.99,117.99,117.84,117.84,117.84,118.26,118.26,118.26,118.13,118.13,118.13,118.13,118.13,118.13,118.13,118.13,118.13,118.13,118.13,128.91,128.91,128.91,128.91,128.91,128.91,128.91,128.91,128.91,128.91,128.91,128.91,128.91,128.91,128.91,128.91,128.91,128.91,128.91,128.91,128.91,128.91,128.91,128.91,128.91,128.91,128.91,128.91,128.91,128.91,128.91,128.91,128.91,128.91,128.91,128.91,128.91,132.03,132.03,132.03,132.03,132.03,132.03,132.03,132.03,132.03,132.03,132.03,132.03,132.03,132.03,132.03,132.03,132.03,132.03,132.03,132.03,132.03,132.03,132.03
1994-01,117.08,117.08,117.08,117.08,117.08,117.07,117.07,117.07,117.07,117.07,117.07,117.07,117.05,117.05,117.05,117.05,117.05,117.05,117.14,117.14,117.14,117.14,117.14,117.14,117.15,117.15,117.15,117.13,117.13,117.13,117.07,117.07,117.07,117.07,117.07,117.07,117.07,117.07,117.07,117.07,117.07,127.75,127.75,127.75,127.75,127.75,127.75,127.75,127.75,127.75,127.75,127.75,127.75,127.75,127.75,127.75,127.75,127.75,127.75,127.75,127.75,127.75,127.75,127.75,127.75,127.75,127.75,127.75,127.75,127.75,127.75,127.75,127.75,127.75,127.75,127.75,127.75,127.75,130.84,130.84,130.84,130.84,130.84,130.84,130.84,130.84,130.84,130.84,130.84,130.84,130.84,130.84,130.84,130.84,130.84,130.84,130.84,130.84,130.84,130.84,130.84
1994-02,116.60,116.60,116.60,116.60,116.60,116.57,116.57,116.57,116.57,116.57,116.57,116.57,116.57,116.57,116.57,116.57,116.57,116.57,116.60,116.60,116.60,116.60,116.61,116.61,116.62,116.62,116.62,116.61,116.61,116.61,116.47,116.47,116.47,116.47,116.47,116.47,116.47,116.47,116.47,116.47,116.47,127.10,127.10,127.10,127.10,127.10,127.10,127.10,127.10,127.10,127.10,127.10,127.10,127.10,127.10,127.10,127.10,127.10,127.10,127.10,127.10,127.10,127.10,127.10,127.10,127.10,127.10,127.10,127.10,127.10,127.10,127.10,127.10,127.10,127.10,127.10,127.10,127.10,130.17,130.17,130.17,130.17,130.17,130.17,130.17,130.17,130.17,130.17,130.17,130.17,130.17,130.17,130.17,130.17,130.17,130.17,130.17,130.17,130.17,130.17,130.17
1994-03,116.14,116.14,116.14,116.14,116.14,116.16,116.16,116.16,116.16,116.16,116.16,116.15,116.21,116.21,116.21,116.21,116.21,116.21,116.23,116.23,116.23,116.23,116.24,116.24,116.27,116.27,116.27,116.26,116.26,116.26,115.97,115.97,115.97,115.97,115.97,115.97,115.97,115.97,115.97,115.97,115.97,126.55,126.55,126.55,126.55,126.55,126.55,126.55,126.55,126.55,126.55,126.55,126.55,126.55,126.55,126.55,126.55,126.55,126.55,126.55,126.55,126.55,126.55,126.55,126.55,126.55,126.55,126.55,126.55,126.55,126.55,126.55,126.55,126.55,126.55,126.55,126.55,126.55,129.61,129.61,129.61,129.61,129.61,129.61,129.61,129.61,129.61,129.61,129.61,129.61,129.61,129.61,129.61,129.61,129.61,129.61,129.61,129.61,129.61,129.61,129.61
1994-04,116.82,116.82,116.82,116.82,116.82,116.81,116.81,116.81,116.81,116.81,116.81,116.80,116.76,116.76,116.76,116.76,116.76,116.76,116.83,116.83,116.83,116.83,116.83,116.83,116.84,116.84,116.84,116.82,116.82,116.82,116.82,116.82,116.82,116.82,116.82,116.82,116.82,116.82,116.82,116.82,116.82,127.48,127.48,127.48,127.48,127.48,127.48,127.48,127.48,127.48,127.48,127.48,127.48,127.48,127.48,127.48,127.48,127.48,127.48,127.48,127.48,127.48,127.48,127.48,127.48,127.48,127.48,127.48,127.48,127.48,127.48,127.48,127.48,127.48,127.48,127.48,127.48,127.48,130.56,130.56,130.56,130.56,130.56,130.56,130.56,130.56,130.56,130.56,130.56,130.56,130.56,130.56,130.56,130.56,130.56,130.56,130.56,130.56,130.56,130.56,130.56
1994-05,115.41,115.41,115.41,115.41,115.41,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.46,115.46,115.46,115.46,115.45,115.45,115.46,115.46,115.46,115.45,115.45,115.45,115.27,115.27,115.27,115.27,115.27,115.27,115.27,115.27,115.27,115.27,115.27,125.79,125.79,125.79,125.79,125.79,125.79,125.79,125.79,125.79,125.79,125.79,125.79,125.79,125.79,125.79,125.79,125.79,125.79,125.79,125.79,125.79,125.79,125.79,125.79,125.79,125.79,125.79,125.79,125.79,125.79,125.79,125.79,125.79,125.79,125.79,125.79,125.79,128.83,128.83,128.83,128.83,128.83,128.83,128.83,128.83,128.83,128.83,128.83,128.83,128.83,128.83,128.83,128.83,128.83,128.83,128.83,128.83,128.83,128.83,128.83
1994-06,115.23,115.23,115.23,115.23,115.23,115.24,115.24,115.24,115.24,115.24,115.24,115.25,115.28,115.28,115.28,115.28,115.28,115.28,115.32,115.32,115.32,115.32,115.32,115.32,115.34,115.34,115.34,115.34,115.34,115.34,115.13,115.13,115.13,115.13,115.13,115.13,115.13,115.13,115.13,115.13,115.13,125.63,125.63,125.63,125.63,125.63,125.63,125.63,125.63,125.63,125.63,125.63,125.63,125.63,125.63,125.63,125.63,125.63,125.63,125.63,125.63,125.63,125.63,125.63,125.63,125.63,125.63,125.63,125.63,125.63,125.63,125.63,125.63,125.63,125.63,125.63,125.63,125.63,128.67,128.67,128.67,128.67,128.67,128.67,128.67,128.67,128.67,128.67,128.67,128.67,128.67,128.67,128.67,128.67,128.67,128.67,128.67,128.67,128.67,128.67,128.67
1994-07,114.54,114.54,114.54,114.54,114.54,114.54,114.54,114.54,114.54,114.54,114.54,114.53,114.47,114.47,114.47,114.47,114.47,114.47,114.55,114.55,114.55,114.55,114.54,114.54,114.52,114.52,114.52,114.50,114.50,114.50,114.55,114.55,114.55,114.55,114.55,114.55,114.55,114.55,114.55,114.55,114.55,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,128.02,128.02,128.02,128.02,128.02,128.02,128.02,128.02,128.02,128.02,128.02,128.02,128.02,128.02,128.02,128.02,128.02,128.02,128.02,128.02,128.02,128.02,128.02
1994-08,114.45,114.45,114.45,114.45,114.45,114.46,114.46,114.46,114.46,114.46,114.46,114.48,114.52,114.52,114.52,114.52,114.52,114.52,114.54,114.54,114.54,114.54,114.54,114.54,114.56,114.56,114.56,114.57,114.57,114.57,114.32,114.32,114.32,114.32,114.32,114.32,114.32,114.32,114.32,114.32,114.32,124.75,124.75,124.75,124.75,124.75,124.75,124.75,124.75,124.75,124.75,124.75,124.75,124.75,124.75,124.75,124.75,124.75,124.75,124.75,124.75,124.75,124.75,124.75,124.75,124.75,124.75,124.75,124.75,124.75,124.75,124.75,124.75,124.75,124.75,124.75,124.75,124.75,127.77,127.77,127.77,127.77,127.77,127.77,127.77,127.77,127.77,127.77,127.77,127.77,127.77,127.77,127.77,127.77,127.77,127.77,127.77,127.77,127.77,127.77,127.77
1994-09,114.54,114.54,114.54,114.54,114.54,114.55,114.55,114.55,114.55,114.55,114.55,114.55,114.57,114.57,114.57,114.57,114.57,114.57,114.61,114.61,114.61,114.61,114.61,114.61,114.63,114.63,114.63,114.63,114.63,114.63,114.46,114.46,114.46,114.46,114.46,114.46,114.46,114.46,114.46,114.46,114.46,124.90,124.90,124.90,124.90,124.90,124.90,124.90,124.90,124.90,124.90,124.90,124.90,124.90,124.90,124.90,124.90,124.90,124.90,124.90,124.90,124.90,124.90,124.90,124.90,124.90,124.90,124.90,124.90,124.90,124.90,124.90,124.90,124.90,124.90,124.90,124.90,124.90,127.92,127.92,127.92,127.92,127.92,127.92,127.92,127.92,127.92,127.92,127.92,127.92,127.92,127.92,127.92,127.92,127.92,127.92,127.92,127.92,127.92,127.92,127.92
1994-10,114.76,114.76,114.76,114.76,114.76,114.74,114.74,114.74,114.74,114.74,114.74,114.72,114.66,114.65,114.65,114.65,114.65,114.65,114.74,114.74,114.74,114.74,114.74,114.74,114.74,114.74,114.74,114.72,114.72,114.72,114.77,114.77,114.77,114.77,114.77,114.77,114.77,114.77,114.77,114.77,114.77,125.24,125.24,125.24,125.24,125.24,125.24,125.24,125.24,125.24,125.24,125.24,125.24,125.24,125.24,125.24,125.24,125.24,125.24,125.24,125.24,125.24,125.24,125.24,125.24,125.24,125.24,125.24,125.24,125.24,125.24,125.24,125.24,125.24,125.24,125.24,125.24,125.24,128.27,128.27,128.27,128.27,128.27,128.27,128.27,128.27,128.27,128.27,128.27,128.27,128.27,128.27,128.27,128.27,128.27,128.27,128.27,128.27,128.27,128.27,128.27
1994-11,114.03,114.03,114.03,114.03,114.03,114.03,114.03,114.03,114.03,114.03,114.03,114.04,114.05,114.05,114.05,114.05,114.05,114.05,114.10,114.10,114.10,114.10,114.10,114.10,114.11,114.11,114.11,114.11,114.11,114.11,113.98,113.98,113.98,113.98,113.98,113.98,113.98,113.98,113.98,113.98,113.98,124.38,124.38,124.38,124.38,124.38,124.38,124.38,124.38,124.38,124.38,124.38,124.38,124.38,124.38,124.38,124.38,124.38,124.38,124.38,124.38,124.38,124.38,124.38,124.38,124.38,124.38,124.38,124.38,124.38,124.38,124.38,124.38,124.38,124.38,124.38,124.38,124.38,127.39,127.39,127.39,127.39,127.39,127.39,127.39,127.39,127.39,127.39,127.39,127.39,127.39,127.39,127.39,127.39,127.39,127.39,127.39,127.39,127.39,127.39,127.39
1994-12,114.08,114.08,114.08,114.08,114.08,114.27,114.27,114.27,114.27,114.27,114.27,114.28,114.30,114.30,114.30,114.30,114.30,114.30,114.34,114.34,114.34,114.34,114.36,114.36,114.24,114.24,114.24,114.60,114.60,114.60,114.47,114.47,114.47,114.47,114.47,114.47,114.47,114.47,114.47,114.47,114.47,124.91,124.91,124.91,124.91,124.91,124.91,124.91,124.91,124.91,124.91,124.91,124.91,124.91,124.91,124.91,124.91,124.91,124.91,124.91,124.91,124.91,124.91,124.91,124.91,124.91,124.91,124.91,124.91,124.91,124.91,124.91,124.91,124.91,124.91,124.91,124.91,124.91,127.93,127.93,127.93,127.93,127.93,127.93,127.93,127.93,127.93,127.93,127.93,127.93,127.93,127.93,127.93,127.93,127.93,127.93,127.93,127.93,127.93,127.93,127.93
1995-01,113.86,113.86,113.86,113.86,113.86,113.86,113.86,113.86,113.86,113.86,113.86,113.87,113.90,113.90,113.90,113.90,113.90,113.90,113.96,113.96,113.96,113.96,113.97,113.97,113.98,113.98,113.98,113.99,113.99,113.99,113.79,113.79,113.79,113.79,113.79,113.79,113.79,113.79,113.79,113.79,113.79,124.17,124.17,124.17,124.17,124.17,124.17,124.17,124.17,124.17,124.17,124.17,124.17,124.17,124.17,124.17,124.17,124.17,124.17,124.17,124.17,124.17,124.17,124.17,124.17,124.17,124.17,124.17,124.17,124.17,124.17,124.17,124.17,124.17,124.17,124.17,124.17,124.17,127.17,127.17,127.17,127.17,127.17,127.17,127.17,127.17,127.17,127.17,127.17,127.17,127.17,127.17,127.17,127.17,127.17,127.17,127.17,127.17,127.17,127.17,127.17
1995-02,113.27,113.27,113.27,113.27,113.27,113.24,113.24,113.24,113.24,113.24,113.24,113.24,113.24,113.24,113.24,113.24,113.24,113.24,113.29,113.29,113.29,113.29,113.29,113.29,113.30,113.30,113.30,113.30,113.30,113.30,113.17,113.17,113.17,113.17,113.17,113.17,113.17,113.17,113.17,113.17,113.17,123.49,123.49,123.49,123.49,123.49,123.49,123.49,123.49,123.49,123.49,123.49,123.49,123.49,123.49,123.49,123.49,123.49,123.49,123.49,123.49,123.49,123.49,123.49,123.49,123.49,123.49,123.49,123.49,123.49,123.49,123.49,123.49,123.49,123.49,123.49,123.49,123.49,126.47,126.47,126.47,126.47,126.47,126.47,126.47,126.47,126.47,126.47,126.47,126.47,126.47,126.47,126.47,126.47,126.47,126.47,126.47,126.47,126.47,126.47,126.47
1995-03,112.05,112.05,112.05,112.05,112.05,112.07,112.07,112.07,112.07,112.07,112.07,112.06,112.11,112.11,112.11,112.11,112.11,112.11,112.16,112.16,112.16,112.16,112.16,112.16,112.19,112.19,112.19,112.18,112.18,112.18,111.92,111.92,111.92,111.92,111.92,111.92,111.92,111.92,111.92,111.92,111.92,122.13,122.13,122.13,122.13,122.13,122.13,122.13,122.13,122.13,122.13,122.13,122.13,122.13,122.13,122.13,122.13,122.13,122.13,122.13,122.13,122.13,122.13,122.13,122.13,122.13,122.13,122.13,122.13,122.13,122.13,122.13,122.13,122.13,122.13,122.13,122.13,122.13,125.08,125.08,125.08,125.08,125.08,125.08,125.08,125.08,125.08,125.08,125.08,125.08,125.08,125.08,125.08,125.08,125.08,125.08,125.08,125.08,125.08,125.08,125.08
1995-04,112.20,112.20,112.20,112.20,112.20,112.17,112.17,112.17,112.17,112.17,112.17,112.15,112.08,112.07,112.07,112.07,112.07,112.07,112.19,112.19,112.19,112.19,112.18,112.18,112.18,112.18,112.18,112.15,112.15,112.15,112.26,112.26,112.26,112.26,112.26,112.26,112.26,112.26,112.26,112.26,112.26,122.50,122.50,122.50,122.50,122.50,122.50,122.50,122.50,122.50,122.50,122.50,122.50,122.50,122.50,122.50,122.50,122.50,122.50,122.50,122.50,122.50,122.50,122.50,122.50,122.50,122.50,122.50,122.50,122.50,122.50,122.50,122.50,122.50,122.50,122.50,122.50,122.50,125.46,125.46,125.46,125.46,125.46,125.46,125.46,125.46,125.46,125.46,125.46,125.46,125.46,125.46,125.46,125.46,125.46,125.46,125.46,125.46,125.46,125.46,125.46
1995-05,112.69,112.69,112.69,112.69,112.69,112.72,112.72,112.72,112.72,112.72,112.72,112.73,112.77,112.78,112.78,112.78,112.78,112.78,112.81,112.81,112.81,112.81,112.80,112.80,112.81,112.81,112.81,112.82,112.82,112.82,112.53,112.53,112.53,112.53,112.53,112.53,112.53,112.53,112.53,112.53,112.53,122.80,122.80,122.80,122.80,122.80,122.80,122.80,122.80,122.80,122.80,122.80,122.80,122.80,122.80,122.80,122.80,122.80,122.80,122.80,122.80,122.80,122.80,122.80,122.80,122.80,122.80,122.80,122.80,122.80,122.80,122.80,122.80,122.80,122.80,122.80,122.80,122.80,125.77,125.77,125.77,125.77,125.77,125.77,125.77,125.77,125.77,125.77,125.77,125.77,125.77,125.77,125.77,125.77,125.77,125.77,125.77,125.77,125.77,125.77,125.77
1995-06,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.80,111.80,111.80,111.80,111.80,111.80,111.89,111.89,111.89,111.89,111.88,111.88,111.90,111.90,111.90,111.88,111.88,111.88,111.81,111.81,111.81,111.81,111.81,111.81,111.81,111.81,111.81,111.81,111.81,122.01,122.01,122.01,122.01,122.01,122.01,122.01,122.01,122.01,122.01,122.01,122.01,122.01,122.01,122.01,122.01,122.01,122.01,122.01,122.01,122.01,122.01,122.01,122.01,122.01,122.01,122.01,122.01,122.01,122.01,122.01,122.01,122.01,122.01,122.01,122.01,122.01,124.96,124.96,124.96,124.96,124.96,124.96,124.96,124.96,124.96,124.96,124.96,124.96,124.96,124.96,124.96,124.96,124.96,124.96,124.96,124.96,124.96,124.96,124.96
1995-07,111.44,111.44,111.44,111.44,111.44,111.43,111.43,111.43,111.43,111.43,111.43,111.42,111.37,111.37,111.37,111.37,111.37,111.37,111.52,111.52,111.52,111.52,111.50,111.50,111.48,111.48,111.48,111.46,111.46,111.46,111.51,111.51,111.51,111.51,111.51,111.51,111.51,111.51,111.51,111.51,111.51,121.68,121.68,121.68,121.68,121.68,121.68,121.68,121.68,121.68,121.68,121.68,121.68,121.68,121.68,121.68,121.68,121.68,121.68,121.68,121.68,121.68,121.68,121.68,121.68,121.68,121.68,121.68,121.68,121.68,121.68,121.68,121.68,121.68,121.68,121.68,121.68,121.68,124.62,124.62,124.62,124.62,124.62,124.62,124.62,124.62,124.62,124.62,124.62,124.62,124.62,124.62,124.62,124.62,124.62,124.62,124.62,124.62,124.62,124.62,124.62
1995-08,110.67,110.67,110.67,110.67,110.67,110.68,110.68,110.68,110.68,110.68,110.68,110.69,110.73,110.73,110.73,110.73,110.73,110.73,110.75,110.75,110.75,110.75,110.75,110.75,110.77,110.77,110.77,110.78,110.78,110.78,110.54,110.54,110.54,110.54,110.54,110.54,110.54,110.54,110.54,110.54,110.54,120.62,120.62,120.62,120.62,120.62,120.62,120.62,120.62,120.62,120.62,120.62,120.62,120.62,120.62,120.62,120.62,120.62,120.62,120.62,120.62,120.62,120.62,120.62,120.62,120.62,120.62,120.62,120.62,120.62,120.62,120.62,120.62,120.62,120.62,120.62,120.62,120.62,123.54,123.54,123.54,123.54,123.54,123.54,123.54,123.54,123.54,123.54,123.54,123.54,123.54,123.54,123.54,123.54,123.54,123.54,123.54,123.54,123.54,123.54,123.54
1995-09,110.66,110.66,110.66,110.66,110.66,110.65,110.65,110.65,110.65,110.65,110.65,110.65,110.62,110.61,110.61,110.61,110.61,110.61,110.71,110.71,110.71,110.71,110.71,110.71,110.71,110.71,110.71,110.71,110.71,110.71,110.66,110.66,110.66,110.66,110.66,110.66,110.66,110.66,110.66,110.66,110.66,120.76,120.76,120.76,120.76,120.76,120.76,120.76,120.76,120.76,120.76,120.76,120.76,120.76,120.76,120.76,120.76,120.76,120.76,120.76,120.76,120.76,120.76,120.76,120.76,120.76,120.76,120.76,120.76,120.76,120.76,120.76,120.76,120.76,120.76,120.76,120.76,120.76,123.68,123.68,123.68,123.68,123.68,123.68,123.68,123.68,123.68,123.68,123.68,123.68,123.68,123.68,123.68,123.68,123.68,123.68,123.68,123.68,123.68,123.68,123.68
1995-10,108.74,108.74,108.74,108.74,108.74,108.74,108.74,108.74,108.74,108.74,108.74,108.73,108.71,108.71,108.71,108.71,108.71,108.71,108.82,108.82,108.82,108.82,108.82,108.82,108.82,108.82,108.82,108.82,108.82,108.82,108.75,108.75,108.75,108.75,108.75,108.75,108.75,108.75,108.75,108.75,108.75,118.67,118.67,118.67,118.67,118.67,118.67,118.67,118.67,118.67,118.67,118.67,118.67,118.67,118.67,118.67,118.67,118.67,118.67,118.67,118.67,118.67,118.67,118.67,118.67,118.67,118.67,118.67,118.67,118.67,118.67,118.67,118.67,118.67,118.67,118.67,118.67,118.67,121.54,121.54,121.54,121.54,121.54,121.54,121.54,121.54,121.54,121.54,121.54,121.54,121.54,121.54,121.54,121.54,121.54,121.54,121.54,121.54,121.54,121.54,121.54
1995-11,109.01,109.01,109.01,109.01,109.01,109.02,109.02,109.02,109.02,109.02,109.02,109.04,109.07,109.08,109.08,109.08,109.08,109.08,109.14,109.14,109.14,109.14,109.14,109.14,109.16,109.16,109.16,109.18,109.18,109.18,108.95,108.95,108.95,108.95,108.95,108.95,108.95,108.95,108.95,108.95,108.95,118.89,118.89,118.89,118.89,118.89,118.89,118.89,118.89,118.89,118.89,118.89,118.89,118.89,118.89,118.89,118.89,118.89,118.89,118.89,118.89,118.89,118.89,118.89,118.89,118.89,118.89,118.89,118.89,118.89,118.89,118.89,118.89,118.89,118.89,118.89,118.89,118.89,121.76,121.76,121.76,121.76,121.76,121.76,121.76,121.76,121.76,121.76,121.76,121.76,121.76,121.76,121.76,121.76,121.76,121.76,121.76,121.76,121.76,121.76,121.76
