"",2005-11-16,2005-12-16,2006-01-16,2006-02-16,2006-03-28,2006-06-16,2006-06-26,2006-07-03,2006-07-17,2006-08-16,2006-09-14,2006-10-16,2006-11-17,2006-12-15,2007-01-16,2007-02-16,2007-03-21,2007-04-16,2007-05-10,2007-06-15,2007-07-13,2007-08-16,2007-09-14,2007-10-15,2007-11-16,2007-12-14,2008-01-16,2008-02-15,2008-03-17,2008-04-14,2008-05-16,2008-06-19,2008-07-14,2008-08-15,2008-09-16,2008-10-16,2008-11-17,2008-12-16,2009-01-16,2009-02-16,2009-03-16,2010-03-04,2010-03-15,2010-04-16,2010-05-17,2010-06-15,2010-07-14,2010-08-16,2010-09-15,2010-10-15,2010-11-15,2010-12-14,2011-01-17,2011-02-14,2011-03-17,2011-04-15,2011-05-16,2011-06-15,2011-07-15,2011-08-15,2011-09-15,2011-10-17,2011-11-14,2011-12-15,2012-01-16,2012-02-14,2012-03-15,2012-04-16,2012-05-14,2012-06-15,2012-07-16,2012-08-15,2012-09-17,2012-10-15,2012-11-14,2012-12-17,2013-01-16,2013-02-15,2013-04-15,2013-05-15,2013-06-17,2013-07-15,2013-08-12,2013-09-16,2013-10-15,2013-11-15,2013-12-16,2014-01-16,2014-02-17,2014-03-17,2014-04-15,2014-05-15,2014-06-16,2014-07-15,2014-08-15,2014-09-15,2014-10-15,2014-11-17,2014-12-15,2015-01-16,2015-02-17
1993-04,98.31,99.15,99.15,99.16,99.16,99.16,99.13,99.13,99.13,99.13,99.13,99.13,99.13,99.13,99.12,99.12,99.12,99.12,99.22,99.22,99.37,99.37,99.37,99.37,99.37,99.37,99.37,99.35,99.35,99.35,99.35,99.35,99.35,99.23,99.23,99.23,99.23,99.23,99.23,99.23,99.23,97.60,97.60,97.60,97.60,97.60,97.60,97.60,97.60,97.60,97.60,97.60,97.60,97.60,97.60,97.60,97.60,97.60,97.60,97.60,97.60,97.60,97.60,97.60,97.60,97.60,97.60,97.60,97.60,97.60,97.60,97.60,97.60,97.60,97.60,97.60,97.60,97.60,92.26,92.26,92.26,92.26,92.26,92.26,92.26,92.26,92.26,92.26,92.26,92.26,92.26,92.26,92.26,92.26,92.26,92.26,92.26,92.26,92.26,92.26,92.26
1993-05,99.54,98.57,98.57,98.56,98.56,98.56,98.59,98.59,98.59,98.59,98.59,98.59,98.59,98.59,98.58,98.58,98.58,98.58,98.67,98.67,98.17,98.17,98.17,98.18,98.18,98.18,98.18,98.16,98.16,98.16,98.16,98.16,98.16,98.18,98.18,98.18,98.18,98.18,98.18,98.18,98.18,96.57,96.57,96.57,96.57,96.57,96.57,96.57,96.57,96.57,96.57,96.57,96.57,96.57,96.57,96.57,96.57,96.57,96.57,96.57,96.57,96.57,96.57,96.57,96.57,96.57,96.57,96.57,96.57,96.57,96.57,96.57,96.57,96.57,96.57,96.57,96.57,96.57,91.28,91.28,91.28,91.28,91.28,91.28,91.28,91.28,91.28,91.28,91.28,91.28,91.28,91.28,91.28,91.28,91.28,91.28,91.28,91.28,91.28,91.28,91.28
1993-06,100.78,98.34,98.34,98.34,98.34,98.34,98.30,98.30,98.30,98.30,98.30,98.30,98.29,98.29,98.29,98.29,98.29,98.29,98.38,98.38,98.37,98.37,98.37,98.37,98.37,98.37,98.37,98.35,98.35,98.35,98.35,98.35,98.35,98.36,98.36,98.36,98.36,98.36,98.36,98.36,98.36,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,91.45,91.45,91.45,91.45,91.45,91.45,91.45,91.45,91.45,91.45,91.45,91.45,91.45,91.45,91.45,91.45,91.45,91.45,91.45,91.45,91.45,91.45,91.45
1993-07,98.78,99.60,99.60,99.60,99.60,99.60,99.51,99.51,99.51,99.51,99.51,99.51,99.53,99.53,99.53,99.53,99.53,99.53,99.61,99.61,99.66,99.66,99.67,99.70,99.70,99.70,99.70,99.66,99.66,99.68,99.68,99.68,99.68,99.70,99.69,99.69,99.69,99.69,99.69,99.69,99.69,98.05,98.05,98.05,98.05,98.05,98.05,98.05,98.05,98.05,98.05,98.05,98.05,98.05,98.05,98.05,98.05,98.05,98.05,98.05,98.05,98.05,98.05,98.05,98.05,98.05,98.05,98.05,98.05,98.05,98.05,98.05,98.05,98.05,98.05,98.05,98.05,98.05,92.68,92.68,92.68,92.68,92.68,92.68,92.68,92.68,92.68,92.68,92.68,92.68,92.68,92.68,92.68,92.68,92.68,92.68,92.68,92.68,92.68,92.68,92.68
1993-08,96.16,97.95,97.95,97.95,97.95,97.95,98.08,98.08,98.08,98.08,98.08,98.08,98.09,98.09,98.09,98.09,98.09,98.09,98.17,98.17,98.22,98.22,98.22,98.11,98.11,98.11,98.11,98.21,98.21,98.22,98.22,98.22,98.22,98.23,98.23,98.23,98.23,98.23,98.23,98.23,98.23,96.62,96.62,96.62,96.62,96.62,96.62,96.62,96.62,96.62,96.62,96.62,96.62,96.62,96.62,96.62,96.62,96.62,96.62,96.62,96.62,96.62,96.62,96.62,96.62,96.62,96.62,96.62,96.62,96.62,96.62,96.62,96.62,96.62,96.62,96.62,96.62,96.62,91.33,91.33,91.33,91.33,91.33,91.33,91.33,91.33,91.33,91.33,91.33,91.33,91.33,91.33,91.33,91.33,91.33,91.33,91.33,91.33,91.33,91.33,91.33
1993-09,95.90,98.17,98.17,98.17,98.17,98.17,98.17,98.17,98.17,98.17,98.17,98.17,98.17,98.17,98.17,98.17,98.17,98.17,98.25,98.25,98.29,98.29,98.29,98.30,98.30,98.30,98.30,98.28,98.28,98.28,98.28,98.28,98.28,98.29,98.29,98.29,98.29,98.29,98.29,98.29,98.29,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,96.68,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39,91.39
1993-10,89.65,97.92,97.92,97.93,97.93,97.93,98.01,98.01,98.01,98.01,98.01,98.01,98.01,98.01,98.01,98.01,98.01,98.01,98.08,98.08,98.13,98.13,98.13,98.14,98.14,98.14,98.14,98.30,98.30,98.29,98.29,98.29,98.29,98.31,98.31,98.31,98.31,98.31,98.31,98.31,98.31,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,91.41,91.41,91.41,91.41,91.41,91.41,91.41,91.41,91.41,91.41,91.41,91.41,91.41,91.41,91.41,91.41,91.41,91.41,91.41,91.41,91.41,91.41,91.41
1993-11,106.59,97.27,97.27,97.27,97.27,97.27,97.31,97.31,97.31,97.31,97.31,97.31,97.30,97.30,97.31,97.31,97.31,97.31,97.39,97.39,97.44,97.44,97.44,97.45,97.45,97.45,97.45,97.41,97.41,97.42,97.42,97.42,97.42,97.44,97.44,97.44,97.44,97.44,97.44,97.44,97.44,95.84,95.84,95.84,95.84,95.84,95.84,95.84,95.84,95.84,95.84,95.84,95.84,95.84,95.84,95.84,95.84,95.84,95.84,95.84,95.84,95.84,95.84,95.84,95.84,95.84,95.84,95.84,95.84,95.84,95.84,95.84,95.84,95.84,95.84,95.84,95.84,95.84,90.59,90.59,90.59,90.59,90.59,90.59,90.59,90.59,90.59,90.59,90.59,90.59,90.59,90.59,90.59,90.59,90.59,90.59,90.59,90.59,90.59,90.59,90.59
1993-12,95.76,98.18,98.18,98.19,98.19,98.19,98.21,98.21,98.21,98.21,98.21,98.21,98.21,98.21,98.22,98.22,98.22,98.22,98.30,98.30,98.36,98.36,98.36,98.36,98.36,98.36,98.36,98.34,98.34,98.34,98.34,98.34,98.34,98.35,98.36,98.36,98.36,98.36,98.36,98.36,98.36,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,96.74,91.45,91.45,91.45,91.45,91.45,91.45,91.45,91.45,91.45,91.45,91.45,91.45,91.45,91.45,91.45,91.45,91.45,91.45,91.45,91.45,91.45,91.45,91.45
1994-01,99.45,97.29,97.29,97.28,97.28,97.28,97.65,97.65,97.65,97.65,97.65,97.65,97.65,97.65,97.65,97.65,97.65,97.65,97.71,97.71,97.75,97.75,97.75,97.76,97.76,97.76,97.76,97.75,97.75,97.72,97.72,97.72,97.72,97.73,97.74,97.74,97.74,97.74,97.74,97.74,97.74,96.13,96.13,96.13,96.13,96.13,96.13,96.13,96.13,96.13,96.13,96.13,96.13,96.13,96.13,96.13,96.13,96.13,96.13,96.13,96.13,96.13,96.13,96.13,96.13,96.13,96.13,96.13,96.13,96.13,96.13,96.13,96.13,96.13,96.13,96.13,96.13,96.13,90.87,90.87,90.87,90.87,90.87,90.87,90.87,90.87,90.87,90.87,90.87,90.87,90.87,90.87,90.87,90.87,90.87,90.87,90.87,90.87,90.87,90.87,90.87
1994-02,96.00,95.99,95.99,95.98,95.98,95.98,95.92,95.92,95.92,95.92,95.92,95.92,95.91,95.91,95.92,95.92,95.92,95.92,95.98,95.98,96.00,96.00,96.00,96.00,96.00,96.00,96.00,95.98,95.98,95.97,95.97,95.97,95.97,95.97,95.97,95.97,95.97,95.97,95.97,95.97,95.97,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,89.22,89.22,89.22,89.22,89.22,89.22,89.22,89.22,89.22,89.22,89.22,89.22,89.22,89.22,89.22,89.22,89.22,89.22,89.22,89.22,89.22,89.22,89.22
1994-03,97.81,97.63,97.63,97.64,97.64,97.64,97.14,97.14,97.14,97.14,97.14,97.14,97.14,97.14,97.13,97.13,97.13,97.13,97.20,97.20,97.22,97.22,97.22,97.22,97.22,97.22,97.22,97.20,97.20,97.20,97.20,97.20,97.20,97.19,97.19,97.19,97.19,97.19,97.19,97.19,97.19,95.59,95.59,95.59,95.59,95.59,95.59,95.59,95.59,95.59,95.59,95.59,95.59,95.59,95.59,95.59,95.59,95.59,95.59,95.59,95.59,95.59,95.59,95.59,95.59,95.59,95.59,95.59,95.59,95.59,95.59,95.59,95.59,95.59,95.59,95.59,95.59,95.59,90.36,90.36,90.36,90.36,90.36,90.36,90.36,90.36,90.36,90.36,90.36,90.36,90.36,90.36,90.36,90.36,90.36,90.36,90.36,90.36,90.36,90.36,90.36
1994-04,94.83,95.05,95.05,95.05,95.05,95.05,95.13,95.13,95.13,95.13,95.13,95.13,95.13,95.13,95.13,95.13,95.13,95.13,95.18,95.18,95.35,95.35,95.35,95.35,95.35,95.35,95.35,95.34,95.34,95.34,95.34,95.34,95.34,95.19,95.19,95.19,95.19,95.19,95.19,95.19,95.19,93.63,93.63,93.63,93.63,93.63,93.63,93.63,93.63,93.63,93.63,93.63,93.63,93.63,93.63,93.63,93.63,93.63,93.63,93.63,93.63,93.63,93.63,93.63,93.63,93.63,93.63,93.63,93.63,93.63,93.63,93.63,93.63,93.63,93.63,93.63,93.63,93.63,88.51,88.51,88.51,88.51,88.51,88.51,88.51,88.51,88.51,88.51,88.51,88.51,88.51,88.51,88.51,88.51,88.51,88.51,88.51,88.51,88.51,88.51,88.51
1994-05,96.44,95.64,95.64,95.64,95.64,95.64,95.55,95.55,95.55,95.55,95.55,95.55,95.55,95.55,95.54,95.54,95.54,95.54,95.61,95.61,95.10,95.10,95.11,95.11,95.11,95.11,95.11,95.09,95.09,95.09,95.09,95.09,95.09,95.11,95.11,95.11,95.11,95.11,95.11,95.11,95.11,93.55,93.55,93.55,93.55,93.55,93.55,93.55,93.55,93.55,93.55,93.55,93.55,93.55,93.55,93.55,93.55,93.55,93.55,93.55,93.55,93.55,93.55,93.55,93.55,93.55,93.55,93.55,93.55,93.55,93.55,93.55,93.55,93.55,93.55,93.55,93.55,93.55,88.43,88.43,88.43,88.43,88.43,88.43,88.43,88.43,88.43,88.43,88.43,88.43,88.43,88.43,88.43,88.43,88.43,88.43,88.43,88.43,88.43,88.43,88.43
1994-06,97.87,95.52,95.52,95.52,95.52,95.52,95.43,95.43,95.43,95.43,95.43,95.43,95.43,95.43,95.42,95.42,95.42,95.42,95.50,95.50,95.48,95.48,95.48,95.48,95.48,95.48,95.48,95.46,95.46,95.47,95.47,95.47,95.47,95.48,95.48,95.48,95.48,95.48,95.48,95.48,95.48,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,88.77,88.77,88.77,88.77,88.77,88.77,88.77,88.77,88.77,88.77,88.77,88.77,88.77,88.77,88.77,88.77,88.77,88.77,88.77,88.77,88.77,88.77,88.77
1994-07,94.44,95.09,95.09,95.07,95.07,95.07,95.17,95.17,95.17,95.17,95.17,95.17,95.19,95.19,95.18,95.18,95.18,95.18,95.24,95.24,95.27,95.27,95.27,95.29,95.29,95.29,95.29,95.27,95.27,95.28,95.28,95.28,95.28,95.30,95.29,95.29,95.29,95.29,95.29,95.29,95.29,93.72,93.72,93.72,93.72,93.72,93.72,93.72,93.72,93.72,93.72,93.72,93.72,93.72,93.72,93.72,93.72,93.72,93.72,93.72,93.72,93.72,93.72,93.72,93.72,93.72,93.72,93.72,93.72,93.72,93.72,93.72,93.72,93.72,93.72,93.72,93.72,93.72,88.59,88.59,88.59,88.59,88.59,88.59,88.59,88.59,88.59,88.59,88.59,88.59,88.59,88.59,88.59,88.59,88.59,88.59,88.59,88.59,88.59,88.59,88.59
1994-08,93.53,95.61,95.61,95.62,95.62,95.62,95.55,95.55,95.55,95.55,95.55,95.55,95.56,95.56,95.55,95.55,95.55,95.55,95.59,95.59,95.63,95.63,95.64,95.57,95.57,95.57,95.57,95.62,95.62,95.62,95.62,95.62,95.62,95.64,95.64,95.64,95.64,95.64,95.64,95.64,95.64,94.07,94.07,94.07,94.07,94.07,94.07,94.07,94.07,94.07,94.07,94.07,94.07,94.07,94.07,94.07,94.07,94.07,94.07,94.07,94.07,94.07,94.07,94.07,94.07,94.07,94.07,94.07,94.07,94.07,94.07,94.07,94.07,94.07,94.07,94.07,94.07,94.07,88.92,88.92,88.92,88.92,88.92,88.92,88.92,88.92,88.92,88.92,88.92,88.92,88.92,88.92,88.92,88.92,88.92,88.92,88.92,88.92,88.92,88.92,88.92
1994-09,93.81,96.13,96.13,96.14,96.14,96.14,96.12,96.12,96.12,96.12,96.12,96.12,96.12,96.12,96.11,96.11,96.11,96.11,96.15,96.15,96.20,96.20,96.20,96.21,96.21,96.21,96.21,96.19,96.19,96.19,96.19,96.19,96.19,96.21,96.21,96.21,96.21,96.21,96.21,96.21,96.21,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,89.45,89.45,89.45,89.45,89.45,89.45,89.45,89.45,89.45,89.45,89.45,89.45,89.45,89.45,89.45,89.45,89.45,89.45,89.45,89.45,89.45,89.45,89.45
1994-10,88.58,96.05,96.05,96.05,96.05,96.05,96.22,96.22,96.22,96.22,96.22,96.22,96.21,96.21,96.22,96.22,96.22,96.22,96.26,96.26,96.31,96.31,96.31,96.32,96.32,96.32,96.32,96.46,96.46,96.45,96.45,96.45,96.45,96.46,96.47,96.47,96.47,96.47,96.47,96.47,96.47,94.89,94.89,94.89,94.89,94.89,94.89,94.89,94.89,94.89,94.89,94.89,94.89,94.89,94.89,94.89,94.89,94.89,94.89,94.89,94.89,94.89,94.89,94.89,94.89,94.89,94.89,94.89,94.89,94.89,94.89,94.89,94.89,94.89,94.89,94.89,94.89,94.89,89.70,89.70,89.70,89.70,89.70,89.70,89.70,89.70,89.70,89.70,89.70,89.70,89.70,89.70,89.70,89.70,89.70,89.70,89.70,89.70,89.70,89.70,89.70
1994-11,103.24,94.85,94.85,94.86,94.86,94.86,94.88,94.88,94.88,94.88,94.88,94.88,94.87,94.87,94.89,94.89,94.89,94.89,94.92,94.92,94.97,94.97,94.97,94.98,94.98,94.98,94.98,94.95,94.95,94.95,94.95,94.95,94.95,94.97,94.97,94.97,94.97,94.97,94.97,94.97,94.97,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,88.30,88.30,88.30,88.30,88.30,88.30,88.30,88.30,88.30,88.30,88.30,88.30,88.30,88.30,88.30,88.30,88.30,88.30,88.30,88.30,88.30,88.30,88.30
1994-12,96.88,99.10,99.10,99.09,99.09,99.09,99.27,99.27,99.27,99.27,99.27,99.27,99.26,99.26,99.27,99.27,99.27,99.27,99.34,99.34,99.40,99.40,99.39,99.40,99.40,99.40,99.40,99.39,99.39,99.39,99.39,99.39,99.39,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.40,97.77,97.77,97.77,97.77,97.77,97.77,97.77,97.77,97.77,97.77,97.77,97.77,97.77,97.77,97.77,97.77,97.77,97.77,97.77,97.77,97.77,97.77,97.77,97.77,97.77,97.77,97.77,97.77,97.77,97.77,97.77,97.77,97.77,97.77,97.77,97.77,97.77,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.42
1995-01,94.56,95.36,95.36,95.36,95.36,95.36,95.69,95.69,95.69,95.69,95.69,95.69,95.69,95.69,95.68,95.68,95.68,95.68,95.73,95.73,95.77,95.77,95.77,95.77,95.77,95.77,95.77,95.77,95.77,95.75,95.75,95.75,95.75,95.77,95.77,95.77,95.77,95.77,95.77,95.77,95.77,94.20,94.20,94.20,94.20,94.20,94.20,94.20,94.20,94.20,94.20,94.20,94.20,94.20,94.20,94.20,94.20,94.20,94.20,94.20,94.20,94.20,94.20,94.20,94.20,94.20,94.20,94.20,94.20,94.20,94.20,94.20,94.20,94.20,94.20,94.20,94.20,94.20,89.04,89.04,89.04,89.04,89.04,89.04,89.04,89.04,89.04,89.04,89.04,89.04,89.04,89.04,89.04,89.04,89.04,89.04,89.04,89.04,89.04,89.04,89.04
1995-02,92.97,94.77,94.77,94.77,94.77,94.77,94.66,94.66,94.66,94.66,94.66,94.66,94.66,94.66,94.67,94.67,94.67,94.67,94.71,94.71,94.72,94.72,94.72,94.72,94.72,94.72,94.72,94.71,94.71,94.69,94.69,94.69,94.69,94.69,94.69,94.69,94.69,94.69,94.69,94.69,94.69,93.13,93.13,93.13,93.13,93.13,93.13,93.13,93.13,93.13,93.13,93.13,93.13,93.13,93.13,93.13,93.13,93.13,93.13,93.13,93.13,93.13,93.13,93.13,93.13,93.13,93.13,93.13,93.13,93.13,93.13,93.13,93.13,93.13,93.13,93.13,93.13,93.13,88.03,88.03,88.03,88.03,88.03,88.03,88.03,88.03,88.03,88.03,88.03,88.03,88.03,88.03,88.03,88.03,88.03,88.03,88.03,88.03,88.03,88.03,88.03
1995-03,98.02,98.04,98.04,98.05,98.05,98.05,97.52,97.52,97.52,97.52,97.52,97.52,97.52,97.52,97.52,97.52,97.52,97.52,97.57,97.57,97.57,97.57,97.57,97.57,97.57,97.57,97.57,97.55,97.55,97.56,97.56,97.56,97.56,97.55,97.55,97.55,97.55,97.55,97.55,97.55,97.55,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,90.70,90.70,90.70,90.70,90.70,90.70,90.70,90.70,90.70,90.70,90.70,90.70,90.70,90.70,90.70,90.70,90.70,90.70,90.70,90.70,90.70,90.70,90.70
1995-04,96.75,97.46,97.46,97.44,97.44,97.44,97.70,97.70,97.70,97.70,97.70,97.70,97.70,97.70,97.70,97.70,97.70,97.70,97.76,97.76,97.91,97.91,97.91,97.91,97.91,97.91,97.91,97.91,97.91,97.91,97.91,97.91,97.91,97.76,97.76,97.76,97.76,97.76,97.76,97.76,97.76,96.15,96.15,96.15,96.15,96.15,96.15,96.15,96.15,96.15,96.15,96.15,96.15,96.15,96.15,96.15,96.15,96.15,96.15,96.15,96.15,96.15,96.15,96.15,96.15,96.15,96.15,96.15,96.15,96.15,96.15,96.15,96.15,96.15,96.15,96.15,96.15,96.15,90.89,90.89,90.89,90.89,90.89,90.89,90.89,90.89,90.89,90.89,90.89,90.89,90.89,90.89,90.89,90.89,90.89,90.89,90.89,90.89,90.89,90.89,90.89
1995-05,96.26,96.74,96.74,96.76,96.76,96.76,96.51,96.51,96.51,96.51,96.51,96.51,96.51,96.51,96.51,96.51,96.51,96.51,96.55,96.55,96.12,96.12,96.12,96.12,96.12,96.12,96.12,96.09,96.09,96.10,96.10,96.10,96.10,96.12,96.12,96.12,96.12,96.12,96.12,96.12,96.12,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,89.37,89.37,89.37,89.37,89.37,89.37,89.37,89.37,89.37,89.37,89.37,89.37,89.37,89.37,89.37,89.37,89.37,89.37,89.37,89.37,89.37,89.37,89.37
1995-06,96.48,96.52,96.52,96.53,96.53,96.53,96.38,96.38,96.38,96.38,96.38,96.38,96.38,96.38,96.38,96.38,96.38,96.38,96.41,96.41,96.40,96.40,96.40,96.40,96.40,96.40,96.40,96.38,96.38,96.39,96.39,96.39,96.39,96.40,96.40,96.40,96.40,96.40,96.40,96.40,96.40,94.82,94.82,94.82,94.82,94.82,94.82,94.82,94.82,94.82,94.82,94.82,94.82,94.82,94.82,94.82,94.82,94.82,94.82,94.82,94.82,94.82,94.82,94.82,94.82,94.82,94.82,94.82,94.82,94.82,94.82,94.82,94.82,94.82,94.82,94.82,94.82,94.82,89.63,89.63,89.63,89.63,89.63,89.63,89.63,89.63,89.63,89.63,89.63,89.63,89.63,89.63,89.63,89.63,89.63,89.63,89.63,89.63,89.63,89.63,89.63
1995-07,97.15,96.57,96.57,96.57,96.57,96.57,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.74,96.74,96.75,96.75,96.75,96.76,96.76,96.76,96.76,96.75,96.75,96.75,96.75,96.75,96.75,96.77,96.77,96.77,96.77,96.77,96.77,96.77,96.77,95.18,95.18,95.18,95.18,95.18,95.18,95.18,95.18,95.18,95.18,95.18,95.18,95.18,95.18,95.18,95.18,95.18,95.18,95.18,95.18,95.18,95.18,95.18,95.18,95.18,95.18,95.18,95.18,95.18,95.18,95.18,95.18,95.18,95.18,95.18,95.18,95.18,89.97,89.97,89.97,89.97,89.97,89.97,89.97,89.97,89.97,89.97,89.97,89.97,89.97,89.97,89.97,89.97,89.97,89.97,89.97,89.97,89.97,89.97,89.97
1995-08,97.40,97.00,97.00,97.02,97.02,97.02,96.90,96.90,96.90,96.90,96.90,96.90,96.91,96.91,96.90,96.90,96.90,96.90,96.94,96.94,96.97,96.97,96.97,96.94,96.94,96.94,96.94,96.96,96.96,96.96,96.96,96.96,96.96,96.97,96.97,96.97,96.97,96.97,96.97,96.97,96.97,95.38,95.38,95.38,95.38,95.38,95.38,95.38,95.38,95.38,95.38,95.38,95.38,95.38,95.38,95.38,95.38,95.38,95.38,95.38,95.38,95.38,95.38,95.38,95.38,95.38,95.38,95.38,95.38,95.38,95.38,95.38,95.38,95.38,95.38,95.38,95.38,95.38,90.16,90.16,90.16,90.16,90.16,90.16,90.16,90.16,90.16,90.16,90.16,90.16,90.16,90.16,90.16,90.16,90.16,90.16,90.16,90.16,90.16,90.16,90.16
1995-09,97.32,96.87,96.87,96.87,96.87,96.87,97.00,97.00,97.00,97.00,97.00,97.00,97.00,97.00,96.99,96.99,96.99,96.99,97.03,97.03,97.07,97.07,97.07,97.07,97.07,97.07,97.07,97.06,97.06,97.06,97.06,97.06,97.06,97.08,97.08,97.08,97.08,97.08,97.08,97.08,97.08,95.49,95.49,95.49,95.49,95.49,95.49,95.49,95.49,95.49,95.49,95.49,95.49,95.49,95.49,95.49,95.49,95.49,95.49,95.49,95.49,95.49,95.49,95.49,95.49,95.49,95.49,95.49,95.49,95.49,95.49,95.49,95.49,95.49,95.49,95.49,95.49,95.49,90.26,90.26,90.26,90.26,90.26,90.26,90.26,90.26,90.26,90.26,90.26,90.26,90.26,90.26,90.26,90.26,90.26,90.26,90.26,90.26,90.26,90.26,90.26
1995-10,97.37,97.08,97.08,97.09,97.09,97.09,97.15,97.15,97.15,97.15,97.15,97.15,97.15,97.15,97.14,97.14,97.14,97.14,97.17,97.17,97.22,97.22,97.22,97.22,97.22,97.22,97.22,97.31,97.31,97.31,97.31,97.31,97.31,97.32,97.32,97.32,97.32,97.32,97.32,97.32,97.32,95.72,95.72,95.72,95.72,95.72,95.72,95.72,95.72,95.72,95.72,95.72,95.72,95.72,95.72,95.72,95.72,95.72,95.72,95.72,95.72,95.72,95.72,95.72,95.72,95.72,95.72,95.72,95.72,95.72,95.72,95.72,95.72,95.72,95.72,95.72,95.72,95.72,90.48,90.48,90.48,90.48,90.48,90.48,90.48,90.48,90.48,90.48,90.48,90.48,90.48,90.48,90.48,90.48,90.48,90.48,90.48,90.48,90.48,90.48,90.48
1995-11,98.01,97.56,97.56,97.58,97.58,97.58,97.55,97.55,97.55,97.55,97.55,97.55,97.54,97.54,97.55,97.55,97.55,97.55,97.59,97.59,97.63,97.63,97.63,97.64,97.64,97.64,97.64,97.61,97.61,97.61,97.61,97.61,97.61,97.63,97.63,97.63,97.63,97.63,97.63,97.63,97.63,96.03,96.03,96.03,96.03,96.03,96.03,96.03,96.03,96.03,96.03,96.03,96.03,96.03,96.03,96.03,96.03,96.03,96.03,96.03,96.03,96.03,96.03,96.03,96.03,96.03,96.03,96.03,96.03,96.03,96.03,96.03,96.03,96.03,96.03,96.03,96.03,96.03,90.77,90.77,90.77,90.77,90.77,90.77,90.77,90.77,90.77,90.77,90.77,90.77,90.77,90.77,90.77,90.77,90.77,90.77,90.77,90.77,90.77,90.77,90.77
