"",2005-11-22,2005-12-22,2006-01-24,2006-02-20,2006-03-20,2006-04-24,2006-05-24,2006-06-21,2006-07-21,2006-08-22,2006-09-20,2006-10-20,2006-11-22,2006-12-20,2007-01-22,2007-02-23,2007-03-23,2007-04-23,2007-05-23,2007-06-21,2007-07-20,2007-08-21,2007-09-21,2007-10-23,2007-11-21,2007-12-19,2008-01-21,2008-02-20,2008-03-25,2008-04-21,2008-05-21,2008-06-25,2008-07-21,2008-08-22,2008-09-24,2008-10-21,2008-11-25,2008-12-19,2009-01-23,2009-02-25,2009-03-31,2009-04-24,2009-05-25,2009-06-25,2009-07-24,2009-08-25,2009-09-25,2009-10-23,2009-11-25,2009-12-21,2010-01-25,2010-02-25,2010-03-24,2010-04-23,2010-05-25,2010-06-25,2010-07-23,2010-08-25,2010-09-23,2010-10-22,2010-11-25,2010-12-21,2011-01-25,2011-02-24,2011-03-24,2011-04-21,2011-05-24,2011-06-21,2011-07-21,2011-08-25,2011-09-21,2011-10-25,2011-11-23,2011-12-20,2012-01-24,2012-02-22,2012-03-23,2012-04-23,2012-05-25,2012-06-25,2012-07-25,2012-08-24,2012-09-25,2012-10-25,2012-11-23,2012-12-21,2013-01-25,2013-02-25,2013-03-25,2013-04-25,2013-05-23,2013-06-25,2013-07-25,2013-08-23,2013-09-26,2013-10-25,2013-11-25,2013-12-20,2014-01-23,2014-02-24,2014-03-24,2014-04-25,2014-05-22,2014-06-25,2014-07-25,2014-08-25,2014-09-25,2014-10-23,2014-11-24,2014-12-19,2015-01-23,2015-02-25
1995-02,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471,4486471
1995-03,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715,5312715
1995-04,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393,5163393
1995-05,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975,5807975
1995-06,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007,5670007
1995-07,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089,5637089
1995-08,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290,5930290
1995-09,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608,5461608
1995-10,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257,5681257
1995-11,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208,7829208
1995-12,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233,5132233
1996-01,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643,4663643
1996-02,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750,3873750
1996-03,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560,4295560
1996-04,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130,5106130
1996-05,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201,5427201
1996-06,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123,5154123
1996-07,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196,5645196
1996-08,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260,5458260
1996-09,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746,5227746
1996-10,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513,5442513
1996-11,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950,6733950
1996-12,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596,5107596
1997-01,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149,4185149
1997-02,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562,3780562
1997-03,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253,4401253
1997-04,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897,4853897
1997-05,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251,4932251
1997-06,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295,4930295
