"",2005-11-22,2005-12-22,2006-01-24,2006-02-20,2006-03-20,2006-04-24,2006-05-24,2006-06-21,2006-07-21,2006-08-22,2006-09-20,2006-10-20,2006-11-22,2006-12-20,2007-01-22,2007-02-23,2007-03-23,2007-04-23,2007-05-23,2007-06-21,2007-07-20,2007-08-21,2007-09-21,2007-10-23,2007-11-21,2007-12-19,2008-01-21,2008-02-20,2008-03-25,2008-04-21,2008-05-21,2008-06-25,2008-07-21,2008-08-22,2008-09-24,2008-10-21,2008-11-25,2008-12-19,2009-01-23,2009-02-25,2009-03-31,2009-04-24,2009-05-25,2009-06-25,2009-07-24,2009-08-25,2009-09-25,2009-10-23,2009-11-25,2009-12-21,2010-01-25,2010-02-25,2010-03-24,2010-04-23,2010-05-25,2010-06-25,2010-07-23,2010-08-25,2010-09-23,2010-10-22,2010-11-25,2010-12-21,2011-01-25,2011-02-24,2011-03-24,2011-04-21,2011-05-24,2011-06-21,2011-07-21,2011-08-25,2011-09-21,2011-10-25,2011-11-23,2011-12-20,2012-01-24,2012-02-22,2012-03-23,2012-04-23,2012-05-25,2012-06-25,2012-07-25,2012-08-24,2012-09-25,2012-10-25,2012-11-23,2012-12-21,2013-01-25,2013-02-25,2013-03-25,2013-04-25,2013-05-23,2013-06-25,2013-07-25,2013-08-23,2013-09-26,2013-10-25,2013-11-25,2013-12-20,2014-01-23,2014-02-24,2014-03-24,2014-04-25,2014-05-22,2014-06-25,2014-07-25,2014-08-25,2014-09-25,2014-10-23,2014-11-24,2014-12-19,2015-01-23,2015-02-25
2000-05,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698,128698
2000-06,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130,112130
2000-07,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345,114345
2000-08,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888,115888
2000-09,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540,118540
2000-10,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501,114501
2000-11,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652,114652
2000-12,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810,80810
2001-01,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778,66778
2001-02,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261,71261
2001-03,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093,90093
2001-04,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706,93706
2001-05,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674,108674
2001-06,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264,102264
2001-07,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941,106941
2001-08,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077,104077
2001-09,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462,102462
2001-10,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747,110747
2001-11,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181,100181
2001-12,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302,67302
2002-01,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924,57924
2002-02,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494,64494
2002-03,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431,81431
2002-04,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041,97041
2002-05,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688,89688
2002-06,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371,94371
2002-07,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722,100722
2002-08,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184,89184
2002-09,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597,97597
2002-10,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681,98681
2002-11,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863,89863
2002-12,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444,58444
2003-01,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946,49946
2003-02,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004,49004
2003-03,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874,75874
2003-04,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034,87034
2003-05,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519,86519
2003-06,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224,88224
