"",2006-03-30,2006-04-27,2006-05-31,2006-06-29,2006-08-01,2006-08-31,2006-09-28,2006-11-02,2006-11-30,2007-01-03,2007-01-31,2007-02-28,2007-03-29,2007-05-02,2007-05-31,2007-06-28,2007-07-31,2007-08-30,2007-09-27,2007-10-30,2007-11-29,2008-01-03,2008-01-31,2008-02-28,2008-04-01,2008-04-30,2008-05-29,2008-07-01,2008-07-31,2008-08-28,2008-09-30,2008-10-30,2008-11-27,2009-01-07,2009-01-29,2009-02-26,2009-03-31,2009-04-30,2009-05-28,2009-06-30,2009-07-30,2009-09-01,2009-09-30,2009-10-29,2009-12-01,2010-01-05,2010-01-28,2010-02-25,2010-03-31,2010-04-29,2010-06-01,2010-06-30,2010-07-29,2010-08-31,2010-09-30,2010-10-28,2010-11-30,2011-01-04,2011-02-01,2011-03-01,2011-03-31,2011-04-28,2011-05-31,2011-06-30,2011-07-28,2011-08-31,2011-09-29,2011-11-02,2011-11-30,2012-01-03,2012-01-31,2012-02-29,2012-03-29,2012-05-02,2012-05-31,2012-06-28,2012-07-31,2012-08-30,2012-09-27,2012-10-30,2012-11-29,2013-01-03,2013-01-31,2013-02-28,2013-03-28,2013-04-30,2013-05-29,2013-06-27,2013-07-31,2013-08-29,2013-10-01,2013-10-30,2013-11-28,2014-01-07,2014-01-30,2014-02-27,2014-04-01,2014-04-30,2014-05-28,2014-07-01,2014-07-31,2014-08-28,2014-09-30,2014-10-30,2014-11-27,2015-01-07,2015-01-29,2015-02-26
2002-02,27817,27818,27819,27819,27820,27820,27821,27821,27821,27821,27821,27821,27821,27821,27820,27820,27820,27820,27822,27822,27822,27821,27822,27821,27821,27821,27821,27821,27821,27821,27821,27821,27821,27821,27821,27821,27821,27821,27821,27821,27821,27821,27821,27821,27821,27821,27821,27821,27821,27821,27821,27821,27821,27821,27821,27821,27821,27821,27821,27821,27821,27821,27821,27821,27821,27821,27821,27821,27821,27821,27819,27819,27819,27821,27815,27815,27815,27815,27815,27815,27815,27815,27815,27815,27815,27815,27819,27819,27819,27815,27815,27815,27815,27815,27815,27815,27815,27814,27814,27814,27814,27893,27917,27893,27917,27917,27917,27917
2002-03,27761,27762,27762,27762,27763,27764,27764,27765,27765,27765,27765,27765,27763,27763,27762,27762,27762,27762,27763,27763,27763,27763,27763,27763,27763,27763,27763,27763,27763,27763,27763,27763,27763,27763,27763,27763,27763,27763,27763,27763,27763,27763,27763,27763,27763,27763,27763,27763,27763,27763,27763,27763,27763,27763,27763,27763,27763,27763,27763,27763,27763,27763,27763,27762,27763,27763,27763,27763,27762,27762,27760,27760,27760,27762,27760,27760,27760,27760,27760,27760,27760,27760,27760,27760,27760,27760,27760,27760,27760,27760,27760,27760,27760,27760,27760,27760,27760,27760,27760,27760,27760,27836,27861,27836,27861,27861,27861,27861
2002-04,27762,27762,27762,27762,27762,27763,27764,27764,27764,27764,27764,27764,27763,27762,27761,27762,27761,27761,27762,27762,27762,27762,27762,27762,27762,27762,27762,27762,27762,27762,27762,27762,27761,27762,27762,27762,27762,27762,27762,27762,27762,27762,27762,27762,27761,27761,27761,27761,27761,27761,27761,27761,27761,27761,27761,27761,27761,27761,27761,27761,27761,27761,27761,27761,27761,27761,27761,27761,27761,27761,27759,27759,27759,27761,27760,27760,27760,27760,27760,27760,27760,27760,27760,27760,27760,27760,27759,27759,27759,27760,27760,27760,27760,27760,27760,27760,27760,27760,27760,27760,27760,27809,27832,27809,27832,27832,27832,27832
2002-05,27705,27704,27704,27703,27703,27703,27705,27705,27705,27705,27705,27705,27703,27703,27703,27703,27703,27701,27702,27703,27703,27703,27703,27703,27703,27703,27703,27703,27703,27703,27703,27703,27702,27703,27703,27703,27703,27703,27703,27703,27703,27703,27703,27703,27702,27702,27702,27702,27702,27702,27702,27702,27702,27702,27702,27702,27702,27702,27702,27702,27702,27702,27702,27702,27702,27702,27702,27702,27702,27702,27701,27701,27701,27702,27702,27702,27702,27702,27702,27702,27702,27702,27702,27702,27702,27702,27701,27701,27701,27702,27702,27702,27702,27702,27702,27702,27702,27701,27701,27701,27701,27753,27779,27753,27779,27779,27779,27779
2002-06,27639,27637,27637,27637,27635,27635,27636,27636,27637,27637,27637,27637,27635,27635,27635,27635,27635,27634,27635,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27636,27635,27635,27635,27635,27694,27720,27694,27720,27720,27720,27720
2002-07,27622,27621,27620,27619,27617,27617,27617,27617,27617,27617,27618,27618,27618,27618,27618,27618,27618,27618,27618,27618,27618,27619,27619,27618,27618,27618,27619,27619,27619,27619,27619,27619,27618,27619,27619,27619,27619,27619,27619,27619,27619,27619,27619,27619,27618,27618,27618,27618,27618,27618,27618,27618,27618,27618,27618,27618,27618,27618,27618,27618,27618,27618,27618,27618,27618,27618,27618,27618,27618,27618,27619,27619,27619,27618,27619,27619,27619,27619,27619,27619,27619,27619,27619,27619,27619,27619,27619,27619,27619,27619,27619,27619,27619,27619,27619,27619,27619,27619,27619,27619,27619,27702,27729,27702,27729,27729,27729,27729
2002-08,27551,27549,27548,27548,27546,27545,27545,27545,27544,27545,27545,27546,27546,27546,27547,27547,27548,27547,27546,27547,27547,27547,27547,27547,27547,27547,27547,27547,27547,27547,27547,27547,27547,27547,27547,27547,27547,27547,27547,27547,27547,27547,27547,27547,27547,27547,27547,27547,27547,27547,27547,27547,27547,27547,27547,27547,27547,27547,27547,27547,27547,27547,27547,27547,27547,27547,27547,27547,27547,27547,27548,27548,27548,27547,27548,27548,27548,27548,27548,27548,27548,27548,27548,27548,27548,27549,27548,27548,27548,27548,27548,27548,27548,27548,27548,27548,27548,27549,27549,27549,27549,27637,27667,27637,27667,27667,27667,27667
2002-09,27488,27486,27486,27486,27484,27484,27483,27481,27482,27482,27482,27482,27484,27484,27486,27486,27487,27487,27485,27485,27485,27485,27485,27485,27485,27485,27485,27485,27485,27485,27485,27485,27490,27485,27485,27485,27485,27485,27485,27485,27485,27485,27485,27485,27490,27490,27490,27490,27490,27490,27490,27490,27490,27490,27490,27490,27490,27490,27490,27490,27490,27490,27490,27490,27490,27490,27490,27490,27491,27491,27493,27493,27493,27491,27493,27493,27493,27493,27493,27493,27493,27493,27493,27493,27493,27493,27492,27492,27492,27493,27493,27493,27493,27493,27493,27493,27493,27493,27493,27493,27493,27550,27581,27550,27582,27582,27582,27582
2002-10,27432,27432,27432,27432,27431,27430,27429,27429,27429,27429,27429,27428,27430,27431,27433,27431,27432,27433,27431,27431,27431,27432,27431,27432,27432,27432,27432,27433,27433,27433,27433,27433,27433,27433,27433,27433,27433,27433,27433,27433,27433,27433,27433,27433,27433,27433,27433,27433,27433,27433,27433,27433,27433,27433,27433,27433,27433,27433,27433,27433,27433,27433,27433,27433,27433,27433,27433,27433,27432,27432,27436,27436,27436,27432,27436,27436,27436,27436,27436,27436,27436,27436,27436,27436,27436,27436,27436,27436,27436,27436,27436,27436,27436,27436,27436,27436,27436,27436,27436,27436,27436,27478,27503,27478,27503,27503,27503,27503
2002-11,27362,27363,27362,27364,27363,27362,27361,27361,27361,27360,27360,27361,27362,27362,27365,27365,27366,27368,27364,27364,27364,27364,27364,27364,27364,27364,27364,27364,27364,27364,27364,27364,27364,27364,27364,27364,27364,27364,27364,27364,27364,27364,27364,27364,27364,27364,27364,27364,27364,27365,27364,27365,27365,27364,27364,27364,27364,27364,27365,27365,27365,27365,27365,27365,27365,27365,27365,27365,27365,27365,27368,27368,27368,27365,27369,27369,27369,27369,27369,27369,27369,27369,27369,27369,27369,27369,27368,27368,27368,27369,27369,27369,27369,27369,27369,27369,27369,27368,27368,27368,27368,27399,27424,27399,27424,27423,27423,27423
2002-12,27332,27334,27335,27335,27335,27335,27333,27333,27333,27333,27333,27333,27334,27334,27335,27336,27336,27338,27335,27334,27334,27334,27334,27334,27334,27335,27334,27334,27334,27334,27334,27334,27334,27335,27335,27335,27334,27334,27334,27334,27334,27334,27334,27334,27334,27334,27334,27334,27334,27334,27334,27334,27334,27334,27334,27334,27334,27334,27334,27334,27334,27334,27334,27334,27334,27334,27334,27334,27334,27334,27337,27337,27337,27334,27337,27337,27337,27337,27337,27337,27337,27337,27337,27337,27337,27337,27337,27337,27337,27337,27337,27337,27337,27337,27337,27337,27337,27338,27338,27338,27338,27349,27376,27349,27376,27376,27376,27376
2003-01,27286,27289,27292,27293,27297,27297,27296,27297,27297,27297,27297,27296,27296,27296,27291,27291,27291,27293,27294,27293,27292,27292,27293,27293,27292,27293,27291,27291,27291,27291,27291,27291,27291,27291,27291,27291,27291,27291,27291,27291,27291,27291,27291,27291,27291,27291,27291,27291,27291,27291,27291,27291,27291,27291,27291,27291,27291,27291,27291,27291,27291,27291,27291,27291,27291,27291,27291,27291,27291,27291,27289,27289,27289,27291,27289,27289,27289,27289,27289,27289,27289,27289,27289,27289,27289,27289,27289,27289,27289,27289,27289,27289,27289,27289,27289,27289,27289,27289,27289,27289,27289,27319,27345,27319,27345,27345,27345,27345
2003-02,27234,27233,27240,27241,27241,27244,27244,27246,27245,27245,27245,27245,27244,27244,27240,27241,27240,27240,27243,27243,27242,27242,27242,27242,27242,27242,27242,27240,27241,27240,27240,27240,27240,27240,27240,27240,27240,27240,27240,27240,27240,27240,27240,27240,27240,27240,27240,27240,27240,27240,27240,27240,27240,27240,27240,27240,27240,27240,27240,27240,27240,27240,27240,27240,27240,27240,27240,27240,27240,27240,27233,27233,27233,27240,27227,27227,27227,27228,27227,27227,27227,27227,27227,27227,27227,27227,27233,27233,27233,27228,27227,27227,27228,27228,27228,27228,27227,27227,27227,27227,27227,27257,27278,27257,27278,27278,27278,27278
2003-03,27208,27208,27207,27210,27211,27213,27215,27216,27216,27216,27216,27216,27214,27214,27212,27212,27211,27210,27213,27213,27211,27211,27211,27211,27211,27211,27210,27210,27210,27210,27210,27210,27210,27210,27210,27210,27210,27210,27210,27210,27210,27210,27210,27210,27210,27210,27210,27210,27210,27210,27210,27210,27210,27210,27210,27210,27210,27210,27210,27210,27210,27210,27210,27210,27210,27210,27210,27210,27210,27210,27205,27205,27205,27210,27206,27206,27206,27206,27206,27206,27206,27206,27206,27206,27206,27206,27205,27205,27205,27206,27206,27206,27206,27206,27206,27206,27206,27206,27206,27206,27206,27183,27203,27183,27203,27203,27203,27203
2003-04,27087,27087,27087,27084,27087,27089,27091,27090,27091,27091,27091,27091,27088,27088,27087,27086,27086,27083,27087,27087,27087,27086,27087,27086,27086,27086,27086,27086,27086,27086,27086,27086,27085,27086,27086,27086,27086,27086,27086,27086,27086,27086,27086,27086,27085,27085,27085,27085,27085,27085,27085,27085,27085,27085,27085,27085,27085,27085,27085,27085,27085,27085,27085,27085,27085,27085,27085,27085,27085,27085,27083,27083,27083,27085,27084,27084,27084,27084,27084,27084,27084,27084,27084,27084,27084,27084,27083,27083,27083,27083,27084,27083,27083,27083,27083,27083,27083,27083,27083,27083,27083,27088,27107,27088,27107,27107,27107,27107
2003-05,27032,27031,27031,27028,27026,27026,27029,27029,27028,27029,27029,27029,27026,27026,27025,27026,27025,27023,27025,27027,27027,27026,27027,27026,27025,27025,27025,27025,27025,27026,27025,27025,27025,27025,27025,27026,27026,27026,27026,27026,27026,27026,27026,27026,27025,27025,27025,27025,27025,27025,27025,27025,27025,27025,27025,27025,27025,27025,27025,27025,27025,27025,27025,27025,27025,27025,27025,27025,27025,27025,27024,27024,27024,27025,27025,27025,27025,27025,27025,27025,27025,27025,27025,27025,27025,27025,27024,27024,27024,27025,27025,27025,27025,27025,27025,27025,27025,27025,27025,27025,27025,27000,27020,27000,27019,27019,27019,27019
2003-06,27016,27015,27012,27011,27009,27008,27012,27011,27011,27011,27011,27011,27010,27009,27009,27008,27008,27006,27008,27009,27010,27010,27010,27009,27009,27009,27009,27010,27010,27010,27010,27010,27009,27010,27010,27010,27010,27010,27010,27010,27010,27010,27010,27010,27010,27010,27010,27010,27010,27010,27009,27010,27010,27009,27009,27009,27009,27009,27009,27009,27009,27009,27009,27009,27009,27009,27009,27009,27009,27009,27010,27010,27010,27009,27010,27010,27010,27010,27010,27010,27010,27010,27010,27010,27010,27010,27010,27010,27010,27010,27010,27010,27010,27010,27010,27010,27010,27010,27010,27010,27010,26980,27002,26980,27002,27002,27002,27002
2003-07,26956,26953,26952,26950,26949,26948,26948,26946,26946,26948,26948,26948,26947,26947,26948,26947,26948,26946,26947,26948,26948,26949,26948,26948,26948,26948,26948,26949,26949,26949,26949,26949,26948,26949,26948,26948,26949,26948,26949,26949,26949,26949,26949,26949,26948,26948,26948,26948,26948,26948,26948,26948,26948,26948,26948,26948,26948,26948,26948,26948,26948,26948,26948,26948,26948,26948,26948,26948,26948,26948,26949,26949,26949,26948,26950,26950,26950,26950,26950,26950,26950,26950,26950,26950,26950,26950,26949,26949,26949,26950,26950,26950,26950,26950,26950,26950,26950,26949,26949,26949,26949,26909,26931,26909,26931,26931,26931,26931
2003-08,26852,26850,26848,26847,26845,26843,26842,26841,26841,26843,26843,26844,26845,26844,26846,26846,26846,26846,26845,26845,26847,26848,26846,26847,26847,26847,26847,26848,26848,26848,26848,26848,26847,26848,26847,26847,26847,26847,26847,26848,26848,26848,26848,26848,26847,26847,26847,26847,26847,26847,26847,26847,26847,26847,26847,26847,26847,26847,26847,26847,26847,26847,26847,26847,26847,26847,26847,26847,26847,26847,26849,26849,26849,26847,26850,26850,26850,26850,26850,26850,26850,26850,26850,26850,26850,26850,26849,26849,26849,26850,26850,26850,26850,26850,26850,26850,26850,26849,26849,26849,26849,26805,26827,26805,26827,26827,26827,26827
2003-09,26835,26832,26831,26832,26829,26827,26826,26825,26824,26826,26827,26826,26830,26830,26833,26832,26833,26834,26832,26832,26832,26833,26832,26833,26834,26834,26835,26835,26835,26835,26835,26835,26841,26835,26834,26834,26834,26834,26834,26834,26835,26834,26835,26835,26841,26841,26841,26841,26841,26841,26841,26841,26841,26841,26841,26841,26842,26842,26842,26842,26842,26842,26842,26842,26842,26842,26842,26842,26842,26842,26845,26845,26845,26842,26846,26846,26846,26846,26846,26846,26846,26845,26845,26845,26846,26845,26845,26845,26845,26845,26845,26845,26846,26846,26846,26846,26846,26846,26846,26846,26846,26784,26807,26784,26807,26808,26808,26808
2003-10,26794,26794,26794,26795,26793,26793,26790,26790,26788,26786,26787,26787,26789,26795,26797,26797,26798,26800,26796,26796,26797,26797,26796,26797,26798,26798,26798,26798,26799,26798,26799,26799,26799,26799,26799,26799,26799,26799,26799,26799,26799,26799,26799,26799,26798,26798,26798,26798,26798,26798,26798,26798,26798,26798,26798,26798,26798,26798,26798,26798,26798,26798,26798,26798,26798,26798,26798,26798,26798,26798,26802,26802,26802,26798,26803,26803,26803,26803,26803,26803,26803,26803,26803,26803,26803,26803,26803,26803,26803,26803,26803,26803,26803,26803,26803,26803,26803,26802,26802,26802,26802,26742,26763,26742,26763,26763,26763,26763
2003-11,26763,26766,26762,26765,26764,26763,26761,26761,26759,26759,26758,26759,26763,26763,26768,26768,26770,26772,26767,26767,26767,26767,26767,26768,26768,26769,26768,26769,26768,26768,26769,26770,26769,26770,26770,26769,26769,26768,26768,26768,26769,26769,26768,26768,26769,26769,26769,26769,26769,26770,26769,26770,26770,26769,26769,26769,26769,26769,26770,26770,26770,26770,26770,26770,26770,26770,26770,26770,26769,26769,26774,26774,26774,26769,26775,26775,26775,26775,26775,26775,26775,26775,26775,26775,26775,26775,26775,26775,26775,26775,26775,26775,26775,26775,26775,26775,26775,26775,26775,26775,26775,26689,26709,26689,26709,26709,26709,26709
2003-12,26721,26725,26726,26724,26724,26723,26721,26722,26721,26720,26720,26720,26726,26725,26728,26729,26730,26734,26728,26726,26726,26726,26726,26727,26727,26727,26726,26727,26727,26726,26726,26726,26726,26727,26727,26727,26726,26726,26726,26726,26726,26726,26726,26726,26725,26725,26725,26725,26725,26725,26725,26725,26725,26725,26725,26725,26725,26725,26725,26725,26725,26725,26725,26725,26725,26725,26725,26725,26725,26725,26731,26731,26731,26725,26731,26731,26731,26731,26731,26731,26731,26731,26731,26731,26731,26731,26731,26731,26731,26731,26731,26731,26731,26731,26731,26731,26731,26732,26732,26732,26732,26654,26677,26654,26677,26677,26677,26677
2004-01,26674,26681,26683,26685,26694,26694,26692,26694,26694,26692,26692,26692,26690,26679,26680,26680,26679,26683,26682,26680,26679,26679,26681,26679,26679,26680,26679,26677,26677,26677,26677,26677,26676,26678,26678,26678,26678,26678,26677,26677,26677,26677,26677,26676,26676,26676,26676,26676,26676,26676,26676,26676,26676,26676,26676,26676,26676,26676,26676,26676,26676,26676,26676,26676,26676,26676,26676,26676,26676,26676,26673,26673,26673,26676,26673,26673,26673,26673,26673,26673,26673,26673,26673,26673,26673,26673,26673,26673,26673,26673,26673,26673,26673,26673,26673,26673,26673,26674,26674,26674,26674,26625,26661,26625,26661,26661,26661,26661
2004-02,26624,26624,26636,26641,26640,26645,26644,26647,26648,26647,26646,26646,26643,26636,26636,26637,26636,26635,26641,26639,26637,26637,26637,26637,26637,26637,26636,26634,26635,26634,26634,26634,26633,26634,26634,26634,26634,26634,26634,26634,26633,26633,26633,26633,26633,26633,26633,26633,26633,26633,26633,26633,26633,26633,26633,26633,26633,26633,26633,26633,26633,26633,26633,26633,26633,26633,26633,26633,26633,26633,26621,26621,26621,26633,26616,26616,26616,26616,26616,26616,26616,26616,26616,26616,26616,26615,26621,26621,26621,26616,26616,26616,26616,26616,26616,26616,26616,26615,26616,26616,26616,26588,26623,26588,26623,26623,26623,26623
2004-03,26648,26649,26646,26653,26654,26655,26661,26663,26665,26665,26665,26664,26661,26657,26657,26656,26655,26651,26658,26656,26655,26654,26654,26654,26653,26652,26652,26651,26651,26651,26651,26651,26650,26651,26651,26651,26652,26651,26651,26651,26651,26651,26651,26651,26650,26650,26650,26650,26650,26650,26650,26650,26650,26650,26650,26650,26650,26650,26650,26650,26650,26650,26650,26650,26650,26650,26650,26650,26650,26650,26644,26644,26644,26650,26644,26644,26644,26644,26644,26644,26644,26644,26644,26644,26644,26645,26644,26644,26644,26644,26644,26644,26644,26644,26644,26644,26644,26644,26644,26644,26644,26617,26653,26617,26653,26653,26653,26653
2004-04,26624,26625,26622,26616,26624,26627,26632,26628,26631,26631,26629,26630,26625,26624,26624,26623,26622,26617,26622,26625,26624,26621,26623,26621,26621,26621,26621,26621,26621,26621,26621,26620,26619,26620,26620,26620,26622,26621,26621,26621,26620,26621,26621,26621,26621,26621,26620,26619,26620,26619,26620,26620,26620,26620,26620,26620,26620,26620,26619,26619,26619,26619,26619,26619,26619,26619,26619,26619,26619,26619,26617,26617,26617,26619,26617,26617,26617,26617,26617,26617,26617,26617,26617,26617,26617,26617,26617,26617,26616,26617,26617,26617,26617,26617,26617,26617,26617,26617,26617,26617,26617,26580,26620,26580,26619,26619,26619,26619
2004-05,26581,26578,26580,26575,26571,26567,26574,26574,26574,26575,26574,26573,26569,26570,26568,26569,26569,26565,26569,26571,26572,26571,26571,26570,26569,26569,26569,26570,26570,26570,26570,26570,26569,26570,26570,26571,26571,26571,26571,26571,26571,26571,26571,26571,26571,26571,26570,26570,26570,26570,26570,26570,26570,26570,26570,26570,26570,26570,26570,26570,26570,26570,26570,26570,26570,26570,26570,26570,26570,26570,26569,26569,26569,26570,26570,26570,26570,26570,26570,26570,26570,26570,26570,26570,26570,26570,26569,26569,26569,26570,26570,26570,26570,26570,26570,26570,26570,26570,26570,26570,26570,26546,26581,26546,26581,26581,26581,26581
2004-06,26577,26574,26571,26569,26567,26565,26569,26569,26570,26570,26570,26570,26567,26567,26567,26566,26566,26564,26567,26570,26570,26571,26570,26570,26569,26569,26570,26570,26570,26571,26571,26571,26570,26571,26571,26571,26571,26571,26572,26572,26572,26572,26572,26572,26571,26571,26571,26571,26572,26571,26571,26571,26571,26571,26571,26571,26571,26571,26571,26571,26571,26571,26571,26571,26571,26571,26571,26571,26571,26571,26572,26572,26572,26571,26572,26572,26572,26572,26572,26572,26572,26572,26572,26572,26572,26572,26572,26572,26572,26572,26572,26572,26572,26572,26572,26572,26572,26572,26572,26572,26572,26565,26592,26565,26592,26592,26592,26592
2004-07,26531,26528,26525,26523,26520,26520,26517,26514,26515,26516,26543,26518,26515,26517,26516,26516,26516,26514,26515,26517,26518,26519,26518,26518,26517,26517,26519,26520,26520,26520,26520,26520,26520,26520,26519,26519,26520,26520,26520,26520,26520,26520,26521,26521,26520,26520,26520,26520,26520,26520,26520,26520,26520,26520,26520,26520,26520,26520,26520,26520,26520,26520,26520,26520,26520,26520,26520,26520,26520,26520,26522,26522,26522,26520,26522,26522,26522,26522,26522,26521,26521,26521,26521,26521,26521,26521,26521,26521,26521,26521,26521,26521,26521,26521,26521,26521,26521,26522,26522,26522,26522,26532,26551,26532,26551,26551,26551,26551
2004-08,26530,26527,26524,26523,26520,26518,26515,26513,26513,26516,26515,26520,26518,26521,26520,26519,26520,26519,26518,26518,26520,26521,26520,26520,26520,26521,26522,26523,26523,26523,26523,26523,26523,26523,26522,26521,26522,26522,26522,26523,26523,26523,26523,26523,26522,26522,26523,26523,26523,26523,26522,26522,26522,26522,26522,26522,26522,26522,26522,26522,26522,26522,26522,26522,26522,26522,26522,26522,26522,26522,26525,26525,26525,26522,26526,26526,26526,26526,26526,26526,26526,26526,26526,26526,26526,26526,26525,26525,26525,26526,26526,26526,26526,26526,26526,26526,26526,26526,26526,26526,26526,26555,26573,26555,26573,26573,26573,26573
2004-09,26543,26538,26536,26537,26535,26532,26529,26528,26526,26529,26484,26530,26540,26541,26541,26540,26542,26543,26539,26539,26540,26543,26540,26543,26543,26543,26544,26545,26545,26545,26545,26545,26552,26545,26544,26543,26543,26544,26544,26545,26545,26545,26545,26545,26551,26552,26552,26552,26552,26552,26552,26551,26551,26551,26551,26551,26552,26552,26552,26552,26552,26552,26552,26552,26552,26552,26552,26552,26553,26553,26557,26557,26557,26553,26557,26557,26557,26557,26557,26557,26557,26557,26557,26556,26557,26557,26556,26556,26556,26557,26557,26557,26557,26557,26557,26557,26557,26557,26557,26557,26557,26596,26619,26596,26620,26620,26620,26620
2004-10,26466,26465,26465,26467,26465,26463,26460,26459,26456,26453,26450,26453,26457,26471,26469,26470,26471,26474,26469,26468,26468,26470,26467,26470,26472,26471,26471,26471,26471,26471,26471,26473,26472,26473,26472,26470,26470,26470,26470,26471,26472,26471,26471,26471,26471,26471,26471,26472,26471,26470,26471,26470,26470,26471,26471,26471,26471,26471,26470,26470,26470,26470,26470,26470,26470,26470,26470,26470,26470,26470,26475,26475,26475,26470,26476,26476,26476,26476,26476,26476,26476,26476,26476,26476,26476,26476,26475,26475,26475,26476,26476,26476,26476,26476,26476,26476,26476,26476,26476,26476,26476,26514,26534,26514,26533,26533,26533,26533
2004-11,26392,26397,26390,26395,26393,26392,26388,26388,26386,26384,26412,26385,26391,26395,26402,26401,26403,26407,26400,26398,26398,26398,26398,26401,26404,26404,26405,26405,26404,26404,26404,26406,26405,26406,26406,26405,26405,26404,26404,26403,26404,26404,26403,26403,26404,26404,26404,26404,26404,26405,26404,26405,26405,26404,26404,26404,26404,26404,26405,26405,26405,26405,26405,26405,26405,26405,26405,26405,26405,26405,26411,26411,26411,26405,26412,26412,26412,26412,26412,26412,26412,26412,26413,26413,26412,26412,26411,26412,26412,26413,26413,26413,26413,26413,26413,26413,26413,26412,26412,26412,26412,26480,26496,26480,26496,26496,26496,26496
2004-12,26359,26365,26366,26361,26360,26359,26356,26358,26357,26355,26372,26355,26367,26371,26370,26372,26375,26381,26370,26367,26367,26367,26368,26368,26370,26371,26368,26370,26370,26370,26370,26370,26369,26371,26372,26372,26371,26370,26369,26369,26369,26369,26368,26368,26368,26368,26368,26368,26368,26368,26368,26368,26368,26368,26369,26369,26369,26369,26368,26368,26368,26368,26368,26368,26368,26368,26368,26368,26368,26368,26376,26376,26376,26368,26377,26377,26377,26377,26377,26377,26377,26377,26377,26377,26377,26377,26376,26376,26376,26377,26377,26377,26377,26377,26377,26377,26377,26377,26377,26377,26377,26443,26459,26443,26459,26459,26459,26459
2005-01,26327,26337,26340,26343,26357,26356,26353,26357,26357,26355,26334,26354,26348,26332,26333,26334,26331,26337,26336,26333,26332,26331,26333,26331,26331,26332,26329,26325,26326,26327,26326,26326,26325,26327,26328,26328,26328,26327,26326,26325,26325,26325,26325,26325,26324,26324,26324,26324,26324,26324,26325,26325,26325,26325,26325,26325,26325,26325,26325,26325,26325,26325,26325,26325,26325,26325,26325,26325,26325,26325,26320,26320,26320,26325,26321,26321,26321,26321,26321,26321,26321,26321,26321,26321,26321,26321,26321,26320,26321,26321,26321,26321,26321,26321,26321,26321,26321,26321,26321,26321,26321,26327,26357,26327,26357,26357,26357,26357
2005-02,26287,26287,26306,26313,26310,26318,26316,26320,26322,26320,26301,26320,26313,26301,26303,26304,26303,26301,26309,26306,26304,26303,26304,26304,26302,26302,26301,26298,26299,26296,26295,26295,26294,26295,26296,26296,26297,26296,26296,26294,26294,26294,26294,26294,26293,26293,26293,26292,26292,26293,26293,26294,26294,26293,26294,26294,26294,26294,26293,26293,26294,26294,26294,26293,26294,26294,26294,26294,26293,26293,26278,26278,26278,26293,26272,26272,26272,26273,26272,26272,26272,26272,26272,26272,26272,26272,26278,26277,26277,26273,26272,26272,26273,26273,26273,26273,26272,26272,26272,26272,26272,26308,26327,26308,26327,26327,26327,26327
2005-03,26223,26222,26218,26230,26230,26233,26240,26245,26249,26248,26273,26247,26244,26237,26237,26235,26234,26229,26237,26234,26232,26231,26232,26230,26229,26229,26229,26225,26225,26226,26224,26224,26222,26223,26224,26225,26225,26225,26225,26224,26223,26224,26224,26223,26223,26223,26222,26222,26222,26222,26223,26223,26223,26223,26223,26223,26223,26223,26223,26223,26223,26223,26223,26223,26223,26223,26223,26223,26223,26223,26215,26215,26215,26223,26215,26215,26215,26215,26215,26215,26215,26215,26215,26215,26215,26216,26215,26215,26215,26215,26215,26215,26215,26215,26215,26215,26215,26215,26215,26215,26215,26292,26313,26292,26313,26313,26313,26313
2005-04,26240,26240,26235,26225,26238,26243,26250,26244,26247,26248,26249,26246,26240,26240,26238,26238,26235,26228,26234,26239,26238,26234,26235,26234,26232,26232,26232,26232,26232,26232,26232,26232,26231,26232,26233,26233,26234,26234,26234,26233,26233,26233,26233,26233,26233,26233,26232,26232,26232,26232,26232,26232,26232,26232,26232,26232,26232,26232,26232,26232,26232,26232,26232,26232,26232,26232,26232,26232,26232,26232,26229,26229,26229,26232,26229,26229,26229,26229,26229,26229,26229,26229,26229,26229,26229,26229,26229,26229,26229,26229,26229,26229,26229,26229,26229,26229,26229,26229,26229,26229,26229,26313,26326,26313,26326,26326,26326,26326
2005-05,26243,26239,26242,26235,26227,26222,26231,26232,26231,26232,26228,26231,26224,26227,26225,26226,26217,26219,26226,26227,26231,26228,26228,26227,26226,26224,26226,26227,26227,26228,26229,26229,26228,26228,26229,26230,26231,26230,26231,26231,26231,26231,26231,26231,26231,26231,26230,26230,26230,26230,26230,26230,26230,26230,26230,26230,26230,26230,26230,26230,26230,26230,26230,26230,26230,26230,26230,26230,26230,26230,26229,26229,26229,26230,26229,26229,26229,26229,26229,26229,26229,26229,26229,26229,26229,26230,26229,26229,26229,26229,26229,26229,26229,26229,26229,26229,26229,26229,26229,26229,26229,26316,26331,26316,26331,26331,26331,26331
