"",2006-03-07,2006-05-11,2006-06-29,2006-07-06,2006-08-04,2006-09-06,2006-10-06,2006-11-06,2006-12-06,2007-01-08,2007-02-06,2007-03-07,2007-04-04,2007-05-07,2007-06-06,2007-07-06,2007-08-06,2007-09-06,2007-10-08,2007-11-06,2007-12-06,2008-01-08,2008-02-07,2008-03-06,2008-04-04,2008-05-07,2008-06-05,2008-07-04,2008-08-06,2008-09-04,2008-10-07,2008-11-06,2008-12-05,2009-01-08,2009-02-05,2009-03-11,2009-04-08,2009-05-07,2009-06-08,2009-07-07,2009-08-06,2009-09-07,2009-10-07,2009-11-06,2009-12-07,2010-01-07,2010-02-04,2010-03-05,2010-04-07,2010-05-06,2010-06-07,2010-07-07,2010-08-05,2010-09-07,2010-10-06,2010-11-05,2010-12-07,2011-01-06,2011-02-07,2011-03-08,2011-04-06,2011-05-05,2011-06-07,2011-07-06,2011-08-04,2011-09-06,2011-10-06,2011-11-04,2011-12-06,2012-01-06,2012-02-06,2012-03-07,2012-04-04,2012-05-07,2012-06-05,2012-07-05,2012-08-07,2012-09-06,2012-10-05,2012-11-06,2012-12-06,2013-01-08,2013-02-06,2013-03-07,2013-04-05,2013-05-07,2013-06-06,2013-07-05,2013-08-06,2013-09-05,2013-10-08,2013-11-06,2013-12-06,2014-01-08,2014-02-06,2014-03-06,2014-04-04,2014-05-07,2014-06-05,2014-07-04,2014-08-06,2014-09-04,2014-10-06,2014-11-06,2014-12-05,2015-01-08,2015-02-05
2005-02,114.7,115.0,115.0,114.0,114.0,114.0,112.3,112.3,112.3,112.3,112.3,112.3,112.3,112.3,112.3,112.3,112.3,112.3,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.0,112.0,112.0,111.8,111.8,111.8,111.8,111.8,111.8,111.8,93.9,93.9,93.9,93.9,93.9,93.9,93.9,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.4,94.4,94.4,94.4,93.9,93.9,93.9,93.9,93.9,93.9,93.9,93.9,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6
2005-03,118.7,119.7,119.7,120.0,120.0,120.0,117.1,117.1,117.1,117.1,117.1,117.1,117.1,117.1,117.1,117.1,117.1,117.1,116.3,116.3,116.3,116.3,116.3,116.3,116.3,116.7,116.7,116.7,116.5,116.5,116.5,116.5,116.5,116.5,116.5,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.7,99.7,99.7,99.7,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5
2005-04,114.7,115.8,115.8,115.7,115.7,115.7,115.4,115.2,115.2,115.2,115.2,115.2,115.2,115.2,115.2,115.2,115.2,115.2,114.7,114.7,114.7,114.7,114.7,114.7,114.7,114.8,114.8,114.8,114.2,114.2,114.2,114.2,114.2,114.2,114.2,95.4,95.4,95.4,95.4,95.4,95.4,95.4,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.7,96.7,96.7,96.7,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4
2005-05,116.9,116.8,116.8,115.1,115.1,115.1,113.4,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,112.9,112.9,112.9,112.9,112.9,112.9,112.9,113.1,113.1,113.1,113.3,113.3,113.3,113.3,113.3,113.3,113.3,95.8,95.8,95.8,95.8,95.8,95.8,95.8,96.2,96.2,96.2,96.2,96.2,96.2,96.2,96.2,96.2,96.2,95.7,95.7,95.7,95.7,95.1,95.1,95.1,95.1,95.1,95.1,95.1,95.1,95.2,95.2,95.2,95.2,95.2,95.2,95.2,95.2,95.2,95.2,95.2,95.3,95.3,95.3,95.3,95.3,95.3,95.3,95.3,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9
2005-06,122.5,121.8,121.8,121.5,121.5,121.5,120.6,120.2,120.2,120.2,120.2,120.2,120.2,120.2,120.2,120.2,120.2,120.2,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.6,120.6,120.6,120.6,120.6,120.6,120.6,102.7,102.7,102.7,102.7,102.7,102.7,102.7,101.3,101.3,101.3,101.3,101.3,101.3,101.3,101.3,101.3,101.3,101.0,101.0,101.0,101.0,100.8,100.8,100.8,100.8,100.8,100.8,100.8,100.8,100.5,100.5,100.5,100.5,100.5,100.5,100.5,100.5,100.5,100.5,100.5,100.5,100.5,100.5,100.5,100.5,100.5,100.5,100.5,102.2,102.2,102.2,102.2,102.2,102.2,102.2,102.2,102.2,102.2,102.2,102.2,102.2,102.2,102.2,102.2,102.2,102.2,102.2,102.2,102.2,102.2,102.2,102.2
2005-07,114.7,113.4,113.4,113.8,113.8,113.8,116.8,116.3,116.3,116.3,116.3,116.3,116.3,116.3,116.3,116.3,116.3,116.3,116.2,116.2,116.2,116.2,116.2,116.2,116.2,116.4,116.4,116.4,116.6,116.6,116.6,116.6,116.6,116.6,116.6,100.3,100.3,100.3,100.3,100.3,100.3,100.3,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.6,99.6,99.6,99.6,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0
2005-08,107.8,107.7,107.7,107.8,107.8,107.8,114.0,113.9,113.9,113.9,113.9,113.9,113.9,113.9,113.9,113.9,113.9,113.9,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,98.2,98.2,98.2,98.2,98.2,98.2,98.2,97.8,97.8,97.8,97.8,97.8,97.8,97.8,97.8,97.8,97.8,98.1,98.1,98.1,98.1,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.6,98.6,98.6,98.6,98.6,98.6,98.6,98.6,98.6,98.6,98.6,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2005-09,121.7,121.3,121.3,121.4,121.4,121.4,121.8,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.8,122.8,122.8,122.8,122.8,122.8,122.8,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,104.0,104.0,104.0,104.0,104.0,104.0,104.0,103.6,103.6,103.6,103.6,103.6,103.6,103.6,103.6,103.6,103.6,103.5,103.5,103.5,103.5,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.5,104.5,104.5,104.5,104.5,104.5,104.5,104.5,106.3,106.3,106.3,106.3,106.3,106.3,106.3,106.3,106.3,106.3,106.3,106.3,106.3,106.3,106.3,106.3,106.3,106.3,106.3,106.3,106.3,106.3,106.3,106.3
2005-10,119.7,119.2,119.2,120.0,120.0,120.0,121.0,121.1,121.1,121.1,121.1,121.1,121.1,121.1,121.1,121.1,121.1,121.1,120.8,120.8,120.8,120.8,120.8,120.8,120.8,120.9,120.9,120.9,121.1,121.1,121.1,121.1,121.1,121.1,121.1,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.6,102.6,102.6,102.6,102.6,102.6,102.6,102.6,102.6,102.6,101.8,101.8,101.8,101.8,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.9,102.9,102.9,102.9,102.9,102.9,102.9,102.9,102.9,102.9,102.9,102.9,102.9,102.9,102.9,102.9,102.9,102.9,102.9,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.7
2005-11,120.0,121.7,121.7,122.3,122.3,122.3,120.6,120.8,120.8,120.8,120.8,120.8,120.8,120.8,120.8,120.8,120.8,120.8,122.2,122.2,122.2,122.2,122.2,122.2,122.2,122.3,122.3,122.3,122.3,122.3,122.3,122.3,122.3,122.3,122.3,103.5,103.5,103.5,103.5,103.5,103.5,103.5,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,104.3,104.3,104.3,104.3,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.7,106.5,106.5,106.5,106.5,106.5,106.5,106.5,106.5,106.5,106.5,106.5,106.5,106.5,106.5,106.5,106.5,106.5,106.5,106.5,106.5,106.5,106.5,106.5,106.5
2005-12,117.5,118.1,118.1,117.8,117.8,117.8,119.9,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,121.7,121.7,121.7,121.7,121.7,121.7,121.7,121.1,121.1,121.1,120.9,120.9,120.9,120.9,120.9,120.9,120.9,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.9,102.9,102.9,102.9,102.9,102.9,102.9,102.9,102.9,102.9,103.2,103.2,103.2,103.2,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.3,102.3,102.3,102.3,102.3,102.3,102.3,102.3,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1
2006-01,125.0,125.1,125.1,126.4,126.4,126.4,123.9,123.9,123.9,123.9,123.9,123.9,123.3,123.3,123.3,123.3,123.3,123.3,122.4,122.4,122.4,122.4,122.4,122.4,122.4,121.8,121.8,121.8,121.7,121.7,121.7,121.7,121.7,121.7,121.7,103.4,103.4,103.4,103.4,103.4,103.4,103.4,104.3,104.3,104.3,104.3,104.3,104.3,104.3,104.3,104.3,104.3,104.9,104.9,104.9,104.9,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.2,104.2,104.2,104.2,104.2,104.2,104.2,104.2,104.2,104.2,104.2,104.2,104.2,104.2,104.2,104.2,104.2,104.2,104.2,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0
2006-02,,,130.7,129.5,129.5,129.5,127.2,127.2,127.2,127.2,127.2,127.2,127.6,127.6,127.6,127.6,127.6,127.6,127.4,127.4,127.4,127.4,127.4,127.4,127.4,127.1,127.1,127.1,126.8,126.8,126.8,126.8,126.8,126.8,126.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.1,107.1,107.1,107.1,106.5,106.5,106.5,106.5,106.5,106.5,106.5,106.5,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6
2006-03,,,125.6,125.7,125.7,125.7,122.8,122.7,122.7,122.7,122.7,122.7,123.9,123.9,123.9,123.9,123.9,123.9,122.7,122.7,122.7,122.7,122.7,122.7,122.7,123.5,123.5,123.5,123.0,123.0,123.0,123.0,123.0,123.0,123.0,104.2,104.2,104.2,104.2,104.2,104.2,104.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.6,105.6,105.6,105.6,105.9,105.9,105.9,105.9,105.9,105.9,105.9,105.9,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.3,105.3,105.3,105.3,105.3,105.3,105.3,105.3,107.2,107.2,107.2,107.2,107.2,107.2,107.2,107.2,107.2,107.2,107.2,107.2,107.2,107.2,107.2,107.2,107.2,107.2,107.2,107.2,107.2,107.2,107.2,107.2
2006-04,,,126.1,126.0,126.0,126.0,125.9,125.8,125.8,125.8,125.8,125.8,126.1,126.1,126.1,126.1,126.1,126.1,125.4,125.4,125.4,125.4,125.4,125.4,125.4,125.7,125.7,125.7,124.8,124.8,124.8,124.8,124.8,124.8,124.8,105.4,105.4,105.4,105.4,105.4,105.4,105.4,106.2,106.2,106.2,106.2,106.2,106.2,106.2,106.2,106.2,106.2,105.8,105.8,105.8,105.8,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,108.2,108.2,108.2,108.2,108.2,108.2,108.2,108.2,108.2,108.2,108.2,108.2,108.2,108.2,108.2,108.2,108.2,108.2,108.2,108.2,108.2,108.2,108.2,108.2
2006-05,,,,132.7,133.4,133.4,130.9,130.5,130.5,130.5,130.5,130.5,130.8,130.8,130.8,130.8,130.8,130.8,130.2,130.2,130.2,130.2,130.2,130.2,130.2,130.4,130.4,130.4,130.8,130.8,130.8,130.8,130.8,130.8,130.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,110.4,110.4,110.4,110.4,110.4,110.4,110.4,110.4,110.4,110.4,110.3,110.3,110.3,110.3,109.9,109.9,109.9,109.9,109.9,109.9,109.9,109.9,109.7,109.7,109.7,109.7,109.7,109.7,109.7,109.7,109.7,109.7,109.7,109.5,109.5,109.5,109.5,109.5,109.5,109.5,109.5,111.4,111.4,111.4,111.4,111.4,111.4,111.4,111.4,111.4,111.4,111.4,111.4,111.4,111.4,111.4,111.4,111.4,111.4,111.4,111.4,111.4,111.4,111.4,111.4
2006-06,,,,,129.3,129.2,128.3,127.9,127.9,127.9,127.9,127.9,128.1,128.1,128.1,128.1,128.1,128.1,128.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,129.1,129.1,129.1,129.1,129.1,129.1,129.1,110.3,110.3,110.3,110.3,110.3,110.3,110.3,108.7,108.7,108.7,108.7,108.7,108.7,108.7,108.7,108.7,108.7,107.7,107.7,107.7,107.7,107.1,107.1,107.1,107.1,107.1,107.1,107.1,107.1,107.1,107.1,107.1,107.1,107.1,107.1,107.1,107.1,107.1,107.1,107.1,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,109.4,109.4,109.4,109.4,109.4,109.4,109.4,109.4,109.4,109.4,109.4,109.4,109.4,109.4,109.4,109.4,109.4,109.4,109.4,109.4,109.4,109.4,109.4,109.4
2006-07,,,,,,124.6,129.2,128.5,128.5,128.5,128.5,128.5,127.8,127.8,127.8,127.8,127.8,127.8,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.8,127.8,127.8,128.1,128.1,128.1,128.1,128.1,128.1,128.1,109.0,109.0,109.0,109.0,109.0,109.0,109.0,108.4,108.4,108.4,108.4,108.4,108.4,108.4,108.4,108.4,108.4,108.5,108.5,108.5,108.5,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.1,108.1,108.1,108.1,108.1,108.1,108.1,108.1,108.1,108.1,108.1,108.1,108.1,108.1,108.1,108.1,108.1,108.1,108.1,109.9,109.9,109.9,109.9,109.9,109.9,109.9,109.9,109.9,109.9,109.9,109.9,109.9,109.9,109.9,109.9,109.9,109.9,109.9,109.9,109.9,109.9,109.9,109.9
2006-08,,,,,,,135.3,133.1,133.1,133.1,133.1,133.1,131.4,131.4,131.4,131.4,131.4,131.4,132.4,132.4,132.4,132.4,132.4,132.4,132.4,132.3,132.3,132.3,132.5,132.5,132.5,132.5,132.5,132.5,132.5,111.8,111.8,111.8,111.8,111.8,111.8,111.8,111.2,111.2,111.2,111.2,111.2,111.2,111.2,111.2,111.2,111.2,111.7,111.7,111.7,111.7,112.5,112.5,112.5,112.5,112.5,112.5,112.5,112.5,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,111.8,111.8,111.8,111.8,111.8,111.8,111.8,111.8,113.8,113.8,113.8,113.8,113.8,113.8,113.8,113.8,113.8,113.8,113.8,113.8,113.8,113.8,113.8,113.8,113.8,113.8,113.8,113.8,113.8,113.8,113.8,113.8
2006-09,,,,,,,,127.6,128.4,128.4,128.4,128.4,128.4,128.4,128.4,128.4,128.4,128.4,128.4,128.4,128.4,128.4,128.4,128.4,128.4,128.0,128.0,128.0,128.1,128.1,128.1,128.1,128.1,128.1,128.1,109.5,109.5,109.5,109.5,109.5,109.5,109.5,108.9,108.9,108.9,108.9,108.9,108.9,108.9,108.9,108.9,108.9,108.2,108.2,108.2,108.2,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.9,109.9,109.9,109.9,109.9,109.9,109.9,109.9,109.9,109.9,109.9,109.7,109.7,109.7,109.7,109.7,109.7,109.7,109.7,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6,111.6
2006-10,,,,,,,,,130.8,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,132.6,132.6,132.6,132.6,132.6,132.6,132.6,132.6,132.6,132.6,132.7,132.7,132.7,132.7,132.7,132.7,132.7,111.9,111.9,111.9,111.9,111.9,111.9,111.9,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.5,111.5,111.5,111.5,112.1,112.1,112.1,112.1,112.1,112.1,112.1,112.1,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0
2006-11,,,,,,,,,,131.1,130.6,130.6,130.0,130.0,130.0,130.0,130.0,130.0,131.5,131.5,131.5,131.5,131.5,131.5,131.5,131.8,131.8,131.8,131.8,131.8,131.8,131.8,131.8,131.8,131.8,110.8,110.8,110.8,110.8,110.8,110.8,110.8,110.3,110.3,110.3,110.3,110.3,110.3,110.3,110.3,110.3,110.3,111.8,111.8,111.8,111.8,112.1,112.1,112.1,112.1,112.1,112.1,112.1,112.1,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.1,112.1,112.1,112.1,112.1,112.1,112.1,112.1,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0
2006-12,,,,,,,,,,,126.9,128.9,128.1,128.1,128.1,128.1,128.1,128.1,130.6,130.6,130.6,130.6,130.6,130.6,130.6,129.7,129.7,129.7,129.7,129.7,129.7,129.7,129.7,129.7,129.7,108.8,108.8,108.8,108.8,108.8,108.8,108.8,108.7,108.7,108.7,108.7,108.7,108.7,108.7,108.7,108.7,108.7,108.6,108.6,108.6,108.6,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.9,107.9,107.9,107.9,107.9,107.9,107.9,107.9,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8
2007-01,,,,,,,,,,,,139.9,140.0,140.0,140.0,140.0,140.0,140.0,138.7,138.7,138.7,138.7,138.7,138.7,139.0,138.2,138.2,138.2,138.1,138.1,138.1,138.1,138.1,138.1,138.1,117.2,117.2,117.2,117.2,117.2,117.2,117.2,118.3,118.3,118.3,118.3,118.3,118.3,118.3,118.3,118.3,118.3,118.9,118.9,118.9,118.9,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3
2007-02,,,,,,,,,,,,,136.1,137.5,137.5,137.5,137.5,137.5,137.2,137.2,137.2,137.2,137.2,137.2,138.2,137.7,137.7,137.7,137.5,137.5,137.5,137.5,137.5,137.5,137.5,115.5,115.5,115.5,115.5,115.5,115.5,115.5,116.2,116.2,116.2,116.2,116.2,116.2,116.2,116.2,116.2,116.2,115.6,115.6,115.6,115.6,115.1,115.1,115.1,115.1,115.1,115.1,115.1,115.1,115.2,115.2,115.2,115.2,115.2,115.2,115.2,115.2,115.2,115.2,115.2,115.3,115.3,115.3,115.3,115.3,115.3,115.3,115.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3
2007-03,,,,,,,,,,,,,,140.9,139.4,139.4,139.4,139.4,138.3,138.3,138.3,138.3,138.3,138.3,138.2,139.9,139.9,139.9,139.2,139.2,139.2,139.2,139.2,139.2,139.2,117.6,117.6,117.6,117.6,117.6,117.6,117.6,118.5,118.5,118.5,118.5,118.5,118.5,118.5,118.5,118.5,118.5,118.8,118.8,118.8,118.8,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,118.6,118.6,118.6,118.6,118.6,118.6,118.6,118.6,118.6,118.6,118.6,118.7,118.7,118.7,118.7,118.7,118.7,118.7,118.7,120.7,120.7,120.7,120.7,120.7,120.7,120.7,120.7,120.7,120.7,120.7,120.7,120.7,120.7,120.7,120.7,120.7,120.7,120.7,120.7,120.7,120.7,120.7,120.7
2007-04,,,,,,,,,,,,,,,140.1,140.7,140.7,140.7,139.7,139.7,139.7,139.7,139.7,139.7,139.7,140.1,140.1,140.1,138.1,138.1,138.1,138.1,138.1,138.1,138.1,116.9,116.9,116.9,116.9,116.9,116.9,116.9,117.9,117.9,117.9,117.9,117.9,117.9,117.9,117.9,117.9,117.9,117.9,117.9,117.9,117.9,117.9,117.9,117.9,117.9,117.9,117.9,117.9,117.9,118.5,118.5,118.5,118.5,118.5,118.5,118.5,118.5,118.5,118.5,118.5,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,120.9,120.9,120.9,120.9,120.9,120.9,120.9,120.9,120.9,120.9,120.9,120.9,120.9,120.9,120.9,120.9,120.9,120.9,120.9,120.9,120.9,120.9,120.9,120.9
2007-05,,,,,,,,,,,,,,,,141.1,140.8,140.8,139.9,139.9,139.9,139.9,139.9,139.9,140.2,140.4,140.4,140.4,141.1,141.1,141.1,141.1,141.1,141.1,141.1,119.3,119.3,119.3,119.3,119.3,119.3,119.3,119.7,119.7,119.7,119.7,119.7,119.7,119.7,119.7,119.7,119.7,119.1,119.1,119.1,119.1,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3
2007-06,,,,,,,,,,,,,,,,,140.0,139.7,139.6,139.6,139.6,139.6,139.6,139.6,140.4,140.4,140.4,140.4,141.9,141.9,141.9,141.9,141.9,141.9,141.9,121.1,121.1,121.1,121.1,121.1,121.1,121.1,119.3,119.3,119.3,119.3,119.3,119.3,119.3,119.3,119.3,119.3,118.4,118.4,118.4,118.4,117.7,117.7,117.7,117.7,117.7,117.7,117.7,117.7,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,120.2,120.2,120.2,120.2,120.2,120.2,120.2,120.2,120.2,120.2,120.2,120.2,120.2,120.2,120.2,120.2,120.2,120.2,120.2,120.2,120.2,120.2,120.2,120.2
2007-07,,,,,,,,,,,,,,,,,,142.5,141.8,141.8,141.8,141.8,141.8,141.8,142.5,142.7,142.7,142.7,143.0,143.0,143.0,143.0,143.0,143.0,143.0,121.2,121.2,121.2,121.2,121.2,121.2,121.2,120.6,120.6,120.6,120.6,120.6,120.6,120.6,120.6,120.6,120.6,121.1,121.1,121.1,121.1,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,120.9,120.9,120.9,120.9,120.9,120.9,120.9,120.9,120.9,120.9,120.9,120.8,120.8,120.8,120.8,120.8,120.8,120.8,120.8,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.9
2007-08,,,,,,,,,,,,,,,,,,,140.8,143.1,143.1,143.1,143.1,143.1,143.0,142.7,142.7,142.7,143.0,143.0,143.0,143.0,143.0,143.0,143.0,120.8,120.8,120.8,120.8,120.8,120.8,120.8,120.2,120.2,120.2,120.2,120.2,120.2,120.2,120.2,120.2,120.2,120.7,120.7,120.7,120.7,121.6,121.6,121.6,121.6,121.6,121.6,121.6,121.6,121.3,121.3,121.3,121.3,121.3,121.3,121.3,121.3,121.3,121.3,121.3,120.6,120.6,120.6,120.6,120.6,120.6,120.6,120.6,122.7,122.7,122.7,122.7,122.7,122.7,122.7,122.7,122.7,122.7,122.7,122.7,122.7,122.7,122.7,122.7,122.7,122.7,122.7,122.7,122.7,122.7,122.7,122.7
