"",2005-11-18,2005-12-16,2006-01-24,2006-02-17,2006-03-29,2006-04-24,2006-05-19,2006-06-23,2006-07-14,2006-08-21,2006-09-15,2006-10-23,2006-11-17,2006-12-18,2007-01-22,2007-02-19,2007-03-26,2007-04-23,2007-05-21,2007-06-18,2007-07-20,2007-08-13,2007-08-20,2007-09-18,2007-10-19,2007-11-16,2007-12-17,2008-01-28,2008-02-18,2008-03-17,2008-04-21,2008-05-19,2008-06-23,2008-07-21,2008-08-18,2008-09-22,2008-10-20,2008-11-19,2009-01-19,2009-03-24,2009-04-20,2009-05-19,2009-06-20,2009-08-20,2009-09-21,2009-10-19,2009-11-19,2010-01-18,2010-02-18,2010-03-22,2010-08-19,2010-09-20,2010-10-18,2010-11-18,2011-01-17,2011-02-21,2011-03-21,2011-04-18,2011-05-20,2011-06-20,2011-07-18,2011-08-22,2011-09-19,2011-10-17,2011-11-21,2011-12-19,2012-01-23,2012-02-20,2012-03-19,2012-04-23,2012-05-23,2012-06-18,2012-07-23,2012-08-20,2012-09-24,2012-10-22,2012-11-19,2012-12-17,2013-01-21,2013-02-18,2013-03-18,2013-04-22,2013-05-21,2013-06-17,2013-07-22,2013-08-19,2013-09-23,2013-10-21,2013-11-18,2013-12-16,2014-01-27,2014-02-17,2014-03-24,2014-04-28,2014-05-19,2014-06-16,2014-07-21,2014-08-18,2014-09-22,2014-10-20,2014-11-17,2014-12-15,2015-01-19,2015-02-16
1995-06,81.410,81.410,81.410,81.410,81.400,81.400,81.400,81.400,81.400,81.400,81.400,81.400,81.400,81.400,81.40,81.400,81.400,81.410,81.410,81.410,81.410,81.410,81.410,81.410,81.410,81.410,81.420,81.420,81.420,81.420,81.410,81.420,81.420,81.420,81.420,81.420,81.420,81.420,81.000,80.990,80.990,80.990,80.990,80.990,80.990,80.990,80.990,80.990,80.990,80.990,81.000,81.000,81.000,81.000,81.000,81.000,81.000,81.000,81.000,81.000,80.930,80.930,73.180,73.190,73.100,73.100,73.100,73.090,73.080,73.070,73.090,73.090,73.090,73.090,73.090,73.090,73.090,73.080,73.080,73.090,73.090,72.890,73.030,73.030,73.090,73.190,73.190,73.190,73.190,73.190,73.200,73.190,73.210,73.160,73.170,73.160,73.160,73.160,64.970,64.970,64.970,64.960,64.960,64.960
1995-07,119.720,119.720,119.720,119.720,119.860,119.860,119.860,119.860,119.860,119.860,119.860,119.860,119.860,119.860,119.86,119.860,119.860,119.870,119.870,119.870,119.880,119.880,119.880,119.880,119.880,119.880,120.060,120.060,120.060,120.060,120.030,120.140,120.140,120.140,120.140,120.140,120.140,120.140,119.490,119.470,119.470,119.470,119.470,119.470,119.470,119.470,119.470,119.470,119.470,119.470,119.480,119.480,119.480,119.480,119.480,119.480,119.480,119.480,119.480,119.480,119.330,119.330,107.910,107.910,107.770,107.680,107.560,107.550,107.540,107.550,107.570,107.570,107.570,107.570,107.570,107.570,107.570,107.570,107.570,107.590,107.590,107.280,107.320,107.320,107.270,107.620,107.620,107.620,107.620,107.620,107.620,107.600,107.620,107.410,107.380,107.370,107.370,107.370,95.340,95.340,95.340,95.340,95.330,95.480
1995-08,81.860,81.860,81.860,81.860,81.850,81.850,81.850,81.850,81.850,81.850,81.850,81.850,81.850,81.850,81.85,81.850,81.850,81.850,81.850,81.850,81.860,81.860,81.860,81.860,81.860,81.860,81.830,81.830,81.830,81.830,81.830,81.840,81.840,81.840,81.840,81.840,81.840,81.840,81.410,81.410,81.410,81.410,81.410,81.410,81.410,81.410,81.410,81.410,81.410,81.410,81.420,81.420,81.420,81.420,81.420,81.420,81.420,81.420,81.420,81.420,81.340,81.340,73.560,73.560,73.480,73.480,73.470,73.470,73.460,73.450,73.460,73.460,73.460,73.460,73.460,73.460,73.460,73.460,73.460,73.470,73.470,73.260,73.400,73.400,73.460,73.540,73.540,73.540,73.540,73.540,73.540,73.540,73.560,73.510,73.510,73.510,73.510,73.510,65.280,65.280,65.280,65.270,65.270,65.280
1995-09,81.890,81.890,81.890,81.890,81.880,81.880,81.880,81.880,81.880,81.890,81.890,81.890,81.880,81.880,81.88,81.880,81.880,81.890,81.890,81.890,81.890,81.890,81.890,81.890,81.890,81.890,81.870,81.870,81.870,81.870,81.860,81.880,81.880,81.880,81.880,81.880,81.880,81.880,81.450,81.440,81.440,81.440,81.440,81.440,81.440,81.440,81.440,81.440,81.440,81.440,81.450,81.450,81.450,81.450,81.450,81.450,81.450,81.450,81.450,81.450,81.380,81.380,73.590,73.590,73.510,73.510,73.510,73.500,73.490,73.480,73.490,73.490,73.490,73.490,73.490,73.490,73.490,73.490,73.490,73.500,73.500,73.290,73.430,73.430,73.500,73.570,73.570,73.570,73.570,73.570,73.570,73.570,73.590,73.540,73.550,73.540,73.540,73.540,65.300,65.300,65.300,65.300,65.300,65.300
1995-10,82.030,82.030,82.030,82.030,82.020,82.020,82.020,82.020,82.020,82.020,82.020,82.020,82.020,82.020,82.02,82.020,82.020,82.020,82.020,82.020,82.030,82.030,82.030,82.020,82.020,82.020,82.000,82.000,82.000,82.000,82.000,82.010,82.010,82.010,82.010,82.010,82.010,82.010,81.580,81.580,81.580,81.580,81.580,81.580,81.580,81.580,81.580,81.580,81.580,81.580,81.590,81.590,81.590,81.590,81.590,81.590,81.590,81.590,81.590,81.590,81.510,81.510,73.710,73.720,73.630,73.630,73.630,73.620,73.610,73.600,73.610,73.610,73.610,73.610,73.610,73.610,73.610,73.610,73.610,73.620,73.620,73.410,73.550,73.550,73.610,73.690,73.690,73.690,73.690,73.690,73.690,73.690,73.710,73.660,73.660,73.660,73.660,73.660,65.410,65.410,65.410,65.410,65.400,65.410
1995-11,138.310,138.310,138.310,138.310,138.300,138.300,138.300,138.300,138.300,138.300,138.300,138.300,138.300,138.300,138.30,138.300,138.300,138.300,138.300,138.300,138.300,138.300,138.300,138.300,138.300,138.300,138.500,138.500,138.500,138.500,138.510,138.460,138.460,138.460,138.460,138.460,138.460,138.470,137.750,137.750,137.750,137.750,137.750,137.750,137.750,137.750,137.750,137.750,137.750,137.750,137.770,137.770,137.770,137.770,137.770,137.770,137.770,137.770,137.770,137.770,137.690,137.690,124.520,124.520,124.390,124.400,124.390,124.370,124.350,124.320,124.330,124.330,124.330,124.330,124.330,124.330,124.330,124.330,124.330,124.350,124.350,124.000,124.460,124.460,124.680,124.580,124.580,124.580,124.580,124.580,124.590,124.610,124.650,124.870,124.880,124.880,124.880,124.880,110.890,110.890,110.890,110.880,110.880,111.020
1995-12,83.240,83.240,83.240,83.240,83.230,83.230,83.230,83.230,83.230,83.230,83.230,83.230,83.230,83.230,83.23,83.230,83.230,83.230,83.230,83.230,83.240,83.240,83.240,83.230,83.230,83.230,83.220,83.220,83.220,83.220,83.230,83.250,83.250,83.250,83.250,83.250,83.250,83.250,82.820,82.810,82.810,82.810,82.810,82.810,82.810,82.810,82.810,82.810,82.810,82.810,82.820,82.820,82.820,82.820,82.820,82.820,82.820,82.820,82.820,82.820,82.740,82.740,74.820,74.820,74.730,74.740,74.730,74.720,74.720,74.710,74.720,74.720,74.720,74.720,74.720,74.720,74.720,74.720,74.720,74.730,74.730,74.520,74.650,74.650,74.700,74.790,74.790,74.790,74.800,74.800,74.800,74.790,74.810,74.760,74.770,74.770,74.770,74.770,66.390,66.390,66.390,66.390,66.390,66.390
1996-01,83.260,83.260,83.260,83.260,83.260,83.260,83.260,83.260,83.260,83.260,83.260,83.260,83.260,83.260,83.26,83.260,83.260,83.260,83.260,83.260,83.260,83.260,83.260,83.260,83.260,83.260,83.240,83.240,83.240,83.240,83.250,83.280,83.280,83.280,83.280,83.280,83.280,83.280,82.840,82.840,82.840,82.840,82.840,82.840,82.840,82.840,82.840,82.840,82.840,82.840,82.850,82.850,82.850,82.850,82.850,82.850,82.850,82.850,82.850,82.850,82.770,82.770,74.850,74.850,74.760,74.760,74.760,74.750,74.740,74.730,74.740,74.740,74.740,74.740,74.740,74.740,74.740,74.740,74.740,74.750,74.750,74.540,74.670,74.670,74.720,74.810,74.810,74.820,74.820,74.820,74.820,74.810,74.830,74.790,74.790,74.790,74.790,74.790,66.410,66.410,66.410,66.410,66.410,66.410
1996-02,83.300,83.300,83.300,83.300,83.290,83.290,83.290,83.290,83.290,83.300,83.300,83.300,83.300,83.300,83.30,83.300,83.300,83.300,83.300,83.300,83.300,83.300,83.300,83.300,83.300,83.300,83.300,83.300,83.300,83.300,83.310,83.340,83.340,83.340,83.340,83.340,83.340,83.340,82.900,82.900,82.900,82.900,82.900,82.900,82.900,82.900,82.900,82.900,82.900,82.900,82.910,82.910,82.910,82.910,82.910,82.910,82.910,82.910,82.910,82.910,82.830,82.830,74.900,74.900,74.810,74.820,74.810,74.800,74.800,74.790,74.800,74.800,74.800,74.800,74.800,74.800,74.800,74.800,74.800,74.810,74.810,74.590,74.720,74.720,74.770,74.870,74.870,74.870,74.870,74.870,74.870,74.870,74.880,74.840,74.840,74.840,74.840,74.840,66.460,66.460,66.460,66.450,66.450,66.450
1996-03,83.380,83.380,83.380,83.380,83.380,83.380,83.380,83.380,83.380,83.380,83.380,83.380,83.380,83.380,83.38,83.380,83.380,83.380,83.380,83.380,83.380,83.380,83.380,83.380,83.380,83.380,83.380,83.380,83.380,83.380,83.390,83.420,83.420,83.420,83.420,83.420,83.420,83.420,82.980,82.980,82.980,82.980,82.980,82.980,82.980,82.980,82.980,82.980,82.980,82.980,82.990,82.990,82.990,82.990,82.990,82.990,82.990,82.990,82.990,82.990,82.910,82.910,74.970,74.980,74.880,74.890,74.880,74.880,74.870,74.860,74.870,74.870,74.870,74.870,74.870,74.870,74.870,74.870,74.870,74.880,74.880,74.670,74.810,74.810,74.860,74.950,74.950,74.960,74.960,74.960,74.960,74.950,74.970,74.930,74.930,74.930,74.930,74.930,66.540,66.540,66.540,66.530,66.530,66.530
1996-04,83.600,83.600,83.600,83.600,83.600,83.600,83.600,83.600,83.600,83.600,83.600,83.600,83.600,83.600,83.60,83.600,83.600,83.600,83.600,83.600,83.610,83.610,83.610,83.600,83.600,83.600,83.610,83.610,83.610,83.610,83.610,83.640,83.640,83.640,83.640,83.640,83.640,83.640,83.200,83.200,83.200,83.200,83.200,83.200,83.200,83.200,83.200,83.200,83.200,83.200,83.210,83.210,83.210,83.210,83.210,83.210,83.210,83.210,83.210,83.210,83.130,83.130,75.180,75.180,75.090,75.090,75.090,75.080,75.070,75.060,75.070,75.070,75.070,75.070,75.070,75.070,75.070,75.070,75.070,75.080,75.080,74.870,75.020,75.020,75.080,75.170,75.170,75.170,75.180,75.180,75.180,75.170,75.190,75.150,75.160,75.150,75.150,75.150,66.730,66.730,66.730,66.730,66.730,66.720
1996-05,83.740,83.740,83.740,83.740,83.730,83.730,83.730,83.730,83.730,83.730,83.730,83.730,83.730,83.730,83.73,83.730,83.730,83.730,83.730,83.730,83.740,83.740,83.740,83.730,83.730,83.730,83.740,83.740,83.740,83.740,83.740,83.760,83.760,83.760,83.760,83.760,83.760,83.760,83.320,83.320,83.320,83.320,83.320,83.320,83.320,83.320,83.320,83.320,83.320,83.320,83.330,83.330,83.330,83.330,83.330,83.330,83.330,83.330,83.330,83.330,83.260,83.260,75.290,75.290,75.210,75.210,75.210,75.200,75.190,75.180,75.190,75.190,75.190,75.190,75.190,75.190,75.190,75.190,75.190,75.200,75.200,74.990,75.140,75.140,75.210,75.300,75.300,75.300,75.300,75.300,75.300,75.300,75.320,75.280,75.280,75.280,75.280,75.280,66.850,66.850,66.850,66.850,66.850,66.840
1996-06,83.870,83.870,83.870,83.870,83.860,83.860,83.860,83.860,83.860,83.870,83.870,83.870,83.870,83.870,83.87,83.870,83.870,83.870,83.870,83.870,83.870,83.870,83.870,83.870,83.870,83.870,83.870,83.870,83.870,83.870,83.880,83.900,83.900,83.900,83.900,83.900,83.900,83.900,83.460,83.460,83.450,83.450,83.450,83.450,83.450,83.450,83.450,83.450,83.450,83.450,83.470,83.470,83.470,83.470,83.470,83.470,83.470,83.470,83.470,83.470,83.400,83.400,75.420,75.420,75.330,75.330,75.330,75.320,75.310,75.300,75.310,75.310,75.310,75.310,75.310,75.310,75.310,75.310,75.310,75.320,75.320,75.110,75.260,75.260,75.320,75.410,75.410,75.410,75.420,75.420,75.420,75.410,75.410,75.380,75.380,75.380,75.380,75.380,66.940,66.940,66.940,66.940,66.940,66.960
1996-07,124.410,124.410,124.410,124.410,124.550,124.550,124.550,124.550,124.550,124.560,124.560,124.560,124.550,124.550,124.55,124.550,124.550,124.560,124.560,124.560,124.540,124.540,124.540,124.540,124.540,124.540,124.780,124.780,124.780,124.780,124.770,124.900,124.900,124.900,124.900,124.900,124.900,124.900,124.220,124.220,124.220,124.220,124.220,124.220,124.220,124.220,124.220,124.220,124.220,124.220,124.230,124.230,124.230,124.230,124.230,124.240,124.240,124.240,124.240,124.240,124.070,124.070,112.200,112.200,112.090,111.990,111.860,111.840,111.830,111.830,111.860,111.860,111.860,111.860,111.860,111.860,111.860,111.860,111.860,111.880,111.880,111.560,111.580,111.580,111.540,111.900,111.900,111.900,111.910,111.910,111.910,111.880,111.880,111.680,111.640,111.630,111.630,111.630,99.130,99.130,99.130,99.130,99.130,99.230
1996-08,84.400,84.400,84.400,84.400,84.400,84.400,84.400,84.400,84.400,84.400,84.400,84.400,84.400,84.400,84.40,84.400,84.400,84.400,84.400,84.400,84.410,84.410,84.410,84.400,84.400,84.400,84.370,84.370,84.370,84.370,84.380,84.370,84.370,84.370,84.370,84.370,84.370,84.370,83.930,83.930,83.930,83.930,83.930,83.930,83.930,83.930,83.930,83.930,83.930,83.930,83.940,83.940,83.950,83.950,83.950,83.950,83.950,83.950,83.950,83.950,83.870,83.870,75.850,75.850,75.760,75.760,75.760,75.750,75.740,75.730,75.740,75.740,75.740,75.740,75.740,75.740,75.740,75.740,75.740,75.750,75.750,75.540,75.680,75.680,75.750,75.820,75.820,75.830,75.830,75.830,75.830,75.820,75.820,75.790,75.790,75.790,75.790,75.790,67.300,67.300,67.300,67.300,67.300,67.320
1996-09,84.480,84.480,84.480,84.480,84.480,84.480,84.480,84.480,84.480,84.480,84.480,84.480,84.480,84.480,84.48,84.480,84.480,84.480,84.480,84.480,84.490,84.490,84.490,84.480,84.480,84.480,84.450,84.450,84.450,84.450,84.460,84.450,84.450,84.450,84.450,84.450,84.450,84.450,84.010,84.010,84.010,84.010,84.010,84.010,84.010,84.010,84.010,84.010,84.010,84.010,84.020,84.020,84.030,84.030,84.030,84.030,84.030,84.030,84.030,84.030,83.950,83.950,75.920,75.920,75.830,75.840,75.830,75.820,75.820,75.800,75.810,75.810,75.810,75.810,75.810,75.810,75.810,75.810,75.810,75.820,75.820,75.610,75.760,75.760,75.820,75.890,75.890,75.900,75.900,75.900,75.900,75.900,75.900,75.860,75.870,75.860,75.860,75.860,67.370,67.370,67.370,67.370,67.370,67.390
1996-10,84.590,84.590,84.590,84.590,84.580,84.580,84.580,84.580,84.580,84.580,84.580,84.580,84.590,84.590,84.59,84.590,84.590,84.600,84.600,84.600,84.600,84.600,84.600,84.600,84.600,84.600,84.580,84.580,84.580,84.580,84.590,84.580,84.580,84.580,84.580,84.580,84.580,84.580,84.150,84.140,84.140,84.140,84.140,84.140,84.140,84.140,84.140,84.140,84.140,84.140,84.150,84.150,84.150,84.150,84.150,84.150,84.150,84.150,84.150,84.150,84.070,84.070,76.030,76.030,75.940,75.950,75.940,75.930,75.930,75.910,75.920,75.920,75.920,75.920,75.920,75.920,75.920,75.920,75.920,75.930,75.930,75.720,75.860,75.860,75.930,76.010,76.010,76.010,76.010,76.010,76.010,76.010,76.010,75.980,75.980,75.980,75.980,75.980,67.470,67.470,67.470,67.470,67.470,67.490
1996-11,140.930,140.930,140.930,140.930,140.920,140.920,140.920,140.920,140.920,140.920,140.920,140.920,140.930,140.930,140.93,140.930,140.930,140.950,140.950,140.950,140.950,140.950,140.950,140.950,140.950,140.950,141.170,141.170,141.170,141.170,141.180,141.040,141.040,141.040,141.040,141.040,141.040,141.040,140.300,140.290,140.280,140.280,140.280,140.280,140.280,140.280,140.290,140.280,140.280,140.280,140.300,140.300,140.300,140.300,140.300,140.290,140.290,140.290,140.290,140.290,140.230,140.230,126.820,126.820,126.680,126.680,126.670,126.650,126.640,126.600,126.610,126.610,126.610,126.610,126.610,126.610,126.610,126.610,126.610,126.620,126.620,126.260,126.850,126.850,127.150,127.050,127.050,127.060,127.060,127.060,127.060,127.060,127.060,127.110,127.110,127.110,127.110,127.120,112.880,112.880,112.880,112.880,112.880,112.970
1996-12,84.600,84.600,84.600,84.600,84.600,84.600,84.600,84.600,84.600,84.600,84.600,84.600,84.600,84.600,84.60,84.600,84.600,84.610,84.610,84.610,84.620,84.620,84.620,84.610,84.610,84.610,84.600,84.600,84.600,84.600,84.610,84.600,84.600,84.600,84.600,84.600,84.600,84.600,84.160,84.150,84.150,84.150,84.150,84.150,84.150,84.150,84.150,84.160,84.160,84.160,84.170,84.170,84.160,84.160,84.160,84.160,84.160,84.160,84.160,84.160,84.090,84.090,76.040,76.040,75.950,75.960,75.960,75.950,75.940,75.930,75.940,75.940,75.940,75.940,75.940,75.940,75.940,75.940,75.940,75.950,75.950,75.730,75.880,75.880,75.940,76.040,76.040,76.040,76.050,76.050,76.050,76.040,76.040,76.010,76.010,76.010,76.010,76.010,67.500,67.500,67.500,67.500,67.500,67.520
1997-01,85.420,85.420,85.420,85.420,85.410,85.410,85.410,85.410,85.410,85.410,85.410,85.410,85.420,85.420,85.42,85.420,85.420,85.420,85.420,85.420,85.420,85.420,85.420,85.420,85.420,85.420,85.410,85.410,85.410,85.410,85.400,85.400,85.400,85.400,85.400,85.400,85.400,85.400,85.140,85.140,85.140,85.140,85.140,85.140,85.140,85.140,85.140,85.140,85.140,85.140,85.150,85.150,85.150,85.150,85.150,85.150,85.150,85.150,85.150,85.150,85.070,85.070,76.930,76.930,76.840,76.840,76.840,76.830,76.820,76.810,76.820,76.820,76.820,76.820,76.820,76.820,76.820,76.820,76.820,76.830,76.830,76.610,76.750,76.750,76.810,76.910,76.910,76.910,76.910,76.910,76.910,76.910,76.910,76.890,76.890,76.890,76.890,76.890,68.280,68.280,68.280,68.280,68.280,68.290
1997-02,85.440,85.440,85.440,85.440,85.440,85.440,85.440,85.440,85.440,85.440,85.440,85.440,85.440,85.440,85.44,85.440,85.440,85.440,85.440,85.440,85.440,85.440,85.440,85.440,85.440,85.440,85.430,85.430,85.430,85.430,85.430,85.430,85.430,85.430,85.430,85.430,85.430,85.430,85.170,85.170,85.170,85.170,85.170,85.170,85.170,85.170,85.170,85.170,85.170,85.170,85.180,85.180,85.180,85.180,85.180,85.170,85.170,85.170,85.170,85.170,85.100,85.100,76.950,76.960,76.870,76.870,76.870,76.860,76.850,76.840,76.850,76.850,76.850,76.850,76.850,76.850,76.850,76.840,76.840,76.850,76.850,76.640,76.780,76.780,76.840,76.930,76.930,76.940,76.940,76.940,76.940,76.930,76.930,76.910,76.920,76.920,76.920,76.920,68.300,68.300,68.300,68.300,68.300,68.320
1997-03,85.500,85.500,85.500,85.500,85.500,85.500,85.500,85.500,85.500,85.500,85.500,85.500,85.500,85.500,85.50,85.500,85.500,85.500,85.500,85.500,85.500,85.500,85.500,85.500,85.500,85.500,85.490,85.490,85.490,85.490,85.490,85.470,85.470,85.470,85.470,85.470,85.470,85.470,85.220,85.210,85.210,85.210,85.210,85.210,85.210,85.210,85.210,85.210,85.210,85.210,85.220,85.220,85.220,85.220,85.220,85.220,85.220,85.220,85.220,85.220,85.140,85.140,77.000,77.000,76.910,76.910,76.910,76.900,76.890,76.860,76.880,76.880,76.870,76.870,76.870,76.870,76.870,76.870,76.870,76.880,76.880,76.670,76.810,76.810,76.860,76.950,76.950,76.960,76.960,76.960,76.960,76.960,76.960,76.930,76.940,76.930,76.930,76.930,68.320,68.320,68.320,68.320,68.320,68.330
1997-04,85.460,85.460,85.460,85.460,85.460,85.460,85.460,85.460,85.460,85.460,85.460,85.460,85.460,85.460,85.46,85.460,85.460,85.460,85.460,85.460,85.460,85.460,85.460,85.460,85.460,85.460,85.450,85.450,85.450,85.450,85.450,85.420,85.420,85.420,85.420,85.420,85.420,85.420,85.180,85.180,85.180,85.180,85.180,85.180,85.180,85.180,85.180,85.180,85.180,85.180,85.190,85.190,85.190,85.190,85.190,85.180,85.180,85.180,85.180,85.180,85.110,85.110,76.970,76.970,76.880,76.880,76.880,76.870,76.860,76.840,76.850,76.850,76.840,76.840,76.840,76.840,76.840,76.840,76.840,76.850,76.850,76.630,76.790,76.790,76.830,76.910,76.910,76.910,76.910,76.910,76.910,76.900,76.900,76.870,76.880,76.870,76.870,76.870,68.260,68.260,68.260,68.260,68.260,68.270
1997-05,85.630,85.630,85.630,85.630,85.630,85.630,85.630,85.630,85.630,85.630,85.630,85.630,85.630,85.630,85.63,85.630,85.630,85.630,85.630,85.630,85.630,85.630,85.630,85.630,85.630,85.630,85.620,85.620,85.620,85.620,85.620,85.590,85.590,85.590,85.590,85.590,85.590,85.590,85.360,85.360,85.360,85.360,85.360,85.360,85.360,85.360,85.360,85.360,85.360,85.360,85.370,85.370,85.370,85.370,85.370,85.360,85.360,85.360,85.360,85.360,85.290,85.290,77.130,77.130,77.040,77.040,77.040,77.030,77.020,77.010,77.020,77.020,77.020,77.020,77.020,77.020,77.020,77.020,77.020,77.030,77.030,76.800,76.960,76.960,77.000,77.070,77.070,77.070,77.070,77.070,77.070,77.060,77.060,77.030,77.040,77.040,77.040,77.040,68.410,68.410,68.410,68.410,68.410,68.420
1997-06,85.510,85.510,85.510,85.510,85.510,85.510,85.510,85.510,85.510,85.510,85.510,85.510,85.510,85.510,85.51,85.510,85.510,85.510,85.510,85.510,85.510,85.510,85.510,85.510,85.510,85.510,85.510,85.510,85.510,85.510,85.500,85.470,85.470,85.470,85.470,85.470,85.470,85.470,85.240,85.240,85.230,85.230,85.230,85.230,85.230,85.230,85.240,85.240,85.240,85.240,85.240,85.240,85.240,85.240,85.240,85.240,85.240,85.240,85.240,85.240,85.170,85.160,77.020,77.020,76.940,76.940,76.940,76.930,76.920,76.910,76.910,76.910,76.910,76.910,76.910,76.910,76.910,76.910,76.910,76.920,76.920,76.700,76.860,76.860,76.890,76.970,76.970,76.970,76.970,76.970,76.970,76.960,76.960,76.930,76.940,76.930,76.930,76.930,68.320,68.320,68.320,68.320,68.320,68.330
1997-07,127.270,127.270,127.270,127.270,127.410,127.410,127.410,127.410,127.410,127.400,127.400,127.400,127.400,127.400,127.40,127.400,127.400,127.390,127.390,127.390,127.360,127.360,127.360,127.360,127.360,127.360,127.640,127.640,127.640,127.640,127.610,127.700,127.700,127.700,127.700,127.700,127.700,127.690,126.640,126.640,126.640,126.640,126.640,126.640,126.640,126.640,126.640,126.650,126.650,126.650,126.650,126.650,126.650,126.650,126.650,126.650,126.650,126.650,126.650,126.650,126.470,126.470,114.370,114.370,114.280,114.160,114.010,114.000,113.980,113.990,114.010,114.010,114.010,114.010,114.010,114.010,114.010,114.010,114.010,114.030,114.030,113.700,113.700,113.700,113.690,114.030,114.030,114.040,114.040,114.040,114.040,114.010,114.010,113.810,113.760,113.750,113.750,113.750,101.010,101.010,101.010,101.010,101.010,101.080
1997-08,85.560,85.560,85.560,85.560,85.550,85.550,85.550,85.550,85.550,85.550,85.550,85.550,85.550,85.550,85.55,85.550,85.550,85.550,85.550,85.550,85.560,85.560,85.560,85.560,85.560,85.560,85.550,85.550,85.550,85.550,85.540,85.510,85.510,85.510,85.510,85.510,85.510,85.510,85.280,85.280,85.280,85.280,85.280,85.280,85.280,85.280,85.280,85.280,85.280,85.280,85.290,85.290,85.290,85.290,85.290,85.280,85.280,85.280,85.280,85.280,85.210,85.210,77.060,77.060,76.970,76.980,76.980,76.970,76.960,76.940,76.950,76.950,76.950,76.950,76.950,76.950,76.950,76.950,76.950,76.960,76.960,76.740,76.890,76.890,76.930,77.000,77.000,77.010,77.010,77.010,77.010,77.000,77.000,76.970,76.970,76.970,76.970,76.970,68.350,68.350,68.350,68.350,68.350,68.360
1997-09,85.570,85.570,85.570,85.570,85.560,85.560,85.560,85.560,85.560,85.560,85.560,85.560,85.560,85.560,85.56,85.560,85.560,85.560,85.560,85.560,85.570,85.570,85.570,85.560,85.560,85.560,85.560,85.560,85.560,85.560,85.550,85.520,85.520,85.520,85.520,85.520,85.520,85.520,85.290,85.290,85.290,85.290,85.290,85.290,85.290,85.290,85.290,85.290,85.290,85.290,85.290,85.290,85.290,85.290,85.290,85.290,85.290,85.290,85.290,85.290,85.220,85.220,77.060,77.060,76.980,76.990,76.980,76.980,76.970,76.950,76.960,76.960,76.960,76.960,76.960,76.960,76.960,76.960,76.960,76.970,76.970,76.740,76.900,76.900,76.940,77.010,77.010,77.010,77.010,77.010,77.010,77.010,77.010,76.980,76.980,76.980,76.980,76.980,68.360,68.360,68.360,68.360,68.360,68.370
1997-10,85.760,85.760,85.760,85.760,85.760,85.760,85.760,85.760,85.760,85.760,85.760,85.760,85.760,85.760,85.76,85.760,85.760,85.760,85.760,85.760,85.760,85.760,85.760,85.760,85.760,85.760,85.730,85.730,85.730,85.730,85.720,85.690,85.690,85.690,85.690,85.690,85.690,85.690,85.470,85.460,85.460,85.460,85.460,85.460,85.460,85.460,85.460,85.460,85.460,85.460,85.470,85.470,85.470,85.470,85.470,85.470,85.470,85.470,85.470,85.470,85.390,85.390,77.220,77.220,77.140,77.150,77.140,77.130,77.120,77.110,77.120,77.120,77.120,77.120,77.120,77.120,77.120,77.120,77.120,77.130,77.130,76.900,77.060,77.060,77.120,77.190,77.190,77.200,77.200,77.200,77.200,77.190,77.190,77.160,77.160,77.160,77.160,77.160,68.520,68.520,68.520,68.520,68.520,68.530
1997-11,140.140,140.140,140.140,140.140,140.130,140.130,140.130,140.130,140.120,140.120,140.120,140.120,140.120,140.120,140.12,140.120,140.120,140.110,140.110,140.110,140.120,140.120,140.120,140.120,140.120,140.120,140.320,140.320,140.320,140.320,140.460,140.220,140.220,140.220,140.220,140.220,140.220,140.220,140.160,140.140,140.130,140.130,140.130,140.130,140.130,140.130,140.140,140.130,140.130,140.130,140.140,140.140,140.140,140.140,140.140,140.130,140.130,140.130,140.130,140.130,140.090,140.090,126.690,126.690,126.550,126.560,126.540,126.530,126.510,126.470,126.470,126.470,126.470,126.470,126.480,126.480,126.480,126.470,126.470,126.490,126.490,126.110,126.720,126.720,126.920,126.750,126.750,126.750,126.750,126.750,126.750,126.750,126.750,126.820,126.830,126.830,126.830,126.840,112.630,112.630,112.630,112.630,112.630,112.680
1997-12,85.780,85.780,85.780,85.780,85.770,85.770,85.770,85.770,85.770,85.780,85.780,85.780,85.780,85.780,85.78,85.780,85.780,85.780,85.780,85.780,85.780,85.780,85.780,85.780,85.780,85.780,85.740,85.740,85.740,85.740,85.740,85.710,85.710,85.710,85.710,85.710,85.710,85.710,85.490,85.480,85.480,85.480,85.480,85.480,85.480,85.480,85.480,85.480,85.480,85.480,85.490,85.490,85.490,85.490,85.490,85.490,85.490,85.490,85.490,85.490,85.410,85.410,77.240,77.240,77.160,77.160,77.160,77.150,77.140,77.130,77.140,77.140,77.140,77.140,77.140,77.140,77.140,77.130,77.130,77.140,77.140,76.920,77.070,77.070,77.140,77.220,77.220,77.220,77.220,77.220,77.220,77.210,77.210,77.180,77.190,77.190,77.190,77.190,68.540,68.540,68.540,68.540,68.540,68.550
