"",2007-08-20,2007-09-18,2007-10-19,2007-11-16,2007-12-17,2008-01-28,2008-02-18,2008-03-17,2008-04-21,2008-05-19,2008-06-23,2008-07-21,2008-08-18,2008-09-22,2008-10-20,2008-11-19,2009-01-19,2009-03-24,2009-04-20,2009-05-19,2009-06-20,2009-08-20,2009-09-21,2009-10-19,2009-11-19,2010-01-18,2010-02-18,2010-03-22,2010-08-19,2010-09-20,2010-10-18,2010-11-18,2011-01-17,2011-02-21,2011-03-21,2011-04-18,2011-05-20,2011-06-20,2011-07-18,2011-08-22,2011-09-19,2011-10-17,2011-11-21,2011-12-19,2012-01-23,2012-02-20,2012-03-19,2012-04-23,2012-05-23,2012-06-18,2012-07-23,2012-08-20,2012-09-24,2012-10-22,2012-11-19,2012-12-17,2013-01-21,2013-02-18,2013-03-18,2013-04-22,2013-05-21,2013-06-17,2013-07-22,2013-08-19,2013-09-23,2013-10-21,2013-11-18,2013-12-16,2014-01-27,2014-02-17,2014-03-24,2014-04-28,2014-05-19,2014-06-16,2014-07-21,2014-08-18,2014-09-22,2014-10-20,2014-11-17,2014-12-15,2015-01-19,2015-02-16
1993-08,83.230,83.230,83.230,83.230,83.220,83.220,83.220,83.220,83.230,83.250,83.250,83.250,83.250,83.250,83.250,83.250,82.720,82.720,82.720,82.720,82.720,82.720,82.720,82.720,82.720,82.720,82.720,82.720,82.730,82.730,82.730,82.730,82.730,82.730,82.730,82.730,82.730,82.730,82.660,82.660,75.080,75.080,75.000,75.000,74.990,74.980,74.990,74.990,75.000,75.000,75.000,75.000,75.000,75.000,75.000,75.000,75.000,75.010,75.010,74.810,74.970,74.700,74.680,74.770,74.770,74.780,74.780,74.780,74.780,74.770,74.800,74.750,74.750,74.740,74.740,74.740,66.310,66.310,66.310,66.300,66.300,66.310
1993-09,83.370,83.370,83.370,83.370,83.360,83.360,83.360,83.360,83.360,83.390,83.390,83.390,83.390,83.390,83.390,83.390,82.850,82.860,82.850,82.850,82.850,82.850,82.850,82.860,82.860,82.850,82.850,82.850,82.860,82.860,82.860,82.860,82.860,82.870,82.870,82.870,82.870,82.870,82.790,82.790,75.200,75.200,75.120,75.120,75.110,75.110,75.120,75.110,75.120,75.120,75.120,75.120,75.120,75.120,75.120,75.120,75.120,75.130,75.130,74.930,75.090,74.820,74.800,74.890,74.890,74.890,74.900,74.900,74.900,74.890,74.910,74.870,74.870,74.860,74.860,74.860,66.410,66.410,66.410,66.410,66.410,66.410
1993-10,83.440,83.440,83.440,83.440,83.440,83.440,83.440,83.440,83.440,83.470,83.470,83.470,83.470,83.470,83.470,83.470,82.930,82.930,82.930,82.930,82.930,82.930,82.930,82.930,82.930,82.930,82.930,82.930,82.940,82.940,82.940,82.940,82.940,82.940,82.940,82.940,82.940,82.940,82.870,82.870,75.270,75.270,75.190,75.190,75.180,75.170,75.180,75.180,75.190,75.190,75.190,75.190,75.190,75.190,75.190,75.190,75.190,75.200,75.200,75.000,75.160,74.880,74.870,74.960,74.960,74.960,74.960,74.960,74.960,74.960,74.980,74.930,74.930,74.930,74.930,74.930,66.470,66.470,66.470,66.470,66.470,66.470
1993-11,83.470,83.470,83.470,83.470,83.460,83.460,83.460,83.460,83.470,83.490,83.490,83.490,83.490,83.490,83.490,83.490,82.950,82.960,82.960,82.960,82.960,82.960,82.960,82.960,82.960,82.960,82.960,82.960,82.960,82.960,82.960,82.960,82.960,82.970,82.970,82.970,82.970,82.970,82.890,82.890,75.300,75.300,75.220,75.220,75.210,75.210,75.220,75.210,75.220,75.220,75.220,75.220,75.220,75.220,75.220,75.220,75.220,75.230,75.230,75.030,75.190,74.910,74.900,74.990,74.990,74.990,74.990,74.990,74.990,74.990,75.010,74.960,74.960,74.960,74.960,74.960,66.500,66.500,66.500,66.490,66.490,66.500
1993-12,83.730,83.730,83.730,83.730,83.720,83.720,83.720,83.720,83.720,83.750,83.750,83.750,83.750,83.750,83.750,83.750,83.210,83.210,83.210,83.210,83.210,83.210,83.210,83.210,83.210,83.210,83.210,83.210,83.220,83.220,83.220,83.220,83.220,83.220,83.220,83.220,83.220,83.220,83.150,83.150,75.530,75.530,75.450,75.450,75.440,75.430,75.440,75.440,75.450,75.450,75.450,75.450,75.450,75.450,75.450,75.450,75.450,75.460,75.460,75.260,75.420,75.130,75.120,75.190,75.190,75.200,75.200,75.200,75.200,75.190,75.220,75.170,75.170,75.170,75.170,75.170,66.680,66.680,66.680,66.680,66.680,66.680
1994-01,83.780,83.780,83.780,83.780,83.780,83.780,83.780,83.780,83.780,83.810,83.810,83.810,83.810,83.810,83.810,83.810,83.270,83.270,83.270,83.270,83.270,83.270,83.270,83.270,83.270,83.270,83.270,83.270,83.280,83.280,83.280,83.280,83.280,83.280,83.280,83.280,83.280,83.280,83.210,83.210,75.580,75.580,75.500,75.500,75.500,75.490,75.500,75.490,75.510,75.510,75.510,75.510,75.510,75.510,75.510,75.500,75.500,75.520,75.520,75.320,75.480,75.180,75.170,75.260,75.260,75.270,75.270,75.270,75.270,75.260,75.280,75.240,75.240,75.230,75.230,75.230,66.740,66.740,66.740,66.740,66.740,66.740
1994-02,83.930,83.930,83.930,83.930,83.920,83.920,83.920,83.920,83.930,83.950,83.950,83.950,83.950,83.950,83.950,83.950,83.410,83.400,83.400,83.400,83.400,83.400,83.400,83.400,83.400,83.400,83.400,83.400,83.410,83.410,83.410,83.410,83.410,83.410,83.410,83.410,83.410,83.410,83.340,83.340,75.700,75.700,75.620,75.620,75.620,75.610,75.620,75.620,75.630,75.630,75.630,75.630,75.630,75.630,75.630,75.630,75.630,75.640,75.640,75.440,75.630,75.340,75.330,75.420,75.420,75.430,75.430,75.430,75.430,75.420,75.440,75.400,75.400,75.400,75.400,75.400,66.890,66.890,66.890,66.890,66.880,66.880
1994-03,83.680,83.670,83.670,83.670,83.680,83.680,83.680,83.680,83.690,83.710,83.710,83.710,83.710,83.710,83.710,83.710,83.170,83.160,83.160,83.160,83.160,83.160,83.160,83.160,83.160,83.160,83.160,83.160,83.170,83.170,83.170,83.170,83.170,83.170,83.170,83.170,83.170,83.170,83.100,83.100,75.490,75.490,75.410,75.410,75.400,75.390,75.400,75.390,75.410,75.410,75.410,75.410,75.410,75.410,75.410,75.410,75.410,75.420,75.420,75.220,75.440,75.170,75.160,75.260,75.260,75.260,75.260,75.260,75.260,75.260,75.280,75.250,75.250,75.240,75.240,75.240,66.750,66.750,66.750,66.740,66.740,66.740
1994-04,84.290,84.280,84.280,84.280,84.300,84.300,84.300,84.300,84.300,84.340,84.340,84.340,84.340,84.340,84.340,84.340,83.790,83.790,83.780,83.780,83.780,83.780,83.780,83.790,83.780,83.780,83.780,83.780,83.790,83.790,83.790,83.790,83.790,83.800,83.800,83.800,83.800,83.800,83.720,83.720,76.050,76.050,75.960,75.960,75.950,75.940,75.950,75.940,75.960,75.960,75.960,75.960,75.960,75.960,75.960,75.960,75.960,75.970,75.970,75.760,75.980,75.720,75.710,75.810,75.810,75.810,75.810,75.810,75.810,75.810,75.820,75.790,75.790,75.780,75.780,75.780,67.230,67.230,67.230,67.220,67.220,67.230
1994-05,84.400,84.400,84.400,84.400,84.410,84.410,84.410,84.410,84.410,84.450,84.450,84.450,84.450,84.450,84.450,84.450,83.910,83.900,83.900,83.900,83.900,83.900,83.900,83.900,83.900,83.900,83.900,83.900,83.910,83.910,83.910,83.910,83.910,83.910,83.910,83.910,83.910,83.910,83.840,83.840,76.150,76.150,76.050,76.060,76.050,76.040,76.050,76.040,76.050,76.050,76.050,76.050,76.050,76.050,76.050,76.050,76.050,76.060,76.060,75.860,76.080,75.810,75.800,75.900,75.900,75.900,75.910,75.910,75.910,75.900,75.920,75.880,75.880,75.870,75.870,75.870,67.310,67.310,67.310,67.310,67.310,67.320
1994-06,85.350,85.350,85.350,85.350,85.360,85.360,85.360,85.360,85.360,85.400,85.400,85.400,85.400,85.400,85.400,85.400,84.850,84.840,84.840,84.840,84.840,84.840,84.840,84.840,84.840,84.840,84.840,84.840,84.850,84.850,84.850,84.850,84.850,84.850,84.850,84.850,84.850,84.850,84.770,84.770,77.000,77.000,76.900,76.910,76.900,76.890,76.900,76.890,76.900,76.900,76.900,76.900,76.900,76.900,76.900,76.900,76.900,76.910,76.910,76.710,76.920,76.620,76.610,76.710,76.710,76.710,76.710,76.710,76.710,76.710,76.720,76.690,76.690,76.690,76.690,76.690,68.030,68.030,68.030,68.030,68.030,68.030
1994-07,85.760,85.750,85.750,85.750,85.760,85.760,85.760,85.760,85.750,85.800,85.800,85.800,85.800,85.800,85.800,85.800,85.240,85.230,85.230,85.230,85.230,85.230,85.230,85.230,85.230,85.230,85.230,85.230,85.240,85.240,85.240,85.240,85.240,85.250,85.250,85.250,85.250,85.250,85.170,85.170,77.390,77.390,77.290,77.290,77.290,77.280,77.290,77.280,77.290,77.290,77.290,77.290,77.290,77.290,77.290,77.290,77.290,77.300,77.300,77.090,77.300,76.990,76.970,77.080,77.080,77.080,77.080,77.080,77.080,77.080,77.100,77.060,77.060,77.060,77.060,77.060,68.360,68.360,68.360,68.360,68.360,68.380
1994-08,86.180,86.170,86.170,86.170,86.180,86.180,86.180,86.180,86.180,86.220,86.220,86.220,86.220,86.220,86.220,86.220,85.660,85.650,85.650,85.650,85.650,85.650,85.650,85.650,85.650,85.650,85.650,85.650,85.660,85.660,85.660,85.660,85.660,85.670,85.670,85.670,85.670,85.670,85.590,85.590,77.760,77.770,77.670,77.670,77.660,77.650,77.660,77.650,77.670,77.670,77.670,77.670,77.670,77.670,77.670,77.670,77.670,77.680,77.680,77.470,77.670,77.350,77.330,77.420,77.420,77.420,77.420,77.420,77.430,77.420,77.440,77.400,77.400,77.400,77.400,77.400,68.660,68.660,68.660,68.660,68.660,68.680
1994-09,86.340,86.340,86.340,86.340,86.340,86.340,86.340,86.340,86.340,86.380,86.380,86.380,86.380,86.380,86.380,86.380,85.820,85.820,85.820,85.820,85.820,85.820,85.820,85.820,85.820,85.820,85.820,85.820,85.830,85.830,85.830,85.830,85.830,85.830,85.830,85.830,85.830,85.830,85.750,85.750,77.910,77.910,77.810,77.810,77.810,77.800,77.810,77.800,77.810,77.810,77.810,77.810,77.810,77.810,77.810,77.810,77.810,77.820,77.820,77.610,77.810,77.480,77.470,77.560,77.560,77.560,77.560,77.560,77.560,77.560,77.580,77.540,77.540,77.540,77.540,77.540,68.790,68.790,68.790,68.780,68.780,68.800
1994-10,86.380,86.370,86.370,86.370,86.380,86.380,86.380,86.380,86.380,86.420,86.420,86.420,86.420,86.420,86.420,86.420,85.860,85.850,85.850,85.850,85.850,85.850,85.850,85.850,85.850,85.850,85.850,85.850,85.860,85.860,85.860,85.860,85.860,85.870,85.870,85.870,85.870,85.870,85.790,85.790,77.940,77.940,77.840,77.850,77.840,77.830,77.840,77.830,77.840,77.840,77.840,77.840,77.840,77.840,77.840,77.840,77.840,77.850,77.850,77.640,77.840,77.510,77.500,77.590,77.590,77.590,77.600,77.600,77.600,77.590,77.610,77.570,77.570,77.570,77.570,77.570,68.810,68.810,68.810,68.810,68.810,68.830
1994-11,86.410,86.410,86.410,86.410,86.410,86.410,86.410,86.410,86.410,86.450,86.450,86.450,86.450,86.450,86.450,86.450,85.890,85.890,85.890,85.890,85.890,85.890,85.890,85.890,85.890,85.890,85.890,85.890,85.900,85.900,85.900,85.900,85.900,85.910,85.910,85.910,85.910,85.910,85.830,85.830,77.980,77.980,77.880,77.880,77.870,77.870,77.880,77.870,77.880,77.880,77.880,77.880,77.880,77.880,77.880,77.880,77.880,77.890,77.890,77.680,77.880,77.550,77.540,77.620,77.620,77.630,77.630,77.630,77.630,77.620,77.640,77.610,77.610,77.600,77.600,77.600,68.850,68.850,68.850,68.840,68.840,68.860
1994-12,86.470,86.470,86.470,86.470,86.470,86.470,86.470,86.470,86.470,86.510,86.510,86.510,86.510,86.510,86.510,86.510,85.950,85.950,85.950,85.950,85.950,85.950,85.950,85.950,85.950,85.950,85.950,85.950,85.960,85.960,85.960,85.960,85.960,85.960,85.960,85.960,85.960,85.960,85.880,85.880,78.030,78.030,77.930,77.940,77.930,77.920,77.930,77.920,77.930,77.930,77.930,77.930,77.930,77.930,77.930,77.930,77.930,77.940,77.940,77.730,77.930,77.640,77.630,77.720,77.720,77.720,77.730,77.730,77.730,77.720,77.740,77.710,77.710,77.700,77.700,77.700,68.930,68.930,68.930,68.930,68.930,68.940
1995-01,86.710,86.710,86.710,86.710,86.710,86.710,86.710,86.710,86.710,86.750,86.750,86.750,86.750,86.750,86.750,86.750,86.190,86.180,86.180,86.180,86.180,86.180,86.180,86.180,86.180,86.180,86.180,86.180,86.190,86.190,86.190,86.190,86.190,86.200,86.200,86.200,86.200,86.200,86.120,86.120,78.250,78.250,78.160,78.160,78.150,78.140,78.150,78.140,78.150,78.150,78.150,78.150,78.150,78.150,78.150,78.150,78.150,78.160,78.160,77.950,78.150,77.850,77.840,77.930,77.930,77.940,77.940,77.940,77.940,77.930,77.950,77.930,77.930,77.920,77.920,77.920,69.130,69.130,69.130,69.120,69.120,69.130
1995-02,86.420,86.420,86.420,86.420,86.440,86.440,86.440,86.440,86.450,86.470,86.470,86.470,86.470,86.470,86.470,86.470,85.900,85.900,85.900,85.900,85.900,85.900,85.900,85.900,85.900,85.900,85.900,85.900,85.910,85.910,85.910,85.910,85.910,85.910,85.910,85.910,85.910,85.910,85.840,85.840,78.000,78.000,77.910,77.910,77.900,77.890,77.900,77.890,77.900,77.900,77.900,77.900,77.900,77.900,77.900,77.900,77.900,77.910,77.910,78.030,78.220,77.920,77.910,78.000,78.000,78.010,78.010,78.010,78.010,78.000,78.020,77.990,77.990,77.990,77.990,77.990,69.190,69.190,69.190,69.180,69.180,69.190
1995-03,87.070,87.070,87.070,87.070,87.090,87.090,87.090,87.090,87.090,87.110,87.110,87.110,87.110,87.110,87.110,87.110,86.530,86.530,86.530,86.530,86.530,86.530,86.530,86.530,86.530,86.530,86.530,86.530,86.540,86.540,86.540,86.540,86.540,86.540,86.540,86.540,86.540,86.540,86.470,86.460,78.560,78.570,78.470,78.470,78.460,78.450,78.460,78.450,78.460,78.460,78.460,78.460,78.460,78.460,78.460,78.460,78.460,78.470,78.470,78.260,78.410,78.490,78.470,78.560,78.560,78.560,78.560,78.560,78.560,78.550,78.580,78.520,78.520,78.520,78.520,78.520,69.660,69.660,69.660,69.650,69.650,69.660
1995-04,87.890,87.890,87.890,87.890,87.910,87.910,87.910,87.910,87.920,87.930,87.930,87.930,87.930,87.930,87.930,87.930,87.350,87.350,87.350,87.350,87.350,87.350,87.350,87.350,87.350,87.350,87.350,87.350,87.360,87.360,87.360,87.360,87.360,87.370,87.370,87.370,87.370,87.370,87.290,87.290,79.310,79.310,79.210,79.210,79.200,79.190,79.200,79.190,79.200,79.200,79.200,79.200,79.200,79.200,79.200,79.200,79.200,79.210,79.210,79.000,79.160,79.240,79.230,79.320,79.320,79.320,79.320,79.320,79.330,79.320,79.340,79.290,79.290,79.290,79.290,79.290,70.340,70.340,70.340,70.330,70.330,70.330
1995-05,89.170,89.170,89.170,89.170,89.200,89.200,89.200,89.200,89.200,89.220,89.220,89.220,89.220,89.220,89.220,89.220,88.640,88.640,88.640,88.640,88.640,88.640,88.640,88.640,88.640,88.640,88.640,88.640,88.650,88.650,88.650,88.650,88.650,88.650,88.650,88.650,88.650,88.650,88.580,88.580,80.450,80.450,80.350,80.360,80.350,80.340,80.350,80.340,80.350,80.350,80.350,80.350,80.350,80.350,80.350,80.350,80.350,80.360,80.360,80.140,80.290,80.370,80.350,80.450,80.450,80.450,80.450,80.450,80.450,80.450,80.470,80.410,80.410,80.410,80.410,80.410,71.330,71.330,71.330,71.330,71.330,71.320
1995-06,89.390,89.390,89.390,89.390,89.420,89.420,89.420,89.420,89.430,89.440,89.440,89.440,89.440,89.440,89.440,89.440,88.860,88.850,88.850,88.850,88.850,88.850,88.850,88.850,88.850,88.850,88.850,88.850,88.860,88.860,88.860,88.860,88.860,88.860,88.860,88.860,88.860,88.860,88.790,88.790,80.640,80.640,80.540,80.540,80.530,80.520,80.530,80.520,80.530,80.530,80.530,80.530,80.530,80.530,80.530,80.530,80.530,80.540,80.540,80.330,80.470,80.550,80.540,80.630,80.630,80.640,80.640,80.640,80.640,80.630,80.650,80.590,80.590,80.590,80.590,80.590,71.490,71.490,71.490,71.490,71.490,71.480
1995-07,89.940,89.930,89.930,89.930,89.940,89.940,89.940,89.940,89.940,89.960,89.960,89.960,89.960,89.960,89.960,89.960,89.370,89.360,89.360,89.360,89.360,89.360,89.360,89.360,89.360,89.360,89.360,89.360,89.370,89.370,89.370,89.370,89.370,89.380,89.380,89.380,89.380,89.380,89.300,89.300,81.160,81.160,81.060,81.060,81.050,81.040,81.050,81.040,81.050,81.050,81.050,81.050,81.050,81.050,81.050,81.050,81.050,81.060,81.060,80.840,80.990,81.050,81.050,81.150,81.150,81.150,81.150,81.150,81.150,81.150,81.170,81.110,81.110,81.100,81.100,81.100,71.950,71.950,71.950,71.940,71.940,71.950
1995-08,89.860,89.860,89.860,89.860,89.860,89.860,89.860,89.860,89.860,89.880,89.880,89.880,89.880,89.880,89.880,89.880,89.290,89.280,89.280,89.280,89.280,89.280,89.280,89.280,89.280,89.280,89.280,89.280,89.290,89.290,89.290,89.290,89.290,89.300,89.300,89.300,89.300,89.300,89.220,89.220,81.090,81.090,80.990,80.990,80.980,80.970,80.980,80.970,80.980,80.980,80.980,80.980,80.980,80.980,80.980,80.980,80.980,80.990,80.990,80.770,80.920,80.990,80.980,81.050,81.050,81.050,81.050,81.050,81.050,81.050,81.070,81.010,81.010,81.000,81.000,81.000,71.860,71.860,71.860,71.860,71.860,71.860
1995-09,89.890,89.890,89.890,89.890,89.890,89.890,89.890,89.890,89.890,89.910,89.910,89.910,89.910,89.910,89.910,89.910,89.320,89.320,89.320,89.320,89.320,89.320,89.320,89.320,89.320,89.320,89.320,89.320,89.330,89.330,89.330,89.330,89.330,89.330,89.330,89.330,89.330,89.330,89.250,89.250,81.120,81.120,81.010,81.020,81.010,81.000,81.010,81.000,81.010,81.010,81.010,81.010,81.010,81.010,81.010,81.010,81.010,81.020,81.020,80.800,80.950,81.020,81.010,81.080,81.080,81.080,81.080,81.080,81.080,81.080,81.090,81.040,81.040,81.030,81.030,81.030,71.890,71.890,71.890,71.880,71.880,71.880
1995-10,90.040,90.040,90.040,90.040,90.040,90.040,90.040,90.040,90.040,90.060,90.060,90.060,90.060,90.060,90.060,90.060,89.480,89.470,89.470,89.470,89.470,89.470,89.470,89.470,89.470,89.470,89.470,89.470,89.480,89.480,89.480,89.480,89.480,89.480,89.480,89.480,89.480,89.480,89.400,89.400,81.250,81.260,81.150,81.150,81.140,81.130,81.140,81.130,81.150,81.150,81.140,81.140,81.140,81.140,81.140,81.140,81.140,81.150,81.150,80.940,81.080,81.150,81.140,81.210,81.210,81.210,81.210,81.210,81.220,81.210,81.230,81.170,81.170,81.170,81.170,81.170,72.000,72.000,72.000,72.000,72.000,72.010
1995-11,91.380,91.380,91.380,91.380,91.380,91.380,91.380,91.380,91.400,91.430,91.430,91.430,91.430,91.430,91.430,91.430,90.830,90.830,90.830,90.830,90.830,90.830,90.830,90.830,90.830,90.830,90.830,90.830,90.840,90.840,90.840,90.840,90.840,90.840,90.840,90.840,90.840,90.840,90.760,90.760,82.470,82.470,82.360,82.360,82.350,82.340,82.350,82.340,82.350,82.350,82.350,82.350,82.350,82.350,82.350,82.350,82.350,82.360,82.360,82.140,82.280,82.330,82.330,82.420,82.420,82.420,82.420,82.420,82.420,82.420,82.440,82.380,82.380,82.380,82.380,82.370,73.080,73.080,73.080,73.070,73.070,73.070
1995-12,91.390,91.390,91.390,91.390,91.400,91.400,91.400,91.400,91.420,91.440,91.440,91.440,91.440,91.440,91.440,91.440,90.850,90.840,90.840,90.840,90.840,90.840,90.840,90.840,90.840,90.840,90.840,90.840,90.850,90.850,90.850,90.850,90.850,90.850,90.850,90.850,90.850,90.850,90.770,90.770,82.480,82.480,82.370,82.370,82.360,82.360,82.370,82.350,82.370,82.370,82.370,82.370,82.370,82.370,82.370,82.360,82.360,82.380,82.380,82.150,82.290,82.350,82.340,82.430,82.430,82.430,82.430,82.430,82.430,82.430,82.450,82.390,82.390,82.390,82.390,82.390,73.090,73.090,73.090,73.080,73.080,73.080
1996-01,91.480,91.480,91.480,91.480,91.490,91.490,91.490,91.490,91.510,91.540,91.540,91.540,91.540,91.540,91.540,91.540,90.940,90.930,90.930,90.930,90.930,90.930,90.930,90.930,90.930,90.930,90.930,90.930,90.950,90.950,90.950,90.950,90.950,90.950,90.950,90.950,90.950,90.950,90.860,90.860,82.560,82.570,82.450,82.460,82.450,82.440,82.450,82.440,82.450,82.450,82.450,82.450,82.450,82.450,82.450,82.450,82.450,82.460,82.460,82.240,82.370,82.420,82.420,82.510,82.510,82.510,82.510,82.510,82.510,82.510,82.530,82.470,82.470,82.470,82.470,82.470,73.160,73.160,73.160,73.160,73.150,73.150
1996-02,91.520,91.520,91.520,91.520,91.550,91.550,91.550,91.550,91.570,91.600,91.600,91.600,91.600,91.600,91.600,91.600,91.000,91.000,91.000,91.000,91.000,91.000,91.000,91.000,91.000,91.000,91.000,91.000,91.010,91.010,91.010,91.010,91.010,91.010,91.010,91.010,91.010,91.010,90.920,90.920,82.620,82.620,82.510,82.510,82.510,82.500,82.510,82.490,82.510,82.510,82.500,82.500,82.500,82.500,82.500,82.500,82.500,82.510,82.510,82.290,82.420,82.480,82.470,82.560,82.560,82.570,82.570,82.570,82.570,82.560,82.580,82.520,82.520,82.520,82.520,82.520,73.210,73.210,73.210,73.200,73.200,73.200
1996-03,91.610,91.610,91.610,91.610,91.630,91.630,91.630,91.630,91.660,91.680,91.680,91.680,91.680,91.680,91.680,91.680,91.090,91.080,91.080,91.080,91.080,91.080,91.080,91.080,91.080,91.080,91.080,91.080,91.090,91.090,91.090,91.090,91.090,91.090,91.090,91.090,91.090,91.090,91.010,91.010,82.700,82.700,82.590,82.590,82.580,82.570,82.580,82.570,82.580,82.580,82.580,82.580,82.580,82.580,82.580,82.580,82.580,82.590,82.590,82.370,82.510,82.570,82.570,82.660,82.660,82.660,82.660,82.660,82.660,82.660,82.670,82.620,82.620,82.620,82.620,82.620,73.290,73.290,73.290,73.290,73.290,73.280
1996-04,91.860,91.860,91.860,91.860,91.880,91.880,91.880,91.880,91.910,91.930,91.930,91.930,91.930,91.930,91.930,91.930,91.330,91.330,91.330,91.330,91.330,91.330,91.330,91.330,91.330,91.330,91.330,91.330,91.340,91.340,91.340,91.340,91.340,91.340,91.340,91.340,91.340,91.340,91.260,91.260,82.920,82.920,82.810,82.810,82.800,82.800,82.800,82.790,82.800,82.800,82.800,82.800,82.800,82.800,82.800,82.800,82.800,82.810,82.810,82.590,82.750,82.810,82.810,82.900,82.900,82.900,82.900,82.900,82.900,82.900,82.920,82.870,82.870,82.860,82.860,82.860,73.510,73.510,73.510,73.500,73.500,73.490
1996-05,91.980,91.980,91.980,91.980,92.010,92.010,92.010,92.010,92.030,92.050,92.050,92.050,92.050,92.050,92.050,92.050,91.450,91.440,91.440,91.440,91.440,91.440,91.440,91.440,91.440,91.440,91.440,91.440,91.450,91.450,91.450,91.450,91.450,91.450,91.450,91.450,91.450,91.450,91.370,91.370,83.020,83.020,82.920,82.930,82.920,82.910,82.920,82.910,82.920,82.920,82.920,82.920,82.920,82.920,82.920,82.920,82.920,82.930,82.930,82.700,82.860,82.930,82.930,83.010,83.010,83.020,83.020,83.020,83.020,83.020,83.030,82.990,82.990,82.980,82.980,82.980,73.620,73.620,73.620,73.620,73.620,73.600
1996-06,92.110,92.100,92.100,92.100,92.130,92.130,92.130,92.130,92.150,92.170,92.170,92.170,92.170,92.170,92.170,92.170,91.570,91.570,91.570,91.570,91.570,91.570,91.570,91.570,91.570,91.570,91.570,91.570,91.580,91.580,91.580,91.580,91.580,91.580,91.580,91.580,91.580,91.580,91.500,91.500,83.140,83.140,83.030,83.030,83.020,83.010,83.020,83.010,83.020,83.020,83.020,83.020,83.020,83.020,83.020,83.020,83.020,83.030,83.030,82.810,82.960,83.030,83.030,83.110,83.110,83.120,83.120,83.120,83.120,83.110,83.110,83.070,83.070,83.060,83.060,83.060,73.690,73.690,73.690,73.690,73.690,73.710
1996-07,92.470,92.470,92.470,92.470,92.490,92.490,92.490,92.490,92.510,92.530,92.530,92.530,92.530,92.530,92.530,92.530,91.930,91.930,91.930,91.930,91.930,91.930,91.930,91.930,91.930,91.930,91.930,91.930,91.940,91.940,91.940,91.940,91.940,91.940,91.940,91.940,91.940,91.940,91.860,91.860,83.460,83.460,83.360,83.360,83.350,83.340,83.350,83.340,83.350,83.350,83.350,83.350,83.350,83.350,83.350,83.350,83.350,83.360,83.360,83.130,83.290,83.350,83.350,83.440,83.440,83.440,83.440,83.440,83.440,83.440,83.440,83.390,83.390,83.390,83.390,83.390,73.980,73.980,73.980,73.980,73.980,74.000
1996-08,92.520,92.520,92.520,92.520,92.540,92.540,92.540,92.540,92.560,92.550,92.550,92.550,92.550,92.550,92.550,92.550,91.960,91.950,91.950,91.950,91.950,91.950,91.950,91.950,91.950,91.950,91.950,91.950,91.960,91.960,91.960,91.960,91.960,91.960,91.960,91.960,91.960,91.960,91.880,91.880,83.480,83.480,83.380,83.380,83.370,83.360,83.370,83.360,83.370,83.370,83.370,83.370,83.370,83.370,83.370,83.370,83.370,83.380,83.380,83.150,83.310,83.370,83.370,83.440,83.440,83.440,83.440,83.440,83.440,83.440,83.440,83.390,83.390,83.390,83.390,83.390,73.980,73.980,73.980,73.980,73.980,74.000
1996-09,92.640,92.640,92.640,92.640,92.670,92.670,92.670,92.670,92.690,92.680,92.680,92.680,92.680,92.680,92.680,92.680,92.080,92.080,92.080,92.080,92.080,92.080,92.080,92.080,92.080,92.080,92.080,92.080,92.090,92.090,92.090,92.090,92.090,92.090,92.090,92.090,92.090,92.090,92.010,92.010,83.590,83.600,83.490,83.490,83.480,83.470,83.480,83.470,83.480,83.480,83.480,83.480,83.480,83.480,83.480,83.480,83.480,83.490,83.490,83.260,83.420,83.480,83.480,83.550,83.550,83.550,83.550,83.550,83.550,83.550,83.550,83.500,83.500,83.500,83.500,83.500,74.080,74.080,74.080,74.080,74.080,74.100
1996-10,92.960,92.960,92.960,92.960,92.970,92.970,92.970,92.970,92.990,92.980,92.980,92.980,92.980,92.980,92.980,92.980,92.380,92.380,92.380,92.380,92.380,92.380,92.380,92.380,92.380,92.380,92.380,92.380,92.390,92.390,92.390,92.390,92.390,92.390,92.390,92.390,92.390,92.390,92.310,92.300,83.860,83.860,83.750,83.760,83.750,83.740,83.750,83.730,83.750,83.750,83.750,83.750,83.750,83.750,83.750,83.740,83.740,83.760,83.760,83.530,83.680,83.750,83.740,83.820,83.820,83.820,83.820,83.820,83.820,83.820,83.820,83.770,83.770,83.770,83.770,83.770,74.320,74.320,74.320,74.320,74.320,74.340
1996-11,92.960,92.950,92.950,92.950,92.960,92.960,92.960,92.960,92.980,92.970,92.970,92.970,92.970,92.970,92.970,92.970,92.370,92.370,92.370,92.370,92.370,92.370,92.370,92.370,92.370,92.370,92.370,92.370,92.380,92.380,92.380,92.380,92.380,92.380,92.380,92.380,92.380,92.380,92.300,92.300,83.850,83.860,83.750,83.750,83.740,83.730,83.740,83.730,83.740,83.740,83.740,83.740,83.740,83.740,83.740,83.740,83.740,83.750,83.750,83.520,83.670,83.740,83.740,83.840,83.840,83.840,83.840,83.840,83.840,83.840,83.840,83.790,83.790,83.790,83.790,83.790,74.330,74.330,74.330,74.330,74.330,74.350
