"",2005-11-22,2005-12-22,2006-01-24,2006-02-20,2006-03-20,2006-04-24,2006-05-24,2006-06-21,2006-07-21,2006-08-22,2006-09-20,2006-10-20,2006-11-22,2006-12-20,2007-01-22,2007-02-23,2007-03-23,2007-04-23,2007-05-23,2007-06-21,2007-07-20,2007-08-21,2007-09-21,2007-10-23,2007-11-21,2007-12-19,2008-01-21,2008-02-20,2008-03-25,2008-04-21,2008-05-21,2008-06-25,2008-07-21,2008-08-22,2008-09-24,2008-10-21,2008-11-25,2008-12-19,2009-01-23,2009-02-25,2009-03-31,2009-04-24,2009-05-25,2009-06-25,2009-07-24,2009-08-25,2009-09-25,2009-10-23,2009-11-25,2009-12-21,2010-01-25,2010-02-25,2010-03-24,2010-04-23,2010-05-25,2010-06-25,2010-07-23,2010-08-25,2010-09-23,2010-10-22,2010-11-25,2010-12-21,2011-01-25,2011-02-24,2011-03-24,2011-04-21,2011-05-24,2011-06-21,2011-07-21,2011-08-25,2011-09-21,2011-10-25,2011-11-23,2011-12-20,2012-01-24,2012-02-22,2012-03-23,2012-04-23,2012-05-25,2012-06-25,2012-07-25,2012-08-24,2012-09-25,2012-10-25,2012-11-23,2012-12-21,2013-01-25,2013-02-25,2013-03-25,2013-04-25,2013-05-23,2013-06-25,2013-07-25,2013-08-23,2013-09-26,2013-10-25,2013-11-25,2013-12-20,2014-01-23,2014-02-24,2014-03-24,2014-04-25,2014-05-22,2014-06-25,2014-07-25,2014-08-25,2014-09-25,2014-10-23,2014-11-24,2014-12-19,2015-01-23,2015-02-25
1995-03,1456887,1435056,1435056,1435056,1435056,1435056,1435056,1435056,1435056,1435056,1435056,1435056,1435056,1434947,1434947,1434947,1434947,1434947,1434947,1434947,1434947,1434947,1434947,1434947,1434947,1434989,1434989,1434989,1434989,1434989,1434989,1434989,1434989,1434989,1434989,1435086,1435086,1435768,1435768,1435768,1440704,1440704,1440704,1441548,1441548,1441548,1441548,1441548,1441548,1441466,1441466,1441466,1441481,1441449,1441451,1441451,1441451,1441451,1441451,1441451,1441451,1434355,1434355,1434355,1434355,1433569,1433569,1433569,1433569,1433569,1433569,1433569,1433569,1433569,1433569,1433569,1434466,1434466,1434466,1434466,1434466,1434466,1435293,1435293,1435293,1435293,1435293,1435293,1435293,1435585,1435585,1435585,1435585,1435578,1435578,1435578,1435578,1435221,1435221,1435221,1435221,1435221,1435221,1434960,1434960,1434960,1434960,1434960,1434960,1435311,1435311,1435311
1995-04,1427076,1419132,1419132,1419132,1419132,1419132,1419132,1419132,1419132,1419132,1419132,1419132,1419132,1419026,1419026,1419026,1419026,1419026,1419026,1419026,1419026,1419026,1419026,1419026,1419026,1419393,1419393,1419393,1419393,1419393,1419393,1419393,1419393,1419393,1419393,1419685,1419685,1419805,1419805,1419805,1420172,1420172,1420172,1420698,1420698,1420698,1420698,1420698,1420698,1420541,1420541,1420541,1420556,1420543,1420550,1420550,1420550,1420550,1420550,1420550,1420550,1417436,1417436,1417436,1417436,1419345,1419345,1419345,1419345,1419345,1419345,1419345,1419345,1419345,1419345,1419345,1416505,1416505,1416505,1416505,1416505,1416505,1418740,1418740,1418740,1418740,1418740,1418740,1418740,1419158,1419158,1419158,1419158,1419149,1419149,1419149,1419149,1420772,1420772,1420772,1420772,1420772,1420772,1419075,1419075,1419075,1419075,1419075,1419075,1420647,1420647,1420647
1995-05,1413758,1416417,1416417,1416417,1416417,1416417,1416417,1416417,1416417,1416417,1416417,1416417,1416417,1416278,1416278,1416278,1416278,1416278,1416278,1416278,1416278,1416278,1416278,1416278,1416278,1415294,1415294,1415294,1415294,1415294,1415294,1415294,1415294,1415294,1415294,1415566,1415566,1415535,1415535,1415535,1415583,1415583,1415583,1419022,1419022,1419022,1419022,1419022,1419022,1419540,1419540,1419540,1419514,1419521,1419530,1419530,1419530,1419530,1419530,1419530,1419530,1417793,1417793,1417793,1417793,1417327,1417327,1417327,1417327,1417327,1417327,1417327,1417327,1417327,1417327,1417327,1417797,1417797,1417797,1417797,1417797,1417797,1416665,1416665,1416665,1416665,1416665,1416665,1416665,1417035,1417035,1417035,1417035,1417035,1417035,1417035,1417035,1417959,1417959,1417959,1417959,1417959,1417959,1417984,1417984,1417984,1417984,1417984,1417984,1417897,1417897,1417897
1995-06,1408160,1413731,1413731,1413731,1413731,1413731,1413731,1413731,1413731,1413731,1413731,1413731,1413731,1413644,1413644,1413644,1413644,1413644,1413644,1413644,1413644,1413644,1413644,1413644,1413644,1414662,1414662,1414662,1414662,1414662,1414662,1414662,1414662,1414662,1414662,1414875,1414875,1415251,1415251,1415251,1415813,1415813,1415813,1416111,1416111,1416111,1416111,1416111,1416111,1415965,1415965,1415965,1415971,1415981,1415974,1415974,1415974,1415974,1415974,1415974,1415974,1418749,1418749,1418749,1418749,1418123,1418123,1418123,1418123,1418123,1418123,1418123,1418123,1418123,1418123,1418123,1419027,1419027,1419027,1419027,1419027,1419027,1417473,1417473,1417473,1417473,1417473,1417473,1417473,1417941,1417941,1417941,1417941,1417907,1417907,1417907,1417907,1417760,1417760,1417760,1417760,1417760,1417760,1417975,1417975,1417975,1417975,1417975,1417975,1417710,1417710,1417710
1995-07,1395602,1402097,1402097,1402097,1402097,1402097,1402097,1402097,1402097,1402097,1402097,1402097,1402097,1401985,1401985,1401985,1401985,1401985,1401985,1401985,1401985,1401985,1401985,1401985,1401985,1402143,1402143,1402143,1402143,1402143,1402143,1402143,1402143,1402143,1402143,1402360,1402360,1402140,1402140,1402140,1404689,1404689,1404689,1406302,1406302,1406302,1406302,1406302,1406302,1406235,1406235,1406235,1406237,1406243,1406243,1406243,1406243,1406243,1406243,1406243,1406243,1404580,1404580,1404580,1404580,1404340,1404340,1404340,1404340,1404340,1404340,1404340,1404340,1404340,1404340,1404340,1404609,1404609,1404609,1404609,1404609,1404609,1403713,1403713,1403713,1403713,1403713,1403713,1403713,1404052,1404052,1404052,1404052,1404027,1404027,1404027,1404027,1403865,1403865,1403865,1403865,1403865,1403865,1404056,1404056,1404056,1404056,1404056,1404056,1403828,1403828,1403828
1995-08,1394222,1401857,1401857,1401857,1401857,1401857,1401857,1401857,1401857,1401857,1401857,1401857,1401857,1401822,1401822,1401822,1401822,1401822,1401822,1401822,1401822,1401822,1401822,1401822,1401822,1401931,1401931,1401931,1401931,1401931,1401931,1401931,1401931,1401931,1401931,1402132,1402132,1401937,1401937,1401937,1400309,1400309,1400309,1400507,1400507,1400507,1400507,1400507,1400507,1400079,1400079,1400079,1400072,1400524,1400524,1400524,1400524,1400524,1400524,1400524,1400524,1400944,1400944,1400944,1400944,1400287,1400287,1400287,1400287,1400287,1400287,1400287,1400287,1400287,1400287,1400287,1401011,1401011,1401011,1401011,1401011,1401011,1400609,1400609,1400609,1400609,1400609,1400609,1400609,1400913,1400913,1400913,1400913,1400897,1400897,1400897,1400897,1400734,1400734,1400734,1400734,1400734,1400734,1400946,1400946,1400946,1400946,1400946,1400946,1400728,1400728,1400728
1995-09,1384997,1393680,1393680,1393680,1393680,1393680,1393680,1393680,1393680,1393680,1393680,1393680,1393680,1393700,1393700,1393700,1393700,1393700,1393700,1393700,1393700,1393700,1393700,1393700,1393700,1393751,1393751,1393751,1393751,1393751,1393751,1393751,1393751,1393751,1393751,1393935,1393935,1393794,1393794,1393794,1392475,1392475,1392475,1391978,1391978,1391978,1391978,1391978,1391978,1391136,1391136,1391136,1391128,1392014,1392006,1392006,1392006,1392006,1392006,1392006,1392006,1394276,1394276,1394276,1394276,1393462,1393462,1393462,1393462,1393462,1393462,1393462,1393462,1393462,1393462,1393462,1394280,1394280,1394280,1394280,1394280,1394280,1394378,1394378,1394378,1394378,1394378,1394378,1394378,1394553,1394553,1394553,1394553,1394548,1394548,1394548,1394548,1394507,1394507,1394507,1394507,1394507,1394507,1394803,1394803,1394803,1394803,1394803,1394803,1394518,1394518,1394518
1995-10,1380334,1390549,1390549,1390549,1390549,1390549,1390549,1390549,1390549,1390549,1390549,1390549,1390549,1390584,1390584,1390584,1390584,1390584,1390584,1390584,1390584,1390584,1390584,1390584,1390584,1390623,1390623,1390623,1390623,1390623,1390623,1390623,1390623,1390623,1390623,1390795,1390795,1390746,1390746,1390746,1388344,1388344,1388344,1387286,1387286,1387286,1387286,1387286,1387286,1386411,1386411,1386411,1386411,1387284,1387280,1387280,1387280,1387280,1387280,1387280,1387280,1384896,1384896,1384896,1384896,1386686,1386686,1386686,1386686,1386686,1386686,1386686,1386686,1386686,1386686,1386686,1384774,1384774,1384774,1384774,1384774,1384774,1388462,1388462,1388462,1388462,1388462,1388462,1388462,1388968,1388968,1388968,1388968,1388977,1388977,1388977,1388977,1388555,1388555,1388555,1388555,1388555,1388555,1388828,1388828,1388828,1388828,1388828,1388828,1388526,1388526,1388526
1995-11,1373590,1382356,1382356,1382356,1382356,1382356,1382356,1382356,1382356,1382356,1382356,1382356,1382356,1382091,1382091,1382091,1382091,1382091,1382091,1382091,1382091,1382091,1382091,1382091,1382091,1382152,1382152,1382152,1382152,1382152,1382152,1382152,1382152,1382152,1382152,1382313,1382313,1382211,1382211,1382211,1382242,1382242,1382242,1380539,1380539,1380539,1380539,1380539,1380539,1379637,1379637,1379637,1379637,1380507,1380516,1380516,1380516,1380516,1380516,1380516,1380516,1382878,1382878,1382878,1382878,1381801,1381801,1381801,1381801,1381801,1381801,1381801,1381801,1381801,1381801,1381801,1383069,1383069,1383069,1383069,1383069,1383069,1383582,1383582,1383582,1383582,1383582,1383582,1383582,1380457,1380457,1380457,1380457,1380475,1380475,1380475,1380475,1380611,1380611,1380611,1380611,1380611,1380611,1380841,1380841,1380841,1380841,1380841,1380841,1380647,1380647,1380647
1995-12,1376214,1384287,1384287,1384287,1384287,1384287,1384287,1384287,1384287,1384287,1384287,1384287,1384287,1383993,1383993,1383993,1383993,1383993,1383993,1383993,1383993,1383993,1383993,1383993,1383993,1383727,1383727,1383727,1383727,1383727,1383727,1383727,1383727,1383727,1383727,1381021,1381021,1380836,1380836,1380836,1377618,1377618,1377618,1376085,1376085,1376085,1376085,1376085,1376085,1375157,1375157,1375157,1375151,1376039,1376051,1376051,1376051,1376051,1376051,1376051,1376051,1388234,1388234,1388234,1388234,1387812,1387812,1387812,1387812,1387812,1387812,1387812,1387812,1387812,1387812,1387812,1388722,1388722,1388722,1388722,1388722,1388722,1388366,1388366,1388366,1388366,1388366,1388366,1388366,1388802,1388802,1388802,1388802,1388819,1388819,1388819,1388819,1388527,1388527,1388527,1388527,1388527,1388527,1388749,1388749,1388749,1388749,1388749,1388749,1388642,1388642,1388642
1996-01,1366897,1355864,1355864,1355864,1355864,1355864,1355864,1355864,1355864,1355864,1355864,1355864,1355864,1355783,1355783,1355783,1355783,1355783,1355783,1355783,1355783,1355783,1355783,1355783,1355783,1356078,1356078,1356078,1356078,1356078,1356078,1356078,1356078,1356078,1356078,1356382,1356382,1356392,1356392,1356392,1352818,1352818,1352818,1352625,1352625,1352625,1352625,1352625,1352625,1351760,1351760,1351760,1351786,1352572,1352532,1352532,1352532,1352532,1352532,1352532,1352532,1353314,1353314,1353314,1353314,1353643,1353643,1353643,1353643,1353643,1353643,1353643,1353643,1353643,1353643,1353643,1353285,1353285,1353285,1353285,1353285,1353285,1352418,1352418,1352418,1352418,1352418,1352418,1352418,1352504,1352504,1352504,1352504,1352525,1352525,1352525,1352525,1351970,1351970,1351970,1351970,1351970,1351970,1352056,1352056,1352056,1352056,1352056,1352056,1351951,1351951,1351951
1996-02,1346149,1321589,1321589,1321589,1321589,1321589,1321589,1321589,1321589,1321589,1321589,1321589,1321589,1322338,1322338,1322338,1322338,1322338,1322338,1322338,1322338,1322338,1322338,1322338,1322338,1321883,1321883,1321883,1321883,1321883,1321883,1321883,1321883,1321883,1321883,1322598,1322598,1322736,1322736,1322736,1331349,1331349,1331349,1326671,1326671,1326671,1326671,1326671,1326671,1336583,1336583,1336583,1336572,1326472,1326563,1326563,1326563,1326563,1326563,1326563,1326563,1324128,1324128,1324128,1324128,1325654,1325654,1325654,1325654,1325654,1325654,1325654,1325654,1325654,1325654,1325654,1324109,1324109,1324109,1324109,1324109,1324109,1322978,1322978,1322978,1322978,1322978,1322978,1322978,1322976,1322976,1322976,1322976,1323041,1323041,1323041,1323041,1322264,1322264,1322264,1322264,1322264,1322264,1322064,1322064,1322064,1322064,1322064,1322064,1322346,1322346,1322346
1996-03,1318869,1307031,1307031,1307031,1307031,1307031,1307031,1307031,1307031,1307031,1307031,1307031,1307031,1307019,1307019,1307019,1307019,1307019,1307019,1307019,1307019,1307019,1307019,1307019,1307019,1306901,1306901,1306901,1306901,1306901,1306901,1306901,1306901,1306901,1306901,1306951,1306951,1306546,1306546,1306546,1313851,1313851,1313851,1318077,1318077,1318077,1318077,1318077,1318077,1317187,1317187,1317187,1317181,1318044,1318031,1318031,1318031,1318031,1318031,1318031,1318031,1304835,1304835,1304835,1304835,1304068,1304068,1304068,1304068,1304068,1304068,1304068,1304068,1304068,1304068,1304068,1304974,1304974,1304974,1304974,1304974,1304974,1304178,1304178,1304178,1304178,1304178,1304178,1304178,1304478,1304478,1304478,1304478,1304427,1304427,1304427,1304427,1304049,1304049,1304049,1304049,1304049,1304049,1304458,1304458,1304458,1304458,1304458,1304458,1304107,1304107,1304107
1996-04,1332727,1328580,1328580,1328580,1328580,1328580,1328580,1328580,1328580,1328580,1328580,1328580,1328580,1328549,1328549,1328549,1328549,1328549,1328549,1328549,1328549,1328549,1328549,1328549,1328549,1328838,1328838,1328838,1328838,1328838,1328838,1328838,1328838,1328838,1328838,1329110,1329110,1329072,1329072,1329072,1327261,1327261,1327261,1329234,1329234,1329234,1329234,1329234,1329234,1328349,1328349,1328349,1328350,1329196,1329177,1329177,1329177,1329177,1329177,1329177,1329177,1325568,1325568,1325568,1325568,1327620,1327620,1327620,1327620,1327620,1327620,1327620,1327620,1327620,1327620,1327620,1324366,1324366,1324366,1324366,1324366,1324366,1326485,1326485,1326485,1326485,1326485,1326485,1326485,1326721,1326721,1326721,1326721,1326738,1326738,1326738,1326738,1328376,1328376,1328376,1328376,1328376,1328376,1326468,1326468,1326468,1326468,1326468,1326468,1328251,1328251,1328251
1996-05,1329917,1332785,1332785,1332785,1332785,1332785,1332785,1332785,1332785,1332785,1332785,1332785,1332785,1332729,1332729,1332729,1332729,1332729,1332729,1332729,1332729,1332729,1332729,1332729,1332729,1331622,1331622,1331622,1331622,1331622,1331622,1331622,1331622,1331622,1331622,1331870,1331870,1331838,1331838,1331838,1329823,1329823,1329823,1333177,1333177,1333177,1333177,1333177,1333177,1332952,1332952,1332952,1332925,1333755,1333749,1333749,1333749,1333749,1333749,1333749,1333749,1332208,1332208,1332208,1332208,1331988,1331988,1331988,1331988,1331988,1331988,1331988,1331988,1331988,1331988,1331988,1332289,1332289,1332289,1332289,1332289,1332289,1330937,1330937,1330937,1330937,1330937,1330937,1330937,1331127,1331127,1331127,1331127,1331088,1331088,1331088,1331088,1332649,1332649,1332649,1332649,1332649,1332649,1332589,1332589,1332589,1332589,1332589,1332589,1332583,1332583,1332583
1996-06,1320969,1324294,1324294,1324294,1324294,1324294,1324294,1324294,1324294,1324294,1324294,1324294,1324294,1324291,1324291,1324291,1324291,1324291,1324291,1324291,1324291,1324291,1324291,1324291,1324291,1325486,1325486,1325486,1325486,1325486,1325486,1325486,1325486,1325486,1325486,1325646,1325646,1326744,1326744,1326744,1324876,1324876,1324876,1323738,1323738,1323738,1323738,1323738,1323738,1322861,1322861,1322861,1322868,1323686,1323680,1323680,1323680,1323680,1323680,1323680,1323680,1328779,1328779,1328779,1328779,1327455,1327455,1327455,1327455,1327455,1327455,1327455,1327455,1327455,1327455,1327455,1329097,1329097,1329097,1329097,1329097,1329097,1327400,1327400,1327400,1327400,1327400,1327400,1327400,1327817,1327817,1327817,1327817,1327795,1327795,1327795,1327795,1327402,1327402,1327402,1327402,1327402,1327402,1327624,1327624,1327624,1327624,1327624,1327624,1327387,1327387,1327387
1996-07,1312002,1316707,1316707,1316707,1316707,1316707,1316707,1316707,1316707,1316707,1316707,1316707,1316707,1316670,1316670,1316670,1316670,1316670,1316670,1316670,1316670,1316670,1316670,1316670,1316670,1316684,1316684,1316684,1316684,1316684,1316684,1316684,1316684,1316684,1316684,1316850,1316850,1316699,1316699,1316699,1317053,1317053,1317053,1316740,1316740,1316740,1316740,1316740,1316740,1315854,1315854,1315854,1315861,1316681,1316680,1316680,1316680,1316680,1316680,1316680,1316680,1316874,1316874,1316874,1316874,1316787,1316787,1316787,1316787,1316787,1316787,1316787,1316787,1316787,1316787,1316787,1316908,1316908,1316908,1316908,1316908,1316908,1316357,1316357,1316357,1316357,1316357,1316357,1316357,1316491,1316491,1316491,1316491,1316461,1316461,1316461,1316461,1316196,1316196,1316196,1316196,1316196,1316196,1316373,1316373,1316373,1316373,1316373,1316373,1316179,1316179,1316179
1996-08,1303916,1309288,1309288,1309288,1309288,1309288,1309288,1309288,1309288,1309288,1309288,1309288,1309288,1309308,1309308,1309308,1309308,1309308,1309308,1309308,1309308,1309308,1309308,1309308,1309308,1309296,1309296,1309296,1309296,1309296,1309296,1309296,1309296,1309296,1309296,1309461,1309461,1309460,1309460,1309460,1307383,1307383,1307383,1306262,1306262,1306262,1306262,1306262,1306262,1305370,1305370,1305370,1305376,1306198,1306196,1306196,1306196,1306196,1306196,1306196,1306196,1307827,1307827,1307827,1307827,1307506,1307506,1307506,1307506,1307506,1307506,1307506,1307506,1307506,1307506,1307506,1307888,1307888,1307888,1307888,1307888,1307888,1307976,1307976,1307976,1307976,1307976,1307976,1307976,1308094,1308094,1308094,1308094,1308073,1308073,1308073,1308073,1307848,1307848,1307848,1307848,1307848,1307848,1308009,1308009,1308009,1308009,1308009,1308009,1307834,1307834,1307834
1996-09,1293348,1299099,1299099,1299099,1299099,1299099,1299099,1299099,1299099,1299099,1299099,1299099,1299099,1299151,1299151,1299151,1299151,1299151,1299151,1299151,1299151,1299151,1299151,1299151,1299151,1299105,1299105,1299105,1299105,1299105,1299105,1299105,1299105,1299105,1299105,1299264,1299264,1299274,1299274,1299274,1296855,1296855,1296855,1295549,1295549,1295549,1295549,1295549,1295549,1294661,1294661,1294661,1294661,1295487,1295487,1295487,1295487,1295487,1295487,1295487,1295487,1299818,1299818,1299818,1299818,1298567,1298567,1298567,1298567,1298567,1298567,1298567,1298567,1298567,1298567,1298567,1299828,1299828,1299828,1299828,1299828,1299828,1299676,1299676,1299676,1299676,1299676,1299676,1299676,1299760,1299760,1299760,1299760,1299792,1299792,1299792,1299792,1299570,1299570,1299570,1299570,1299570,1299570,1300268,1300268,1300268,1300268,1300268,1300268,1299623,1299623,1299623
1996-10,1283901,1289522,1289522,1289522,1289522,1289522,1289522,1289522,1289522,1289522,1289522,1289522,1289522,1289576,1289576,1289576,1289576,1289576,1289576,1289576,1289576,1289576,1289576,1289576,1289576,1289524,1289524,1289524,1289524,1289524,1289524,1289524,1289524,1289524,1289524,1289675,1289675,1289706,1289706,1289706,1288102,1288102,1288102,1286804,1286804,1286804,1286804,1286804,1286804,1285937,1285937,1285937,1285935,1286759,1286759,1286759,1286759,1286759,1286759,1286759,1286759,1286458,1286458,1286458,1286458,1287406,1287406,1287406,1287406,1287406,1287406,1287406,1287406,1287406,1287406,1287406,1286415,1286415,1286415,1286415,1286415,1286415,1289887,1289887,1289887,1289887,1289887,1289887,1289887,1290099,1290099,1290099,1290099,1290104,1290104,1290104,1290104,1289773,1289773,1289773,1289773,1289773,1289773,1289954,1289954,1289954,1289954,1289954,1289954,1289743,1289743,1289743
1996-11,1274250,1278470,1278470,1278470,1278470,1278470,1278470,1278470,1278470,1278470,1278470,1278470,1278470,1278333,1278333,1278333,1278333,1278333,1278333,1278333,1278333,1278333,1278333,1278333,1278333,1278295,1278295,1278295,1278295,1278295,1278295,1278295,1278295,1278295,1278295,1278437,1278437,1278391,1278391,1278391,1278097,1278097,1278097,1277186,1277186,1277186,1277186,1277186,1277186,1276354,1276354,1276354,1276351,1277169,1277166,1277166,1277166,1277166,1277166,1277166,1277166,1279280,1279280,1279280,1279280,1277996,1277996,1277996,1277996,1277996,1277996,1277996,1277996,1277996,1277996,1277996,1279433,1279433,1279433,1279433,1279433,1279433,1281284,1281284,1281284,1281284,1281284,1281284,1281284,1279765,1279765,1279765,1279765,1279782,1279782,1279782,1279782,1279775,1279775,1279775,1279775,1279775,1279775,1279897,1279897,1279897,1279897,1279897,1279897,1279787,1279787,1279787
1996-12,1267740,1271428,1271428,1271428,1271428,1271428,1271428,1271428,1271428,1271428,1271428,1271428,1271428,1271277,1271277,1271277,1271277,1271277,1271277,1271277,1271277,1271277,1271277,1271277,1271277,1271004,1271004,1271004,1271004,1271004,1271004,1271004,1271004,1271004,1271004,1268725,1268725,1268575,1268575,1268575,1266308,1266308,1266308,1265280,1265280,1265280,1265280,1265280,1265280,1264484,1264484,1264484,1264479,1265286,1265285,1265285,1265285,1265285,1265285,1265285,1265285,1275951,1275951,1275951,1275951,1275798,1275798,1275798,1275798,1275798,1275798,1275798,1275798,1275798,1275798,1275798,1276349,1276349,1276349,1276349,1276349,1276349,1275570,1275570,1275570,1275570,1275570,1275570,1275570,1275963,1275963,1275963,1275963,1275992,1275992,1275992,1275992,1275925,1275925,1275925,1275925,1275925,1275925,1276048,1276048,1276048,1276048,1276048,1276048,1276011,1276011,1276011
1997-01,1221702,1214588,1214588,1214588,1214588,1214588,1214588,1214588,1214588,1214588,1214588,1214588,1214588,1214591,1214591,1214591,1214591,1214591,1214591,1214591,1214591,1214591,1214591,1214591,1214591,1214799,1214799,1214799,1214799,1214799,1214799,1214799,1214799,1214799,1214799,1215058,1215058,1215058,1215058,1215058,1213909,1213909,1213909,1217151,1217151,1217151,1217151,1217151,1217151,1216478,1216478,1216478,1216502,1217186,1217138,1217138,1217138,1217138,1217138,1217138,1217138,1214000,1214000,1214000,1214000,1214549,1214549,1214549,1214549,1214549,1214549,1214549,1214549,1214549,1214549,1214549,1214008,1214008,1214008,1214008,1214008,1214008,1213148,1213148,1213148,1213148,1213148,1213148,1213148,1213076,1213076,1213076,1213076,1213097,1213097,1213097,1213097,1212696,1212696,1212696,1212696,1212696,1212696,1212669,1212669,1212669,1212669,1212669,1212669,1212647,1212647,1212647
1997-02,1223180,1208249,1208249,1208249,1208249,1208249,1208249,1208249,1208249,1208249,1208249,1208249,1208249,1208256,1208256,1208256,1208256,1208256,1208256,1208256,1208256,1208256,1208256,1208256,1208256,1208536,1208536,1208536,1208536,1208536,1208536,1208536,1208536,1208536,1208536,1209173,1209173,1209276,1209276,1209276,1221693,1221693,1221693,1219624,1219624,1219624,1219624,1219624,1219624,1228919,1228919,1228919,1228913,1219501,1219585,1219585,1219585,1219585,1219585,1219585,1219585,1210711,1210711,1210711,1210711,1212966,1212966,1212966,1212966,1212966,1212966,1212966,1212966,1212966,1212966,1212966,1210702,1210702,1210702,1210702,1210702,1210702,1209751,1209751,1209751,1209751,1209751,1209751,1209751,1209583,1209583,1209583,1209583,1209640,1209640,1209640,1209640,1208903,1208903,1208903,1208903,1208903,1208903,1208546,1208546,1208546,1208546,1208546,1208546,1209014,1209014,1209014
1997-03,1243388,1237221,1237221,1237221,1237221,1237221,1237221,1237221,1237221,1237221,1237221,1237221,1237221,1237251,1237251,1237251,1237251,1237251,1237251,1237251,1237251,1237251,1237251,1237251,1237251,1237083,1237083,1237083,1237083,1237083,1237083,1237083,1237083,1237083,1237083,1237112,1237112,1235935,1235935,1235935,1242137,1242137,1242137,1246592,1246592,1246592,1246592,1246592,1246592,1245765,1245765,1245765,1245765,1246558,1246555,1246555,1246555,1246555,1246555,1246555,1246555,1234442,1234442,1234442,1234442,1233797,1233797,1233797,1233797,1233797,1233797,1233797,1233797,1233797,1233797,1233797,1234525,1234525,1234525,1234525,1234525,1234525,1233509,1233509,1233509,1233509,1233509,1233509,1233509,1233718,1233718,1233718,1233718,1233667,1233667,1233667,1233667,1233301,1233301,1233301,1233301,1233301,1233301,1233637,1233637,1233637,1233637,1233637,1233637,1233339,1233339,1233339
1997-04,1251743,1250311,1250311,1250311,1250311,1250311,1250311,1250311,1250311,1250311,1250311,1250311,1250311,1250337,1250337,1250337,1250337,1250337,1250337,1250337,1250337,1250337,1250337,1250337,1250337,1250552,1250552,1250552,1250552,1250552,1250552,1250552,1250552,1250552,1250552,1250789,1250789,1250676,1250676,1250676,1247384,1247384,1247384,1247488,1247488,1247488,1247488,1247488,1247488,1246581,1246581,1246581,1246588,1247382,1247380,1247380,1247380,1247380,1247380,1247380,1247380,1246777,1246777,1246777,1246777,1248801,1248801,1248801,1248801,1248801,1248801,1248801,1248801,1248801,1248801,1248801,1245734,1245734,1245734,1245734,1245734,1245734,1247337,1247337,1247337,1247337,1247337,1247337,1247337,1247447,1247447,1247447,1247447,1247455,1247455,1247455,1247455,1248700,1248700,1248700,1248700,1248700,1248700,1247155,1247155,1247155,1247155,1247155,1247155,1248566,1248566,1248566
1997-05,1242118,1244301,1244301,1244301,1244301,1244301,1244301,1244301,1244301,1244301,1244301,1244301,1244301,1244303,1244303,1244303,1244303,1244303,1244303,1244303,1244303,1244303,1244303,1244303,1244303,1243213,1243213,1243213,1243213,1243213,1243213,1243213,1243213,1243213,1243213,1243428,1243428,1243453,1243453,1243453,1241437,1241437,1241437,1242682,1242682,1242682,1242682,1242682,1242682,1242359,1242359,1242359,1242335,1243130,1243133,1243133,1243133,1243133,1243133,1243133,1243133,1242885,1242885,1242885,1242885,1242822,1242822,1242822,1242822,1242822,1242822,1242822,1242822,1242822,1242822,1242822,1243002,1243002,1243002,1243002,1243002,1243002,1241691,1241691,1241691,1241691,1241691,1241691,1241691,1241731,1241731,1241731,1241731,1241661,1241661,1241661,1241661,1243442,1243442,1243442,1243442,1243442,1243442,1243345,1243345,1243345,1243345,1243345,1243345,1243387,1243387,1243387
1997-06,1232472,1234391,1234391,1234391,1234391,1234391,1234391,1234391,1234391,1234391,1234391,1234391,1234391,1234449,1234449,1234449,1234449,1234449,1234449,1234449,1234449,1234449,1234449,1234449,1234449,1235513,1235513,1235513,1235513,1235513,1235513,1235513,1235513,1235513,1235513,1235618,1235618,1236740,1236740,1236740,1233868,1233868,1233868,1232031,1232031,1232031,1232031,1232031,1232031,1231124,1231124,1231124,1231130,1231918,1231910,1231910,1231910,1231910,1231910,1231910,1231910,1237791,1237791,1237791,1237791,1235988,1235988,1235988,1235988,1235988,1235988,1235988,1235988,1235988,1235988,1235988,1238059,1238059,1238059,1238059,1238059,1238059,1236440,1236440,1236440,1236440,1236440,1236440,1236440,1236754,1236754,1236754,1236754,1236735,1236735,1236735,1236735,1236254,1236254,1236254,1236254,1236254,1236254,1236476,1236476,1236476,1236476,1236476,1236476,1236268,1236268,1236268
1997-07,1225443,1228491,1228491,1228491,1228491,1228491,1228491,1228491,1228491,1228491,1228491,1228491,1228491,1228499,1228499,1228499,1228499,1228499,1228499,1228499,1228499,1228499,1228499,1228499,1228499,1228455,1228455,1228455,1228455,1228455,1228455,1228455,1228455,1228455,1228455,1228542,1228542,1228509,1228509,1228509,1226926,1226926,1226926,1225465,1225465,1225465,1225465,1225465,1225465,1224621,1224621,1224621,1224625,1225404,1225396,1225396,1225396,1225396,1225396,1225396,1225396,1227639,1227639,1227639,1227639,1227564,1227564,1227564,1227564,1227564,1227564,1227564,1227564,1227564,1227564,1227564,1227684,1227684,1227684,1227684,1227684,1227684,1227216,1227216,1227216,1227216,1227216,1227216,1227216,1227209,1227209,1227209,1227209,1227187,1227187,1227187,1227187,1226963,1226963,1226963,1226963,1226963,1226963,1227108,1227108,1227108,1227108,1227108,1227108,1226958,1226958,1226958
